zone,scenario,year,q,d,exporter,direction,variant,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,n_floored,raw_mean_usd
Romania,VERY_LOW,2040,Q1,d1,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,10.3834,19.6351,13.0551,0.2914,0.0100,0.0100,0.0100,0.0100,20,-12.9331
Romania,VERY_LOW,2040,Q1,d2,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,8.0725,41.9717,65.8976,52.8842,47.9373,23.4722,23.6783,0.0100,0.0100,0.0100,0.0100,17,-2.5009
Romania,VERY_LOW,2040,Q1,d3,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-45.6383
Romania,VERY_LOW,2040,Q1,d4,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-48.1899
Romania,VERY_LOW,2040,Q1,d5,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.6560,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,12.8331,3.7637,7.5255,0.0100,0.0100,0.0100,0.0100,0.0100,20,-17.3251
Romania,VERY_LOW,2040,Q1,d6,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,8.3341,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,23,-21.5482
Romania,VERY_LOW,2040,Q1,d7,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-25.3594
Romania,VERY_LOW,2040,Q2,d1,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-49.7345
Romania,VERY_LOW,2040,Q2,d2,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-47.9627
Romania,VERY_LOW,2040,Q2,d3,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-35.9445
Romania,VERY_LOW,2040,Q2,d4,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-31.5078
Romania,VERY_LOW,2040,Q2,d5,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-37.1649
Romania,VERY_LOW,2040,Q2,d6,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-42.2576
Romania,VERY_LOW,2040,Q2,d7,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-37.0616
Romania,VERY_LOW,2040,Q3,d1,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,25.2163,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,23,-31.9904
Romania,VERY_LOW,2040,Q3,d2,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,61.1449,12.7459,0.0100,0.0100,0.0100,0.0100,0.0100,22,-34.7165
Romania,VERY_LOW,2040,Q3,d3,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-61.4087
Romania,VERY_LOW,2040,Q3,d4,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-39.0324
Romania,VERY_LOW,2040,Q3,d5,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-41.4507
Romania,VERY_LOW,2040,Q3,d6,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,1.5677,11.2198,11.3506,9.4559,0.0100,0.0100,0.0100,0.0100,0.0100,20,-23.7111
Romania,VERY_LOW,2040,Q3,d7,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,4.2711,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,29.1842,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,22,-26.8059
Romania,VERY_LOW,2040,Q4,d1,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,1.4052,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,10.7322,21.3237,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,21,-24.4699
Romania,VERY_LOW,2040,Q4,d2,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-32.5942
Romania,VERY_LOW,2040,Q4,d3,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-53.3988
Romania,VERY_LOW,2040,Q4,d4,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,41.2225,37.2626,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,22,-26.9585
Romania,VERY_LOW,2040,Q4,d5,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-27.5901
Romania,VERY_LOW,2040,Q4,d6,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-49.4992
Romania,VERY_LOW,2040,Q4,d7,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,9.6065,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,23,-32.6794
Romania,VERY_LOW,2041,Q1,d1,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,9.5607,18.8393,12.2401,0.0100,0.0100,0.0100,0.0100,0.0100,21,-13.8238
Romania,VERY_LOW,2041,Q1,d2,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,7.2430,41.2409,65.2366,52.1853,47.2239,22.6875,22.8943,0.0100,0.0100,0.0100,0.0100,17,-3.3611
Romania,VERY_LOW,2041,Q1,d3,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-46.6242
Romania,VERY_LOW,2041,Q1,d4,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-49.1833
Romania,VERY_LOW,2041,Q1,d5,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,12.0175,2.9217,6.6944,0.0100,0.0100,0.0100,0.0100,0.0100,21,-18.2286
Romania,VERY_LOW,2041,Q1,d6,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,7.5054,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,23,-22.4639
Romania,VERY_LOW,2041,Q1,d7,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-26.2863
Romania,VERY_LOW,2041,Q2,d1,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-50.7324
Romania,VERY_LOW,2041,Q2,d2,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-48.9553
Romania,VERY_LOW,2041,Q2,d3,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-36.9022
Romania,VERY_LOW,2041,Q2,d4,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-32.4525
Romania,VERY_LOW,2041,Q2,d5,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-38.1261
Romania,VERY_LOW,2041,Q2,d6,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-43.2337
Romania,VERY_LOW,2041,Q2,d7,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-38.0226
Romania,VERY_LOW,2041,Q3,d1,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24.4367,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,23,-32.9365
Romania,VERY_LOW,2041,Q3,d2,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,60.4700,11.9301,0.0100,0.0100,0.0100,0.0100,0.0100,22,-35.6706
Romania,VERY_LOW,2041,Q3,d3,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-62.4405
Romania,VERY_LOW,2041,Q3,d4,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-39.9990
Romania,VERY_LOW,2041,Q3,d5,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-42.4244
Romania,VERY_LOW,2041,Q3,d6,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.7193,10.3995,10.5307,8.6304,0.0100,0.0100,0.0100,0.0100,0.0100,20,-24.6332
Romania,VERY_LOW,2041,Q3,d7,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,3.4306,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,28.4162,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,22,-27.7370
Romania,VERY_LOW,2041,Q4,d1,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.5564,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,9.9105,20.5329,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,21,-25.3941
Romania,VERY_LOW,2041,Q4,d2,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-33.5421
Romania,VERY_LOW,2041,Q4,d3,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-54.4073
Romania,VERY_LOW,2041,Q4,d4,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,40.4896,36.5181,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,22,-27.8900
Romania,VERY_LOW,2041,Q4,d5,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-28.5234
Romania,VERY_LOW,2041,Q4,d6,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-50.4963
Romania,VERY_LOW,2041,Q4,d7,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,8.7815,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,23,-33.6276
Romania,VERY_LOW,2042,Q1,d1,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,8.7379,18.0436,11.4252,0.0100,0.0100,0.0100,0.0100,0.0100,21,-14.7144
Romania,VERY_LOW,2042,Q1,d2,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,6.4135,40.5102,64.5755,51.4863,46.5105,21.9029,22.1103,0.0100,0.0100,0.0100,0.0100,17,-4.2214
Romania,VERY_LOW,2042,Q1,d3,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-47.6101
Romania,VERY_LOW,2042,Q1,d4,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-50.1766
Romania,VERY_LOW,2042,Q1,d5,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,11.2019,2.0797,5.8633,0.0100,0.0100,0.0100,0.0100,0.0100,21,-19.1320
Romania,VERY_LOW,2042,Q1,d6,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,6.6767,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,23,-23.3796
Romania,VERY_LOW,2042,Q1,d7,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-27.2131
Romania,VERY_LOW,2042,Q2,d1,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-51.7302
Romania,VERY_LOW,2042,Q2,d2,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-49.9480
Romania,VERY_LOW,2042,Q2,d3,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-37.8598
Romania,VERY_LOW,2042,Q2,d4,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-33.3972
Romania,VERY_LOW,2042,Q2,d5,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-39.0873
Romania,VERY_LOW,2042,Q2,d6,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-44.2097
Romania,VERY_LOW,2042,Q2,d7,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-38.9835
Romania,VERY_LOW,2042,Q3,d1,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,23.6572,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,23,-33.8827
Romania,VERY_LOW,2042,Q3,d2,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,59.7951,11.1142,0.0100,0.0100,0.0100,0.0100,0.0100,22,-36.6247
Romania,VERY_LOW,2042,Q3,d3,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-63.4723
Romania,VERY_LOW,2042,Q3,d4,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-40.9657
Romania,VERY_LOW,2042,Q3,d5,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-43.3981
Romania,VERY_LOW,2042,Q3,d6,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,9.5792,9.7108,7.8050,0.0100,0.0100,0.0100,0.0100,0.0100,21,-25.5552
Romania,VERY_LOW,2042,Q3,d7,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,2.5900,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,27.6482,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,22,-28.6680
Romania,VERY_LOW,2042,Q4,d1,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,9.0888,19.7420,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,22,-26.3184
Romania,VERY_LOW,2042,Q4,d2,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-34.4900
Romania,VERY_LOW,2042,Q4,d3,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-55.4158
Romania,VERY_LOW,2042,Q4,d4,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,39.7566,35.7736,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,22,-28.8215
Romania,VERY_LOW,2042,Q4,d5,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-29.4568
Romania,VERY_LOW,2042,Q4,d6,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,24,-51.4935
Romania,VERY_LOW,2042,Q4,d7,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,7.9565,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,23,-34.5757
Romania,VERY_LOW,2043,Q1,d1,Georgia,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,7.9152,17.2478,10.6102,0.0100,0.0100,0.0100,0.0100,0.0100,21,-15.6051
