g,z,tech,fuel,StYr,RetrYr,Capacity,Status,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,DescreteCap,fuel2,HeatRate2,MinUtilization,RETech,UnitSize
Near_Salima_Nanjoka_LNG_MWI,Malawi,OCGT,Gas,2038,2060,73,3,,10,0.3,0.3,,,,,,0.9,,73,0,7,9.7,0.05,0,
Mmamabula_TH_BWA,Botswana,ST,Coal,2028,2060,600,3,0.3,9.73,0.33,0.33,,,,,,2.466504472,,150,0,,0,0.05,0,300
Wovwe_additional_HY_MWI,Malawi,ROR,Water,2027,2107,4.5,2,,,,,,0.325077306,,,0,2.8,,4.5,,,,,,
ZambiaOCGTDiesel_TH_ZMB,Zambia,ICE,Diesel,2020,2070,84,1,,9.7,1,1,0,0.2,,,0,0,30,0,0,,0,0,0,0
Devil'sGorgeSouth_HY_ZWE,Zimbabwe,ReservoirHydro,Water,2037,2115,1200,3,,,,,,0.275342466,,,,3.12,50,600,0,,0,0,0,0
MozMGTPEDMSasolGT_TH_MOZ,Mozambique,CCGT,Gas,2029,2058,300,3,0.2,9.75,0.1,0.1,,0.2,,,0,1.25,,450,0,,,0.05,0,0
SACCGTNG2029_TH_ZAF,South_Africa,CCGT,Gas,2029,2059,1000,2,0.2,9.75,0.1,0.1,,0.2,,,0,1.245080501,,3000,0,,,0.05,0,0
SACCGTNG2029_TH_ZAF_2,South_Africa,CCGT,Gas,2029,2059,2000,3,0.2,9.75,0.1,0.1,,0.2,,,0,1.245080501,,3000,0,,,0.05,0,0
SACCGTNG2030_TH_ZAF_2,South_Africa,CCGT,Gas,2030,2060,2000,3,0.2,9.75,0.1,0.1,,0.2,,,0,1.245080501,,3000,0,,,0.05,0,0
SACCGTNG2030_TH_ZAF,South_Africa,CCGT,Gas,2030,2060,1000,2,0.2,9.75,0.1,0.1,,0.2,,,0,1.245080501,,3000,0,,,0.05,0,0
Hale_HY_TZA,Tanzania,ROR,Water,2024,2060,21,1,,,0.24,0.24,,0.13,,,0,,,,,,,,,
Kinyerezi_II_TH_TZA,Tanzania,CCGT,Gas,2018,2044,248,1,0.2,9.75,0.1,0.1,,0.2,,,0,,,,,,,0.05,,
Duynefontein_NU_ZAF,South_Africa,Nuclear,Uranium,2035,2095,5200,3,,9.2886066,0.1,0.1,0,0,,,0,6.295957066,50,1250,0,,0,0.6,0,0
Songas_TH_TZA,Tanzania,OCGT,Gas,2004,2034,189,1,,10.23,0.3,0.3,,,,,0,,,,,,,,,
Kinyerezi_I_Ext_TH_TZA,Tanzania,OCGT,Gas,2022,2047,185,1,,10.23,0.3,0.3,,,,,0,,,,,,,,,
Kinyerezi_I_TH_TZA,Tanzania,OCGT,Gas,2015,2035,150,1,,10.23,0.3,0.3,,,,,0,,,,,,,,,
Ubungo_II_TH_TZA,Tanzania,OCGT,Gas,2012,2031,129,1,,10.23,0.3,0.3,,,,,0,,,,,,,,,
Ubungo_III_TH_TZA,Tanzania,OCGT,Gas,2022,2042,113,1,,10.23,0.3,0.3,,,,,0,,,,,,,,,
Ubongo_I_TH_TZA,Tanzania,ICE,Gas,2007,2027,102,1,,9.7,0.3,0.3,,0.2,,,0,0,30,,,,,,,
New_OCGT_TH_DRC,DRC,OCGT,Gas,2028,2058,500,3,,10.23,,,,,,,,,,150,,,,,,
FuelOil_TH_TZA,Tanzania,ICE,HFO,2013,2032,70,1,,10.8,,,,,,,0,0,,,,,,,,
JNHPP_1_HY_TZA,Tanzania,ReservoirHydro,Water,2024,2060,2115,1,,,0.13,0.13,,0.34,,,0,,50,,,,,,,
Diesel_TH_TZA,Tanzania,ICE,Diesel,2013,2032,60,1,,10.8,1,1,,0.2,,,0,0,30,,,,,,,
Tegeta_TH_TZA,Tanzania,ICE,Gas,2009,2029,45,1,,9.7,0.3,0.3,,0.2,,,0,0,30,,,,,,,
Mtwara_TH_TZA,Tanzania,OCGT,Gas,2018,2035,31,1,,10.23,0.3,0.3,,,,,0,,,,,,,,,
New_OffshoreWind_AGO_SO,Angola,OffshoreWind,Wind,2030,2060,8000,3,,,1,1,0,0,,,0,3.3,,50,0,,0,0,1,0
TPC_Bio_TH_TZA,Tanzania,ST,Biomass,2010,2030,9,1,,11.5,0.9,0.9,,,,,0,,,,,,,,,
Kidatu_HY_TZA,Tanzania,ROR,Water,1975,2060,204,1,,,0.13,0.13,,0.34,,,0,,50,,,,,,,
Somanga_TH_TZA,Tanzania,OCGT,Gas,2010,2030,8,1,,10.23,0.3,0.3,,,,,0,,,,,,,,,
Small_PV_TZA,Tanzania,PV,Solar,2024,2060,7,1,,,,,,,,,0,,,,,,,,,
Small_Wind_TZA,Tanzania,OnshoreWind,Wind,2024,2060,2,1,,,,,,,,,0,,,,,,,,,
Tanwat_Bio_TH_TZA,Tanzania,ST,Biomass,2010,2029,2,1,,11.5,0.9,0.9,,,,,0,,,,,,,,,
MphandaNkuwa_HY_MOZ,Mozambique,ReservoirHydro,Water,2033,2112,1500,2,,,,,,0.406440138,,,0,4.436550388,50,1500,0,,0,0,0,0
New_OffshoreWind_NAM,Namibia,OffshoreWind,Wind,2035,2065,500,3,,,1,1,0,0,,,0,3.3,,25,0,,0,0,1,0
New_OnshoreWind_AGO_SO,Angola,OnshoreWind,Wind,2028,2060,8000,3,,,1,1,,,,,,1.3,,50,,,,,1,
Kihansi_HY_TZA,Tanzania,ROR,Water,2000,2060,180,1,,,0.17,0.17,,0.31,,,0,,,,,,,,,
New_OnshoreWind_BWA,Botswana,OnshoreWind,Wind,2032,2062,8000,3,,,1,1,,,,,,1.3,,25,,,,,1,
Malagarasi_HY_TZA,Tanzania,ROR,Water,2028,2108,50,2,,,,,,0.22,,,0,2.8,,50,,,,,,
New_OnshoreWind_DRC,DRC,OnshoreWind,Wind,2027,2060,8000,3,,,,,,,,,,,,70,,,,,1,
New_PV_2035_DRCSouth,DRC_South,PV,Solar,2035,2060,4000,3,,,,,,,,,,0.8,,60,,,,,1,
New_OnshoreWind_DRCSouth,DRC_South,OnshoreWind,Wind,2027,2060,8000,3,,,1,1,,,,,,1.3,,45,,,,,1,
New_OnshoreWind_LSO,Lesotho,OnshoreWind,Wind,2029,2060,500,3,,,1,1,,,,,,1.3,,20,,,,,1,
New_OnshoreWind_SWZ,Eswatini,OnshoreWind,Wind,2031,2061,1000,3,,,1,1,,,,,,1.3,,20,,,,,1,
New_OnshoreWind_TZA,Tanzania,OnshoreWind,Wind,2025,2060,400,3,,,1,1,,,,,,1.3,,60,,,,,1,
New_PV_ZWE,Zimbabwe,PV,Solar,2028,2060,6000,3,,,,,,,,,,0.8,,100,,,,,1,
New_OnshoreWind_ZWE,Zimbabwe,OnshoreWind,Wind,2028,2060,2000,3,,,1,1,,,,,,1.3,,20,,,,,1,
AltoMalema_HY_MOZ,Mozambique,ReservoirHydro,Water,2035,2110,60,3,,,,,,0.278070484,,,,,,60,,,,,,
Beluluane_TH_MOZ,Mozambique,CCGT,Gas,2033,2060,2000,3,0.2,9.75,0.1,0.1,,0.2,,,0,1.245080501,,100,0,,,0.05,0,0
Kishapu_I_PV_TZA,Tanzania,PV,Solar,2026,2060,50,2,,,,,,,,,,0.8,,50,,,,,,
Kishapu_II_PV_TZA,Tanzania,PV,Solar,2026,2060,50,2,,,,,,,,,,0.8,,50,,,,,,
Kishapu_III_PV_TZA,Tanzania,PV,Solar,2027,2060,50,2,,,,,,,,,,0.8,,50,,,,,,
Boroma_HY_MOZ,Mozambique,ReservoirHydro,Water,2037,2110,200,3,,,,,,0.278070484,,,,,,200,,,,,,
New_OnshoreWind_AGO_EA,Angola,OnshoreWind,Wind,2028,2060,1000,3,,,1,1,,,,,,1.3,,5,,,,,1,
New_PV_2029_AGO_CE,Angola,PV,Solar,2029,2060,10000,3,,,,,,,,,,0.8,,130,,,,,1,
CTMJICA2_TH_MOZ,Mozambique,OCGT,Gas,2028,2048,29,3,,10.23,0.3,0.3,,,,,,1.016815742,,29,0,,,0.05,0,0
CuambaII_PV_MOZ,Mozambique,PV,Solar,2028,2060,30,3,,0,1,1,,,,,,0.8,,30,,,,,,
New_PV_DRC,DRC,PV,Solar,2026,2060,20000,3,,,,,,,,,,,,150,,,,,1,
New_PV_DRCSouth,DRC_South,PV,Solar,2026,2060,4000,3,,,,,,,,,,0.8,,40,,,,,1,
New_PV_LSO,Lesotho,PV,Solar,2029,2060,500,3,,,,,,,,,,0.8,,12,,,,,1,
New_PV_2040_TZA,Tanzania,PV,Solar,2027,2067,5000,3,,,,,,,,,,0.8,,100,,,,,,
LeopardsHill_Hybrid_PV_ZMB,Zambia,PV,Solar,2028,2058,250,2,,,,,,,,,,0.8,,250,,,,,,
7Yards_PV_ZMB,Zambia,PV,Solar,2027,2060,100,3,,,,,,,,,,0.8,,50,,,,,1,
Lufubu_HY_ZMB,Zambia,ReservoirHydro,Water,2029,2109,163,3,,,,,,0.278070484,,,,3.12,50,163,0,,0,0,0,0
New_PV_ZMB,Zambia,PV,Solar,2028,2060,5000,3,,,,,,,,,,0.8,,200,,,,,1,
Muzarabani_TH_ZWE,Zimbabwe,CCGT,Gas,2027,2052,500,3,0.2,9.75,0.1,0.1,,0.2,,,,,,200,,,,0.05,,
New_PV_2040_LSO,Lesotho,PV,Solar,2040,2070,500,3,,,,,,,,,,0.8,,12,,,,,1,
Nzoro_HY_DRC,DRC,ReservoirHydro,Water,2024,2104,378,3,,,,,,,,,,,,109,0,,0,0,0,0
PV_2027_MWI,Malawi,PV,Solar,2027,2060,6000,3,,,,,,,,,,0.8,,30,,,,,1,
Mtera_HY_TZA,Tanzania,ReservoirHydro,Water,1988,2060,80,1,,,0.25,0.25,,0.24,,,0,,50,,,,,,,
PV_Tender3_BESS_SWZ,Eswatini,PV,Solar,2030,2060,5000,3,,,,,,,,,,1.5,25,50,,,,,,
New_Pangani_Falls_HY_TZA,Tanzania,ROR,Water,1995,2060,68,1,,,0.25,0.25,,0.2,,,0,,,,,,,,,
Nyumba_Ya_Mungu_HY_TZA,Tanzania,ReservoirHydro,Water,1968,2060,8,1,,,0.25,0.25,,0.29,,,0,,50,,,,,,,
Quilengues_HY_AGO_CE,Angola,ReservoirHydro,Water,2045,2060,210,3,,,,,,0.278070484,,,,3.12,50,210,0,,0,0,0,0
SingidaWind2_REN_TZA,Tanzania,OnshoreWind,Wind,2026,2060,75,2,,,1,1,,,,,,1.3,,75,,,,,1,
Rumakali_TH_TZA,Tanzania,ReservoirHydro,Water,2035,2110,222,3,,,,,,0.31,,,,3.12,50,222,,,,,,
SmallPV_2025_PV_TZA,Tanzania,PV,Solar,2028,2060,70,3,,,,,,,,,,0.8,,70,,,,,,
SmallPV_2026_PV_TZA,Tanzania,PV,Solar,2026,2060,48,2,,,,,,,,,,0.8,,48,,,,,,
Rusumo_HY_TZA,Tanzania,ROR,Water,2025,2105,27,1,,,,,,0.18,,,0,2.8,,27,,,,,,
SmallHydro_2025_HY_TZA,Tanzania,ReservoirHydro,Water,2025,2105,14,1,,,0.25,0.25,,0.29,,,,3.12,,14,,,,,,
SmallHydro_2026_HY_TZA,Tanzania,ReservoirHydro,Water,2026,2106,15,2,,,0.25,0.25,,0.29,,,,3.12,,15,,,,,,
SmallHydro_2027_HY_TZA,Tanzania,ReservoirHydro,Water,2027,2107,27,2,,,0.25,0.25,,0.29,,,,3.12,,27,,,,,,
SmallHydro_HY_TZA,Tanzania,ROR,Water,2016,2060,40,1,,,0.25,0.25,,0.22,,,0,,,,,,,,,
Dondo_PV_MOZ,Mozambique,PV,Solar,2027,2060,30,3,,0,1,1,,,,,,0.8,,30,,,,,,
SA_NewGas_ESKOM_ZAF,South_Africa,CCGT,Gas,2029,2078,3000,3,0.2,9.75,0.1,0.1,,0.2,,,0,1.245080501,,3000,0,,,0.05,0,3000
Jangamo_OnshoreWind_MOZ,Mozambique,OnshoreWind,Wind,2028,2060,50,3,,,,,,,,,,1.3,,50,,,,,,
Lichinga_PV_MOZ,Mozambique,PV,Solar,2028,2060,30,3,,0,1,1,,,,,,0.8,,30,,,,,,
Lupata_HY_MOZ,Mozambique,ReservoirHydro,Water,2035,2110,650,3,,,,,,0.406440138,,,0,4.248837209,,650,0,,0,0,0,0
Manje_PV_MOZ,Mozambique,PV,Solar,2028,2060,30,3,,0,1,1,,,,,,0.8,,30,,,,,,
Mapai_HY_MOZ,Mozambique,ReservoirHydro,Water,2040,2110,75,3,,,,,,0.38,,,,,,75,,,,,,
Massingir_HY_MOZ,Mozambique,ROR,Water,2033,2110,18,3,,,,,,0.22,,,,2.8,,18,,,,,,
MavuziII_HY_MOZ,Mozambique,ROR,Water,2034,2110,37,3,,,,,,0.22,,,,2.8,,18,,,,,,
Mugeba_HY_MOZ,Mozambique,ReservoirHydro,Water,2035,2110,150,3,,,,,,0.38,,,,,,150,,,,,,
Nacala_TH_MOZ,Mozambique,OCGT,Gas,2030,2060,250,3,,10.23,0.3,0.3,,,,,,1.016815742,,250,,,,,,
Namaacha_OnshoreWind_MOZ,Mozambique,OnshoreWind,Wind,2028,2060,120,3,,,,,,,,,,1.3,,120,,,,,,
New_OffshoreWind_MOZ,Mozambique,OffshoreWind,Wind,2032,2062,8000,3,,0,1,1,0,0,,,0,3.2,,200,0,,0,0,1,0
New_OnshoreWind2030_MOZ,Mozambique,OnshoreWind,Wind,2030,2060,4000,3,,,,,,,,,,1.3,,150,,,,,,
New_PV_2026_MOZ,Mozambique,PV,Solar,2026,2060,200,3,,0,1,1,,,,,,0.8,,200,,,,,,
New_PV_2030_MOZ_CE,Mozambique,PV,Solar,2030,2060,8000,3,,0,1,1,,,,,,0.8,,100,,,,,,
New_PV_2030_MOZ_NO,Mozambique,PV,Solar,2030,2060,3000,0,,0,1,1,,,,,,0.8,,100,,,,,,
Ruo_HY_MOZ,Mozambique,ReservoirHydro,Water,2035,2110,85,3,,,,,,0.38,,,,,,85,,,,,,
SA_SolarGeneric_2031_REN_ZAF,South_Africa,PV,Solar,2031,2060,18400,3,,,,,,,,,,0.8,,1000,,,,,1,
SA_WindNew_REN_ZAF,South_Africa,OnshoreWind,Wind,2031,2060,35700,3,,,1,1,0,0,,,0,1.3,,2000,0,,0,0,1,0
SACCGTNG2032_TH_ZAF,South_Africa,CCGT,Gas,2032,2062,15250,3,0.2,9.75,0.1,0.1,,0.2,,,0,1.245080501,,1250,0,,,0.05,0,
Singida_II_WIND_TZA,Tanzania,OnshoreWind,Wind,2026,2060,75,3,,,1,1,,,,,,1.3,,75,,,,,1,
Somanga_Mtama_TH_TZA,Tanzania,CCGT,Gas,2030,2060,6000,0,0.2,9.75,0.1,0.1,,0.2,,,0,1.3,,200,,,,0.05,0,
Tsate_HY_MOZ,Mozambique,ReservoirHydro,Water,2035,2110,50,3,,,,,,0.38,,,,,,50,,,,,,
Upper_Kihansi_HY_TZA,Tanzania,ROR,Water,2035,2110,47,3,,,,,,0.17,,,0,2.8,,47,,,,,,
Vuka_HY_AGO_EA,Angola,ROR,Water,2032,2112,121,3,,,,,,0.278070484,,,,3.12,50,121,0,,0,0,0,0
Wind_2030_MWI,Malawi,OnshoreWind,Wind,2030,2060,350,3,,,1,1,,,,,,1.3,,20,,,,,1,
Zenzo_HY_AGO_NO,Angola,ReservoirHydro,Water,2045,2115,570,3,,,,,,0.278070484,,,,3.12,50,570,0,,0,0,0,0
