g,y,value
Gibe_II,2036,0.4675068493150685
Gibe_III,2024,1.0
Gibe_III,2030,1.0
Gibe_III,2036,1.0
Kality,2024,1.0
Kality,2030,1.0
Kality,2036,1.0
Koka_HEP,2024,1.0
Koka_HEP,2030,1.0
Koka_HEP,2036,1.0
Maleka_Wakana_HEP,2024,1.0
Maleka_Wakana_HEP,2030,1.0
Maleka_Wakana_HEP,2036,1.0
Neshe,2024,1.0
Neshe,2030,1.0
Neshe,2036,1.0
Sor_1_HEP,2024,1.0
Sor_1_HEP,2030,1.0
Sor_1_HEP,2036,1.0
Tekeze_I,2024,1.0
Tekeze_I,2030,1.0
Tekeze_I,2036,1.0
Tis_Abay_I_HEP,2024,1.0
Tis_Abay_I_HEP,2030,1.0
Tis_Abay_I_HEP,2036,1.0
Tis_Abey_ll,2024,1.0
Tis_Abey_ll,2030,1.0
Tis_Abey_ll,2036,1.0
Biomass_2024,2024,1.0
Biomass_2024,2030,1.0
Biomass_2024,2036,1.0
Biomass_2025,2024,1.0
Biomass_2025,2030,1.0
Biomass_2025,2036,1.0
Cummins_Cogeneration_Kenya_Limited,2024,1.0
Cummins_Cogeneration_Kenya_Limited,2030,1.0
Cummins_Cogeneration_Kenya_Limited,2036,1.0
Generic_Biomass,2024,1.0
Generic_Biomass,2030,1.0
Generic_Biomass,2036,1.0
Municipal_Waste_to_Energy_,2024,1.0
Municipal_Waste_to_Energy_,2030,1.0
Municipal_Waste_to_Energy_,2036,1.0
Roadtech_Solutions,2024,1.0
Roadtech_Solutions,2030,1.0
Roadtech_Solutions,2036,1.0
Small_Biomass_Thika_Way,2024,1.0
Small_Biomass_Thika_Way,2030,1.0
Small_Biomass_Thika_Way,2036,1.0
Tana_Biomass_Limited_Biogas,2024,1.0
Tana_Biomass_Limited_Biogas,2030,1.0
Tana_Biomass_Limited_Biogas,2036,1.0
Dongo_Kundu,2024,1.0
Dongo_Kundu,2030,1.0
Dongo_Kundu,2036,1.0
Generic_GENC_Natural_Gas_-_CCGT,2024,1.0
Generic_GENC_Natural_Gas_-_CCGT,2030,1.0
Generic_GENC_Natural_Gas_-_CCGT,2036,1.0
Wajir,2024,1.0
Wajir,2030,1.0
Wajir,2036,1.0
CCGT_GENC_CCS,2024,1.0
CCGT_GENC_CCS,2030,1.0
CCGT_GENC_CCS,2036,1.0
Kitui,2024,1.0
Kitui,2030,1.0
Kitui,2036,1.0
Lamu_Coal_Power_Station,2024,1.0
Lamu_Coal_Power_Station,2030,1.0
Lamu_Coal_Power_Station,2036,1.0
AGIL_Longonot_Stage_1,2024,1.0
AGIL_Longonot_Stage_1,2030,1.0
AGIL_Longonot_Stage_1,2036,1.0
AGIL_Longonot_Stage_2,2024,1.0
AGIL_Longonot_Stage_2,2030,1.0
AGIL_Longonot_Stage_2,2036,1.0
AGIL_Longonot_Stage_3,2024,1.0
AGIL_Longonot_Stage_3,2030,1.0
AGIL_Longonot_Stage_3,2036,1.0
AGIL_Longonot_Stage_4,2024,1.0
AGIL_Longonot_Stage_4,2030,1.0
AGIL_Longonot_Stage_4,2036,1.0
Baringo_Silali__-_Korosi_I,2024,1.0
Baringo_Silali__-_Korosi_I,2030,1.0
Baringo_Silali__-_Korosi_I,2036,1.0
Baringo_Silali__-_Paka_I,2024,1.0
Baringo_Silali__-_Paka_I,2030,1.0
Baringo_Silali__-_Paka_I,2036,1.0
Baringo_Silali__-_Silali_I,2024,1.0
Baringo_Silali__-_Silali_I,2030,1.0
Baringo_Silali__-_Silali_I,2036,1.0
Eburru_2,2024,1.0
Eburru_2,2030,1.0
Eburru_2,2036,1.0
Generic_GENC_Geothermal,2024,1.0
Generic_GENC_Geothermal,2030,1.0
Generic_GENC_Geothermal,2036,1.0
Marine_Power_Akiira___Stage_1,2024,1.0
Marine_Power_Akiira___Stage_1,2030,1.0
Marine_Power_Akiira___Stage_1,2036,1.0
Marine_Power_Akiira_Stage_2,2024,1.0
Marine_Power_Akiira_Stage_2,2030,1.0
Marine_Power_Akiira_Stage_2,2036,1.0
Menengai_I_,2024,1.0
Menengai_I_,2030,1.0
Menengai_I_,2036,1.0
Menengai_I_Phase_I_Stage_I_-_Orpower22,2024,1.0
Menengai_I_Phase_I_Stage_I_-_Orpower22,2030,1.0
Menengai_I_Phase_I_Stage_I_-_Orpower22,2036,1.0
Menengai_III_,2024,1.0
Menengai_III_,2030,1.0
Menengai_III_,2036,1.0
Menengai_Istage2,2024,1.0
Menengai_Istage2,2030,1.0
Menengai_Istage2,2036,1.0
Menengai_IV_-_Stage_3,2024,1.0
Menengai_IV_-_Stage_3,2030,1.0
Menengai_IV_-_Stage_3,2036,1.0
MenengaiV,2024,1.0
MenengaiV,2030,1.0
MenengaiV,2036,1.0
Olkaria_7,2024,1.0
Olkaria_7,2030,1.0
Olkaria_7,2036,1.0
Olkaria_8,2024,1.0
Olkaria_8,2030,1.0
Olkaria_8,2036,1.0
Olkaria_9_&_other_fields,2024,1.0
Olkaria_9_&_other_fields,2030,1.0
Olkaria_9_&_other_fields,2036,1.0
Olkaria_Brine,2024,1.0
Olkaria_Brine,2030,1.0
Olkaria_Brine,2036,1.0
Olkaria_III_units_1-9,2024,1.0
Olkaria_III_units_1-9,2030,1.0
Olkaria_III_units_1-9,2036,1.0
Olkaria_Topping,2024,1.0
Olkaria_Topping,2030,1.0
Olkaria_Topping,2036,1.0
Olkaria_VI,2024,1.0
Olkaria_VI,2030,1.0
Olkaria_VI,2036,1.0
Olsuswa_Unit_1,2024,1.0
Olsuswa_Unit_1,2030,1.0
Olsuswa_Unit_1,2036,1.0
Suswa_I,2024,1.0
Suswa_I,2030,1.0
Suswa_I,2036,1.0
Suswa_II,2024,1.0
Suswa_II,2030,1.0
Suswa_II,2036,1.0
Suswa_III,2024,1.0
Suswa_III,2030,1.0
Suswa_III,2036,1.0
Embakasi,2024,1.0
Embakasi,2030,1.0
Embakasi,2036,1.0
Generic_GENC_Natural_Gas_-_OGCT,2024,1.0
Generic_GENC_Natural_Gas_-_OGCT,2030,1.0
Generic_GENC_Natural_Gas_-_OGCT,2036,1.0
Generic_LNG_Gas_Turbine,2024,1.0
Generic_LNG_Gas_Turbine,2030,1.0
Generic_LNG_Gas_Turbine,2036,1.0
LNG_Gas_Turbine,2024,1.0
LNG_Gas_Turbine,2030,1.0
LNG_Gas_Turbine,2036,1.0
GenericHFO,2024,1.0
GenericHFO,2030,1.0
GenericHFO,2036,1.0
Nuclear_Kenya,2024,1.0
Nuclear_Kenya,2030,1.0
Nuclear_Kenya,2036,1.0
OCGT_GENC_CCS,2024,1.0
OCGT_GENC_CCS,2030,1.0
OCGT_GENC_CCS,2036,1.0
Generic_Small_Hydro,2024,0.5101369863013698
Generic_Small_Hydro,2030,0.5101369863013698
Generic_Small_Hydro,2036,0.5101369863013698
Gitaru_Rehab,2024,0.5101369863013698
Gitaru_Rehab,2030,0.5101369863013698
Gitaru_Rehab,2036,0.5101369863013698
Kamburu_Rehab,2024,0.3125479452054794
Kamburu_Rehab,2030,0.3125479452054794
Kamburu_Rehab,2036,0.3125479452054794
Karura,2024,0.5101369863013698
Karura,2030,0.5101369863013698
Karura,2036,0.5101369863013698
Kiambere_Rehab,2024,0.5101369863013698
Kiambere_Rehab,2030,0.5101369863013698
Kiambere_Rehab,2036,0.5101369863013698
Kindaruma_Rehab,2024,0.5101369863013698
Kindaruma_Rehab,2030,0.5101369863013698
Kindaruma_Rehab,2036,0.5101369863013698
Masinga_Rehab,2024,0.5101369863013698
Masinga_Rehab,2030,0.5101369863013698
Masinga_Rehab,2036,0.5101369863013698
Sangoro_Rehab,2024,0.5101369863013698
Sangoro_Rehab,2030,0.5101369863013698
Sangoro_Rehab,2036,0.5101369863013698
Sondu_Rehab,2024,0.5101369863013698
Sondu_Rehab,2030,0.5101369863013698
Sondu_Rehab,2036,0.5101369863013698
Tana_Rehab,2024,0.5101369863013698
Tana_Rehab,2030,0.5101369863013698
Tana_Rehab,2036,0.5101369863013698
Turkwel_Rehab,2024,0.5101369863013698
Turkwel_Rehab,2030,0.5101369863013698
Turkwel_Rehab,2036,0.5101369863013698
Generic_Large_Hydro,2024,1.0
Generic_Large_Hydro,2030,1.0
Generic_Large_Hydro,2036,1.0
High_Grand_Falls_-_I,2024,1.0
High_Grand_Falls_-_I,2030,1.0
High_Grand_Falls_-_I,2036,1.0
High_Grand_Falls_-_II,2024,1.0
High_Grand_Falls_-_II,2030,1.0
High_Grand_Falls_-_II,2036,1.0
BESS_4,2024,1.0
BESS_4,2030,1.0
BESS_4,2036,1.0
Generic_GENC_BESS,2024,1.0
Generic_GENC_BESS,2030,1.0
Generic_GENC_BESS,2036,1.0
Pumped_Hydro,2024,1.0
Pumped_Hydro,2030,1.0
Pumped_Hydro,2036,1.0
Menengai_I_Quantum,2024,1.0
Menengai_I_Quantum,2030,1.0
Menengai_I_Quantum,2036,1.0
Menengai_I_Sosian,2024,1.0
Menengai_I_Sosian,2030,1.0
Menengai_I_Sosian,2036,1.0
Olkaria_1_B_(Rehabilitated),2024,1.0
Olkaria_1_B_(Rehabilitated),2030,1.0
Olkaria_1_B_(Rehabilitated),2036,1.0
Olkaria_1_Unit_6,2024,1.0
Olkaria_1_Unit_6,2030,1.0
Olkaria_1_Unit_6,2036,1.0
Small_Hydro_2021,2024,0.5101369863013698
Small_Hydro_2021,2030,0.5101369863013698
Small_Hydro_2021,2036,0.5101369863013698
Small_Hydro_2022,2024,0.5101369863013698
Small_Hydro_2022,2030,0.5101369863013698
Small_Hydro_2022,2036,0.5101369863013698
Small_Hydro_2023,2024,0.5101369863013698
Small_Hydro_2023,2030,0.5101369863013698
Small_Hydro_2023,2036,0.5101369863013698
Small_Hydro_2024,2024,0.5101369863013698
Small_Hydro_2024,2030,0.5101369863013698
Small_Hydro_2024,2036,0.5101369863013698
Small_Hydro_2025,2024,0.5101369863013698
Small_Hydro_2025,2030,0.5101369863013698
Small_Hydro_2025,2036,0.5101369863013698
Small_Hydro_2026,2024,0.99
Small_Hydro_2026,2030,0.99
Small_Hydro_2026,2036,0.99
BESS_1_2_3,2024,1.0
BESS_1_2_3,2030,1.0
BESS_1_2_3,2036,1.0
Kwale_Co-Generation_TAnaBiomass,2024,1.0
Kwale_Co-Generation_TAnaBiomass,2030,1.0
Kwale_Co-Generation_TAnaBiomass,2036,1.0
Mumias_(Biomass),2024,1.0
Mumias_(Biomass),2030,1.0
Mumias_(Biomass),2036,1.0
Olkaria_I_,2024,1.0
Olkaria_I_,2030,1.0
Olkaria_I_,2036,1.0
Olkaria_I_units_4_&_5,2024,1.0
Olkaria_I_units_4_&_5,2030,1.0
Olkaria_I_units_4_&_5,2036,1.0
Olkaria_II,2024,1.0
Olkaria_II,2030,1.0
Olkaria_II,2036,1.0
Olkaria_IV,2024,1.0
Olkaria_IV,2030,1.0
Olkaria_IV,2036,1.0
Olkaria_Mobile_Wellheads___Eburru,2024,1.0
Olkaria_Mobile_Wellheads___Eburru,2030,1.0
Olkaria_Mobile_Wellheads___Eburru,2036,1.0
Olkaria_V_,2024,1.0
Olkaria_V_,2030,1.0
Olkaria_V_,2036,1.0
Orpower_4_(I),2024,1.0
Orpower_4_(I),2030,1.0
Orpower_4_(I),2036,1.0
Orpower_4_(II),2024,1.0
Orpower_4_(II),2030,1.0
Orpower_4_(II),2036,1.0
Orpower_4_(III),2024,1.0
Orpower_4_(III),2030,1.0
Orpower_4_(III),2036,1.0
Orpower_4_(IV),2024,1.0
Orpower_4_(IV),2030,1.0
Orpower_4_(IV),2036,1.0
Tsavo,2024,1.0
Tsavo,2030,1.0
Tsavo,2036,1.0
Gulf_Energy_,2024,1.0
Gulf_Energy_,2030,1.0
Gulf_Energy_,2036,1.0
Iberafrica_I_&II,2024,1.0
Iberafrica_I_&II,2030,1.0
Iberafrica_I_&II,2036,1.0
Kipevu_I_Diesel,2024,1.0
Kipevu_I_Diesel,2030,1.0
Kipevu_I_Diesel,2036,1.0
Kipevu_III_Diesel,2024,1.0
Kipevu_III_Diesel,2030,1.0
Kipevu_III_Diesel,2036,1.0
Muhoroni,2024,1.0
Muhoroni,2030,1.0
Muhoroni,2036,1.0
Rabai_Power,2024,1.0
Rabai_Power,2030,1.0
Rabai_Power,2036,1.0
Thika_Power,2024,1.0
Thika_Power,2030,1.0
Thika_Power,2036,1.0
Triumph_Diesel,2024,1.0
Triumph_Diesel,2030,1.0
Triumph_Diesel,2036,1.0
ExistingSmallHydro,2024,0.4425753424657534
ExistingSmallHydro,2030,0.4425753424657534
ExistingSmallHydro,2036,0.4425753424657534
Gitaru,2024,0.5174794520547945
Gitaru,2030,0.5174794520547945
Gitaru,2036,0.5174794520547945
Kamburu,2024,0.6524383561643835
Kamburu,2030,0.6524383561643835
Kamburu,2036,0.6524383561643835
Kiambere,2024,0.3175616438356164
Kiambere,2030,0.3175616438356164
Kiambere,2036,0.3175616438356164
Kindaruma,2024,0.4226301369863013
Kindaruma,2030,0.4226301369863013
Kindaruma,2036,0.4226301369863013
Masinga,2024,0.7015068493150686
Masinga,2030,0.7015068493150686
Masinga,2036,0.7015068493150686
Sangoro,2024,0.7139452054794521
Sangoro,2030,0.7139452054794521
Sangoro,2036,0.7139452054794521
Sondu,2024,0.5679726027397259
Sondu,2030,0.5679726027397259
Sondu,2036,0.5679726027397259
Tana,2024,0.5698356164383562
Tana,2030,0.5698356164383562
Tana,2036,0.5698356164383562
Turkwel,2024,0.97
Turkwel,2030,0.97
Turkwel,2036,0.97
CC_CM_GAS_ALC_20_LIB,2024,1.0
CC_CM_GAS_ALC_20_LIB,2030,1.0
CC_CM_GAS_ALC_20_LIB,2036,1.0
GT_CM_GAS_ALC_22_LIB,2024,1.0
GT_CM_GAS_ALC_22_LIB,2030,1.0
GT_CM_GAS_ALC_22_LIB,2036,1.0
ST_CM_GAS_ALC_25_LIB,2024,1.0
ST_CM_GAS_ALC_25_LIB,2030,1.0
ST_CM_GAS_ALC_25_LIB,2036,1.0
CC_EX_GAS_ALC_07_LIB,2024,1.0
CC_EX_GAS_ALC_07_LIB,2030,1.0
CC_EX_GAS_ALC_07_LIB,2036,1.0
CC_EX_GAS_ALC_10_LIB,2024,1.0
CC_EX_GAS_ALC_10_LIB,2030,1.0
CC_EX_GAS_ALC_10_LIB,2036,1.0
CC_EX_GAS_ALC_11_LIB,2024,1.0
CC_EX_GAS_ALC_11_LIB,2030,1.0
CC_EX_GAS_ALC_11_LIB,2036,1.0
CC_EX_GAS_ALC_15_LIB,2024,1.0
CC_EX_GAS_ALC_15_LIB,2030,1.0
CC_EX_GAS_ALC_15_LIB,2036,1.0
CC_EX_GAS_ALC_95_LIB,2024,1.0
CC_EX_GAS_ALC_95_LIB,2030,1.0
CC_EX_GAS_ALC_95_LIB,2036,1.0
GT_EX_GAS_ALC_10_LIB,2024,1.0
GT_EX_GAS_ALC_10_LIB,2030,1.0
GT_EX_GAS_ALC_10_LIB,2036,1.0
GT_EX_GAS_ALC_15_LIB,2024,1.0
GT_EX_GAS_ALC_15_LIB,2030,1.0
GT_EX_GAS_ALC_15_LIB,2036,1.0
GT_EX_GAS_ALC_16_LIB,2024,1.0
GT_EX_GAS_ALC_16_LIB,2030,1.0
GT_EX_GAS_ALC_16_LIB,2036,1.0
GT_EX_GAS_ALC_17_LIB,2024,1.0
GT_EX_GAS_ALC_17_LIB,2030,1.0
GT_EX_GAS_ALC_17_LIB,2036,1.0
GT_EX_GAS_ALC_82_LIB,2024,1.0
GT_EX_GAS_ALC_82_LIB,2030,1.0
GT_EX_GAS_ALC_82_LIB,2036,1.0
GT_EX_GAS_ALC_94_LIB,2024,1.0
GT_EX_GAS_ALC_94_LIB,2030,1.0
GT_EX_GAS_ALC_94_LIB,2036,1.0
ST_EX_GAS_ALC_85_LIB,2024,1.0
ST_EX_GAS_ALC_85_LIB,2030,1.0
ST_EX_GAS_ALC_85_LIB,2036,1.0
ST_EX_GAS_ALC_92_LIB,2024,1.0
ST_EX_GAS_ALC_92_LIB,2030,1.0
ST_EX_GAS_ALC_92_LIB,2036,1.0
Generic_CT_MDU,2024,1.0
Generic_CT_MDU,2030,1.0
Generic_CT_MDU,2036,1.0
Generic_Diesel_MDU,2024,1.0
Generic_Diesel_MDU,2030,1.0
Generic_Diesel_MDU,2036,1.0
Adado_Electric_Supply,2024,1.0
Adado_Electric_Supply,2030,1.0
Adado_Electric_Supply,2036,1.0
BECO_MDU,2024,1.0
BECO_MDU,2030,1.0
BECO_MDU,2036,1.0
Being_Googe_Porcrer_Supply,2024,1.0
Being_Googe_Porcrer_Supply,2030,1.0
Being_Googe_Porcrer_Supply,2036,1.0
Blue_Sky,2024,1.0
Blue_Sky,2030,1.0
Blue_Sky,2036,1.0
DAYAH,2024,1.0
DAYAH,2030,1.0
DAYAH,2036,1.0
Elays_Electric_Company,2024,1.0
Elays_Electric_Company,2030,1.0
Elays_Electric_Company,2036,1.0
Hilaac_Electric_Company,2024,1.0
Hilaac_Electric_Company,2030,1.0
Hilaac_Electric_Company,2036,1.0
KAAH,2024,1.0
KAAH,2030,1.0
KAAH,2036,1.0
Mogadishu_Power_Supply,2024,1.0
Mogadishu_Power_Supply,2030,1.0
Mogadishu_Power_Supply,2036,1.0
New_Generic_Thermal_(37.8_MW),2024,1.0
New_Generic_Thermal_(37.8_MW),2030,1.0
New_Generic_Thermal_(37.8_MW),2036,1.0
Symbion_SPLK_(_2),2024,1.0
Symbion_SPLK_(_2),2030,1.0
Symbion_SPLK_(_2),2036,1.0
Symbion_SPLK(_1),2024,1.0
Symbion_SPLK(_1),2030,1.0
Symbion_SPLK(_1),2036,1.0
Hydro_pumped_storage_(11.16_MW),2024,1.0
Hydro_pumped_storage_(11.16_MW),2030,1.0
Hydro_pumped_storage_(11.16_MW),2036,1.0
Base_1,2024,0.5524109589041096
Base_1,2030,0.5524109589041096
Base_1,2036,0.5524109589041096
Base_2,2024,0.5524109589041096
Base_2,2030,0.5524109589041096
Base_2,2036,0.5524109589041096
Bihongore,2024,0.5524109589041096
Bihongore,2030,0.5524109589041096
Bihongore,2036,0.5524109589041096
Kavumu_MHPP,2024,0.5524109589041096
Kavumu_MHPP,2030,0.5524109589041096
Kavumu_MHPP,2036,0.5524109589041096
Kore,2024,0.5524109589041096
Kore,2030,0.5524109589041096
Kore,2036,0.5524109589041096
Ngororero,2024,0.5524109589041096
Ngororero,2030,0.5524109589041096
Ngororero,2036,0.5524109589041096
Ntaruka_A,2024,0.5524109589041096
Ntaruka_A,2030,0.5524109589041096
Ntaruka_A,2036,0.5524109589041096
Nyirahindwe_1,2024,0.5524109589041096
Nyirahindwe_1,2030,0.5524109589041096
Nyirahindwe_1,2036,0.5524109589041096
Nyirahindwe_2,2024,0.5524109589041096
Nyirahindwe_2,2030,0.5524109589041096
Nyirahindwe_2,2036,0.5524109589041096
Nyundo,2024,0.5524109589041096
Nyundo,2030,0.5524109589041096
Nyundo,2036,0.5524109589041096
Rucanzogera,2024,0.5524109589041096
Rucanzogera,2030,0.5524109589041096
Rucanzogera,2036,0.5524109589041096
Rukore,2024,0.5524109589041096
Rukore,2030,0.5524109589041096
Rukore,2036,0.5524109589041096
Rwondo,2024,0.92
Rwondo,2030,0.92
Rwondo,2036,0.92
Hakan_(Unit_2),2024,1.0
Hakan_(Unit_2),2030,1.0
Hakan_(Unit_2),2036,1.0
Hakan_Peat-to-Power_(IPP),2024,1.0
Hakan_Peat-to-Power_(IPP),2030,1.0
Hakan_Peat-to-Power_(IPP),2036,1.0
Kavumu-Mwange,2024,1.0
Kavumu-Mwange,2030,1.0
Kavumu-Mwange,2036,1.0
Nyabarongo_II,2024,1.0
Nyabarongo_II,2030,1.0
Nyabarongo_II,2036,1.0
Rukarara_VI,2024,1.0
Rukarara_VI,2030,1.0
Rukarara_VI,2036,1.0
Rusizi_III,2024,1.0
Rusizi_III,2030,1.0
Rusizi_III,2036,1.0
Rusizi_IV,2024,1.0
Rusizi_IV,2030,1.0
Rusizi_IV,2036,1.0
Shema,2024,1.0
Shema,2030,1.0
Shema,2036,1.0
Rusumo,2024,1.0
Rusumo,2030,1.0
Rusumo,2036,1.0
Jabana_1,2024,1.0
Jabana_1,2030,1.0
Jabana_1,2036,1.0
Jabana_2,2024,1.0
Jabana_2,2030,1.0
Jabana_2,2036,1.0
SO_Energy,2024,1.0
SO_Energy,2030,1.0
SO_Energy,2036,1.0
Gishoma,2024,1.0
Gishoma,2030,1.0
Gishoma,2036,1.0
Hakan,2024,1.0
Hakan,2030,1.0
Hakan,2036,1.0
Kivuwatt_Phase_I,2024,1.0
Kivuwatt_Phase_I,2030,1.0
Kivuwatt_Phase_I,2036,1.0
KP1,2024,1.0
KP1,2030,1.0
KP1,2036,1.0
Agatobwe,2024,1.0
Agatobwe,2030,1.0
Agatobwe,2036,1.0
Cyimbili,2024,1.0
Cyimbili,2030,1.0
Cyimbili,2036,1.0
Gaseke,2024,1.0
Gaseke,2030,1.0
Gaseke,2036,1.0
Gashashi,2024,1.0
Gashashi,2030,1.0
Gashashi,2036,1.0
Giciye_I,2024,1.0
Giciye_I,2030,1.0
Giciye_I,2036,1.0
Giciye_II,2024,1.0
Giciye_II,2030,1.0
Giciye_II,2036,1.0
Giciye_III,2024,1.0
Giciye_III,2030,1.0
Giciye_III,2036,1.0
Gihira,2024,1.0
Gihira,2030,1.0
Gihira,2036,1.0
Gisenyi,2024,1.0
Gisenyi,2030,1.0
Gisenyi,2036,1.0
Janja,2024,1.0
Janja,2030,1.0
Janja,2036,1.0
Keya,2024,1.0
Keya,2030,1.0
Keya,2036,1.0
Kigasa,2024,1.0
Kigasa,2030,1.0
Kigasa,2036,1.0
Mazimeru,2024,1.0
Mazimeru,2030,1.0
Mazimeru,2036,1.0
Mukungu_MHPP,2024,1.0
Mukungu_MHPP,2030,1.0
Mukungu_MHPP,2036,1.0
Mukungwa_I,2024,1.0
Mukungwa_I,2030,1.0
Mukungwa_I,2036,1.0
Mukungwa_II,2024,1.0
Mukungwa_II,2030,1.0
Mukungwa_II,2036,1.0
Murunda,2024,1.0
Murunda,2030,1.0
Murunda,2036,1.0
Musarara,2024,1.0
Musarara,2030,1.0
Musarara,2036,1.0
Mutobo,2024,1.0
Mutobo,2030,1.0
Mutobo,2036,1.0
Nkora,2024,1.0
Nkora,2030,1.0
Nkora,2036,1.0
Nshili_I,2024,1.0
Nshili_I,2030,1.0
Nshili_I,2036,1.0
Ntaruka,2024,1.0
Ntaruka,2030,1.0
Ntaruka,2036,1.0
Nyabahanga_I,2024,1.0
Nyabahanga_I,2030,1.0
Nyabahanga_I,2036,1.0
Nyabarongo_I,2024,1.0
Nyabarongo_I,2030,1.0
Nyabarongo_I,2036,1.0
Nyamyotsi_I,2024,1.0
Nyamyotsi_I,2030,1.0
Nyamyotsi_I,2036,1.0
Nyamyotsi_II,2024,1.0
Nyamyotsi_II,2030,1.0
Nyamyotsi_II,2036,1.0
Nyirabuhombohombo,2024,1.0
Nyirabuhombohombo,2030,1.0
Nyirabuhombohombo,2036,1.0
Nyirantaruko,2024,1.0
Nyirantaruko,2030,1.0
Nyirantaruko,2036,1.0
Rubagabaga,2024,1.0
Rubagabaga,2030,1.0
Rubagabaga,2036,1.0
Rugezi,2024,1.0
Rugezi,2030,1.0
Rugezi,2036,1.0
Rukarara_I,2024,1.0
Rukarara_I,2030,1.0
Rukarara_I,2036,1.0
Rukarara_II,2024,1.0
Rukarara_II,2030,1.0
Rukarara_II,2036,1.0
Rukarara_V_Mushishito,2024,1.0
Rukarara_V_Mushishito,2030,1.0
Rukarara_V_Mushishito,2036,1.0
Rwaza_Muko,2024,1.0
Rwaza_Muko,2030,1.0
Rwaza_Muko,2036,1.0
Generic_CT_HSB,2024,1.0
Generic_CT_HSB,2030,1.0
Generic_CT_HSB,2036,1.0
Generic_Diesel_HSB,2024,1.0
Generic_Diesel_HSB,2030,1.0
Generic_Diesel_HSB,2036,1.0
Afar_Indhud_Electric_Company,2024,1.0
Afar_Indhud_Electric_Company,2030,1.0
Afar_Indhud_Electric_Company,2036,1.0
BECO_HSB,2024,1.0
BECO_HSB,2030,1.0
BECO_HSB,2036,1.0
BECO1,2024,1.0
BECO1,2030,1.0
BECO1,2036,1.0
BECO2,2024,1.0
BECO2,2030,1.0
BECO2,2036,1.0
Daatax_Muxidiin,2024,1.0
Daatax_Muxidiin,2030,1.0
Daatax_Muxidiin,2036,1.0
DAYAH_Electric_Company,2024,1.0
DAYAH_Electric_Company,2030,1.0
DAYAH_Electric_Company,2036,1.0
ENEE1,2024,1.0
ENEE1,2030,1.0
ENEE1,2036,1.0
ENEE2,2024,1.0
ENEE2,2030,1.0
ENEE2,2036,1.0
Fanoolee_Company,2024,1.0
Fanoolee_Company,2030,1.0
Fanoolee_Company,2036,1.0
Faraj_Electric_Company,2024,1.0
Faraj_Electric_Company,2030,1.0
Faraj_Electric_Company,2036,1.0
Golis,2024,1.0
Golis,2030,1.0
Golis,2036,1.0
Hisra_Electric,2024,1.0
Hisra_Electric,2030,1.0
Hisra_Electric,2036,1.0
Juba_Electric_Company,2024,1.0
Juba_Electric_Company,2030,1.0
Juba_Electric_Company,2036,1.0
Liolis_Power,2024,1.0
Liolis_Power,2030,1.0
Liolis_Power,2036,1.0
Llyas_electric,2024,1.0
Llyas_electric,2030,1.0
Llyas_electric,2036,1.0
Marka_Electric,2024,1.0
Marka_Electric,2030,1.0
Marka_Electric,2036,1.0
National_Energy_Corp_of_Somalia,2024,1.0
National_Energy_Corp_of_Somalia,2030,1.0
National_Energy_Corp_of_Somalia,2036,1.0
Power_Supply_GPS_Galimoow,2024,1.0
Power_Supply_GPS_Galimoow,2030,1.0
Power_Supply_GPS_Galimoow,2036,1.0
Somali_Power_&_Lighting_Comp1,2024,1.0
Somali_Power_&_Lighting_Comp1,2030,1.0
Somali_Power_&_Lighting_Comp1,2036,1.0
Somali_Power_&_Lighting_Comp2,2024,1.0
Somali_Power_&_Lighting_Comp2,2030,1.0
Somali_Power_&_Lighting_Comp2,2036,1.0
Sometel,2024,1.0
Sometel,2030,1.0
Sometel,2036,1.0
Generic_Diesel_SML,2024,1.0
Generic_Diesel_SML,2030,1.0
Generic_Diesel_SML,2036,1.0
Aloog_Electric_Company-Borama,2024,1.0
Aloog_Electric_Company-Borama,2030,1.0
Aloog_Electric_Company-Borama,2036,1.0
Beder,2024,1.0
Beder,2030,1.0
Beder,2036,1.0
Gurmad,2024,1.0
Gurmad,2030,1.0
Gurmad,2036,1.0
Horn_Electricity_Company,2024,1.0
Horn_Electricity_Company,2030,1.0
Horn_Electricity_Company,2036,1.0
Lesco,2024,1.0
Lesco,2030,1.0
Lesco,2036,1.0
Mohamed_Ali,2024,1.0
Mohamed_Ali,2030,1.0
Mohamed_Ali,2036,1.0
National_Electric_Power,2024,1.0
National_Electric_Power,2030,1.0
National_Electric_Power,2036,1.0
SomPower1,2024,1.0
SomPower1,2030,1.0
SomPower1,2036,1.0
Sompower2,2024,1.0
Sompower2,2030,1.0
Sompower2,2036,1.0
Telesom_Electric_Company,2024,1.0
Telesom_Electric_Company,2030,1.0
Telesom_Electric_Company,2036,1.0
Telesom_Electric_Company_-_Borama,2024,1.0
Telesom_Electric_Company_-_Borama,2030,1.0
Telesom_Electric_Company_-_Borama,2036,1.0
Telesom_Electric_Company_-_Wajaale,2024,1.0
Telesom_Electric_Company_-_Wajaale,2030,1.0
Telesom_Electric_Company_-_Wajaale,2036,1.0
GenericHSD_Malakal2,2024,1.0
GenericHSD_Malakal2,2030,1.0
GenericHSD_Malakal2,2036,1.0
GenericHSD_Rumbeck,2024,1.0
GenericHSD_Rumbeck,2030,1.0
GenericHSD_Rumbeck,2036,1.0
GenericHSD_Wau,2024,1.0
GenericHSD_Wau,2030,1.0
