Plants,Zone,Type,fuel1,StYr,RetrYr,Capacity,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,MaxTotalBuild,DescreteCap,fuel2,Status,HeatRate2,MinUtilization,RETech,UnitSize,Error,HydroCapacityFactor,HydroCapacityFactorQ1,HydroCapacityFactorQ2,HydroCapacityFactorQ3,HydroCapacityFactorQ4
IndolaHFO_TH_ZMB,Zambia,ICE,HFO,2020,2055,110,0.06,9.748974861,1,1,0,0.4,8000,6.4,0,0,30,0,0,0,,1,0,0,0,0,12259.60897,,,,,
Inga1_HY_ZAR,DRC,ROR,Water,1974,2060,351,0,0,1,1,0,0.385,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50964.935,0.77,,,,
Inga2_HY_ZAR,DRC,ROR,Water,1982,2060,1424,0,0,1,1,0,0.435,46500,0.55,0,0,50,,,0,,1,0,0,0,0,52045.985,0.87,,,,
Inga3BC_ext_HY_ZAR,DRC,ROR,Water,2035,2085,2800,0,0,1,1,0,0.45,46500,0.55,0,2.805581395,50,1400,2800,0,,3,0,0,0,0,57704.80558,0.9,,,,
Inga3BC_HY_ZAR,DRC,ROR,Water,2032,2082,2000,0,0,1,1,0,0.45,46500,0.55,0,2.797488372,50,1000,2000,0,,3,0,0,0,0,55698.79749,0.9,,,,
Ingula_HY_ZAF,South_Africa,STORAGE,Water,2017,2060,1324,,0,1,1,0,0.8,46500,0.55,0,0,50,0,0,0,,1,0,0,0,0,51976.35,,,,,
IPP_Wind_NAM,Namibia,WIND,OnshoreWind,2027,2057,50,0,0,1,1,0,0,28000,0,0,1.75,30,50,50,0,,2,0,0,1,0,32287.75,,,,,
Iringa_Ibosa,Tanzania,ROR,Water,2028,2060,36,0,0,1,1,0,0.295,4090,0.5,0,4.4434,50,36,36,0,,3,0,0,0,0,8371.2384,0.591192288,0.933641975,0.917227922,0.334641769,0.186191626
Iringa_Nginayo,Tanzania,ROR,Water,2030,2060,52,0,0,1,1,0,0.29,4090,0.5,0,3.1369,50,52,52,0,,3,0,0,0,0,8419.9269,0.577581665,0.842236467,0.774866159,0.391895262,0.319322742
ItheziThezi_HY_ZMB,Zambia,ROR,Water,2016,2060,120,0,0,1,1,0,0.290144597,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50772.84014,0.582891933,0.643257642,0.643257642,0.514873887,0.514873887
JambaMina_HY_AGO,Angola,ROR,Water,2055,2060,180,0,0,1,1,0,0.121826136,46500,0.55,0,4.248837209,50,180,180,0,,3,0,0,0,0,51238.92066,0.38,,,,
JambaOma_HY_AGO,Angola,ROR,Water,2055,2060,75,0,0,1,1,0,0.121826136,46500,0.55,0,4.248837209,50,75,75,0,,3,0,0,0,0,50923.92066,0.38,,,,
JNHPP_1,Tanzania,STOHY,Water,2024,2060,940,0,0,1,1,0,0.25,1640,0.5,0,1.348,50,940,940,0,,2,0,0,0,0,8617.098,0.496567246,0.485399723,1,0.347966565,0.264273526
JNHPP_2,Tanzania,STOHY,Water,2025,2060,1175,0,0,1,1,0,0.25,1640,0.5,0,1.348,50,1175,1175,0,,2,0,0,0,0,9323.098,0.496567246,0.485399723,1,0.347966565,0.264273526
JohannesburgLandfillGas_TH_ZAF,South_Africa,GT,Gas,2000,2050,18,0.2,10,0.33,0.33,0,0.2,23000,5,0,0,30,,,0,7,1,10.7,0.2,0,18,27136.96,,,,,
KafueGorge_HY_ZMB,Zambia,ROR,Water,1977,2060,990,0,0,1,1,0,0.345925003,46500,0.55,0,0,50,,,0,,1,0,0,0,0,51603.89593,0.691856919,0.671255463,0.695346198,0.752149829,0.695819662
KafueGorgeLower_HY_ZMB,Zambia,ROR,Water,2021,2060,750,0,0,1,1,0,0.345925003,46500,0.55,0,0,50,0,0,0,,1,0,0,0,0,51407.89593,0.691856919,0.671255463,0.695346198,0.752149829,0.695819662
Kakono,Tanzania,ROR,Water,2030,2060,80,0,0,1,1,0,0.375,4090,0.5,0,4.1899,50,80,80,0,,3,0,0,0,0,8505.0649,0.817779684,0.777546296,0.916323267,0.91938458,0.726336572
KalungwishiI_HY_ZMB,Zambia,ROR,Water,2030,2060,101,0,0,1,1,0,0.278070484,46500,0.55,0,4.248837209,50,101,101,0,,3,0,0,0,0,50976.07691,0.55614968,0.567594269,0.567594269,0.54957494,0.54957494
Kam'mwamba_C_MWI,Malawi,ST,Coal,2055,2060,0,,9.853126851,,,,,,,,2.84,,0,50,0,,3,0,0.05,0,0,64239.95313,,,,,
Kanengo,Malawi,ICE,Diesel,2000,2060,15.5,0.2,10.98933842,0.15,0.15,0,0.2,46550,5.575,0,0,30,0,0,0,,1,0,0,0,0,50706.76434,,,,,
Kapichira_HY_MWI,Malawi,STOHY,Water,2013,2060,64.8,0,0,1,1,0,0.325,40737.54,0.55,0,0,50,0,0,0,,1,0,0,0,0,44948.215,0.65,0.62,0.68,0.68,0.62
Kapichira_parts_HY_MWI,Malawi,STOHY,Water,2013,2060,64.8,0,0,1,1,0,0.325,40737.54,0.55,0,0,50,0,0,0,,1,0,0,0,0,44948.215,0.65,0.62,0.68,0.68,0.62
KaribaNB_HY_ZMB,Zambia,ROR,Water,1976,2060,720,0,0,1,1,0,0.252621343,46500,0.55,0,0,50,,,0,,1,0,0,0,0,51332.80262,0.552426857,0.492294815,0.577958761,0.514992983,0.581416352
KaribaNBE_HY_ZMB,Zambia,ROR,Water,2015,2060,360,0,0,1,1,0,0.252621343,46500,0.55,0,0,50,,,0,,1,0,0,0,0,51011.80262,0.552426857,0.492294815,0.577958761,0.514992983,0.581416352
KaribaSouth1_HY_ZWE,Zimbabwe,ROR,Water,1962,2060,750,0,0,1,1,0,0.275342466,46500,0.55,0,0,50,,,0,,1,0,0,0,0,51345.82534,0.556849316,0.76,0.38,0.38,0.76
KaribaSouthExtension_HY_ZWE,Zimbabwe,ROR,Water,2017,2060,300,0,0,1,1,0,0.275342466,46500,0.55,0,0,50,0,0,0,,1,0,0,0,0,50950.82534,0.556849316,0.76,0.38,0.38,0.76
Karpower_TH_MOZ,Mozambique,ICE,HFO,2000,2050,47,0.06,13.62126767,1,1,0,0.4,8000,6.4,0,0,30,,,0,,1,0,0,0,0,12171.48127,,,,,
Kasitu_GT_MWI,Malawi,ST,Geothermal,2055,2060,4.9,0,0,1,1,0,0.2,15000,2.538071066,0,9.95,30,4.9,4.9,0,,3,0,0,0,0,19215.38807,,,,,
KelvinA_TH_ZAF,South_Africa,ST,Coal,1957,2027,180,,12.82112056,,,,,,,,0,,,,0,,1,0,0.05,0,180,49224.21112,,,,,
KelvinB_TH_ZAF,South_Africa,ST,Coal,1964,2027,420,,12.32541227,,,,,,,,0,,,,0,,1,0,0.05,0,420,49470.71541,,,,,
Kendal_TH_ZAF,South_Africa,ST,Coal,1985,2042,3840,,9.665837766,,,,,,,,0,,,,0,,1,0,0.05,0,640,52924.05584,,,,,
Khan_PV_NAM,Namibia,PV,PV,2025,2060,20,0,0,1,1,0,0,15000,0,0,0.8,25,20,20,0,,2,0,0,1,0,19192.8,,,,,
Khanyisa_TH_ZAF,South_Africa,ST,Coal,2021,2071,450,,9.749245662,,,,,,,,0,,0,0,0,,1,0,0.05,0,150,49599.13925,,,,,
Kholombizo_HY_MWI,Malawi,STOHY,Water,2055,2060,213,0,0,1,1,0,0.325077306,39715.55114,0.55000235,0,3.445,50,213,213,0,,3,0,0,0,0,44547.87122,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Kidatu,Tanzania,STOHY,Water,1975,2055,204,0,0,1,1,0,0.249969645,1600,0.5,0,0,50,,,0,,1,0,0,0,0,5904.74997,0.517279971,0.574164851,0.512416556,0.473323387,0.513989594
Kidunda,Tanzania,ROR,Water,2028,2060,20,0,0,1,1,0,0.25,16910,0.003,0,5.2,50,20,20,0,,3,0,0,0,0,21143.453,0.522831523,0.497474747,0.929487179,0.215126812,0.378172899
Kiejo_Mbaka_I,Tanzania,ST,Geothermal,2030,2055,60,0,0,0.3,0.3,0,0.2,128400,0.0012,0,3.5,30,60,60,0,,3,0,0,0,0,132738.3012,,,,,
Kiejo_Mbaka_II,Tanzania,ST,Geothermal,2030,2055,20,0,0,0.3,0.3,0,0.2,128400,0.0012,0,3.5,30,20,20,0,,3,0,0,0,0,132618.3012,,,,,
Kihansi,Tanzania,ROR,Water,2000,2060,180,0,0,1,1,0,0.220125362,2300,0.003,0,0,50,,,0,,1,0,0,0,0,6618.223125,0.442572419,0.61837835,0.449288132,0.283689267,0.496546623
Kikonge,Tanzania,STOHY,Water,2032,2060,300,0,0,1,1,0,0.215276497,1640,0.5,0,3.211,50,300,300,0,,3,0,0,0,0,6707.926276,0.48767122,0.737445418,0.528766956,0.289463859,0.433581157
Kilubi_HY_ZAR,DRC_South,ROR,Water,1954,2060,10.8,0,0,1,1,0,0.27,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50606.62,0.54,,,,
Kinyerezi_I,Tanzania,GT,Gas,2015,2035,135,0.2,9.3,0.2,0.2,0,0.2,6300,4.5,0,0,30,,,0,,1,0,0.05,0,0,10543.65,,,,,
Kinyerezi_I_Ext,Tanzania,GT,Gas,2022,2047,185,0.2,9.3,0.2,0.2,0,0.2,6300,4.5,0,0,30,0,0,0,,1,0,0.05,0,0,10612.65,,,,,
Kinyerezi_II,Tanzania,CCGT,Gas,2018,2043,230,0.2,6.82,0.1,0.1,0,0.2,7800,4,0,0,30,0,0,0,,1,0,0.05,0,0,12147.47,,,,,
Kinyerezi_IV,Tanzania,CCGT,Gas,2029,2079,330,0.2,6.75,0.1,0.1,0,0.2,30000,4.5,0,1.213,30,330,330,0,,3,0,0.05,0,0,35158.113,,,,,
Kinyezeri_III_PH_I,Tanzania,GT,Gas,2026,2076,300,0.2,9.749,0.2,0.2,0,0.2,8000,4.5,0,1.124,30,300,300,0,,3,0,0.05,0,0,13064.223,,,,,
Kinyezeri_III_PH_II,Tanzania,CCGT,Gas,2028,2078,300,0.2,6.82,0.1,0.1,0,0.2,30000,4.5,0,1.124,30,300,300,0,,3,0,0.05,0,0,35066.094,,,,,
Kisaki,Tanzania,ST,Geothermal,2036,2061,300,0,0,0.3,0.3,0,0.2,128400,0.0012,0,3.5,30,100,300,0,,3,0,0,0,0,133270.3012,,,,,
Kishapu_I,Tanzania,PV,PV,2025,2050,50,0,0,1,1,0,0,14000,0,0,0.9,25,50,50,0,,2,0,0,1,0,18275.9,,,,,
Kishapu_II,Tanzania,PV,PV,2026,2051,50,0,0,1,1,0,0,14000,0,0,0.9,25,50,50,0,,2,0,0,1,0,18277.9,,,,,
Kishapu_III,Tanzania,PV,PV,2027,2052,50,0,0,1,1,0,0,14000,0,0,0.9,25,50,50,0,,2,0,0,1,0,18279.9,,,,,
Kiwaba_Nzogi,Angola,WIND,OnshoreWind,2026,2056,104,0,0,1,1,0,0,28000,0,0,1.6,30,104,104,0,,3,0,0,1,0,32450.6,,,,,
Koeberg_NU_ZAF,South_Africa,ST,Uranium,1985,2045,1800,0.7,10.53119469,0.1,0.1,0,0,100000,2.3,0,0,50,,,0,,1,0,0.6,0,1800,105917.3312,,,,,
KomatiI_TH_ZAF,South_Africa,ST,Coal,1966,2020,500,,11.373804,,,,,,,,0,,,,0,,1,0,0.05,0,500,49544.7638,,,,,
KomatiII_TH_ZAF,South_Africa,ST,Coal,1966,2020,500,,11.373804,,,,,,,,0,,,,0,,1,0,0.05,0,500,49544.7638,,,,,
Koni_HY_ZAR,DRC_South,ROR,Water,1950,2060,42.12,0,0,1,1,0,0.39,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50634.06,0.78,,,,
Kriel_TH_ZAF,South_Africa,ST,Coal,1979,2028,2850,,9.246902652,,,,,,,,0,,,,0,,1,0,0.05,0,950,51913.6369,,,,,
Kusile_I_TH_ZAF,South_Africa,ST,Coal,2020,2070,3200,,9.0990432,,,,,,,,0,,0,0,0,,1,0,0.05,0,800,52346.48904,,,,,
Kusile_II_TH_ZAF,South_Africa,ST,Coal,2023,2073,800,,9.0990432,,,,,,,,0,,0,0,0,,1,0,0.05,0,800,49952.48904,,,,,
Kusile_III_TH_ZAF,South_Africa,ST,Coal,2024,2074,800,,9.0990432,,,,,,,,4.073488372,,800,800,0,,2,0,0.05,0,800,51559.56253,,,,,
Kuvaninga_TH_MOZ,Mozambique,GT,Gas,2017,2067,40.1,0.2,10.41544727,1,1,0,0.2,17000,4,0,0,30,0,0,0,7,1,11.11544727,0.5,0,0,21197.53089,,,,,
LesothoLetsengWind_REN_LSO,Lesotho,WIND,OnshoreWind,2025,2055,35,0,0,1,1,0,0,22000,0,0,1.806,30,35,35,0,,3,0,0,1,0,26234.806,,,,,
LesothoSolar_REN_LSO,Lesotho,PV,PV,2023,2060,28,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,,1,0,0,1,0,19152,,,,,
Lethabo_TH_ZAF,South_Africa,ST,Coal,1990,2038,3558,,9.027009108,,,,,,,,0,,,,0,,1,0,0.05,0,593,52642.41701,,,,,
Li-ion_storage_A_MWI,Malawi,STORAGE,Battery,2025,2060,20,0,0,1,1,0,0.9,13000,0,0,0.28,20,20,8,0,,2,0,0,0,0,17197.18,,,,,
Li-ion_storage_C_MWI,Malawi,STORAGE,Battery,2030,2060,0,0,0,1,1,0,0.9,13000,0,0,0.28,20,0,50,0,,3,0,0,0,0,17205.18,,,,,
Lilongwe,Malawi,ICE,Diesel,2000,2060,5.4,0.2,10.98933842,0.15,0.15,0,0.2,46550,5.575,0,0,30,0,0,0,,1,0,0,0,0,50696.66434,,,,,
Lithops_BESS_NAM,Namibia,STORAGE,Battery,2026,2055,45,0,0,1,1,0,0.9,13860,0,0,0.2,20,45,45,0,,2,0,0,0,0,18135.1,,,,,
LobitoI_TH_AGO,Angola,CCGT,Gas,2030,2082,750,0.2,6.4,1,1,0,0.2,6600,4,0,1.245080501,30,750,5000,0,7,3,7.1,0.05,0,0,17286.19508,,,,,
LobitoII_TH_AGO,Angola,CCGT,Gas,2055,2082,750,0.2,6.4,1,1,0,0.2,6600,4,0,1.245080501,30,750,5000,0,7,3,7.1,0.05,0,0,17311.19508,,,,,
LobitoIII_TH_AGO,Angola,CCGT,Gas,2055,2082,375,0.2,6.4,1,1,0,0.2,6600,4,0,1.245080501,30,375,5000,0,7,3,7.1,0.05,0,0,16561.19508,,,,,
Lomaum2_HY_AGO,Angola,ROR,Water,2055,2060,160,0,0,1,1,0,0.121826136,46500,0.55,0,4.248837209,50,160,160,0,,3,0,0,0,0,51178.92066,0.38,,,,
Lower_Fufu_HY_MWI,Malawi,STOHY,Water,2055,2060,261,0,0,1,1,0,0.325077306,39715.55114,0.55,0,3.445,50,261,261,0,,3,0,0,0,0,44691.87122,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Lower_Songwe_HY_MWI,Malawi,STOHY,Water,2055,2060,90,0,0,1,1,0,0.325077306,39715.55114,0.55,0,3.445,50,90,90,0,,3,0,0,0,0,44178.87122,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
LowerMaguduza_HY_SWZ,Eswatini,ROR,Water,2027,2060,13.5,0,0,1,1,0,0.1835,46500,0.55,0,4.248837209,50,13.5,13.5,0,,3,0,0,0,0,50705.48234,0.367,,,,
LuandaOCGT_TH_AGO,Angola,GT,Gas,1980,2019,125,0.2,13.62126767,1,1,0,0.2,17000,4,0,0,30,,,0,7,1,14.32126767,0.25,0,0,21208.59254,,,,,
Lubhuku_TH_SWZ,Eswatini,ST,Coal,2039,2089,0,,8.6,,,,,,,,2.466504472,,0,0,0,,3,0,0.05,0,0,49190.4565,,,,,
LubumbashiSolar_REN_ZAR,DRC_South,PV,PV,2025,2060,100,0,0,1,1,0,0,15000,0,0,0.8,25,100,100,0,,2,0,0,1,0,19438.8,,,,,
Luchenene_HY_ZMB,Zambia,ROR,Water,2030,2060,30,0,0,1,1,0,0.278070484,46500,0.55,0,4.248837209,50,30,30,0,,3,0,0,0,0,50763.07691,0.55614968,0.567594269,0.567594269,0.54957494,0.54957494
LuisCabral_TH_MOZ,Mozambique,GT,HFO,2000,2050,50,0.2,13.62126767,1,1,0,0.2,17000,4,0,0,30,,,0,,1,0,0,0,0,21163.02127,,,,,
Lunsemfwa+Mulungushi_HY_ZMB,Zambia,ROR,Water,1982,2060,56,0,0,1,1,0,0.278070484,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50674.82807,0.55614968,0.567594269,0.567594269,0.54957494,0.54957494
Lunzua_HY_ZMB,Zambia,ROR,Water,2000,2060,14.8,0,0,1,1,0,0.1175,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50651.4675,0.235,0.228,0.25,0.234,0.228
Lupata_HY_MOZ,Mozambique,ROR,Water,2032,2060,650,0,0,1,1,0,0.406440138,46500,0.55,0,4.248837209,50,650,650,0,,3,0,0,0,0,52621.20528,0.812882758,,,,
Lurio_HY_MOZ,Mozambique,ROR,Water,2027,2060,0,0,0,1,1,0,0.406440138,46500,0.55,0,4.248837209,50,0,0,0,,3,0,0,0,0,50666.20528,0.812882758,,,,
Lusiwasi_HY_ZMB,Zambia,ROR,Water,1967,2021,12,0,0,1,1,0,0.079895463,46500.00049,0.550002913,0,0,50,,,0,,1,0,0,0,0,50576.63039,0.159799268,0.177997632,0.211322155,0.979832572,0.15352596
LusiwasiLower_HY_ZMB,Zambia,ROR,Water,2028,2060,86,0,0,1,1,0,0.079875,46500,0.55,0,5.945134884,50,86,86,0,,3,0,0,0,0,50930.57501,0.15975,0.178,0.21,0.98,0.153
LusiwasiLowerExts_HY_ZMB,Zambia,ROR,Water,2030,2060,84,0,0,1,1,0,0.079875,46500,0.55,0,4.248837209,50,84,84,0,,3,0,0,0,0,50924.87871,0.15975,0.178,0.21,0.98,0.153
LusiwasiUpper_HY_ZMB,Zambia,ROR,Water,2017,2060,15,0,0,1,1,0,0.079875,46500.00015,0.550001468,0,0,50,,,0,,1,0,0,0,0,50668.63003,0.15975,0.178,0.21,0.98,0.153
MaambaCoalI_TH_ZMB,Zambia,ST,Coal,2016,2066,300,,9.221311593,,,,,,,,0,,,,0,,1,0,0.1,0,300,49445.66131,,,,,
MaambaCoalII_TH_ZMB,Zambia,ST,Coal,2028,2078,0,,8.6,,,,,,,,2.466504472,,0,0,0,,3,0,0.05,0,0,49173.4565,,,,,
Maguduza_HY_SWZ,Eswatini,ROR,Water,2000,2060,5.6,0,0,1,1,0,0.1835,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50637.3335,0.367,,,,
Maguga_HY_SWZ,Eswatini,ROR,Water,2000,2060,19.8,0,0,1,1,0,0.1755,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50651.5255,0.351,,,,
MagugaII_HY_SWZ,Eswatini,ROR,Water,2027,2060,23,0,0,1,1,0,0.2135,46500,0.55,0,4.248837209,50,23,23,0,,3,0,0,0,0,50734.01234,0.427,,,,
MajubaI_TH_ZAF,South_Africa,ST,Coal,1990,2051,1865.4,,9.665837766,,,,,,,,0,,,,0,,1,0,0.05,0,621.8,50963.45584,,,,,
MajubaII_TH_ZAF,South_Africa,ST,Coal,1985,2051,2008.5,,9.050704533,,,,,,,,0,,,,0,,1,0,0.05,0,669.5,51100.9407,,,,,
Malagarasi,Tanzania,ROR,Water,2028,2060,49.5,0,0,1,1,0,0.215276497,4090,0.5,0,2.88,50,49.5,49.5,0,,3,0,0,0,0,8410.095276,0.417416178,0.514432922,0.81581581,0.169265115,0.191223833
MambilimbaFallsI_HY_ZMB,Zambia,ROR,Water,2030,2060,124,0,0,1,1,0,0.278070484,46500,0.55,0,4.248837209,50,124,124,0,,3,0,0,0,0,51045.07691,0.55614968,0.567594269,0.567594269,0.54957494,0.54957494
Mapanga_ICE_MWI,Malawi,ICE,Diesel,2000,2060,16,0.2,10.98933842,0.15,0.15,0,0.2,46550,5.575,0,0,30,0,0,0,,1,0,0,0,0,50707.26434,,,,,
Maragra_biomass_MOZ,Mozambique,ST,Biomass,2000,2055,1,0.3,10.425987,1,1,0,0.8,48000,3,0,0,30,0,0,0,,1,0,0,0,1,52132.52599,,,,,
Masigira,Tanzania,ROR,Water,2030,2060,118,0,0,1,1,0,0.29,4090,0.5,0,2.8782,50,118,118,0,,3,0,0,0,0,8617.6682,0.642558625,0.831371626,0.83772336,0.495121592,0.423728814
Massingir_HY_MOZ,Mozambique,ROR,Water,2024,2060,0,0,0,1,1,0,0.406440138,46500,0.55,0,4.248837209,50,0,0,0,,3,0,0,0,0,50663.20528,0.812882758,,,,
Matimba_TH_ZAF,South_Africa,ST,Coal,1987,2039,3690,,9.584325504,,,,,,,,0,,,,0,,1,0,0.05,0,615,52772.97433,,,,,
Matla_TH_ZAF,South_Africa,ST,Coal,1979,2031,3450,,9.074399958,,,,,,,,0,,,,0,,1,0,0.05,0,575,52516.4644,,,,,
Mbongozi_HY_MWI,Malawi,ROR,Water,2055,2060,41,0,0,1,1,0,0.325077306,40737.536,0.55,0,3.536,50,41,41,0,,3,0,0,0,0,45061.94708,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
MCT_Morro_Bento,Angola,ICE,Diesel,2012,2062,25,0.2,13.62126767,1,1,0,0.2,17000,4,0,0,30,,,0,,1,0,0,0,0,21180.02127,,,,,
Medupi_TH_ZAF,South_Africa,ST,Coal,2015,2065,4320,,9.0990432,,,,,,,,0,,0,0,0,,1,0,0.05,0,800,53456.48904,,,,,
MetoroSolarPV_REN_MOZ,Mozambique,PV,PV,2023,2060,41,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,,1,0,0,1,0,19167,,,,,
Mkuranga,Tanzania,CCGT,Gas,2028,2078,300,0.2,6.75,0.1,0.1,0,0.2,30000,4.5,0,1.213,30,300,300,0,,3,0,0.05,0,0,35066.113,,,,,
MkuzeBiomass_BIO_ZAF,South_Africa,ST,Biomass,2000,2055,16.5,0.3,10,0.33,0.33,0,0.8,48000,3,0,0,30,,,0,,1,0,0,0,16.5,52143.26,,,,,
Mnyera_Kisingo,Tanzania,ROR,Water,2030,2060,120,0,0,1,1,0,0.275,2250,0.003,0,3.4073,50,120,120,0,,3,0,0,0,0,6783.6853,0.54986758,0.676311728,0.786419892,0.386858454,0.352128623
Mnyera_Kwanini,Tanzania,ROR,Water,2030,2060,144,0,0,1,1,0,0.275,2250,0.003,0,1.4833,50,144,144,0,,3,0,0,0,0,6853.7613,0.551648992,0.677726337,0.791531339,0.389995974,0.348165769
Mnyera_Mnyera,Tanzania,ROR,Water,2030,2060,137,0,0,1,1,0,0.275,2250,0.003,0,2.6013,50,137,137,0,,3,0,0,0,0,6833.8793,0.551528185,0.679237632,0.798582658,0.388765471,0.353393127
Mnyera_Pumbwe,Tanzania,ROR,Water,2030,2060,123,0,0,1,1,0,0.275,2250,0.003,0,2.3179,50,123,123,0,,3,0,0,0,0,6791.5959,0.54952297,0.67675399,0.786577927,0.387725345,0.352377166
Mnyera_Ruaha,Tanzania,STOHY,Water,2030,2060,60,0,0,1,1,0,0.275,3380,0.003,0,5.5263,50,60,60,0,,3,0,0,0,0,7727.8043,0.551561218,0.564814815,1,0.254378193,0.296648557
Mnyera_Taveta,Tanzania,ROR,Water,2030,2060,84,0,0,1,1,0,0.34,3380,0.003,0,1.8447,50,84,84,0,,3,0,0,0,0,7804.1877,0.668895412,0.823963845,0.957722833,0.471769324,0.428636128
MoambaMajor_HY_MOZ,Mozambique,ROR,Water,2024,2060,0,0,0,1,1,0,0.406440138,46500,0.55,0,4.248837209,50,0,0,0,,3,0,0,0,0,50663.20528,0.812882758,,,,
MobayiMbongo_HY_ZAR,DRC,ROR,Water,1990,2060,11.36,0,0,1,1,0,0.215,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50641.125,0.43,,,,
MocubaSolarPV_REN_MOZ,Mozambique,PV,PV,2019,2060,30,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,,1,0,0,1,0,19152,,,,,
Monont'sa_HY_LSO,Lesotho,STORAGE,Water,2030,2060,1200,0,0,1,1,0,0.8,46500,0.55,0,6.821744186,50,1200,1200,0,,3,0,0,0,0,54275.17174,0.557,,,,
MorupuleA_TH_BWA,Botswana,ST,Coal,1989,2026,132,,11.373804,,,,,,,,0,,,,0,,1,0,0.1,0,132,49210.8138,,,,,
MorupuleB_TH_BWA,Botswana,ST,Coal,2012,2055,390,,10.34068347,,,,,,,,0,,,,0,,1,0,0.1,0,390,49519.78068,,,,,
MorupuleBupgrade_TH_BWA,Botswana,ST,Coal,2022,2052,130,,10.34068347,,,,,,,,0,,,,0,,1,0,0.05,0,130,49266.73068,,,,,
Mota_Engil_C_MWI,Malawi,ST,Coal,2055,2060,0,,9.853126851,,,,,,,,2.84,,0,200,0,,3,0,0.05,0,0,64389.95313,,,,,
MozCahoraBassaNorte_HY_MOZ,Mozambique,ROR,Water,2030,2060,0,0,0,1,1,0,0.4,46500,0.550008864,0,2.568140002,50,1245,1245,0,,3,0,0,0,0,53157.51815,0.8,,,,
MozCCCGTNG_TH_MOZ,Mozambique,CCGT,LNG,2026,2080,5000,0.45,6.4,1,1,0,0.07,6600,3.500005165,0,1.245080501,30,500,5000,0,7,3,7.1,0.05,0,0,21286.81509,,,,,
MozCEnginesNG_TH_MOZ,Mozambique,GT,Gas,2026,2076,5000,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,500,5000,0,7,3,9.7,0.05,0,0,31675.16682,,,,,
MozCoal_TH_MOZ,Mozambique,ST,Coal,2025,2075,0,,8.6,,,,,,,,2.466504472,,0,0,0,,3,0,0.05,0,0,49163.4565,,,,,
MozENRC_TH_MOZ,Mozambique,ST,Coal,2025,2075,0,,8.6,,,,,,,,2.466504472,,0,0,0,,3,0,0.05,0,0,49163.4565,,,,,
MozMGTPEDMSasolCTTemane_TH_MOZ,Mozambique,CCGT,LNG,2026,2076,400,0.2,6.4,1,1,0,0.07,6600,4,0,1.245080501,30,400,400,0,7,3,7.1,0.05,0,0,11983.06508,,,,,
MozMGTPEDMSasolGT_TH_MOZ,Mozambique,CCGT,Gas,2024,2074,420,0.2,9,1,1,0,0.2,17000,4,0,1.25,30,420,420,0,7,2,9.7,0.05,0,0,22431.4,,,,,
MozNCCGTNG_TH_MOZ,Mozambique,CCGT,LNG,2026,2075,5000,0.45,6.4,1,1,0,0.07,6600,3.500008661,0,1.245080501,30,500,5000,0,7,3,7.1,0.05,0,0,21281.81509,,,,,
MozNEnginesNG_TH_MOZ,Mozambique,ICE,HFO,2024,2054,250,0.06,10.41544727,1,1,0,0.4,8000,6.4,0,0.933810376,30,250,250,0,,3,0,0.06,0,0,12902.26926,,,,,
MozSEnginesNG_TH_MOZ,Mozambique,ICE,HFO,2024,2054,0,0.06,10.41544727,1,1,0,0.4,8000,6.4,0,0.933810376,30,0,0,0,,3,0,0.06,0,0,12152.26926,,,,,
Mpanga,Tanzania,STOHY,Water,2030,2060,160,0,0,1,1,0,0.285,1640,0.5,0,2.4258,50,160,160,0,,3,0,0,0,0,6285.2108,0.756992913,0.932291667,1,0.533854167,0.485167572
Mpatamanga_Opt,Malawi,ROR,Water,2030,2060,358.5,0,0,1,1,0,0.325077306,40000,0.5,0,2.79,50,358.5,358.5,0,,2,0,0,0,0,45250.11508,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
MphandaNkuwa_HY_MOZ,Mozambique,ROR,Water,2031,2060,1500,0,0,1,1,0,0.406440138,46500.00052,0.550009771,0,4.436550388,50,1500,1500,0,,3,0,0,0,0,55170.39352,0.812882758,,,,
Mtera,Tanzania,STOHY,Water,1988,2060,80,0,0,1,1,0,0.246315531,4100,0.5,0,0,50,,,0,,1,0,0,0,0,8298.746316,0.5,0.439612543,0.487125478,0.588568979,0.484697983
