uni_0,uni_1,uni_2,uni_3,uni_4,value
Mali,Wind,wet,1,t19,0.244
Mali,Wind,wet,1,t20,0.347
Mali,Wind,wet,1,t21,0.437
Mali,Wind,wet,1,t22,0.525
Mali,Wind,wet,1,t23,0.594
Mali,Wind,wet,1,t24,0.631
Mali,Wind,wet,2,t01,0.62
Mali,Wind,wet,2,t02,0.586
Mali,Wind,wet,2,t03,0.5640000000000001
Mali,Wind,wet,2,t04,0.535
Mali,Wind,wet,2,t05,0.491
Mali,Wind,wet,2,t06,0.457
Mali,Wind,wet,2,t07,0.379
Mali,Wind,wet,2,t08,0.433
Mali,Wind,wet,2,t09,0.411
Mali,Wind,wet,2,t10,0.272
Mali,Wind,wet,2,t11,0.142
Mali,Wind,wet,2,t12,0.065
Mali,Wind,wet,2,t13,0.035
Mali,Wind,wet,2,t14,0.029
Mali,Wind,wet,2,t15,0.038
Mali,Wind,wet,2,t16,0.052
Mali,Wind,wet,2,t17,0.068
Mali,Wind,wet,2,t18,0.098
Mali,Wind,wet,2,t19,0.23
Mali,Wind,wet,2,t20,0.459
Mali,Wind,wet,2,t21,0.59
Mali,Wind,wet,2,t22,0.629
Mali,Wind,wet,2,t23,0.636
Mali,Wind,wet,2,t24,0.634
Mali,Wind,wet,3,t01,0.709
Mali,Wind,wet,3,t02,0.687
Mali,Wind,wet,3,t03,0.686
Mali,Wind,wet,3,t04,0.682
Mali,Wind,wet,3,t05,0.682
Mali,Wind,wet,3,t06,0.7000000000000001
Mali,Wind,wet,3,t07,0.809
Mali,Wind,wet,3,t08,0.859
Mali,Wind,wet,3,t09,0.762
Mali,Wind,wet,3,t10,0.562
Mali,Wind,wet,3,t11,0.302
Mali,Wind,wet,3,t12,0.142
Mali,Wind,wet,3,t13,0.068
Mali,Wind,wet,3,t14,0.017
Mali,Wind,wet,3,t15,0.001
Mali,Wind,wet,3,t19,0.006
Mali,Wind,wet,3,t20,0.097
Mali,Wind,wet,3,t21,0.249
Mali,Wind,wet,3,t22,0.368
Mali,Wind,wet,3,t23,0.447
Mali,Wind,wet,3,t24,0.51
Mali,Wind,wet,4,t01,0.087
Mali,Wind,wet,4,t02,0.064
Mali,Wind,wet,4,t03,0.046
Mali,Wind,wet,4,t04,0.034
Mali,Wind,wet,4,t05,0.03
Mali,Wind,wet,4,t06,0.034
Mali,Wind,wet,4,t07,0.041
Mali,Wind,wet,4,t08,0.024
Mali,Wind,wet,4,t09,0.012
Mali,Wind,wet,4,t10,0.005
Mali,Wind,wet,4,t11,0.004
Mali,Wind,wet,4,t12,0.008
Mali,Wind,wet,4,t13,0.015
Mali,Wind,wet,4,t14,0.024
Mali,Wind,wet,4,t15,0.031
Mali,Wind,wet,4,t16,0.04
Mali,Wind,wet,4,t17,0.057
Mali,Wind,wet,4,t18,0.1
Mali,Wind,wet,4,t19,0.148
Mali,Wind,wet,4,t20,0.205
Mali,Wind,wet,4,t21,0.249
Mali,Wind,wet,4,t22,0.264
Mali,Wind,wet,4,t23,0.259
Mali,Wind,wet,4,t24,0.251
Mali,Rooftop,dry,1,t07,0.003
Mali,Rooftop,dry,1,t08,0.227
Mali,Rooftop,dry,1,t09,0.396
Mali,Rooftop,dry,1,t10,0.52
Mali,Rooftop,dry,1,t11,0.591
Mali,Rooftop,dry,1,t12,0.556
Mali,Rooftop,dry,1,t13,0.513
Mali,Rooftop,dry,1,t14,0.469
Mali,Rooftop,dry,1,t15,0.441
Mali,Rooftop,dry,1,t16,0.383
Mali,Rooftop,dry,1,t17,0.19
Mali,Rooftop,dry,1,t18,0.021
Mali,Rooftop,dry,2,t07,0.01
Mali,Rooftop,dry,2,t08,0.294
Mali,Rooftop,dry,2,t09,0.499
Mali,Rooftop,dry,2,t10,0.711
Mali,Rooftop,dry,2,t11,0.836
Mali,Rooftop,dry,2,t12,0.889
Mali,Rooftop,dry,2,t13,0.853
Mali,Rooftop,dry,2,t14,0.799
Mali,Rooftop,dry,2,t15,0.687
Mali,Rooftop,dry,2,t16,0.507
Mali,Rooftop,dry,2,t17,0.264
Mali,Rooftop,dry,2,t18,0.037
Mali,Rooftop,dry,3,t07,0.027
Mali,Rooftop,dry,3,t08,0.223
Mali,Rooftop,dry,3,t09,0.447
Mali,Rooftop,dry,3,t10,0.62
Mali,Rooftop,dry,3,t11,0.733
Mali,Rooftop,dry,3,t12,0.788
Mali,Rooftop,dry,3,t13,0.782
Mali,Rooftop,dry,3,t14,0.732
Mali,Rooftop,dry,3,t15,0.628
Mali,Rooftop,dry,3,t16,0.47
Mali,Rooftop,dry,3,t17,0.266
Mali,Rooftop,dry,3,t18,0.066
Mali,Rooftop,dry,4,t07,0.001
Mali,Rooftop,dry,4,t08,0.162
Mali,Rooftop,dry,4,t09,0.441
Mali,Rooftop,dry,4,t10,0.647
Mali,Rooftop,dry,4,t11,0.764
Mali,Rooftop,dry,4,t12,0.8210000000000001
Mali,Rooftop,dry,4,t13,0.84
Mali,Rooftop,dry,4,t14,0.794
Mali,Rooftop,dry,4,t15,0.6940000000000001
Mali,Rooftop,dry,4,t16,0.529
Mali,Rooftop,dry,4,t17,0.288
Mali,Rooftop,dry,4,t18,0.026
Mali,Rooftop,wet,1,t07,0.039
Mali,Rooftop,wet,1,t08,0.221
Mali,Rooftop,wet,1,t09,0.421
Mali,Rooftop,wet,1,t10,0.5740000000000001
Mali,Rooftop,wet,1,t11,0.678
Mali,Rooftop,wet,1,t12,0.731
Mali,Rooftop,wet,1,t13,0.734
Mali,Rooftop,wet,1,t14,0.6900000000000001
Mali,Rooftop,wet,1,t15,0.595
Mali,Rooftop,wet,1,t16,0.451
Mali,Rooftop,wet,1,t17,0.265
Mali,Rooftop,wet,1,t18,0.075
Mali,Rooftop,wet,1,t19,0.001
Mali,Rooftop,wet,2,t07,0.051
Mali,Rooftop,wet,2,t08,0.168
Mali,Rooftop,wet,2,t09,0.313
Mali,Rooftop,wet,2,t10,0.446
Mali,Rooftop,wet,2,t11,0.536
Mali,Rooftop,wet,2,t12,0.581
Mali,Rooftop,wet,2,t13,0.592
Mali,Rooftop,wet,2,t14,0.562
Mali,Rooftop,wet,2,t15,0.491
Mali,Rooftop,wet,2,t16,0.376
Mali,Rooftop,wet,2,t17,0.224
Mali,Rooftop,wet,2,t18,0.081
Mali,Rooftop,wet,2,t19,0.005
Mali,Rooftop,wet,3,t07,0.05
Mali,Rooftop,wet,3,t08,0.173
Mali,Rooftop,wet,3,t09,0.336
Mali,Rooftop,wet,3,t10,0.478
Mali,Rooftop,wet,3,t11,0.5760000000000001
Mali,Rooftop,wet,3,t12,0.629
Mali,Rooftop,wet,3,t13,0.634
Mali,Rooftop,wet,3,t14,0.594
Mali,Rooftop,wet,3,t15,0.507
Mali,Rooftop,wet,3,t16,0.379
Mali,Rooftop,wet,3,t17,0.224
Mali,Rooftop,wet,3,t18,0.081
Mali,Rooftop,wet,3,t19,0.004
Mali,Rooftop,wet,4,t07,0.008
Mali,Rooftop,wet,4,t08,0.112
Mali,Rooftop,wet,4,t09,0.284
Mali,Rooftop,wet,4,t10,0.504
Mali,Rooftop,wet,4,t11,0.6910000000000001
Mali,Rooftop,wet,4,t12,0.762
Mali,Rooftop,wet,4,t13,0.77
Mali,Rooftop,wet,4,t14,0.726
Mali,Rooftop,wet,4,t15,0.627
Mali,Rooftop,wet,4,t16,0.471
Mali,Rooftop,wet,4,t17,0.262
Mali,Rooftop,wet,4,t18,0.052
Niger,PV,dry,1,t07,0.194
Niger,PV,dry,1,t08,0.499
Niger,PV,dry,1,t09,0.712
Niger,PV,dry,1,t10,0.849
Niger,PV,dry,1,t11,0.921
Niger,PV,dry,1,t12,0.936
Niger,PV,dry,1,t13,0.896
Niger,PV,dry,1,t14,0.798
Niger,PV,dry,1,t15,0.637
Niger,PV,dry,1,t16,0.398
Niger,PV,dry,1,t17,0.098
Niger,PV,dry,2,t07,0.273
Niger,PV,dry,2,t08,0.547
Niger,PV,dry,2,t09,0.742
Niger,PV,dry,2,t10,0.869
Niger,PV,dry,2,t11,0.939
Niger,PV,dry,2,t12,0.954
Niger,PV,dry,2,t13,0.917
Niger,PV,dry,2,t14,0.8230000000000001
Niger,PV,dry,2,t15,0.667
Niger,PV,dry,2,t16,0.439
Niger,PV,dry,2,t17,0.134
Niger,PV,dry,3,t06,0.008
Niger,PV,dry,3,t07,0.154
Niger,PV,dry,3,t08,0.376
Niger,PV,dry,3,t09,0.5650000000000001
Niger,PV,dry,3,t10,0.6970000000000001
Niger,PV,dry,3,t11,0.772
Niger,PV,dry,3,t12,0.79
Niger,PV,dry,3,t13,0.757
Niger,PV,dry,3,t14,0.673
Niger,PV,dry,3,t15,0.534
Niger,PV,dry,3,t16,0.343
Niger,PV,dry,3,t17,0.124
Niger,PV,dry,3,t18,0.001
Niger,PV,dry,4,t07,0.165
Niger,PV,dry,4,t08,0.469
Niger,PV,dry,4,t09,0.681
Niger,PV,dry,4,t10,0.8140000000000001
Niger,PV,dry,4,t11,0.887
Niger,PV,dry,4,t12,0.904
Niger,PV,dry,4,t13,0.869
Niger,PV,dry,4,t14,0.778
Niger,PV,dry,4,t15,0.625
Niger,PV,dry,4,t16,0.396
Niger,PV,dry,4,t17,0.086
Niger,PV,wet,1,t06,0.018
Niger,PV,wet,1,t07,0.131
Niger,PV,wet,1,t08,0.307
Niger,PV,wet,1,t09,0.5
Niger,PV,wet,1,t10,0.636
Niger,PV,wet,1,t11,0.6940000000000001
Niger,PV,wet,1,t12,0.6990000000000001
Niger,PV,wet,1,t13,0.644
Niger,PV,wet,1,t14,0.533
Niger,PV,wet,1,t15,0.415
Niger,PV,wet,1,t16,0.265
Niger,PV,wet,1,t17,0.111
Niger,PV,wet,1,t18,0.008
Niger,PV,wet,2,t06,0.036
Niger,PV,wet,2,t07,0.142
Niger,PV,wet,2,t08,0.316
Niger,PV,wet,2,t09,0.473
Niger,PV,wet,2,t10,0.587
Niger,PV,wet,2,t11,0.652
Niger,PV,wet,2,t12,0.669
Niger,PV,wet,2,t13,0.639
Niger,PV,wet,2,t14,0.559
Niger,PV,wet,2,t15,0.433
Niger,PV,wet,2,t16,0.272
Niger,PV,wet,2,t17,0.113
Niger,PV,wet,2,t18,0.017
Niger,PV,wet,3,t06,0.034
Niger,PV,wet,3,t07,0.14
Niger,PV,wet,3,t08,0.321
Niger,PV,wet,3,t09,0.483
Niger,PV,wet,3,t10,0.601
Niger,PV,wet,3,t11,0.669
Niger,PV,wet,3,t12,0.685
Niger,PV,wet,3,t13,0.654
Niger,PV,wet,3,t14,0.5740000000000001
Niger,PV,wet,3,t15,0.446
Niger,PV,wet,3,t16,0.281
Niger,PV,wet,3,t17,0.112
Niger,PV,wet,3,t18,0.016
Niger,PV,wet,4,t06,0.004
Niger,PV,wet,4,t07,0.18
Niger,PV,wet,4,t08,0.437
Niger,PV,wet,4,t09,0.631
Niger,PV,wet,4,t10,0.759
Niger,PV,wet,4,t11,0.8290000000000001
Niger,PV,wet,4,t12,0.847
Niger,PV,wet,4,t13,0.812
Niger,PV,wet,4,t14,0.724
Niger,PV,wet,4,t15,0.5760000000000001
Niger,PV,wet,4,t16,0.369
Niger,PV,wet,4,t17,0.125
Niger,Wind,dry,1,t01,0.774
Niger,Wind,dry,1,t02,0.786
Niger,Wind,dry,1,t03,0.785
Niger,Wind,dry,1,t04,0.788
Niger,Wind,dry,1,t05,0.791
Niger,Wind,dry,1,t06,0.796
Niger,Wind,dry,1,t07,0.755
Niger,Wind,dry,1,t08,0.84
Niger,Wind,dry,1,t09,0.866
Niger,Wind,dry,1,t10,0.835
Niger,Wind,dry,1,t11,0.756
Niger,Wind,dry,1,t12,0.643
Niger,Wind,dry,1,t13,0.506
Niger,Wind,dry,1,t14,0.422
Niger,Wind,dry,1,t15,0.401
Niger,Wind,dry,1,t16,0.466
Niger,Wind,dry,1,t17,0.645
Niger,Wind,dry,1,t18,0.786
Niger,Wind,dry,1,t19,0.787
Niger,Wind,dry,1,t20,0.763
Niger,Wind,dry,1,t21,0.746
Niger,Wind,dry,1,t22,0.739
Niger,Wind,dry,1,t23,0.738
Niger,Wind,dry,1,t24,0.752
Niger,Wind,dry,2,t01,0.002
Niger,Wind,dry,2,t02,0.019
Niger,Wind,dry,2,t03,0.033
Niger,Wind,dry,2,t04,0.062
Niger,Wind,dry,2,t05,0.12
Niger,Wind,dry,2,t06,0.125
Niger,Wind,dry,2,t07,0.121
Niger,Wind,dry,2,t08,0.036
Niger,Wind,dry,2,t09,0.025
Niger,Wind,dry,2,t10,0.081
Niger,Wind,dry,2,t11,0.095
Niger,Wind,dry,2,t12,0.08
Niger,Wind,dry,2,t13,0.054
Niger,Wind,dry,2,t14,0.053
Niger,Wind,dry,2,t15,0.086
Niger,Wind,dry,2,t16,0.183
Niger,Wind,dry,2,t17,0.535
Niger,Wind,dry,2,t18,0.768
Niger,Wind,dry,2,t19,0.76
Niger,Wind,dry,2,t20,0.683
Niger,Wind,dry,2,t21,0.642
Niger,Wind,dry,2,t22,0.663
Niger,Wind,dry,2,t23,0.706
Niger,Wind,dry,2,t24,0.758
Niger,Wind,dry,3,t01,0.516
Niger,Wind,dry,3,t02,0.562
Niger,Wind,dry,3,t03,0.5700000000000001
Niger,Wind,dry,3,t04,0.533
Niger,Wind,dry,3,t05,0.475
Niger,Wind,dry,3,t06,0.401
Niger,Wind,dry,3,t07,0.284
Niger,Wind,dry,3,t08,0.092
Niger,Wind,dry,3,t09,0.084
Niger,Wind,dry,3,t10,0.082
Niger,Wind,dry,3,t11,0.109
Niger,Wind,dry,3,t12,0.182
Niger,Wind,dry,3,t13,0.286
Niger,Wind,dry,3,t14,0.412
Niger,Wind,dry,3,t15,0.538
Niger,Wind,dry,3,t16,0.63
Niger,Wind,dry,3,t17,0.675
Niger,Wind,dry,3,t18,0.756
Niger,Wind,dry,3,t19,0.781
Niger,Wind,dry,3,t20,0.754
Niger,Wind,dry,3,t21,0.718
Niger,Wind,dry,3,t22,0.6900000000000001
Niger,Wind,dry,3,t23,0.663
Niger,Wind,dry,3,t24,0.661
Niger,Wind,dry,4,t01,0.325
Niger,Wind,dry,4,t02,0.304
Niger,Wind,dry,4,t03,0.292
Niger,Wind,dry,4,t04,0.305
Niger,Wind,dry,4,t05,0.339
Niger,Wind,dry,4,t06,0.382
Niger,Wind,dry,4,t07,0.423
Niger,Wind,dry,4,t08,0.281
Niger,Wind,dry,4,t09,0.488
Niger,Wind,dry,4,t10,0.777
Niger,Wind,dry,4,t11,0.835
Niger,Wind,dry,4,t12,0.837
Niger,Wind,dry,4,t13,0.8180000000000001
Niger,Wind,dry,4,t14,0.794
Niger,Wind,dry,4,t15,0.772
Niger,Wind,dry,4,t16,0.732
Niger,Wind,dry,4,t17,0.6920000000000001
Niger,Wind,dry,4,t18,0.6920000000000001
Niger,Wind,dry,4,t19,0.654
Niger,Wind,dry,4,t20,0.611
Niger,Wind,dry,4,t21,0.59
Niger,Wind,dry,4,t22,0.5740000000000001
Niger,Wind,dry,4,t23,0.549
Niger,Wind,dry,4,t24,0.518
Niger,Wind,wet,1,t01,0.59
Niger,Wind,wet,1,t02,0.529
Niger,Wind,wet,1,t03,0.469
Niger,Wind,wet,1,t04,0.408
Niger,Wind,wet,1,t05,0.367
Niger,Wind,wet,1,t06,0.337
Niger,Wind,wet,1,t07,0.197
Niger,Wind,wet,1,t08,0.05
Niger,Wind,wet,1,t09,0.001
Niger,Wind,wet,1,t12,0.001
Niger,Wind,wet,1,t13,0.018
Niger,Wind,wet,1,t14,0.053
Niger,Wind,wet,1,t15,0.072
Niger,Wind,wet,1,t16,0.091
Niger,Wind,wet,1,t17,0.131
Niger,Wind,wet,1,t18,0.276
Niger,Wind,wet,1,t19,0.282
Niger,Wind,wet,1,t20,0.144
Niger,Wind,wet,1,t21,0.043
Niger,Wind,wet,1,t22,0.017
Niger,Wind,wet,1,t23,0.018
Niger,Wind,wet,1,t24,0.048
Niger,Wind,wet,2,t01,0.236
Niger,Wind,wet,2,t02,0.339
Niger,Wind,wet,2,t03,0.459
Niger,Wind,wet,2,t04,0.58
Niger,Wind,wet,2,t05,0.645
Niger,Wind,wet,2,t06,0.586
Niger,Wind,wet,2,t07,0.448
Niger,Wind,wet,2,t08,0.407
Niger,Wind,wet,2,t09,0.343
Niger,Wind,wet,2,t10,0.282
Niger,Wind,wet,2,t11,0.241
Niger,Wind,wet,2,t12,0.233
Niger,Wind,wet,2,t13,0.248
Niger,Wind,wet,2,t14,0.289
Niger,Wind,wet,2,t15,0.354
Niger,Wind,wet,2,t16,0.424
Niger,Wind,wet,2,t17,0.501
Niger,Wind,wet,2,t18,0.625
Niger,Wind,wet,2,t19,0.6970000000000001
Niger,Wind,wet,2,t20,0.67
Niger,Wind,wet,2,t21,0.615
Niger,Wind,wet,2,t22,0.544
Niger,Wind,wet,2,t23,0.461
Niger,Wind,wet,2,t24,0.398
Niger,Wind,wet,3,t01,0.56
Niger,Wind,wet,3,t02,0.509
Niger,Wind,wet,3,t03,0.433
Niger,Wind,wet,3,t04,0.322
Niger,Wind,wet,3,t05,0.184
Niger,Wind,wet,3,t06,0.064
Niger,Wind,wet,3,t07,0.005
Niger,Wind,wet,3,t08,0.003
Niger,Wind,wet,3,t09,0.001
Niger,Wind,wet,3,t13,0.002
Niger,Wind,wet,3,t14,0.007
Niger,Wind,wet,3,t15,0.019
Niger,Wind,wet,3,t16,0.046
Niger,Wind,wet,3,t17,0.089
Niger,Wind,wet,3,t18,0.192
Niger,Wind,wet,3,t19,0.236
Niger,Wind,wet,3,t20,0.171
Niger,Wind,wet,3,t21,0.096
Niger,Wind,wet,3,t22,0.05
Niger,Wind,wet,3,t23,0.041
Niger,Wind,wet,3,t24,0.07
Niger,Wind,wet,4,t01,0.324
Niger,Wind,wet,4,t02,0.311
Niger,Wind,wet,4,t03,0.306
Niger,Wind,wet,4,t04,0.308
Niger,Wind,wet,4,t05,0.319
Niger,Wind,wet,4,t06,0.331
Niger,Wind,wet,4,t07,0.274
Niger,Wind,wet,4,t08,0.151
Niger,Wind,wet,4,t09,0.305
Niger,Wind,wet,4,t10,0.413
Niger,Wind,wet,4,t11,0.453
Niger,Wind,wet,4,t12,0.464
Niger,Wind,wet,4,t13,0.456
Niger,Wind,wet,4,t14,0.436
Niger,Wind,wet,4,t15,0.414
Niger,Wind,wet,4,t16,0.391
Niger,Wind,wet,4,t17,0.414
Niger,Wind,wet,4,t18,0.5
Niger,Wind,wet,4,t19,0.518
Niger,Wind,wet,4,t20,0.513
Niger,Wind,wet,4,t21,0.499
Niger,Wind,wet,4,t22,0.479
Niger,Wind,wet,4,t23,0.452
Niger,Wind,wet,4,t24,0.435
Niger,Rooftop,dry,1,t07,0.194
Niger,Rooftop,dry,1,t08,0.499
Niger,Rooftop,dry,1,t09,0.712
Niger,Rooftop,dry,1,t10,0.849
Niger,Rooftop,dry,1,t11,0.921
Niger,Rooftop,dry,1,t12,0.936
Niger,Rooftop,dry,1,t13,0.896
Niger,Rooftop,dry,1,t14,0.798
Niger,Rooftop,dry,1,t15,0.637
Niger,Rooftop,dry,1,t16,0.398
Niger,Rooftop,dry,1,t17,0.098
Niger,Rooftop,dry,2,t07,0.273
Niger,Rooftop,dry,2,t08,0.547
Niger,Rooftop,dry,2,t09,0.742
Niger,Rooftop,dry,2,t10,0.869
Niger,Rooftop,dry,2,t11,0.939
Niger,Rooftop,dry,2,t12,0.954
Niger,Rooftop,dry,2,t13,0.917
Niger,Rooftop,dry,2,t14,0.8230000000000001
Niger,Rooftop,dry,2,t15,0.667
Niger,Rooftop,dry,2,t16,0.439
Niger,Rooftop,dry,2,t17,0.134
Niger,Rooftop,dry,3,t06,0.008
Niger,Rooftop,dry,3,t07,0.154
Niger,Rooftop,dry,3,t08,0.376
Niger,Rooftop,dry,3,t09,0.5650000000000001
Niger,Rooftop,dry,3,t10,0.6970000000000001
Niger,Rooftop,dry,3,t11,0.772
Niger,Rooftop,dry,3,t12,0.79
Niger,Rooftop,dry,3,t13,0.757
Niger,Rooftop,dry,3,t14,0.673
Niger,Rooftop,dry,3,t15,0.534
Niger,Rooftop,dry,3,t16,0.343
Niger,Rooftop,dry,3,t17,0.124
Niger,Rooftop,dry,3,t18,0.001
Niger,Rooftop,dry,4,t07,0.165
Niger,Rooftop,dry,4,t08,0.469
Niger,Rooftop,dry,4,t09,0.681
Niger,Rooftop,dry,4,t10,0.8140000000000001
Niger,Rooftop,dry,4,t11,0.887
Niger,Rooftop,dry,4,t12,0.904
Niger,Rooftop,dry,4,t13,0.869
Niger,Rooftop,dry,4,t14,0.778
Niger,Rooftop,dry,4,t15,0.625
Niger,Rooftop,dry,4,t16,0.396
Niger,Rooftop,dry,4,t17,0.086
Niger,Rooftop,wet,1,t06,0.018
Niger,Rooftop,wet,1,t07,0.131
Niger,Rooftop,wet,1,t08,0.307
Niger,Rooftop,wet,1,t09,0.5
Niger,Rooftop,wet,1,t10,0.636
Niger,Rooftop,wet,1,t11,0.6940000000000001
Niger,Rooftop,wet,1,t12,0.6990000000000001
Niger,Rooftop,wet,1,t13,0.644
Niger,Rooftop,wet,1,t14,0.533
Niger,Rooftop,wet,1,t15,0.415
Niger,Rooftop,wet,1,t16,0.265
Niger,Rooftop,wet,1,t17,0.111
Niger,Rooftop,wet,1,t18,0.008
Niger,Rooftop,wet,2,t06,0.036
Niger,Rooftop,wet,2,t07,0.142
Niger,Rooftop,wet,2,t08,0.316
Niger,Rooftop,wet,2,t09,0.473
Niger,Rooftop,wet,2,t10,0.587
Niger,Rooftop,wet,2,t11,0.652
Niger,Rooftop,wet,2,t12,0.669
Niger,Rooftop,wet,2,t13,0.639
Niger,Rooftop,wet,2,t14,0.559
Niger,Rooftop,wet,2,t15,0.433
Niger,Rooftop,wet,2,t16,0.272
Niger,Rooftop,wet,2,t17,0.113
Niger,Rooftop,wet,2,t18,0.017
Niger,Rooftop,wet,3,t06,0.034
Niger,Rooftop,wet,3,t07,0.14
Niger,Rooftop,wet,3,t08,0.321
Niger,Rooftop,wet,3,t09,0.483
Niger,Rooftop,wet,3,t10,0.601
Niger,Rooftop,wet,3,t11,0.669
Niger,Rooftop,wet,3,t12,0.685
Niger,Rooftop,wet,3,t13,0.654
Niger,Rooftop,wet,3,t14,0.5740000000000001
Niger,Rooftop,wet,3,t15,0.446
Niger,Rooftop,wet,3,t16,0.281
Niger,Rooftop,wet,3,t17,0.112
Niger,Rooftop,wet,3,t18,0.016
Niger,Rooftop,wet,4,t06,0.004
Niger,Rooftop,wet,4,t07,0.18
Niger,Rooftop,wet,4,t08,0.437
Niger,Rooftop,wet,4,t09,0.631
Niger,Rooftop,wet,4,t10,0.759
Niger,Rooftop,wet,4,t11,0.8290000000000001
Niger,Rooftop,wet,4,t12,0.847
Niger,Rooftop,wet,4,t13,0.812
Niger,Rooftop,wet,4,t14,0.724
Niger,Rooftop,wet,4,t15,0.5760000000000001
Niger,Rooftop,wet,4,t16,0.369
Niger,Rooftop,wet,4,t17,0.125
Nigeria,PV,dry,1,t07,0.14
Nigeria,PV,dry,1,t08,0.396
Nigeria,PV,dry,1,t09,0.596
Nigeria,PV,dry,1,t10,0.6970000000000001
Nigeria,PV,dry,1,t11,0.772
Nigeria,PV,dry,1,t12,0.794
Nigeria,PV,dry,1,t13,0.768
Nigeria,PV,dry,1,t14,0.6880000000000001
Nigeria,PV,dry,1,t15,0.548
Nigeria,PV,dry,1,t16,0.344
Nigeria,PV,dry,1,t17,0.104
Nigeria,PV,dry,2,t07,0.166
Nigeria,PV,dry,2,t08,0.426
Nigeria,PV,dry,2,t09,0.624
Nigeria,PV,dry,2,t10,0.684
Nigeria,PV,dry,2,t11,0.74
Nigeria,PV,dry,2,t12,0.747
Nigeria,PV,dry,2,t13,0.686
Nigeria,PV,dry,2,t14,0.617
Nigeria,PV,dry,2,t15,0.467
Nigeria,PV,dry,2,t16,0.254
Nigeria,PV,dry,2,t17,0.063
Nigeria,PV,dry,3,t06,0.005
Nigeria,PV,dry,3,t07,0.148
Nigeria,PV,dry,3,t08,0.363
Nigeria,PV,dry,3,t09,0.542
Nigeria,PV,dry,3,t10,0.67
Nigeria,PV,dry,3,t11,0.738
Nigeria,PV,dry,3,t12,0.76
Nigeria,PV,dry,3,t13,0.721
Nigeria,PV,dry,3,t14,0.639
Nigeria,PV,dry,3,t15,0.504
Nigeria,PV,dry,3,t16,0.321
Nigeria,PV,dry,3,t17,0.119
Nigeria,PV,dry,3,t18,0.002
Nigeria,PV,dry,4,t07,0.177
Nigeria,PV,dry,4,t08,0.463
Nigeria,PV,dry,4,t09,0.668
Nigeria,PV,dry,4,t10,0.798
Nigeria,PV,dry,4,t11,0.863
Nigeria,PV,dry,4,t12,0.879
Nigeria,PV,dry,4,t13,0.845
Nigeria,PV,dry,4,t14,0.765
Nigeria,PV,dry,4,t15,0.631
Nigeria,PV,dry,4,t16,0.432
Nigeria,PV,dry,4,t17,0.167
Nigeria,PV,wet,1,t06,0.007
Nigeria,PV,wet,1,t07,0.109
Nigeria,PV,wet,1,t08,0.267
Nigeria,PV,wet,1,t09,0.422
Nigeria,PV,wet,1,t10,0.54
Nigeria,PV,wet,1,t11,0.6000000000000001
Nigeria,PV,wet,1,t12,0.599
Nigeria,PV,wet,1,t13,0.552
Nigeria,PV,wet,1,t14,0.447
Nigeria,PV,wet,1,t15,0.315
Nigeria,PV,wet,1,t16,0.178
Nigeria,PV,wet,1,t17,0.058
Nigeria,PV,wet,1,t18,0.002
Nigeria,PV,wet,2,t06,0.012
Nigeria,PV,wet,2,t07,0.096
Nigeria,PV,wet,2,t08,0.233
Nigeria,PV,wet,2,t09,0.398
Nigeria,PV,wet,2,t10,0.516
Nigeria,PV,wet,2,t11,0.5690000000000001
Nigeria,PV,wet,2,t12,0.5730000000000001
Nigeria,PV,wet,2,t13,0.529
Nigeria,PV,wet,2,t14,0.451
Nigeria,PV,wet,2,t15,0.352
Nigeria,PV,wet,2,t16,0.213
Nigeria,PV,wet,2,t17,0.087
Nigeria,PV,wet,2,t18,0.006
Nigeria,PV,wet,3,t06,0.004
Nigeria,PV,wet,3,t07,0.062
Nigeria,PV,wet,3,t08,0.161
Nigeria,PV,wet,3,t09,0.278
Nigeria,PV,wet,3,t10,0.398
Nigeria,PV,wet,3,t11,0.49
Nigeria,PV,wet,3,t12,0.525
Nigeria,PV,wet,3,t13,0.511
Nigeria,PV,wet,3,t14,0.461
Nigeria,PV,wet,3,t15,0.365
Nigeria,PV,wet,3,t16,0.237
Nigeria,PV,wet,3,t17,0.097
Nigeria,PV,wet,3,t18,0.009
Nigeria,PV,wet,4,t06,0.002
Nigeria,PV,wet,4,t07,0.103
Nigeria,PV,wet,4,t08,0.209
Nigeria,PV,wet,4,t09,0.321
Nigeria,PV,wet,4,t10,0.53
Nigeria,PV,wet,4,t11,0.6890000000000001
Nigeria,PV,wet,4,t12,0.649
Nigeria,PV,wet,4,t13,0.521
Nigeria,PV,wet,4,t14,0.365
Nigeria,PV,wet,4,t15,0.231
Nigeria,PV,wet,4,t16,0.111
Nigeria,PV,wet,4,t17,0.028
Nigeria,Wind,dry,1,t01,0.557
Nigeria,Wind,dry,1,t02,0.626
Nigeria,Wind,dry,1,t03,0.72
Nigeria,Wind,dry,1,t04,0.803
Nigeria,Wind,dry,1,t05,0.849
Nigeria,Wind,dry,1,t06,0.867
Nigeria,Wind,dry,1,t07,0.8200000000000001
Nigeria,Wind,dry,1,t08,0.547
Nigeria,Wind,dry,1,t09,0.398
Nigeria,Wind,dry,1,t10,0.37
Nigeria,Wind,dry,1,t11,0.272
Nigeria,Wind,dry,1,t12,0.195
Nigeria,Wind,dry,1,t13,0.14
Nigeria,Wind,dry,1,t14,0.108
Nigeria,Wind,dry,1,t15,0.08
