season,day,hour,Load_Bosnia and Herzegovina,Load_Croatia,PV_Bosnia and Herzegovina,PV_Croatia,Wind_Bosnia and Herzegovina,Wind_Croatia
2,113,3,0.5424,0.5695,0.0,0.0,0.155,0.54
2,113,4,0.5689,0.5982,0.014,0.013,0.172,0.553
2,113,5,0.6065,0.639,0.166,0.144,0.171,0.42
2,113,6,0.6478,0.6838,0.371,0.342,0.137,0.21
2,113,7,0.6851,0.7242,0.538,0.513,0.207,0.357
2,113,8,0.7121,0.7536,0.654,0.637,0.222,0.43
2,113,9,0.7259,0.7685,0.701,0.714,0.234,0.509
2,113,10,0.7269,0.7697,0.665,0.748,0.258,0.575
2,113,11,0.7189,0.761,0.596,0.721,0.297,0.593
2,113,12,0.7073,0.7484,0.541,0.63,0.337,0.576
2,113,13,0.698,0.7384,0.467,0.473,0.368,0.527
2,113,14,0.6952,0.7353,0.336,0.287,0.37,0.435
2,113,15,0.7004,0.741,0.175,0.14,0.347,0.344
2,113,16,0.7119,0.7534,0.049,0.049,0.316,0.316
2,113,17,0.7251,0.7678,0.0,0.0,0.302,0.353
2,113,18,0.7342,0.7778,0.0,0.0,0.314,0.417
2,113,19,0.7337,0.7774,0.0,0.0,0.326,0.493
2,113,20,0.7564,0.7853,0.0,0.0,0.408,0.616
2,113,21,0.7702,0.7747,0.0,0.0,0.439,0.764
2,113,22,0.6946,0.7123,0.0,0.0,0.511,0.706
2,113,23,0.6134,0.6468,0.0,0.0,0.563,0.513
2,114,0,0.5755,0.6058,0.0,0.0,0.51,0.42
2,114,1,0.5491,0.5771,0.0,0.0,0.371,0.363
2,114,2,0.5393,0.5665,0.0,0.0,0.366,0.215
2,114,3,0.5482,0.5762,0.0,0.0,0.42,0.083
2,114,4,0.5737,0.6039,0.002,0.01,0.446,0.044
2,114,5,0.6104,0.6439,0.026,0.081,0.42,0.098
2,114,6,0.6507,0.6877,0.063,0.189,0.555,0.134
2,114,7,0.687,0.727,0.129,0.269,0.68,0.132
2,114,8,0.713,0.7552,0.231,0.289,0.733,0.101
2,114,9,0.7257,0.769,0.353,0.266,0.709,0.082
2,114,10,0.7257,0.769,0.413,0.23,0.637,0.075
2,114,11,0.7165,0.7591,0.413,0.253,0.544,0.073
2,114,12,0.7039,0.7454,0.34,0.368,0.452,0.088
2,114,13,0.6935,0.7341,0.254,0.381,0.364,0.119
2,114,14,0.6896,0.7299,0.18,0.31,0.269,0.158
2,114,15,0.6937,0.7344,0.095,0.209,0.174,0.159
2,114,16,0.7041,0.7457,0.028,0.084,0.106,0.113
2,114,17,0.7163,0.7589,0.0,0.004,0.094,0.064
2,114,18,0.7244,0.7677,0.0,0.0,0.114,0.037
2,114,19,0.7228,0.7666,0.0,0.0,0.141,0.034
2,114,20,0.7487,0.7756,0.0,0.0,0.171,0.056
2,114,21,0.7598,0.7631,0.0,0.0,0.199,0.106
2,114,22,0.681,0.6984,0.0,0.0,0.205,0.172
2,114,23,0.5987,0.6314,0.0,0.0,0.192,0.219
2,115,0,0.5601,0.5895,0.0,0.0,0.174,0.231
2,115,1,0.5328,0.56,0.0,0.0,0.151,0.235
2,115,2,0.5223,0.5486,0.0,0.0,0.135,0.242
2,115,3,0.5306,0.5576,0.0,0.0,0.119,0.187
2,115,4,0.5555,0.5846,0.017,0.014,0.105,0.146
2,115,5,0.5916,0.6238,0.143,0.141,0.075,0.112
2,115,6,0.6314,0.667,0.329,0.339,0.06,0.163
2,115,7,0.6672,0.7058,0.531,0.51,0.052,0.176
2,115,8,0.6929,0.7336,0.649,0.639,0.066,0.205
2,115,9,0.7053,0.7471,0.729,0.721,0.102,0.289
2,115,10,0.705,0.7469,0.759,0.757,0.141,0.389
2,115,11,0.6957,0.7368,0.747,0.749,0.167,0.477
2,115,12,0.6829,0.723,0.684,0.7,0.183,0.534
2,115,13,0.6725,0.7117,0.579,0.605,0.195,0.548
2,115,14,0.6687,0.7075,0.429,0.465,0.197,0.506
2,115,15,0.6729,0.7121,0.252,0.285,0.182,0.411
2,115,16,0.6834,0.7236,0.072,0.096,0.161,0.298
2,115,17,0.6959,0.7371,0.0,0.003,0.154,0.304
2,115,18,0.7043,0.7462,0.0,0.0,0.114,0.335
2,115,19,0.7031,0.745,0.0,0.0,0.076,0.346
2,115,20,0.7238,0.7515,0.0,0.0,0.057,0.357
2,115,21,0.7378,0.7407,0.0,0.0,0.055,0.355
2,115,22,0.6625,0.6784,0.0,0.0,0.066,0.368
2,115,23,0.5811,0.6127,0.0,0.0,0.091,0.397
2,116,0,0.543,0.5715,0.0,0.0,0.119,0.397
2,116,1,0.5164,0.5427,0.0,0.0,0.134,0.404
2,116,2,0.5067,0.5321,0.0,0.0,0.141,0.397
2,116,3,0.4932,0.5174,0.0,0.0,0.141,0.383
2,116,4,0.5197,0.5462,0.02,0.016,0.143,0.375
2,116,5,0.5573,0.587,0.14,0.138,0.104,0.28
2,116,6,0.5976,0.6307,0.248,0.321,0.089,0.402
2,116,7,0.632,0.6681,0.324,0.485,0.108,0.45
2,116,8,0.654,0.6919,0.442,0.608,0.123,0.467
2,116,9,0.6604,0.6989,0.537,0.691,0.147,0.516
2,116,10,0.6525,0.6903,0.551,0.705,0.19,0.585
2,116,11,0.635,0.6714,0.527,0.674,0.247,0.632
2,116,12,0.6151,0.6498,0.459,0.608,0.301,0.646
2,116,13,0.5998,0.6333,0.402,0.516,0.325,0.644
2,116,14,0.5946,0.6276,0.314,0.398,0.302,0.598
2,116,15,0.6013,0.6349,0.185,0.232,0.251,0.504
2,116,16,0.6178,0.6529,0.069,0.082,0.195,0.345
2,116,17,0.6388,0.6757,0.0,0.004,0.153,0.269
2,116,18,0.6571,0.6955,0.0,0.0,0.118,0.287
2,116,19,0.6655,0.7046,0.0,0.0,0.106,0.294
2,116,20,0.6913,0.7181,0.0,0.0,0.114,0.297
2,116,21,0.7122,0.7141,0.0,0.0,0.136,0.333
2,116,22,0.6421,0.6565,0.0,0.0,0.163,0.377
2,116,23,0.5621,0.5926,0.0,0.0,0.19,0.407
2,117,0,0.5242,0.5515,0.0,0.0,0.223,0.411
2,117,1,0.4974,0.5224,0.0,0.0,0.295,0.504
2,117,2,0.4877,0.512,0.0,0.0,0.349,0.579
2,117,3,0.4975,0.5226,0.0,0.0,0.405,0.606
2,117,4,0.5245,0.5519,0.015,0.016,0.477,0.542
2,117,5,0.5625,0.5931,0.115,0.132,0.401,0.258
2,117,6,0.6031,0.6372,0.282,0.32,0.347,0.17
2,117,7,0.6379,0.6749,0.252,0.46,0.527,0.559
2,117,8,0.6601,0.699,0.408,0.55,0.675,0.61
2,117,9,0.6667,0.7062,0.569,0.675,0.754,0.557
2,117,10,0.659,0.6978,0.617,0.733,0.767,0.536
2,117,11,0.6416,0.679,0.473,0.718,0.779,0.535
2,117,12,0.6218,0.6575,0.302,0.637,0.799,0.604
2,117,13,0.6065,0.641,0.188,0.535,0.818,0.68
2,117,14,0.6013,0.6353,0.091,0.404,0.807,0.721
2,117,15,0.6079,0.6425,0.043,0.239,0.772,0.669
2,117,16,0.6243,0.6603,0.026,0.093,0.689,0.496
2,117,17,0.6452,0.683,0.0,0.005,0.633,0.479
2,117,18,0.6632,0.7026,0.0,0.0,0.703,0.537
2,117,19,0.6714,0.7116,0.0,0.0,0.794,0.489
2,117,20,0.7016,0.7275,0.0,0.0,0.887,0.472
2,117,21,0.7204,0.7224,0.0,0.0,0.801,0.523
2,117,22,0.6474,0.6629,0.0,0.0,0.675,0.533
2,117,23,0.5669,0.5982,0.0,0.0,0.712,0.446
2,118,0,0.5286,0.5568,0.0,0.0,0.729,0.289
2,118,1,0.5015,0.5273,0.0,0.0,0.672,0.146
2,118,2,0.4915,0.5165,0.0,0.0,0.695,0.063
2,118,3,0.5009,0.5267,0.0,0.0,0.683,0.061
2,118,4,0.5492,0.5792,0.01,0.0,0.58,0.101
2,118,5,0.5862,0.6193,0.066,0.019,0.492,0.083
2,118,6,0.6269,0.6634,0.143,0.063,0.561,0.096
2,118,7,0.6635,0.7031,0.198,0.133,0.608,0.115
2,118,8,0.6899,0.7318,0.269,0.229,0.621,0.124
2,118,9,0.7032,0.7462,0.33,0.34,0.616,0.184
2,118,10,0.7036,0.7467,0.379,0.403,0.6,0.248
2,118,11,0.6951,0.7374,0.356,0.337,0.554,0.267
2,118,12,0.683,0.7244,0.29,0.284,0.476,0.245
2,118,13,0.6733,0.7138,0.194,0.206,0.371,0.19
2,118,14,0.6701,0.7104,0.115,0.156,0.253,0.129
2,118,15,0.675,0.7157,0.055,0.089,0.143,0.076
2,118,16,0.6861,0.7278,0.014,0.024,0.07,0.065
2,118,17,0.6992,0.742,0.0,0.0,0.05,0.239
2,118,18,0.7081,0.7517,0.0,0.0,0.042,0.67
2,118,19,0.7075,0.7511,0.0,0.0,0.052,0.846
2,118,20,0.7266,0.7568,0.0,0.0,0.124,0.872
2,118,21,0.7419,0.747,0.0,0.0,0.306,0.843
2,118,22,0.6684,0.686,0.0,0.0,0.485,0.819
2,118,23,0.5875,0.621,0.0,0.0,0.647,0.782
2,119,0,0.5499,0.5803,0.0,0.0,0.764,0.755
2,119,1,0.5238,0.5519,0.0,0.0,0.783,0.738
2,119,2,0.5144,0.5418,0.0,0.0,0.843,0.688
2,119,3,0.5238,0.552,0.0,0.0,0.896,0.581
2,119,4,0.5499,0.5804,0.013,0.018,0.908,0.539
2,119,5,0.5873,0.6209,0.12,0.154,0.929,0.616
2,119,6,0.6283,0.6654,0.318,0.359,0.942,0.879
2,119,7,0.6653,0.7055,0.5,0.537,0.921,0.908
2,119,8,0.6922,0.7347,0.65,0.669,0.842,0.867
2,119,9,0.7059,0.7496,0.735,0.753,0.691,0.762
2,119,10,0.7069,0.7507,0.776,0.79,0.496,0.589
2,119,11,0.6988,0.7419,0.759,0.781,0.332,0.414
2,119,12,0.6873,0.7295,0.704,0.728,0.232,0.285
2,119,13,0.6781,0.7195,0.6,0.629,0.172,0.211
2,119,14,0.6755,0.7167,0.454,0.485,0.138,0.179
2,119,15,0.6809,0.7226,0.267,0.3,0.127,0.199
2,119,16,0.6926,0.7354,0.079,0.104,0.125,0.252
2,119,17,0.7062,0.7501,0.0,0.007,0.153,0.407
2,119,18,0.7158,0.7605,0.0,0.0,0.212,0.605
2,119,19,0.7157,0.7605,0.0,0.0,0.252,0.616
2,119,20,0.7307,0.7639,0.0,0.0,0.273,0.56
2,119,21,0.7482,0.7554,0.0,0.0,0.271,0.53
2,119,22,0.678,0.6967,0.0,0.0,0.241,0.5
2,119,23,0.5978,0.6327,0.0,0.0,0.2,0.447
2,120,0,0.5607,0.5925,0.0,0.0,0.172,0.366
2,120,1,0.5351,0.5646,0.0,0.0,0.147,0.3
2,120,2,0.5261,0.555,0.0,0.0,0.121,0.232
2,120,3,0.5359,0.5656,0.0,0.0,0.103,0.183
2,120,4,0.5624,0.5943,0.012,0.023,0.094,0.162
2,120,5,0.6,0.6351,0.088,0.131,0.063,0.12
2,120,6,0.6413,0.68,0.223,0.285,0.037,0.056
2,120,7,0.6785,0.7203,0.364,0.44,0.044,0.016
2,120,8,0.7056,0.7497,0.464,0.563,0.044,0.006
2,120,9,0.7194,0.7647,0.462,0.629,0.051,0.025
2,120,10,0.7204,0.7658,0.505,0.628,0.062,0.057
2,120,11,0.7124,0.7571,0.484,0.558,0.06,0.103
2,120,12,0.7008,0.7446,0.42,0.439,0.053,0.221
2,120,13,0.6915,0.7345,0.364,0.326,0.054,0.339
2,120,14,0.6887,0.7315,0.285,0.259,0.073,0.423
2,120,15,0.6939,0.7371,0.156,0.195,0.091,0.439
2,120,16,0.7054,0.7496,0.051,0.098,0.108,0.342
2,120,17,0.7186,0.764,0.0,0.009,0.151,0.254
2,120,18,0.7278,0.7739,0.0,0.0,0.179,0.297
2,120,19,0.7272,0.7733,0.0,0.0,0.172,0.351
2,120,20,0.7459,0.7788,0.0,0.0,0.146,0.348
2,120,21,0.7614,0.769,0.0,0.0,0.116,0.346
2,120,22,0.688,0.7081,0.0,0.0,0.101,0.345
2,120,23,0.6069,0.6429,0.0,0.0,0.085,0.36
2,121,0,0.569,0.5974,0.0,0.0,0.515,0.928
2,121,1,0.5434,0.5696,0.0,0.0,0.474,0.919
2,121,2,0.5346,0.56,0.0,0.0,0.45,0.921
2,121,3,0.5444,0.5707,0.0,0.0,0.435,0.901
2,121,4,0.5709,0.5994,0.0,0.0,0.429,0.841
2,121,5,0.6087,0.6403,0.014,0.008,0.451,0.865
2,121,6,0.65,0.6851,0.095,0.085,0.451,0.895
2,121,7,0.6873,0.7256,0.222,0.196,0.492,0.929
2,121,8,0.7145,0.755,0.414,0.317,0.5,0.948
2,121,9,0.7283,0.77,0.597,0.473,0.466,0.953
2,121,10,0.7295,0.7712,0.67,0.611,0.444,0.947
2,121,11,0.7215,0.7625,0.633,0.603,0.397,0.935
2,121,12,0.71,0.75,0.509,0.512,0.329,0.916
2,121,13,0.7007,0.74,0.345,0.398,0.263,0.892
2,121,14,0.698,0.737,0.179,0.264,0.236,0.859
2,121,15,0.7033,0.7427,0.063,0.121,0.269,0.814
2,121,16,0.7149,0.7552,0.0,0.003,0.38,0.808
2,121,17,0.7282,0.7697,0.0,0.0,0.474,0.804
2,121,18,0.738,0.7819,0.0,0.0,0.532,0.772
2,121,19,0.7848,0.8151,0.0,0.0,0.543,0.764
2,121,20,0.8339,0.8356,0.0,0.0,0.555,0.762
2,121,21,0.8017,0.7989,0.0,0.0,0.559,0.769
2,121,22,0.698,0.7173,0.0,0.0,0.545,0.789
2,121,23,0.6169,0.6489,0.0,0.0,0.527,0.8
2,122,0,0.5792,0.6079,0.0,0.0,0.52,0.78
2,122,1,0.5528,0.5793,0.0,0.0,0.484,0.756
2,122,2,0.5431,0.5688,0.0,0.0,0.442,0.741
2,122,3,0.5521,0.5785,0.0,0.0,0.399,0.718
2,122,4,0.5777,0.6063,0.0,0.0,0.383,0.702
2,122,5,0.6144,0.6461,0.025,0.005,0.356,0.692
2,122,6,0.6548,0.6899,0.163,0.087,0.224,0.672
2,122,7,0.6911,0.7292,0.336,0.26,0.167,0.683
2,122,8,0.7172,0.7575,0.491,0.454,0.123,0.704
2,122,9,0.7301,0.7714,0.605,0.592,0.097,0.695
2,122,10,0.7301,0.7714,0.662,0.682,0.078,0.658
2,122,11,0.721,0.7616,0.657,0.688,0.063,0.599
2,122,12,0.7084,0.7479,0.57,0.631,0.055,0.527
2,122,13,0.6981,0.7367,0.408,0.52,0.059,0.474
2,122,14,0.6943,0.7325,0.213,0.362,0.065,0.451
2,122,15,0.6985,0.7371,0.061,0.17,0.067,0.385
2,122,16,0.709,0.7484,0.0,0.005,0.054,0.47
2,122,17,0.7212,0.7617,0.0,0.0,0.049,0.545
2,122,18,0.7297,0.7722,0.0,0.0,0.045,0.527
2,122,19,0.773,0.8031,0.0,0.0,0.05,0.502
2,122,20,0.8217,0.823,0.0,0.0,0.069,0.458
2,122,21,0.7902,0.7861,0.0,0.0,0.107,0.411
2,122,22,0.6862,0.704,0.0,0.0,0.134,0.373
2,122,23,0.6042,0.6346,0.0,0.0,0.145,0.329
2,123,0,0.5656,0.5928,0.0,0.0,0.154,0.266
2,123,1,0.5384,0.5633,0.0,0.0,0.205,0.252
2,123,2,0.528,0.552,0.0,0.0,0.26,0.257
2,123,3,0.5363,0.561,0.0,0.0,0.258,0.385
2,123,4,0.5613,0.5881,0.0,0.0,0.269,0.356
2,123,5,0.5975,0.6273,0.006,0.0,0.274,0.316
2,123,6,0.6374,0.6705,0.078,0.032,0.203,0.289
2,123,7,0.6733,0.7094,0.187,0.114,0.248,0.297
2,123,8,0.699,0.7373,0.253,0.251,0.35,0.38
2,123,9,0.7115,0.7508,0.302,0.425,0.393,0.494
2,123,10,0.7113,0.7506,0.313,0.554,0.417,0.643
2,123,11,0.7021,0.7406,0.372,0.58,0.424,0.706
2,123,12,0.6894,0.7268,0.34,0.528,0.409,0.731
2,123,13,0.6791,0.7155,0.272,0.448,0.379,0.691
2,123,14,0.6753,0.7114,0.184,0.304,0.346,0.541
2,123,15,0.6796,0.7161,0.081,0.14,0.278,0.319
2,123,16,0.6902,0.7276,0.0,0.002,0.253,0.287
2,123,17,0.7027,0.7411,0.0,0.0,0.253,0.268
2,123,18,0.7129,0.7539,0.0,0.0,0.235,0.296
2,123,19,0.7633,0.7887,0.0,0.0,0.246,0.367
2,123,20,0.8106,0.8078,0.0,0.0,0.274,0.413
2,123,21,0.7748,0.7686,0.0,0.0,0.297,0.39
2,123,22,0.6696,0.6858,0.0,0.0,0.309,0.386
2,123,23,0.5884,0.617,0.0,0.0,0.296,0.424
2,124,0,0.5504,0.5759,0.0,0.0,0.234,0.394
2,124,1,0.5239,0.5471,0.0,0.0,0.194,0.397
2,124,2,0.5143,0.5366,0.0,0.0,0.176,0.405
2,124,3,0.5008,0.522,0.0,0.0,0.165,0.428
2,124,4,0.5274,0.5508,0.0,0.0,0.153,0.451
2,124,5,0.5651,0.5916,0.028,0.027,0.154,0.46
2,124,6,0.6055,0.6354,0.171,0.178,0.116,0.334
2,124,7,0.64,0.6728,0.364,0.308,0.162,0.346
2,124,8,0.662,0.6967,0.541,0.379,0.227,0.463
2,124,9,0.6685,0.7037,0.638,0.438,0.268,0.567
2,124,10,0.6607,0.6952,0.684,0.525,0.308,0.585
2,124,11,0.6433,0.6763,0.605,0.552,0.33,0.608
2,124,12,0.6234,0.6548,0.455,0.415,0.316,0.623
2,124,13,0.6083,0.6383,0.355,0.271,0.285,0.567
2,124,14,0.6031,0.6327,0.216,0.231,0.258,0.444
2,124,15,0.6099,0.64,0.083,0.131,0.2,0.307
2,124,16,0.6265,0.658,0.0,0.0,0.147,0.487
2,124,17,0.6476,0.6809,0.0,0.0,0.114,0.616
2,124,18,0.6682,0.7049,0.0,0.0,0.119,0.62
2,124,19,0.7301,0.7512,0.0,0.0,0.13,0.653
2,124,20,0.7847,0.7786,0.0,0.0,0.133,0.663
2,124,21,0.7534,0.7448,0.0,0.0,0.15,0.653
2,124,22,0.6511,0.6654,0.0,0.0,0.174,0.647
2,124,23,0.5713,0.598,0.0,0.0,0.192,0.61
2,125,0,0.5335,0.557,0.0,0.0,0.206,0.511
2,125,1,0.5068,0.528,0.0,0.0,0.224,0.509
2,125,2,0.4972,0.5176,0.0,0.0,0.232,0.455
2,125,3,0.5071,0.5283,0.0,0.0,0.215,0.338
2,125,4,0.5341,0.5576,0.0,0.0,0.178,0.316
2,125,5,0.5722,0.5989,0.008,0.015,0.148,0.296
2,125,6,0.6129,0.643,0.095,0.148,0.119,0.181
2,125,7,0.6477,0.6808,0.188,0.307,0.1,0.111
2,125,8,0.67,0.7049,0.225,0.497,0.119,0.111
2,125,9,0.6768,0.7122,0.226,0.626,0.123,0.108
2,125,10,0.6691,0.7038,0.214,0.684,0.11,0.112
2,125,11,0.6518,0.6851,0.205,0.679,0.09,0.102
2,125,12,0.632,0.6636,0.245,0.626,0.087,0.103
2,125,13,0.6169,0.6472,0.252,0.523,0.088,0.098
2,125,14,0.6117,0.6415,0.169,0.366,0.081,0.082
2,125,15,0.6183,0.6487,0.059,0.167,0.08,0.084
2,125,16,0.6349,0.6666,0.0,0.001,0.1,0.1
2,125,17,0.6558,0.6893,0.0,0.0,0.097,0.11
2,125,18,0.6752,0.7121,0.0,0.0,0.087,0.094
2,125,19,0.7338,0.7565,0.0,0.0,0.067,0.085
2,125,20,0.7893,0.7844,0.0,0.0,0.049,0.114
2,125,21,0.76,0.7517,0.0,0.0,0.036,0.152
2,125,22,0.6582,0.6725,0.0,0.0,0.031,0.183
2,125,23,0.578,0.6048,0.0,0.0,0.024,0.209
2,126,0,0.5398,0.5634,0.0,0.0,0.019,0.215
2,126,1,0.5127,0.534,0.0,0.0,0.018,0.204
2,126,2,0.5028,0.5233,0.0,0.0,0.023,0.188
2,126,3,0.5123,0.5335,0.0,0.0,0.037,0.159
2,126,4,0.5607,0.586,0.0,0.0,0.051,0.133
2,126,5,0.5978,0.6262,0.026,0.01,0.057,0.113
2,126,6,0.6385,0.6703,0.161,0.099,0.038,0.096
2,126,7,0.6752,0.7101,0.323,0.149,0.026,0.066
2,126,8,0.7018,0.7388,0.477,0.149,0.018,0.054
2,126,9,0.7151,0.7532,0.468,0.164,0.024,0.066
2,126,10,0.7156,0.7538,0.381,0.193,0.02,0.094
2,126,11,0.7071,0.7446,0.276,0.2,0.015,0.12
2,126,12,0.6952,0.7316,0.201,0.179,0.013,0.136
2,126,13,0.6855,0.7211,0.16,0.145,0.018,0.14
2,126,14,0.6824,0.7177,0.135,0.093,0.026,0.138
2,126,15,0.6873,0.7231,0.054,0.031,0.036,0.113
2,126,16,0.6986,0.7352,0.0,0.0,0.034,0.152
2,126,17,0.7117,0.7494,0.0,0.0,0.025,0.225
2,126,18,0.7238,0.7643,0.0,0.0,0.026,0.259
2,126,19,0.7786,0.8018,0.0,0.0,0.037,0.218
2,126,20,0.825,0.8205,0.0,0.0,0.061,0.172
2,126,21,0.7867,0.78,0.0,0.0,0.09,0.164
2,126,22,0.6811,0.697,0.0,0.0,0.12,0.147
2,126,23,0.6005,0.6287,0.0,0.0,0.146,0.147
2,127,0,0.563,0.588,0.0,0.0,0.147,0.12
2,127,1,0.5369,0.5598,0.0,0.0,0.159,0.09
2,127,2,0.5277,0.5497,0.0,0.0,0.182,0.062
2,127,3,0.5371,0.56,0.0,0.0,0.172,0.045
2,127,4,0.5633,0.5883,0.0,0.0,0.139,0.07
2,127,5,0.6007,0.6289,0.0,0.0,0.084,0.224
2,127,6,0.6418,0.6735,0.036,0.026,0.036,0.303
2,127,7,0.6789,0.7137,0.123,0.067,0.026,0.384
2,127,8,0.7059,0.7429,0.167,0.106,0.045,0.571
2,127,9,0.7197,0.7578,0.188,0.131,0.071,0.725
2,127,10,0.7207,0.7589,0.193,0.154,0.076,0.814
2,127,11,0.7127,0.7502,0.157,0.153,0.068,0.839
2,127,12,0.7013,0.7378,0.121,0.139,0.073,0.826
2,127,13,0.6922,0.7279,0.081,0.119,0.103,0.795
2,127,14,0.6896,0.7251,0.036,0.063,0.13,0.685
2,127,15,0.6952,0.7311,0.008,0.019,0.119,0.688
2,127,16,0.707,0.7439,0.0,0.0,0.118,0.738
2,127,17,0.7207,0.7587,0.0,0.0,0.127,0.766
2,127,18,0.7351,0.7758,0.0,0.0,0.185,0.772
2,127,19,0.7937,0.8156,0.0,0.0,0.211,0.762
2,127,20,0.8391,0.8339,0.0,0.0,0.199,0.758
2,127,21,0.7987,0.7924,0.0,0.0,0.174,0.746
2,127,22,0.6927,0.7093,0.0,0.0,0.151,0.708
2,127,23,0.6127,0.6415,0.0,0.0,0.149,0.669
2,128,0,0.5757,0.6014,0.0,0.0,0.147,0.653
2,128,1,0.5501,0.5736,0.0,0.0,0.143,0.626
2,128,2,0.5413,0.564,0.0,0.0,0.134,0.592
2,128,3,0.5511,0.5747,0.0,0.0,0.123,0.563
2,128,4,0.5776,0.6034,0.0,0.0,0.118,0.527
2,128,5,0.6154,0.6443,0.011,0.0,0.105,0.503
2,128,6,0.6567,0.6891,0.134,0.011,0.066,0.477
2,128,7,0.694,0.7296,0.346,0.038,0.039,0.521
2,128,8,0.7212,0.759,0.493,0.068,0.025,0.626
2,128,9,0.7351,0.774,0.532,0.097,0.012,0.663
2,128,10,0.7362,0.7752,0.593,0.129,0.012,0.657
2,128,11,0.7282,0.7665,0.585,0.138,0.034,0.616
2,128,12,0.7167,0.754,0.525,0.132,0.05,0.587
2,128,13,0.7075,0.744,0.416,0.104,0.059,0.577
2,128,14,0.7047,0.741,0.245,0.057,0.07,0.533
2,128,15,0.71,0.7467,0.074,0.015,0.076,0.45
2,128,16,0.7216,0.7592,0.0,0.0,0.078,0.474
2,128,17,0.7349,0.7737,0.0,0.0,0.071,0.5
2,128,18,0.7473,0.7889,0.0,0.0,0.073,0.45
2,128,19,0.8024,0.8266,0.0,0.0,0.093,0.434
2,128,20,0.8487,0.8452,0.0,0.0,0.109,0.428
2,128,21,0.8102,0.8046,0.0,0.0,0.129,0.432
2,128,22,0.7044,0.7214,0.0,0.0,0.138,0.39
2,128,23,0.6236,0.6529,0.0,0.0,0.143,0.379
2,129,0,0.5859,0.6119,0.0,0.0,0.174,0.428
2,129,1,0.5595,0.5833,0.0,0.0,0.207,0.476
2,129,2,0.5498,0.5728,0.0,0.0,0.22,0.479
2,129,3,0.5588,0.5825,0.0,0.0,0.21,0.419
2,129,4,0.5844,0.6103,0.0,0.0,0.161,0.343
2,129,5,0.6212,0.6501,0.008,0.0,0.154,0.341
2,129,6,0.6616,0.6939,0.091,0.053,0.146,0.404
2,129,7,0.6979,0.7332,0.306,0.126,0.13,0.557
2,129,8,0.724,0.7615,0.511,0.207,0.109,0.672
2,129,9,0.7368,0.7754,0.553,0.302,0.064,0.701
2,129,10,0.7368,0.7754,0.515,0.32,0.038,0.704
2,129,11,0.7278,0.7656,0.317,0.379,0.03,0.698
2,129,12,0.7152,0.7519,0.271,0.39,0.026,0.648
2,129,13,0.7048,0.7407,0.125,0.314,0.028,0.593
2,129,14,0.701,0.7365,0.07,0.125,0.026,0.561
2,129,15,0.7052,0.7411,0.024,0.039,0.041,0.536
2,129,16,0.7157,0.7524,0.0,0.0,0.068,0.548
2,129,17,0.728,0.7657,0.0,0.0,0.103,0.574
2,129,18,0.741,0.7814,0.0,0.0,0.145,0.596
2,129,19,0.7983,0.8196,0.0,0.0,0.174,0.626
2,129,20,0.8421,0.8362,0.0,0.0,0.199,0.644
2,129,21,0.8,0.7929,0.0,0.0,0.202,0.657
2,129,22,0.6925,0.7081,0.0,0.0,0.193,0.657
2,129,23,0.6109,0.6386,0.0,0.0,0.173,0.65
2,130,0,0.5723,0.5968,0.0,0.0,0.165,0.644
2,130,1,0.5452,0.5673,0.0,0.0,0.186,0.654
2,130,2,0.5348,0.556,0.0,0.0,0.199,0.669
2,130,3,0.5431,0.565,0.0,0.0,0.222,0.709
2,130,4,0.5681,0.5921,0.0,0.0,0.295,0.743
2,130,5,0.6043,0.6313,0.0,0.0,0.336,0.782
2,130,6,0.6442,0.6745,0.011,0.018,0.328,0.806
2,130,7,0.68,0.7134,0.042,0.058,0.332,0.842
2,130,8,0.7057,0.7413,0.066,0.119,0.408,0.857
2,130,9,0.7183,0.7548,0.082,0.183,0.577,0.875
2,130,10,0.7181,0.7546,0.115,0.166,0.704,0.926
2,130,11,0.7088,0.7446,0.116,0.106,0.746,0.961
2,130,12,0.6961,0.7308,0.075,0.061,0.738,0.978
2,130,13,0.6858,0.7196,0.038,0.047,0.725,0.987
2,130,14,0.682,0.7154,0.014,0.029,0.712,0.989
2,130,15,0.6863,0.7201,0.0,0.004,0.732,0.991
2,130,16,0.697,0.7316,0.0,0.0,0.769,0.992
2,130,17,0.7095,0.7451,0.0,0.0,0.713,0.993
2,130,18,0.7259,0.7638,0.0,0.0,0.688,0.993
2,130,19,0.7875,0.8045,0.0,0.0,0.779,0.993
2,130,20,0.8293,0.82,0.0,0.0,0.77,0.991
2,130,21,0.784,0.775,0.0,0.0,0.676,0.99
2,130,22,0.6759,0.6899,0.0,0.0,0.244,0.992
2,130,23,0.5951,0.621,0.0,0.0,0.145,0.994
2,131,0,0.5572,0.5799,0.0,0.0,0.405,0.992
2,131,1,0.5307,0.5511,0.0,0.0,0.236,0.991
2,131,2,0.521,0.5406,0.0,0.0,0.16,0.99
2,131,3,0.5075,0.526,0.0,0.0,0.123,0.988
2,131,4,0.5341,0.5548,0.0,0.0,0.12,0.982
2,131,5,0.5718,0.5956,0.0,0.0,0.109,0.975
2,131,6,0.6122,0.6394,0.013,0.006,0.087,0.973
2,131,7,0.6467,0.6768,0.038,0.04,0.098,0.966
2,131,8,0.6687,0.7007,0.053,0.08,0.152,0.95
