country,zone,attribute,resolution,year,RETRADE_P1,baseline
Uganda,Uganda,New Capacity: MW,Biomass,2030.0,224.0,182.7
Uganda,Uganda,New Capacity: MW,Gas,2030.0,0.2,0.2
Rwanda,Rwanda,New Capacity: MW,Water,2036.0,266.0,121.4
Rwanda,Rwanda,New Capacity: MW,Water,2030.0,2.1,2.1
Rwanda,Rwanda,New Capacity: MW,Water,2024.0,0.2,0.2
Kenya,Kenya,New Capacity: MW,Gas,2030.0,0.0,0.0
Kenya,Kenya,New Capacity: MW,Biomass,2036.0,20.0,20.0
Kenya,Kenya,New Capacity: MW,Biomass,2030.0,241.9,242.1
Kenya,Kenya,New Capacity: MW,Biomass,2024.0,19.7,19.7
Kenya,Kenya,New Capacity: MW,Water,2036.0,269.9,6.4
Kenya,Kenya,New Capacity: MW,Water,2030.0,228.0,228.0
Kenya,Kenya,New Capacity: MW,Solar,2036.0,30.0,30.0
Kenya,Kenya,New Capacity: MW,Solar,2030.0,32.0,32.0
Rwanda,Rwanda,New Capacity: MW,Solar,2030.0,0.0,0.0
Burundi,Burundi,New Capacity: MW,Gas,2036.0,110.1,584.6
Burundi,Burundi,New Capacity: MW,Gas,2030.0,283.8,291.3
Rwanda,Rwanda,New Capacity: MW,Peat,2030.0,35.0,35.0
Somalia,SomaliaROC,New Capacity: MW,Gas,2036.0,121.5,209.5
Somalia,SomaliaROC,New Capacity: MW,Gas,2030.0,64.5,65.6
Somalia,SomaliaROC,New Capacity: MW,Battery,2036.0,12.0,1.4
Somalia,SomaliaROC,New Capacity: MW,Battery,2030.0,0.7,0.6
Kenya,Kenya,New Capacity: MW,Gas,2036.0,0.2,0.2
SouthSudan,SouthSudan,New Capacity: MW,Battery,2030.0,92.5,92.5
Libya,Libya,New Capacity: MW,Battery,2036.0,0.1,0.2
Libya,Libya,New Capacity: MW,Battery,2030.0,0.0,0.0
Kenya,Kenya,New Capacity: MW,Battery,2036.0,1.1,0.9
Kenya,Kenya,New Capacity: MW,Battery,2030.0,0.1,0.1
Kenya,Kenya,New Capacity: MW,Solar,2024.0,0.0,0.0
Kenya,Kenya,New Capacity: MW,HFO,2036.0,0.0,0.0
Kenya,Kenya,New Capacity: MW,Geothermal,2036.0,100.0,100.0
Kenya,Kenya,New Capacity: MW,Geothermal,2030.0,63.9,63.7
Kenya,Kenya,New Capacity: MW,Geothermal,2024.0,380.0,380.0
Burundi,Burundi,New Capacity: MW,Water,2036.0,0.0,0.0
Burundi,Burundi,New Capacity: MW,Water,2030.0,0.0,0.0
Burundi,Burundi,New Capacity: MW,Water,2024.0,16.0,16.0
Egypt,Egypt,New Capacity: MW,Water,2036.0,2800.0,2800.0
Egypt,Egypt,New Capacity: MW,Uranium,2036.0,2400.0,2400.0
Egypt,Egypt,New Capacity: MW,Uranium,2030.0,2400.0,2400.0
Egypt,Egypt,New Capacity: MW,Solar,2036.0,0.0,
Egypt,Egypt,New Capacity: MW,Gas,2036.0,4379.5,4695.6
Egypt,Egypt,New Capacity: MW,Gas,2030.0,0.0,0.0
Egypt,Egypt,New Capacity: MW,Biomass,2036.0,316.3,0.1
Egypt,Egypt,New Capacity: MW,Battery,2036.0,0.1,0.1
Egypt,Egypt,New Capacity: MW,Battery,2030.0,0.0,
DRC,Drc_E,New Capacity: MW,Biomass,2030.0,59.5,27.9
DRC,Drc_E,New Capacity: MW,Battery,2036.0,0.5,0.4
DRC,Drc_E,New Capacity: MW,Battery,2030.0,0.1,0.1
Libya,Libya,New Capacity: MW,Solar,2036.0,0.1,0.0
Libya,Libya,New Capacity: MW,Solar,2030.0,0.0,0.0
Libya,Libya,New Capacity: MW,Gas,2036.0,4899.5,4899.4
Libya,Libya,New Capacity: MW,Gas,2030.0,7520.0,7520.0
SouthSudan,SouthSudan,New Capacity: MW,Water,2036.0,280.3,0.0
SouthSudan,SouthSudan,New Capacity: MW,Water,2030.0,561.0,561.0
SouthSudan,SouthSudan,New Capacity: MW,Solar,2030.0,20.0,20.0
SouthSudan,SouthSudan,New Capacity: MW,HFO,2030.0,70.3,70.1
SouthSudan,SouthSudan,New Capacity: MW,Diesel,2030.0,0.0,0.1
SouthSudan,SouthSudan,New Capacity: MW,Battery,2036.0,106.9,127.5
DRC,Drc_E,New Capacity: MW,Water,2036.0,0.8,0.1
DRC,Drc_E,New Capacity: MW,Water,2030.0,13.4,19.0
DRC,Drc_E,New Capacity: MW,Water,2024.0,54.8,54.8
Sudan,Sudan,New Capacity: MW,Water,2030.0,790.0,790.0
Sudan,Sudan,New Capacity: MW,LFO,2036.0,1235.7,
Sudan,Sudan,New Capacity: MW,LFO,2030.0,1824.1,1824.1
Sudan,Sudan,New Capacity: MW,HFO,2030.0,141.0,141.1
Somalia,Somaliland,New Capacity: MW,Diesel,2036.0,0.0,0.0
Somalia,Somaliland,New Capacity: MW,Battery,2036.0,276.2,170.0
Somalia,Somaliland,New Capacity: MW,Battery,2030.0,43.7,43.8
Sudan,Sudan,New Capacity: MW,Diesel,2030.0,0.0,0.0
Sudan,Sudan,New Capacity: MW,Coal,2030.0,20.0,20.0
Sudan,Sudan,New Capacity: MW,Biomass,2036.0,247.9,
Sudan,Sudan,New Capacity: MW,Biomass,2030.0,247.9,247.9
Sudan,Sudan,New Capacity: MW,Battery,2036.0,686.4,87.4
Sudan,Sudan,New Capacity: MW,Battery,2030.0,867.5,867.4
Sudan,Sudan,New Capacity: MW,Water,2036.0,1824.1,1822.3
Somalia,Mogadishu,New Capacity: MW,Gas,2036.0,168.1,242.6
Tanzania,Tanzania,New Capacity: MW,Diesel,2030.0,2.0,2.0
Tanzania,Tanzania,New Capacity: MW,Coal,2036.0,0.0,0.0
Tanzania,Tanzania,New Capacity: MW,Coal,2030.0,,0.0
Tanzania,Tanzania,New Capacity: MW,Biomass,2030.0,88.0,88.0
Tanzania,Tanzania,New Capacity: MW,Battery,2036.0,0.1,0.1
Tanzania,Tanzania,New Capacity: MW,Battery,2030.0,0.0,
Tanzania,Tanzania,New Capacity: MW,Water,2036.0,2682.7,3017.9
Somalia,Somaliland,New Capacity: MW,Water,2036.0,35.0,35.0
Djibouti,Djibouti,New Capacity: MW,Biomass,2030.0,1.5,0.0
Tanzania,Tanzania,New Capacity: MW,Water,2030.0,3763.2,3726.2
Tanzania,Tanzania,New Capacity: MW,Water,2024.0,0.0,0.0
Tanzania,Tanzania,New Capacity: MW,Solar,2036.0,0.0,
Tanzania,Tanzania,New Capacity: MW,Solar,2030.0,1.8,291.5
Tanzania,Tanzania,New Capacity: MW,Gas,2036.0,600.2,287.8
Tanzania,Tanzania,New Capacity: MW,Gas,2030.0,0.1,0.1
Somalia,Mogadishu,New Capacity: MW,Gas,2030.0,112.6,111.4
Somalia,Mogadishu,New Capacity: MW,Battery,2036.0,15.7,1.4
Somalia,Mogadishu,New Capacity: MW,Battery,2030.0,0.7,0.6
Djibouti,Djibouti,New Capacity: MW,Solar,2036.0,178.1,
Djibouti,Djibouti,New Capacity: MW,Solar,2030.0,50.0,50.0
Ethiopia,Ethiopia,New Capacity: MW,Wind,2030.0,720.0,720.0
Ethiopia,Ethiopia,New Capacity: MW,Water,2036.0,1085.1,3069.8
Ethiopia,Ethiopia,New Capacity: MW,Water,2030.0,6840.0,6840.1
Ethiopia,Ethiopia,New Capacity: MW,Water,2024.0,0.0,0.0
Ethiopia,Ethiopia,New Capacity: MW,Solar,2036.0,0.1,0.1
Ethiopia,Ethiopia,New Capacity: MW,Solar,2024.0,0.0,0.0
Ethiopia,Ethiopia,New Capacity: MW,Geothermal,2030.0,395.0,395.0
Ethiopia,Ethiopia,New Capacity: MW,Diesel,2030.0,82.0,82.0
Ethiopia,Ethiopia,New Capacity: MW,Biomass,2030.0,280.0,280.0
Ethiopia,Ethiopia,New Capacity: MW,Battery,2030.0,0.0,0.0
Djibouti,Djibouti,New Capacity: MW,Battery,2036.0,165.0,29.3
Djibouti,Djibouti,New Capacity: MW,Battery,2030.0,17.6,16.2
Djibouti,Djibouti,New Capacity: MW,HFO,2036.0,40.0,40.0
Djibouti,Djibouti,New Capacity: MW,HFO,2030.0,60.0,60.0
Djibouti,Djibouti,New Capacity: MW,Gas,2036.0,30.4,0.3
Djibouti,Djibouti,New Capacity: MW,Gas,2030.0,,0.0
Djibouti,Djibouti,New Capacity: MW,Biomass,2036.0,1.5,
Somalia,Somaliland,New Capacity: MW,Solar,2036.0,226.5,85.6
Somalia,Somaliland,New Capacity: MW,HFO,2036.0,42.9,11.5
Rwanda,Rwanda,New Capacity: MW,Gas,2036.0,0.0,0.0
Rwanda,Rwanda,New Capacity: MW,Gas,2030.0,0.3,0.2
Rwanda,Rwanda,New Capacity: MW,Gas,2024.0,0.0,0.0
Rwanda,Rwanda,New Capacity: MW,Biomass,2030.0,25.3,25.3
Rwanda,Rwanda,New Capacity: MW,Battery,2036.0,0.5,0.4
Uganda,Uganda,New Capacity: MW,Water,2036.0,518.3,464.9
Uganda,Uganda,New Capacity: MW,Water,2030.0,42.6,42.6
Uganda,Uganda,New Capacity: MW,Solar,2030.0,10.0,10.0
Uganda,Uganda,New Capacity: MW,Geothermal,2030.0,10.0,10.0
Uganda,Uganda,New Capacity: MW,Gas,2036.0,0.1,0.1
Uganda,Uganda,Energy: GWh,Biomass,2036.0,1891.8,1584.3
Uganda,Uganda,Energy: GWh,Gas,2030.0,0.4,0.3
Libya,Libya,Energy: GWh,Battery Storage,2030.0,0.0,0.0
Libya,Libya,Energy: GWh,Battery Storage,2036.0,0.1,0.1
Libya,Libya,Energy: GWh,Gas,2024.0,36853.1,36853.0
Libya,Libya,Energy: GWh,Gas,2030.0,53129.1,53129.0
Libya,Libya,Energy: GWh,Gas,2036.0,72030.6,70467.0
Libya,Libya,Energy: GWh,Solar,2024.0,54.5,54.5
Libya,Libya,Energy: GWh,Solar,2030.0,54.6,54.6
Libya,Libya,Energy: GWh,Solar,2036.0,54.8,54.7
Burundi,Burundi,Energy: GWh,Hydro,2030.0,560.8,560.7
Rwanda,Rwanda,Energy: GWh,Gas,2036.0,4.3,0.3
Rwanda,Rwanda,Energy: GWh,Hydro,2024.0,704.0,703.7
Rwanda,Rwanda,Energy: GWh,Hydro,2030.0,720.4,720.0
Rwanda,Rwanda,Energy: GWh,Hydro,2036.0,3027.2,1773.1
Rwanda,Rwanda,Energy: GWh,Methane,2024.0,0.0,0.0
Rwanda,Rwanda,Energy: GWh,Peat,2024.0,0.0,0.0
Rwanda,Rwanda,Energy: GWh,Peat,2030.0,380.9,380.9
Rwanda,Rwanda,Energy: GWh,Peat,2036.0,191.8,53.5
Rwanda,Rwanda,Energy: GWh,Solar,2024.0,24.0,24.0
Rwanda,Rwanda,Energy: GWh,Battery Storage,2030.0,0.0,0.0
Rwanda,Rwanda,Energy: GWh,Battery Storage,2036.0,0.2,0.1
Tanzania,Tanzania,Energy: GWh,Geothermal,2036.0,0.0,0.0
Tanzania,Tanzania,Energy: GWh,Hydro,2024.0,4001.6,4001.5
SouthSudan,SouthSudan,Energy: GWh,Oil diesel,2030.0,25.5,25.6
SouthSudan,SouthSudan,Energy: GWh,Battery Storage,2030.0,16.3,16.4
SouthSudan,SouthSudan,Energy: GWh,Battery Storage,2036.0,24.8,23.8
SouthSudan,SouthSudan,Energy: GWh,Hydro,2030.0,3956.8,3956.7
SouthSudan,SouthSudan,Energy: GWh,Hydro,2036.0,5685.7,4177.5
SouthSudan,SouthSudan,Energy: GWh,Oil,2030.0,254.9,254.8
SouthSudan,SouthSudan,Energy: GWh,Oil,2036.0,26.1,0.0
SouthSudan,SouthSudan,Energy: GWh,Oil diesel,2024.0,670.2,670.1
Ethiopia,Ethiopia,Energy: GWh,Geothermal,2024.0,432.7,432.6
Ethiopia,Ethiopia,Energy: GWh,Geothermal,2030.0,1092.8,1094.3
Ethiopia,Ethiopia,Energy: GWh,Geothermal,2036.0,2963.8,4905.2
Ethiopia,Ethiopia,Energy: GWh,Hydro,2024.0,19291.1,19291.1
Ethiopia,Ethiopia,Energy: GWh,Hydro,2030.0,39516.3,39514.0
Ethiopia,Ethiopia,Energy: GWh,Hydro,2036.0,63144.9,77576.0
Ethiopia,Ethiopia,Energy: GWh,Solar,2024.0,1559.9,1559.7
Ethiopia,Ethiopia,Energy: GWh,Solar,2030.0,0.2,0.2
Tanzania,Tanzania,Energy: GWh,Battery Storage,2030.0,0.0,0.0
Tanzania,Tanzania,Energy: GWh,Battery Storage,2036.0,0.1,0.1
Tanzania,Tanzania,Energy: GWh,Biomass,2024.0,109.8,109.8
Tanzania,Tanzania,Energy: GWh,Biomass,2030.0,611.0,610.9
Tanzania,Tanzania,Energy: GWh,Biomass,2036.0,611.0,610.9
Tanzania,Tanzania,Energy: GWh,Coal,2030.0,0.0,0.0
Tanzania,Tanzania,Energy: GWh,Coal,2036.0,0.1,0.1
Tanzania,Tanzania,Energy: GWh,Gas,2024.0,4042.4,4042.4
Tanzania,Tanzania,Energy: GWh,Gas,2030.0,1104.2,1122.8
Tanzania,Tanzania,Energy: GWh,Gas,2036.0,1815.9,591.9
Tanzania,Tanzania,Energy: GWh,Geothermal,2030.0,0.0,0.0
DRC,Drc_E,Energy: GWh,Battery Storage,2030.0,0.0,0.0
DRC,Drc_E,Energy: GWh,Battery Storage,2036.0,0.2,0.2
DRC,Drc_E,Energy: GWh,Biomass,2030.0,443.3,207.5
DRC,Drc_E,Energy: GWh,Biomass,2036.0,443.3,207.5
DRC,Drc_E,Energy: GWh,Hydro,2024.0,541.4,541.3
DRC,Drc_E,Energy: GWh,Hydro,2030.0,624.9,654.8
DRC,Drc_E,Energy: GWh,Hydro,2036.0,631.5,655.3
Ethiopia,Ethiopia,Energy: GWh,Solar,2036.0,2075.7,2075.8
Tanzania,Tanzania,Energy: GWh,Hydro,2030.0,22758.0,22557.5
Tanzania,Tanzania,Energy: GWh,Hydro,2036.0,46022.1,48729.1
Tanzania,Tanzania,Energy: GWh,Oil diesel,2024.0,0.0,0.0
Djibouti,Djibouti,Energy: GWh,Oil,2024.0,64.2,64.2
Djibouti,Djibouti,Energy: GWh,Oil,2030.0,16.2,18.4
Djibouti,Djibouti,Energy: GWh,Oil,2036.0,82.3,0.9
Djibouti,Djibouti,Energy: GWh,Oil diesel,2024.0,0.0,0.0
Kenya,Kenya,Energy: GWh,Battery Storage,2024.0,11.6,11.6
Tanzania,Tanzania,Energy: GWh,Solar,2030.0,3.7,613.1
Tanzania,Tanzania,Energy: GWh,Solar,2036.0,3.7,613.1
Somalia,Somaliland,Energy: GWh,Oil diesel,2036.0,0.0,0.0
Somalia,Somaliland,Energy: GWh,Solar,2036.0,455.3,172.1
Djibouti,Djibouti,Energy: GWh,Battery Storage,2030.0,47.8,43.8
Kenya,Kenya,Energy: GWh,Geothermal,2030.0,10754.1,10769.1
Kenya,Kenya,Energy: GWh,Geothermal,2036.0,9649.9,9108.9
Djibouti,Djibouti,Energy: GWh,Solar,2030.0,16.2,18.0
Djibouti,Djibouti,Energy: GWh,Solar,2036.0,411.7,3.2
Djibouti,Djibouti,Energy: GWh,Gas,2036.0,90.0,0.0
Djibouti,Djibouti,Energy: GWh,Geothermal,2024.0,0.0,0.0
Djibouti,Djibouti,Energy: GWh,Geothermal,2036.0,0.0,
SouthSudan,SouthSudan,Energy: GWh,Oil diesel,2036.0,7.9,0.0
SouthSudan,SouthSudan,Energy: GWh,Solar,2030.0,40.3,40.3
SouthSudan,SouthSudan,Energy: GWh,Solar,2036.0,40.3,40.3
Ethiopia,Ethiopia,Energy: GWh,Battery Storage,2036.0,0.1,0.0
Ethiopia,Ethiopia,Energy: GWh,Biomass,2024.0,103.9,103.9
Ethiopia,Ethiopia,Energy: GWh,Biomass,2030.0,0.1,0.1
Ethiopia,Ethiopia,Energy: GWh,Biomass,2036.0,1605.9,2320.6
Ethiopia,Ethiopia,Energy: GWh,Battery Storage,2030.0,0.0,0.0
Djibouti,Djibouti,Energy: GWh,Biomass,2036.0,22.2,0.1
Djibouti,Djibouti,Energy: GWh,Gas,2030.0,0.0,0.0
Kenya,Kenya,Energy: GWh,Battery Storage,2030.0,0.2,0.2
Kenya,Kenya,Energy: GWh,Battery Storage,2036.0,5.7,5.6
Kenya,Kenya,Energy: GWh,Biomass,2024.0,326.0,326.0
Kenya,Kenya,Energy: GWh,Biomass,2030.0,1703.3,1704.3
Kenya,Kenya,Energy: GWh,Biomass,2036.0,1866.3,1867.3
Kenya,Kenya,Energy: GWh,Coal,2030.0,0.0,0.0
Kenya,Kenya,Energy: GWh,Coal,2036.0,0.0,0.0
Kenya,Kenya,Energy: GWh,Gas,2030.0,0.0,0.0
Kenya,Kenya,Energy: GWh,Gas,2036.0,0.0,0.0
Kenya,Kenya,Energy: GWh,Geothermal,2024.0,11206.2,11206.1
Somalia,Somaliland,Energy: GWh,Oil,2036.0,89.7,6.6
Sudan,Sudan,Energy: GWh,Hydro,2030.0,16620.1,16620.0
Sudan,Sudan,Energy: GWh,Hydro,2036.0,29959.8,29955.7
Sudan,Sudan,Energy: GWh,Oil,2024.0,3988.1,3988.1
Kenya,Kenya,Energy: GWh,Solar,2024.0,521.8,521.8
Kenya,Kenya,Energy: GWh,Solar,2030.0,521.8,521.8
Kenya,Kenya,Energy: GWh,Solar,2036.0,521.8,521.8
Kenya,Kenya,Energy: GWh,Hydro,2024.0,4065.5,4065.4
Kenya,Kenya,Energy: GWh,Hydro,2030.0,5899.5,5899.4
Kenya,Kenya,Energy: GWh,Hydro,2036.0,8240.4,5954.9
Kenya,Kenya,Energy: GWh,Oil,2024.0,0.1,0.1
Kenya,Kenya,Energy: GWh,Oil,2030.0,0.0,0.0
Kenya,Kenya,Energy: GWh,Oil,2036.0,0.0,0.0
Kenya,Kenya,Energy: GWh,Pumped,2036.0,0.0,0.0
Djibouti,Djibouti,Energy: GWh,Battery Storage,2036.0,62.5,7.6
Djibouti,Djibouti,Energy: GWh,Biomass,2030.0,4.0,0.1
Somalia,Mogadishu,Energy: GWh,Battery Storage,2036.0,2.4,0.3
Somalia,Mogadishu,Energy: GWh,Gas,2030.0,524.2,524.2
Somalia,Mogadishu,Energy: GWh,Gas,2036.0,1808.5,1806.6
Sudan,Sudan,Energy: GWh,Oil,2030.0,5836.7,5836.7
Uganda,Uganda,Energy: GWh,Battery Storage,2030.0,0.0,0.0
Uganda,Uganda,Energy: GWh,Battery Storage,2036.0,0.1,0.1
Uganda,Uganda,Energy: GWh,Biomass,2024.0,475.8,475.8
Uganda,Uganda,Energy: GWh,Biomass,2030.0,1984.5,1677.0
Sudan,Sudan,Energy: GWh,Oil,2036.0,5257.4,
Sudan,Sudan,Energy: GWh,Solar,2030.0,0.0,
Sudan,Sudan,Energy: GWh,Solar,2036.0,0.0,
Egypt,Egypt,Energy: GWh,Gas,2036.0,221780.1,216890.3
Egypt,Egypt,Energy: GWh,Hydro,2024.0,13972.6,13972.6
Egypt,Egypt,Energy: GWh,Hydro,2030.0,13972.6,13972.6
Egypt,Egypt,Energy: GWh,Hydro,2036.0,38255.4,38255.3
Egypt,Egypt,Energy: GWh,Nuclear,2030.0,19762.6,19762.6
Egypt,Egypt,Energy: GWh,Nuclear,2036.0,39735.4,39735.4
Egypt,Egypt,Energy: GWh,Oil,2024.0,0.0,0.0
Egypt,Egypt,Energy: GWh,Solar,2024.0,3486.8,3486.8
Egypt,Egypt,Energy: GWh,Solar,2030.0,3486.9,3486.8
Egypt,Egypt,Energy: GWh,Solar,2036.0,3486.9,3486.8
Egypt,Egypt,Energy: GWh,Battery Storage,2030.0,0.0,0.0
Egypt,Egypt,Energy: GWh,Battery Storage,2036.0,0.1,0.1
Somalia,Somaliland,Energy: GWh,Battery Storage,2030.0,106.7,108.0
Somalia,Somaliland,Energy: GWh,Battery Storage,2036.0,146.1,46.1
Somalia,Somaliland,Energy: GWh,Hydro,2036.0,290.3,289.0
Somalia,SomaliaROC,Energy: GWh,Battery Storage,2030.0,0.3,0.2
Somalia,SomaliaROC,Energy: GWh,Battery Storage,2036.0,2.0,0.3
Somalia,SomaliaROC,Energy: GWh,Gas,2030.0,169.2,169.2
Somalia,SomaliaROC,Energy: GWh,Gas,2036.0,1203.9,1202.5
Somalia,SomaliaROC,Energy: GWh,Hydro,2036.0,0.0,0.0
Burundi,Burundi,Energy: GWh,Solar,2030.0,16.2,16.2
Burundi,Burundi,Energy: GWh,Solar,2036.0,16.2,16.2
Burundi,Burundi,Energy: GWh,Waste,2036.0,0.0,0.0
Burundi,Burundi,Energy: GWh,Biomass,2036.0,,0.0
Burundi,Burundi,Energy: GWh,Gas,2030.0,1965.5,1967.2
Burundi,Burundi,Energy: GWh,Gas,2036.0,2735.2,6266.5
Burundi,Burundi,Energy: GWh,Hydro,2024.0,560.7,560.6
Burundi,Burundi,Energy: GWh,Hydro,2036.0,560.9,560.8
Burundi,Burundi,Energy: GWh,Oil diesel,2024.0,268.1,268.1
Burundi,Burundi,Energy: GWh,Solar,2024.0,16.2,16.2
Uganda,Uganda,Energy: GWh,Gas,2036.0,0.2,0.2
Uganda,Uganda,Energy: GWh,Geothermal,2030.0,85.9,85.9
Uganda,Uganda,Energy: GWh,Geothermal,2036.0,85.9,85.9
Uganda,Uganda,Energy: GWh,Hydro,2024.0,7789.4,7789.2
Uganda,Uganda,Energy: GWh,Hydro,2030.0,8058.1,8057.7
Uganda,Uganda,Energy: GWh,Hydro,2036.0,12552.7,12089.2
Uganda,Uganda,Energy: GWh,Oil,2024.0,0.0,0.0
Uganda,Uganda,Energy: GWh,Solar,2024.0,109.0,109.0
Uganda,Uganda,Energy: GWh,Solar,2030.0,130.8,130.8
Uganda,Uganda,Energy: GWh,Solar,2036.0,130.8,130.8
Egypt,Egypt,Energy: GWh,Biomass,2030.0,0.0,0.1
Egypt,Egypt,Energy: GWh,Biomass,2036.0,2355.4,0.9
Egypt,Egypt,Energy: GWh,Gas,2024.0,192087.2,192086.9
Egypt,Egypt,Energy: GWh,Gas,2030.0,224123.0,224122.8
Somalia,Mogadishu,Energy: GWh,Battery Storage,2030.0,0.3,0.2
Sudan,Sudan,Energy: GWh,Battery Storage,2030.0,207.6,207.6
Sudan,Sudan,Energy: GWh,Battery Storage,2036.0,400.6,221.6
Sudan,Sudan,Energy: GWh,Biomass,2030.0,1737.4,1737.4
Sudan,Sudan,Energy: GWh,Biomass,2036.0,3119.8,1737.4
Sudan,Sudan,Energy: GWh,Coal,2024.0,3579.6,3579.6
Sudan,Sudan,Energy: GWh,Coal,2030.0,3769.4,3769.4
Sudan,Sudan,Energy: GWh,Coal,2036.0,3003.6,3942.0
Sudan,Sudan,Energy: GWh,Gas,2024.0,1419.9,1419.9
Sudan,Sudan,Energy: GWh,Gas,2030.0,1403.2,1403.2
Sudan,Sudan,Energy: GWh,Gas,2036.0,1105.9,1400.8
Sudan,Sudan,Energy: GWh,Hydro,2024.0,11131.0,11131.1
Rwanda,Rwanda,Energy: GWh,Biomass,2030.0,188.5,188.5
Rwanda,Rwanda,Energy: GWh,Biomass,2036.0,188.5,188.5
Rwanda,Rwanda,Energy: GWh,Gas,2024.0,5.0,5.0
Rwanda,Rwanda,Energy: GWh,Gas,2030.0,25.1,90.2
Rwanda,Rwanda,Energy: GWh,Solar,2030.0,24.1,24.0
Rwanda,Rwanda,Energy: GWh,Solar,2036.0,23.5,23.5
