z,y,q,d,tech,f,techfuel,t,value
Burundi,2026,Q2,d4,ReservoirHydro,Water,Reservoir,t13,45.90988672185
Burundi,2026,Q2,d4,ReservoirHydro,Water,Reservoir,t14,27.0
Burundi,2026,Q2,d4,ReservoirHydro,Water,Reservoir,t15,46.22594628645
Burundi,2026,Q2,d4,ReservoirHydro,Water,Reservoir,t16,37.55510676405
Burundi,2026,Q2,d4,ReservoirHydro,Water,Reservoir,t17,45.7932431798
Burundi,2026,Q2,d4,ReservoirHydro,Water,Reservoir,t18,47.00925
Burundi,2026,Q2,d4,ReservoirHydro,Water,Reservoir,t19,47.07
Burundi,2026,Q2,d4,ReservoirHydro,Water,Reservoir,t20,46.07
Burundi,2026,Q2,d4,ReservoirHydro,Water,Reservoir,t21,47.07
Burundi,2026,Q2,d4,ReservoirHydro,Water,Reservoir,t22,46.07
Burundi,2026,Q2,d4,ReservoirHydro,Water,Reservoir,t23,47.07
Burundi,2026,Q2,d4,ReservoirHydro,Water,Reservoir,t24,47.07
Burundi,2026,Q2,d4,ROR,Water,ROR,t1,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t2,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t3,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t4,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t5,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t6,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t7,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t8,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t9,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t10,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t11,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t12,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t13,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t14,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t15,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t16,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t17,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t18,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t19,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t20,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t21,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t22,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t23,23.975000000000005
Burundi,2026,Q2,d4,ROR,Water,ROR,t24,23.975000000000005
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t1,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t2,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t3,18.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t4,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t5,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t6,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t7,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t8,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t9,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t10,38.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t11,28.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t12,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t13,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t14,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t15,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t16,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t17,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t18,18.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t19,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t20,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t21,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t22,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t23,48.0
Burundi,2026,Q2,d5,ICE,Diesel,Diesel,t24,48.0
Burundi,2026,Q2,d5,PV,Solar,PV,t7,0.6479999999999999
Burundi,2026,Q2,d5,PV,Solar,PV,t8,2.629280772
Burundi,2026,Q2,d5,PV,Solar,PV,t9,4.682667168
Burundi,2026,Q2,d5,PV,Solar,PV,t10,6.403071987
Burundi,2026,Q2,d5,PV,Solar,PV,t11,7.580334726
Burundi,2026,Q2,d5,PV,Solar,PV,t12,8.159868243
Burundi,2026,Q2,d5,PV,Solar,PV,t13,8.079807096
Burundi,2026,Q2,d5,PV,Solar,PV,t14,7.342880652
Burundi,2026,Q2,d5,PV,Solar,PV,t15,5.939991054
Burundi,2026,Q2,d5,PV,Solar,PV,t16,4.101314084999999
Burundi,2026,Q2,d5,PV,Solar,PV,t17,2.009716686
Burundi,2026,Q2,d5,PV,Solar,PV,t18,0.4275
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t1,27.0
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t2,47.07
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t3,47.07
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t4,46.07
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t5,47.07
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t6,18.0
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t7,46.9728
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t8,45.6756078842
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t9,46.3675999248
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t10,45.10953920195
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t11,45.9329497911
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t12,36.84601976355
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t13,27.0
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t14,45.9685679022
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t15,45.1790013419
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t16,46.45480288725
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t17,45.7685424971
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t18,38.005875
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t19,27.0
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t20,47.07
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t21,47.07
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t22,46.07
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t23,47.07
Burundi,2026,Q2,d5,ReservoirHydro,Water,Reservoir,t24,46.07
Burundi,2026,Q2,d5,ROR,Water,ROR,t1,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t2,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t3,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t4,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t5,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t6,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t7,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t8,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t9,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t10,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t11,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t12,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t13,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t14,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t15,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t16,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t17,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t18,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t19,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t20,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t21,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t22,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t23,23.975000000000005
Burundi,2026,Q2,d5,ROR,Water,ROR,t24,23.975000000000005
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t1,18.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t2,42.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t3,18.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t4,42.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t5,42.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t6,18.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t7,42.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t8,26.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t9,34.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t10,42.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t11,18.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t12,42.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t13,42.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t14,18.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t15,42.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t16,18.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t17,18.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t18,18.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t19,18.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t20,18.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t21,18.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t22,18.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t23,18.0
Burundi,2026,Q3,d1,ICE,Diesel,Diesel,t24,18.0
Burundi,2026,Q3,d1,PV,Solar,PV,t7,0.4392
Burundi,2026,Q3,d1,PV,Solar,PV,t8,2.160741114
Burundi,2026,Q3,d1,PV,Solar,PV,t9,4.486153446
Burundi,2026,Q3,d1,PV,Solar,PV,t10,6.402162204
Burundi,2026,Q3,d1,PV,Solar,PV,t11,7.725900447000001
Burundi,2026,Q3,d1,PV,Solar,PV,t12,8.039776526999999
Burundi,2026,Q3,d1,PV,Solar,PV,t13,7.561229229
Burundi,2026,Q3,d1,PV,Solar,PV,t14,6.705120852
Burundi,2026,Q3,d1,PV,Solar,PV,t15,5.496015618
Burundi,2026,Q3,d1,PV,Solar,PV,t16,3.452636853
Burundi,2026,Q3,d1,PV,Solar,PV,t17,1.6885623239999998
Burundi,2026,Q3,d1,PV,Solar,PV,t18,0.3888
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t1,18.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t2,28.200000000000728
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t3,18.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t4,18.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t5,33.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t6,18.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t7,18.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t8,33.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t9,18.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t10,18.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t11,33.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t12,18.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t13,33.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t14,18.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t15,18.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t16,33.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t17,18.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t18,18.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t19,33.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t20,18.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t21,33.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t22,18.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t23,18.0
Burundi,2026,Q3,d1,ReservoirHydro,Water,Reservoir,t24,18.0
Burundi,2026,Q3,d1,ROR,Water,ROR,t1,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t2,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t3,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t4,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t5,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t6,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t7,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t8,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t9,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t10,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t11,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t12,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t13,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t14,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t15,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t16,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t17,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t18,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t19,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t20,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t21,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t22,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t23,20.724999999999994
Burundi,2026,Q3,d1,ROR,Water,ROR,t24,20.724999999999994
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t1,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t2,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t3,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t4,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t5,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t6,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t7,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t8,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t9,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t10,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t11,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t12,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t13,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t14,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t15,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t16,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t17,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t18,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t19,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t20,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t21,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t22,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t23,18.0
Burundi,2026,Q3,d2,ICE,Diesel,Diesel,t24,18.0
Burundi,2026,Q3,d2,PV,Solar,PV,t6,0.000909
Burundi,2026,Q3,d2,PV,Solar,PV,t7,0.8847
Burundi,2026,Q3,d2,PV,Solar,PV,t8,3.197896848
Burundi,2026,Q3,d2,PV,Solar,PV,t9,5.599731186
Burundi,2026,Q3,d2,PV,Solar,PV,t10,7.582154301
Burundi,2026,Q3,d2,PV,Solar,PV,t11,8.384585319000001
Burundi,2026,Q3,d2,PV,Solar,PV,t12,8.384585319000001
Burundi,2026,Q3,d2,PV,Solar,PV,t13,8.384585319000001
Burundi,2026,Q3,d2,PV,Solar,PV,t14,8.384585319000001
Burundi,2026,Q3,d2,PV,Solar,PV,t15,7.404746084999999
Burundi,2026,Q3,d2,PV,Solar,PV,t16,5.414134896
Burundi,2026,Q3,d2,PV,Solar,PV,t17,3.0668877090000004
Burundi,2026,Q3,d2,PV,Solar,PV,t18,0.7713
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t1,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t2,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t3,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t4,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t5,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t6,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t7,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t8,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t9,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t10,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t11,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t12,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t13,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t14,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t15,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t16,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t17,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t18,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t19,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t20,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t21,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t22,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t23,18.0
Burundi,2026,Q3,d2,ReservoirHydro,Water,Reservoir,t24,18.0
Burundi,2026,Q3,d2,ROR,Water,ROR,t1,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t2,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t3,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t4,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t5,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t6,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t7,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t8,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t9,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t10,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t11,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t12,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t13,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t14,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t15,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t16,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t17,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t18,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t19,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t20,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t21,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t22,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t23,20.724999999999994
Burundi,2026,Q3,d2,ROR,Water,ROR,t24,20.724999999999994
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t1,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t2,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t3,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t4,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t5,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t6,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t7,18.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t8,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t9,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t10,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t11,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t12,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t13,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t14,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t15,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t16,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t17,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t18,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t19,18.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t20,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t21,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t22,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t23,48.0
Burundi,2026,Q3,d3,ICE,Diesel,Diesel,t24,48.0
Burundi,2026,Q3,d3,PV,Solar,PV,t7,0.4671
Burundi,2026,Q3,d3,PV,Solar,PV,t8,1.957858902
Burundi,2026,Q3,d3,PV,Solar,PV,t9,3.995778942
Burundi,2026,Q3,d3,PV,Solar,PV,t10,6.114669912
Burundi,2026,Q3,d3,PV,Solar,PV,t11,7.456603869
Burundi,2026,Q3,d3,PV,Solar,PV,t12,7.895120588999999
Burundi,2026,Q3,d3,PV,Solar,PV,t13,7.859638944
Burundi,2026,Q3,d3,PV,Solar,PV,t14,7.085411289
Burundi,2026,Q3,d3,PV,Solar,PV,t15,6.019142409
Burundi,2026,Q3,d3,PV,Solar,PV,t16,4.083118370999999
Burundi,2026,Q3,d3,PV,Solar,PV,t17,2.194403184
Burundi,2026,Q3,d3,PV,Solar,PV,t18,0.5004
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t1,42.765757299114746
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t2,44.962
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t3,45.962
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t4,27.0
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t5,36.962
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t6,44.962
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t7,28.0
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t8,44.6683211647
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t9,45.3626331587
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t10,44.0447995132
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t11,27.0
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t12,35.77773191165
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t13,43.7830541584
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t14,44.89918830665
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t15,27.0
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t16,45.34953224435
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t17,44.6328395224
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t18,28.0
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t19,44.962
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t20,36.962
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t21,45.962
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t22,44.962
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t23,28.0
Burundi,2026,Q3,d3,ReservoirHydro,Water,Reservoir,t24,44.962
Burundi,2026,Q3,d3,ROR,Water,ROR,t1,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t2,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t3,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t4,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t5,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t6,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t7,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t8,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t9,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t10,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t11,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t12,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t13,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t14,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t15,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t16,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t17,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t18,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t19,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t20,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t21,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t22,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t23,20.724999999999994
Burundi,2026,Q3,d3,ROR,Water,ROR,t24,20.724999999999994
