country,zone,attribute,resolution,year,baseline,baseline_INGA,baseline_limexp,baseline_noBTKG
Angola,Angola_North,Exports exchange: GWh,,2048,4023.7,6285.0,5269.9,4023.9
Angola,Angola_North,Exports exchange: GWh,,2050,4717.0,4957.1,6248.3,4735.7
Angola,Angola_North,Fixed O&M: $/MWh,,,18.0,17.9,17.9,18.0
Angola,Angola_North,Fixed O&M: $m,,2025,210.4,210.4,210.4,210.4
Angola,Angola_North,Fixed O&M: $m,,2027,310.3,310.3,310.3,310.3
Angola,Angola_North,Fixed O&M: $m,,2030,310.3,310.3,310.3,310.3
Angola,Angola_North,Fixed O&M: $m,,2032,310.3,310.3,310.3,310.3
Angola,Angola_North,Fixed O&M: $m,,2035,310.3,310.3,310.3,310.3
Angola,Angola_North,Fixed O&M: $m,,2038,311.4,312.4,311.1,311.4
Angola,Angola_North,Fixed O&M: $m,,2040,312.1,312.9,311.5,312.1
Angola,Angola_North,Fixed O&M: $m,,2042,313.4,313.8,312.7,313.4
Angola,Angola_North,Fixed O&M: $m,,2045,341.7,327.8,339.5,341.7
Angola,Angola_North,Fixed O&M: $m,,2048,348.7,340.2,346.4,348.7
Angola,Angola_North,Fixed O&M: $m,,2050,350.1,345.5,347.8,350.1
Angola,Angola_North,Fuel costs: $/MWh,,,1.6,0.8,2.1,1.6
Angola,Angola_North,Fuel costs: $m,,2025,0.2,0.2,0.2,0.2
Angola,Angola_North,Fuel costs: $m,,2032,1.8,1.8,1.8,1.8
Angola,Angola_North,Fuel costs: $m,,2035,1.9,1.9,1.9,1.9
Angola,Angola_North,Fuel costs: $m,,2038,25.6,99.1,39.8,25.6
Angola,Angola_North,Fuel costs: $m,,2040,73.3,8.0,99.0,73.3
Angola,Angola_North,Fuel costs: $m,,2042,165.8,21.5,205.8,166.3
Angola,Angola_North,Fuel costs: $m,,2045,74.5,25.1,117.1,74.7
Angola,Angola_North,Fuel costs: $m,,2048,142.6,26.5,182.1,142.6
Angola,Angola_North,Fuel costs: $m,,2050,213.2,29.6,248.9,212.3
Angola,Angola_North,Generation: GWh,,2025,14710.0,14710.0,14710.0,14710.0
Angola,Angola_North,Generation: GWh,,2027,15694.6,15694.6,15694.6,15694.6
Angola,Angola_North,Generation: GWh,,2030,21562.3,21562.3,21518.1,21562.3
Angola,Angola_North,Generation: GWh,,2032,22223.9,22309.4,22243.5,22223.9
Angola,Angola_North,Generation: GWh,,2035,23597.5,23827.4,23707.4,23597.5
Angola,Angola_North,Generation: GWh,,2038,22579.0,24287.8,23134.7,22579.4
Angola,Angola_North,Generation: GWh,,2040,23225.7,23518.8,24084.8,23210.1
Angola,Angola_North,Generation: GWh,,2042,24831.3,24517.3,25829.4,24836.7
Angola,Angola_North,Generation: GWh,,2045,26285.4,25984.8,27672.2,26291.6
Angola,Angola_North,Generation: GWh,,2048,28200.3,27120.8,29325.5,28201.5
Angola,Angola_North,Generation: GWh,,2050,29792.0,27616.2,30895.7,29789.5
Angola,Angola_North,Import costs with internal zones: $/MWh,,,2.5,3.5,2.9,2.5
Angola,Angola_North,Import costs with internal zones: $m,,2035,5.3,5.1,,5.3
Angola,Angola_North,Import costs with internal zones: $m,,2038,71.6,114.5,72.8,71.5
Angola,Angola_North,Import costs with internal zones: $m,,2040,125.7,120.6,141.4,125.7
Angola,Angola_North,Import costs with internal zones: $m,,2042,185.1,233.3,203.9,186.1
Angola,Angola_North,Import costs with internal zones: $m,,2045,129.3,268.6,159.6,129.3
Angola,Angola_North,Import costs with internal zones: $m,,2048,202.1,255.7,265.6,202.1
Angola,Angola_North,Import costs with internal zones: $m,,2050,369.6,528.6,473.6,362.5
Angola,Angola_North,Imports exchange: GWh,,2027,1.9,1.9,1.9,1.9
Angola,Angola_North,Imports exchange: GWh,,2035,127.1,115.0,,127.0
Angola,Angola_North,Imports exchange: GWh,,2038,981.1,1169.8,684.9,976.1
Angola,Angola_North,Imports exchange: GWh,,2040,1316.1,4368.7,1225.2,1328.5
Angola,Angola_North,Imports exchange: GWh,,2042,1438.2,4988.7,1354.1,1439.5
Angola,Angola_North,Imports exchange: GWh,,2045,1487.4,5039.3,1374.4,1487.1
Angola,Angola_North,Imports exchange: GWh,,2048,1679.5,5352.4,1794.1,1682.7
Angola,Angola_North,Imports exchange: GWh,,2050,2346.1,5004.3,2777.2,2369.4
Angola,Angola_North,Investment costs: $/MWh,,,23.7,23.5,23.7,23.7
Angola,Angola_North,Investment costs: $m,,2027,429.4,429.4,429.4,429.4
Angola,Angola_North,Investment costs: $m,,2030,429.4,429.4,429.4,429.4
Angola,Angola_North,Investment costs: $m,,2032,429.4,429.4,429.4,429.4
Angola,Angola_North,Investment costs: $m,,2035,429.4,431.3,429.4,429.4
Angola,Angola_North,Investment costs: $m,,2038,431.9,434.5,431.7,431.9
Angola,Angola_North,Investment costs: $m,,2040,433.5,436.0,433.2,433.5
Angola,Angola_North,Investment costs: $m,,2042,435.5,437.7,435.1,435.5
Angola,Angola_North,Investment costs: $m,,2045,551.2,491.8,549.9,551.2
Angola,Angola_North,Investment costs: $m,,2048,559.0,539.0,557.7,559.0
Angola,Angola_North,Investment costs: $m,,2050,560.7,557.9,559.4,560.7
Angola,Angola_North,Net interchange: GWh,,2050,,47.2,,
Angola,Angola_North,New Capacity: MW,Battery,2038,75.0,150.0,55.6,75.0
Angola,Angola_North,New Capacity: MW,Battery,2040,50.0,32.8,27.8,50.0
Angola,Angola_North,New Capacity: MW,Battery,2042,100.0,67.2,91.7,100.0
Angola,Angola_North,New Capacity: MW,Battery,2045,150.0,150.0,36.4,150.0
Angola,Angola_North,New Capacity: MW,Battery,2048,150.0,150.0,150.0,150.0
Angola,Angola_North,New Capacity: MW,Battery,2050,100.0,100.0,100.0,100.0
Angola,Angola_North,New Capacity: MW,Onshore Wind,2048,106.0,,106.0,106.0
Angola,Angola_North,New Capacity: MW,Reservoir,2027,2172.0,2172.0,2172.0,2172.0
Angola,Angola_North,New Capacity: MW,Reservoir,2045,570.0,259.1,570.0,570.0
Angola,Angola_North,New Capacity: MW,Reservoir,2048,,224.6,,
Angola,Angola_North,New Capacity: MW,Reservoir,2050,,86.4,,
Angola,Angola_North,New Transmission Capacity: MW,Angola_East,2038,111.2,107.9,104.0,111.2
Angola,Angola_North,New Transmission Capacity: MW,Angola_East,2040,,23.9,2.1,
Angola,Angola_North,New Transmission Capacity: MW,Angola_East,2042,,4.2,0.7,
Angola,Angola_North,New Transmission Capacity: MW,Angola_East,2045,24.2,8.8,30.5,24.2
Angola,Angola_North,New Transmission Capacity: MW,Angola_East,2048,2.7,11.6,,2.7
Angola,Angola_North,New Transmission Capacity: MW,Angola_East,2050,2.4,5.8,,2.4
Angola,Angola_North,New Transmission Capacity: MW,DRC,2035,753.7,934.8,749.5,753.7
Angola,Angola_North,New Transmission Capacity: MW,DRC,2038,12.2,65.2,12.2,12.2
Angola,Angola_North,New Transmission Capacity: MW,DRC,2040,222.6,,222.6,222.6
Angola,Angola_North,New Transmission Capacity: MW,DRC,2042,11.5,,15.7,11.5
Angola,Angola_North,Price: $/MWh,,2025,12.1,12.1,12.1,12.1
Angola,Angola_North,Price: $/MWh,,2027,0.6,0.6,0.6,0.6
Angola,Angola_North,Price: $/MWh,,2030,0.6,0.6,0.5,0.6
Angola,Angola_North,Price: $/MWh,,2032,18.0,18.0,18.3,18.0
Angola,Angola_North,Price: $/MWh,,2035,38.0,41.7,50.3,38.0
Angola,Angola_North,Price: $/MWh,,2038,75.0,119.0,87.0,74.8
Angola,Angola_North,Price: $/MWh,,2040,113.3,28.1,121.4,113.3
Angola,Angola_North,Price: $/MWh,,2042,134.9,50.6,161.0,135.6
Angola,Angola_North,Price: $/MWh,,2045,98.5,58.2,110.9,98.5
Angola,Angola_North,Price: $/MWh,,2048,116.0,58.2,139.1,116.0
Angola,Angola_North,Price: $/MWh,,2050,142.5,105.6,152.6,139.5
Angola,Angola_North,Spinning Reserve: GWh,,2025,2839.3,2626.0,2929.7,2832.8
Angola,Angola_North,Spinning Reserve: GWh,,2027,7432.8,6565.8,7675.4,7310.1
Angola,Angola_North,Spinning Reserve: GWh,,2030,8466.2,7485.1,8155.7,8434.4
Angola,Angola_North,Spinning Reserve: GWh,,2032,8419.4,7715.6,7906.4,8450.4
Angola,Angola_North,Spinning Reserve: GWh,,2035,8230.0,7431.2,6683.2,8152.1
Angola,Angola_North,Spinning Reserve: GWh,,2038,7740.6,7329.8,5826.0,7817.8
Angola,Angola_North,Spinning Reserve: GWh,,2040,8300.4,6228.8,6264.7,8211.1
Angola,Angola_North,Spinning Reserve: GWh,,2042,7644.6,6264.5,6223.2,7609.9
Angola,Angola_North,Spinning Reserve: GWh,,2045,6890.5,5916.0,5658.4,6897.9
Angola,Angola_North,Spinning Reserve: GWh,,2048,6429.0,6165.9,5379.1,6485.9
Angola,Angola_North,Spinning Reserve: GWh,,2050,6055.0,6018.0,4832.3,6264.6
Angola,Angola_North,Surplus generation: GWh,,2038,256.2,140.5,253.5,255.9
Angola,Angola_North,Surplus generation: GWh,,2040,191.5,170.0,190.8,191.5
Angola,Angola_North,Surplus generation: GWh,,2042,202.2,191.5,206.6,201.6
Angola,Angola_North,Surplus generation: GWh,,2045,223.5,210.0,235.9,223.5
Angola,Angola_North,Surplus generation: GWh,,2048,228.1,216.3,234.4,228.4
Angola,Angola_North,Surplus generation: GWh,,2050,219.5,210.0,223.0,220.3
Angola,Angola_North,Total Demand: GWh,,2025,13102.3,13102.3,13102.3,13102.3
Angola,Angola_North,Total Demand: GWh,,2027,13936.7,13936.7,13936.7,13936.7
Angola,Angola_North,Total Demand: GWh,,2030,15124.7,15124.7,15124.7,15124.7
Angola,Angola_North,Total Demand: GWh,,2032,15994.4,15994.4,15994.4,15994.4
Angola,Angola_North,Total Demand: GWh,,2035,17418.6,17418.6,17418.6,17418.6
Angola,Angola_North,Total Demand: GWh,,2038,18972.0,18972.0,18972.0,18972.0
Angola,Angola_North,Total Demand: GWh,,2040,20083.8,20083.8,20083.8,20083.8
Angola,Angola_North,Total Demand: GWh,,2042,21260.8,21260.8,21260.8,21260.8
Angola,Angola_North,Total Demand: GWh,,2045,23156.8,23156.8,23156.8,23156.8
Angola,Angola_North,Total Demand: GWh,,2048,25222.0,25222.0,25222.0,25222.0
Angola,Angola_North,Total Demand: GWh,,2050,26700.1,26700.1,26700.1,26700.1
Angola,Angola_North,Trade shared benefits: $/MWh,,,-1.8,-3.4,-2.0,-1.8
Angola,Angola_North,Transmission Capacity: MW,Angola_Central,2025,800.0,800.0,800.0,800.0
Angola,Angola_North,Transmission Capacity: MW,Angola_Central,2027,800.0,800.0,800.0,800.0
Angola,Angola_North,Transmission Capacity: MW,Angola_Central,2030,800.0,800.0,800.0,800.0
Angola,Angola_North,Transmission Capacity: MW,Angola_Central,2032,800.0,800.0,800.0,800.0
Angola,Angola_North,Transmission Capacity: MW,Angola_Central,2035,800.0,800.0,800.0,800.0
Angola,Angola_North,Transmission Capacity: MW,Angola_Central,2038,800.0,800.0,800.0,800.0
Angola,Angola_North,Transmission Capacity: MW,Angola_Central,2040,800.0,800.0,800.0,800.0
Angola,Angola_North,Transmission Capacity: MW,Angola_Central,2042,800.0,800.0,800.0,800.0
Angola,Angola_North,Transmission Capacity: MW,Angola_Central,2045,800.0,800.0,800.0,800.0
Angola,Angola_North,Transmission Capacity: MW,Angola_Central,2048,800.0,800.0,800.0,800.0
Angola,Angola_North,Transmission Capacity: MW,Angola_Central,2050,800.0,800.0,800.0,800.0
Angola,Angola_North,Transmission Capacity: MW,Angola_East,2038,111.2,107.9,104.0,111.2
Angola,Angola_North,Transmission Capacity: MW,Angola_East,2040,111.2,131.8,106.1,111.2
Angola,Angola_North,Transmission Capacity: MW,Angola_East,2042,111.2,136.0,106.8,111.2
Angola,Angola_North,Transmission Capacity: MW,Angola_East,2045,135.5,144.8,137.3,135.5
Angola,Angola_North,Transmission Capacity: MW,Angola_East,2048,138.2,156.4,137.3,138.2
Angola,Angola_North,Transmission Capacity: MW,Angola_East,2050,140.6,162.2,137.3,140.6
Angola,Angola_North,Transmission Capacity: MW,DRC,2035,753.7,934.8,749.5,753.7
Angola,Angola_North,Transmission Capacity: MW,DRC,2038,765.9,1000.0,761.7,765.9
Angola,Angola_North,Transmission Capacity: MW,DRC,2040,988.5,1000.0,984.3,988.5
Angola,Angola_North,Transmission Capacity: MW,DRC,2042,1000.0,1000.0,1000.0,1000.0
Angola,Angola_North,Transmission Capacity: MW,DRC,2045,1000.0,1000.0,1000.0,1000.0
Angola,Angola_North,Transmission Capacity: MW,DRC,2048,1000.0,1000.0,1000.0,1000.0
Angola,Angola_North,Transmission Capacity: MW,DRC,2050,1000.0,1000.0,1000.0,1000.0
Angola,Angola_North,Transmission costs: $/MWh,,,0.4,0.4,0.4,0.4
Angola,Angola_North,Transmission costs: $m,,2035,11.2,13.9,11.2,11.2
Angola,Angola_North,Transmission costs: $m,,2038,13.9,17.3,13.7,13.9
Angola,Angola_North,Transmission costs: $m,,2040,17.2,17.9,17.1,17.2
Angola,Angola_North,Transmission costs: $m,,2042,17.4,18.0,17.3,17.4
Angola,Angola_North,Transmission costs: $m,,2045,18.0,18.2,18.0,18.0
Angola,Angola_North,Transmission costs: $m,,2048,18.0,18.4,18.0,18.0
Angola,Angola_North,Transmission costs: $m,,2050,18.1,18.6,18.0,18.1
Angola,Angola_North,Unmet system planning reserve costs: $m,,2050,,,,0.3
Angola,Angola_North,Variable O&M: $/MWh,,,0.7,0.7,0.7,0.7
Angola,Angola_North,Variable O&M: $m,,2025,8.1,8.1,8.1,8.1
Angola,Angola_North,Variable O&M: $m,,2027,8.6,8.6,8.6,8.6
Angola,Angola_North,Variable O&M: $m,,2030,11.9,11.9,11.8,11.9
Angola,Angola_North,Variable O&M: $m,,2032,12.3,12.4,12.3,12.3
Angola,Angola_North,Variable O&M: $m,,2035,13.1,13.2,13.1,13.1
Angola,Angola_North,Variable O&M: $m,,2038,13.0,15.5,13.6,13.0
Angola,Angola_North,Variable O&M: $m,,2040,14.3,13.0,15.4,14.3
Angola,Angola_North,Variable O&M: $m,,2042,17.1,13.8,18.5,17.1
Angola,Angola_North,Variable O&M: $m,,2045,16.0,14.7,17.6,16.0
Angola,Angola_North,Variable O&M: $m,,2048,18.4,15.3,19.9,18.4
Angola,Angola_North,Variable O&M: $m,,2050,20.9,15.7,22.3,20.9
Angola,Angola_South,Annual Energy Exchanges: GWh,Angola_Central,2035,435.1,724.9,409.7,435.0
Angola,Angola_South,Annual Energy Exchanges: GWh,Angola_Central,2038,2024.9,3015.7,2180.8,2027.2
Angola,Angola_South,Annual Energy Exchanges: GWh,Angola_Central,2040,2923.2,761.5,2882.4,2936.4
Angola,Angola_South,Annual Energy Exchanges: GWh,Angola_Central,2042,3064.1,562.0,3078.6,3065.0
Angola,Angola_South,Annual Energy Exchanges: GWh,Angola_Central,2045,2823.7,658.9,2788.7,2824.8
Angola,Angola_South,Annual Energy Exchanges: GWh,Angola_Central,2048,2846.2,1064.2,2961.4,2848.5
Angola,Angola_South,Annual Energy Exchanges: GWh,Angola_Central,2050,2945.4,1592.7,3059.6,2945.5
Angola,Angola_South,Annual Energy Exchanges: GWh,Namibia,2030,3241.0,3241.0,3200.1,3241.0
Angola,Angola_South,Annual Energy Exchanges: GWh,Namibia,2032,3152.7,3143.4,3109.2,3152.7
Angola,Angola_South,Annual Energy Exchanges: GWh,Namibia,2035,1715.9,1561.9,1570.1,1716.6
Angola,Angola_South,Annual Energy Exchanges: GWh,Namibia,2038,1871.6,1519.0,1479.1,1870.5
Angola,Angola_South,Annual Energy Exchanges: GWh,Namibia,2040,1776.9,3054.5,1345.1,1707.4
Angola,Angola_South,Annual Energy Exchanges: GWh,Namibia,2042,1689.4,3199.2,1242.5,1688.8
Angola,Angola_South,Annual Energy Exchanges: GWh,Namibia,2045,1919.5,3333.9,1386.0,1966.7
Angola,Angola_South,Annual Energy Exchanges: GWh,Namibia,2048,1922.3,3471.5,1624.5,1943.7
Angola,Angola_South,Annual Energy Exchanges: GWh,Namibia,2050,2046.8,3231.0,1801.0,2046.6
Angola,Angola_South,Capacity: MW,Battery,2038,37.5,33.3,,37.5
Angola,Angola_South,Capacity: MW,Battery,2040,137.5,83.3,,137.5
Angola,Angola_South,Capacity: MW,Battery,2042,237.5,87.6,,237.5
Angola,Angola_South,Capacity: MW,Battery,2045,387.5,237.6,50.0,387.5
Angola,Angola_South,Capacity: MW,Battery,2048,537.5,387.6,200.0,537.5
Angola,Angola_South,Capacity: MW,Battery,2050,637.5,487.6,300.0,637.5
Angola,Angola_South,Capacity: MW,ICE-Diesel,2025,384.1,384.1,384.1,384.1
Angola,Angola_South,Capacity: MW,ICE-Diesel,2027,384.1,384.1,384.1,384.1
Angola,Angola_South,Capacity: MW,ICE-Diesel,2030,384.1,384.1,384.1,384.1
Angola,Angola_South,Capacity: MW,ICE-Diesel,2032,384.1,384.1,384.1,384.1
Angola,Angola_South,Capacity: MW,ICE-Diesel,2035,384.1,384.1,384.1,384.1
Angola,Angola_South,Capacity: MW,ICE-Diesel,2038,384.1,384.1,384.1,384.1
Angola,Angola_South,Capacity: MW,ICE-Diesel,2040,384.1,384.1,384.1,384.1
Angola,Angola_South,Capacity: MW,ICE-Diesel,2042,384.1,384.1,384.1,384.1
Angola,Angola_South,Capacity: MW,ICE-Diesel,2045,384.1,384.1,384.1,384.1
Angola,Angola_South,Capacity: MW,ICE-Diesel,2048,384.1,384.1,384.1,384.1
Angola,Angola_South,Capacity: MW,ICE-Diesel,2050,384.1,384.1,384.1,384.1
Angola,Angola_South,Capacity: MW,Onshore Wind,2040,,64.6,,
Angola,Angola_South,Capacity: MW,Onshore Wind,2042,,164.6,,
Angola,Angola_South,Capacity: MW,Onshore Wind,2045,,314.6,,
Angola,Angola_South,Capacity: MW,Onshore Wind,2048,,464.6,150.0,
Angola,Angola_South,Capacity: MW,Onshore Wind,2050,,564.6,250.0,
Angola,Angola_South,Capacity: MW,PV,2025,47.6,47.6,47.6,47.6
Angola,Angola_South,Capacity: MW,PV,2027,80.6,80.6,80.6,80.6
Angola,Angola_South,Capacity: MW,PV,2030,230.6,230.6,226.6,230.6
Angola,Angola_South,Capacity: MW,PV,2032,330.6,330.6,326.6,330.6
Angola,Angola_South,Capacity: MW,PV,2035,480.6,480.6,416.6,480.6
Angola,Angola_South,Capacity: MW,PV,2038,630.6,630.6,506.6,630.6
Angola,Angola_South,Capacity: MW,PV,2040,830.6,830.6,509.9,830.6
Angola,Angola_South,Capacity: MW,PV,2042,1030.6,1030.6,569.9,1030.6
Angola,Angola_South,Capacity: MW,PV,2045,1330.6,1330.6,659.9,1330.6
Angola,Angola_South,Capacity: MW,PV,2048,1630.6,1630.6,959.9,1630.6
Angola,Angola_South,Capacity: MW,PV,2050,1829.0,1830.6,1159.9,1830.6
Angola,Angola_South,Capacity: MW,ROR,2025,41.0,41.0,41.0,41.0
Angola,Angola_South,Capacity: MW,ROR,2027,41.0,41.0,41.0,41.0
Angola,Angola_South,Capacity: MW,ROR,2030,41.0,41.0,41.0,41.0
Angola,Angola_South,Capacity: MW,ROR,2032,41.0,41.0,41.0,41.0
Angola,Angola_South,Capacity: MW,ROR,2035,41.0,41.0,41.0,41.0
Angola,Angola_South,Capacity: MW,ROR,2038,41.0,41.0,41.0,41.0
Angola,Angola_South,Capacity: MW,ROR,2040,41.0,41.0,41.0,41.0
Angola,Angola_South,Capacity: MW,ROR,2042,41.0,41.0,41.0,41.0
Angola,Angola_South,Capacity: MW,ROR,2045,41.0,41.0,41.0,41.0
Angola,Angola_South,Capacity: MW,ROR,2048,41.0,41.0,41.0,41.0
Angola,Angola_South,Capacity: MW,ROR,2050,41.0,41.0,41.0,41.0
Angola,Angola_South,Carbon costs: $/MWh,,,8.7,8.7,8.7,8.7
Angola,Angola_South,Carbon costs: $m,,2025,40.2,40.2,40.2,40.2
Angola,Angola_South,Carbon costs: $m,,2027,42.5,42.5,42.5,42.5
Angola,Angola_South,Demand: GWh,,2025,994.9,994.9,994.9,994.9
Angola,Angola_South,Demand: GWh,,2027,1058.3,1058.3,1058.3,1058.3
Angola,Angola_South,Demand: GWh,,2030,1148.5,1148.5,1148.5,1148.5
Angola,Angola_South,Demand: GWh,,2032,1214.6,1214.6,1214.6,1214.6
Angola,Angola_South,Demand: GWh,,2035,1322.7,1322.7,1322.7,1322.7
Angola,Angola_South,Demand: GWh,,2038,1440.7,1440.7,1440.7,1440.7
Angola,Angola_South,Demand: GWh,,2040,1525.1,1525.1,1525.1,1525.1
Angola,Angola_South,Demand: GWh,,2042,1614.5,1614.5,1614.5,1614.5
Angola,Angola_South,Demand: GWh,,2045,1758.4,1758.4,1758.4,1758.4
Angola,Angola_South,Demand: GWh,,2048,1915.3,1915.3,1915.3,1915.3
Angola,Angola_South,Demand: GWh,,2050,2027.5,2027.5,2027.5,2027.5
Angola,Angola_South,Emissions: MtCO2,,2025,0.7,0.7,0.7,0.7
Angola,Angola_South,Emissions: MtCO2,,2027,0.7,0.7,0.7,0.7
Angola,Angola_South,Energy: GWh,Battery,2038,81.1,68.4,,81.1
Angola,Angola_South,Energy: GWh,Battery,2040,174.3,140.8,,170.7
Angola,Angola_South,Energy: GWh,Battery,2042,208.5,156.3,,216.2
Angola,Angola_South,Energy: GWh,Battery,2045,273.7,224.0,59.9,276.1
Angola,Angola_South,Energy: GWh,Battery,2048,296.0,256.1,153.2,286.7
Angola,Angola_South,Energy: GWh,Battery,2050,331.3,294.6,174.6,308.6
Angola,Angola_South,Energy: GWh,ICE-Diesel,2025,773.5,773.5,773.5,773.5
Angola,Angola_South,Energy: GWh,ICE-Diesel,2027,783.6,783.6,783.6,783.6
Angola,Angola_South,Energy: GWh,Onshore Wind,2040,,104.9,,
Angola,Angola_South,Energy: GWh,Onshore Wind,2042,,267.3,,
Angola,Angola_South,Energy: GWh,Onshore Wind,2045,,510.9,,
Angola,Angola_South,Energy: GWh,Onshore Wind,2048,,754.5,241.4,
Angola,Angola_South,Energy: GWh,Onshore Wind,2050,,916.9,401.6,
Angola,Angola_South,Energy: GWh,PV,2025,77.8,77.8,77.8,77.8
Angola,Angola_South,Energy: GWh,PV,2027,131.7,131.7,131.7,131.7
Angola,Angola_South,Energy: GWh,PV,2030,376.8,376.8,370.2,376.8
Angola,Angola_South,Energy: GWh,PV,2032,540.2,540.2,533.6,540.2
Angola,Angola_South,Energy: GWh,PV,2035,785.3,785.3,680.7,785.3
Angola,Angola_South,Energy: GWh,PV,2038,976.3,1002.6,827.7,969.6
Angola,Angola_South,Energy: GWh,PV,2040,1279.5,1357.2,833.2,1239.3
Angola,Angola_South,Energy: GWh,PV,2042,1551.0,1684.0,931.2,1567.2
Angola,Angola_South,Energy: GWh,PV,2045,1994.5,2174.2,1078.3,1977.3
Angola,Angola_South,Energy: GWh,PV,2048,2531.5,2664.3,1430.1,2507.7
Angola,Angola_South,Energy: GWh,PV,2050,2841.8,2991.1,1790.6,2831.8
Angola,Angola_South,Energy: GWh,ROR,2025,143.7,143.7,143.7,143.7
Angola,Angola_South,Energy: GWh,ROR,2027,143.0,143.0,143.0,143.0
Angola,Angola_South,Energy: GWh,ROR,2030,143.7,143.7,143.7,143.7
Angola,Angola_South,Energy: GWh,ROR,2032,143.7,143.7,143.7,143.7
Angola,Angola_South,Energy: GWh,ROR,2035,143.7,143.7,143.7,143.7
Angola,Angola_South,Energy: GWh,ROR,2038,128.9,128.9,143.7,128.9
Angola,Angola_South,Energy: GWh,ROR,2040,125.6,126.8,143.7,125.6
Angola,Angola_South,Energy: GWh,ROR,2042,129.1,143.7,143.7,129.1
Angola,Angola_South,Energy: GWh,ROR,2045,123.7,143.1,143.1,123.4
Angola,Angola_South,Energy: GWh,ROR,2048,126.5,141.4,132.6,126.5
Angola,Angola_South,Energy: GWh,ROR,2050,123.8,137.8,132.0,123.0
Angola,Angola_South,Export revenues with internal zones: $/MWh,,,-108.6,-111.4,-122.4,-108.7
Angola,Angola_South,Exports exchange: GWh,,2030,3241.0,3241.0,3200.1,3241.0
Angola,Angola_South,Exports exchange: GWh,,2032,3152.7,3143.4,3109.2,3152.7
Angola,Angola_South,Exports exchange: GWh,,2035,2151.0,2286.8,1979.8,2151.7
Angola,Angola_South,Exports exchange: GWh,,2038,3896.5,4534.6,3659.9,3897.7
Angola,Angola_South,Exports exchange: GWh,,2040,4700.0,3816.0,4227.5,4643.8
Angola,Angola_South,Exports exchange: GWh,,2042,4753.5,3761.2,4321.0,4753.8
Angola,Angola_South,Exports exchange: GWh,,2045,4743.1,3992.8,4174.7,4791.5
Angola,Angola_South,Exports exchange: GWh,,2048,4768.5,4535.7,4586.0,4792.2
Angola,Angola_South,Exports exchange: GWh,,2050,4992.2,4823.7,4860.5,4992.1
Angola,Angola_South,Fixed O&M: $/MWh,,,24.7,26.3,22.8,24.7
Angola,Angola_South,Fixed O&M: $m,,2025,23.6,23.6,23.6,23.6
Angola,Angola_South,Fixed O&M: $m,,2027,24.1,24.1,24.1,24.1
Angola,Angola_South,Fixed O&M: $m,,2030,26.7,26.7,26.7,26.7
Angola,Angola_South,Fixed O&M: $m,,2032,28.5,28.5,28.4,28.5
Angola,Angola_South,Fixed O&M: $m,,2035,31.0,31.0,29.9,31.0
Angola,Angola_South,Fixed O&M: $m,,2038,34.2,34.1,31.5,34.2
Angola,Angola_South,Fixed O&M: $m,,2040,39.0,41.2,31.5,39.0
Angola,Angola_South,Fixed O&M: $m,,2042,43.8,49.3,32.6,43.8
Angola,Angola_South,Fixed O&M: $m,,2045,51.1,63.5,34.8,51.1
Angola,Angola_South,Fixed O&M: $m,,2048,58.3,77.6,49.0,58.3
Angola,Angola_South,Fixed O&M: $m,,2050,63.1,87.1,58.4,63.2
Angola,Angola_South,Fuel costs: $/MWh,,,30.1,30.1,30.1,30.1
Angola,Angola_South,Fuel costs: $m,,2025,140.8,140.8,140.8,140.8
Angola,Angola_South,Fuel costs: $m,,2027,146.4,146.4,146.4,146.4
Angola,Angola_South,Generation: GWh,,2025,994.9,994.9,994.9,994.9
Angola,Angola_South,Generation: GWh,,2027,1058.3,1058.3,1058.3,1058.3
Angola,Angola_South,Generation: GWh,,2030,520.5,520.5,513.9,520.5
Angola,Angola_South,Generation: GWh,,2032,683.9,683.9,677.3,683.9
Angola,Angola_South,Generation: GWh,,2035,928.9,928.9,824.3,928.9
Angola,Angola_South,Generation: GWh,,2038,1186.2,1199.9,971.4,1179.6
Angola,Angola_South,Generation: GWh,,2040,1579.4,1729.7,976.9,1535.6
Angola,Angola_South,Generation: GWh,,2042,1888.7,2251.2,1074.9,1912.5
Angola,Angola_South,Generation: GWh,,2045,2391.9,3052.2,1281.3,2376.8
Angola,Angola_South,Generation: GWh,,2048,2954.0,3816.4,1957.4,2920.9
Angola,Angola_South,Generation: GWh,,2050,3296.9,4340.5,2498.8,3263.4
Angola,Angola_South,Import costs with internal zones: $/MWh,,,135.3,133.7,156.1,135.3
Angola,Angola_South,Import costs with internal zones: $m,,2030,292.7,292.7,290.1,292.7
Angola,Angola_South,Import costs with internal zones: $m,,2032,248.8,247.8,274.1,248.8
Angola,Angola_South,Import costs with internal zones: $m,,2035,140.9,153.0,158.1,140.9
Angola,Angola_South,Import costs with internal zones: $m,,2038,213.0,254.2,279.1,213.0
Angola,Angola_South,Import costs with internal zones: $m,,2040,266.0,186.1,336.9,266.0
Angola,Angola_South,Import costs with internal zones: $m,,2042,255.4,235.8,355.5,255.6
Angola,Angola_South,Import costs with internal zones: $m,,2045,236.5,213.0,343.4,236.8
Angola,Angola_South,Import costs with internal zones: $m,,2048,244.6,168.1,313.1,244.6
Angola,Angola_South,Import costs with internal zones: $m,,2050,253.3,323.6,290.4,254.2
