Variable,country,zone,generator,fuel,year,baseline,baseline_INGA,baseline_limexp,baseline_noBTKG
Capacity: MW,Angola,Angola_North,AH_Lauca_HY_AGO_NO,Reservoir,2042,2070.0,2070.0,2070.0,2070.0
Capacity: MW,Angola,Angola_North,AH_Lauca_HY_AGO_NO,Reservoir,2045,2070.0,2070.0,2070.0,2070.0
Capacity: MW,Angola,Angola_North,AH_Lauca_HY_AGO_NO,Reservoir,2048,2070.0,2070.0,2070.0,2070.0
Capacity: MW,Angola,Angola_North,AH_Lauca_HY_AGO_NO,Reservoir,2050,2070.0,2070.0,2070.0,2070.0
Capacity: MW,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2025,20.0,20.0,20.0,20.0
Capacity: MW,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2027,20.0,20.0,20.0,20.0
Capacity: MW,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2030,20.0,20.0,20.0,20.0
Capacity: MW,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2032,20.0,20.0,20.0,20.0
Capacity: MW,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2035,20.0,20.0,20.0,20.0
Capacity: MW,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2038,20.0,20.0,20.0,20.0
Capacity: MW,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2040,20.0,20.0,20.0,20.0
Capacity: MW,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2042,20.0,20.0,20.0,20.0
Capacity: MW,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2045,20.0,20.0,20.0,20.0
Capacity: MW,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2048,20.0,20.0,20.0,20.0
Capacity: MW,Angola,Angola_North,CT_Biocom_TH_AGO_NO,ST-Biomass,2050,20.0,20.0,20.0,20.0
Capacity: MW,Angola,Angola_North,CT_COMBI_Diesel_TH_AGO_NO,ICE-Diesel,2025,334.0,334.0,334.0,334.0
Capacity: MW,Angola,Angola_North,CT_COMBI_Diesel_TH_AGO_NO,ICE-Diesel,2027,334.0,334.0,334.0,334.0
Capacity: MW,Angola,Angola_North,CT_COMBI_Diesel_TH_AGO_NO,ICE-Diesel,2030,334.0,334.0,334.0,334.0
Capacity: MW,Angola,Angola_North,CT_COMBI_Diesel_TH_AGO_NO,ICE-Diesel,2032,334.0,334.0,334.0,334.0
Capacity: MW,Angola,Angola_North,CT_COMBI_Diesel_TH_AGO_NO,ICE-Diesel,2035,334.0,334.0,334.0,334.0
Capacity: MW,Angola,Angola_North,CT_COMBI_Diesel_TH_AGO_NO,ICE-Diesel,2038,334.0,334.0,334.0,334.0
Capacity: MW,Angola,Angola_North,CT_COMBI_Diesel_TH_AGO_NO,ICE-Diesel,2040,334.0,334.0,334.0,334.0
Capacity: MW,Angola,Angola_North,CT_COMBI_Diesel_TH_AGO_NO,ICE-Diesel,2042,334.0,334.0,334.0,334.0
Capacity: MW,Angola,Angola_North,CT_COMBI_Diesel_TH_AGO_NO,ICE-Diesel,2045,334.0,334.0,334.0,334.0
Capacity: MW,Angola,Angola_North,CT_COMBI_Diesel_TH_AGO_NO,ICE-Diesel,2048,334.0,334.0,334.0,334.0
Capacity: MW,Angola,Angola_North,CT_COMBI_Diesel_TH_AGO_NO,ICE-Diesel,2050,334.0,334.0,334.0,334.0
Capacity: MW,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2025,750.0,750.0,750.0,750.0
Capacity: MW,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2027,750.0,750.0,750.0,750.0
Capacity: MW,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2030,750.0,750.0,750.0,750.0
Capacity: MW,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2032,750.0,750.0,750.0,750.0
Capacity: MW,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2035,750.0,750.0,750.0,750.0
Capacity: MW,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2038,750.0,750.0,750.0,750.0
Capacity: MW,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2040,750.0,750.0,750.0,750.0
Capacity: MW,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2042,750.0,750.0,750.0,750.0
Capacity: MW,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2045,750.0,750.0,750.0,750.0
Capacity: MW,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2048,750.0,750.0,750.0,750.0
Capacity: MW,Angola,Angola_North,CT_Soyo_TH_AGO_NO,CCGT-Gas,2050,750.0,750.0,750.0,750.0
Capacity: MW,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2027,2172.0,2172.0,2172.0,2172.0
Capacity: MW,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2030,2172.0,2172.0,2172.0,2172.0
Capacity: MW,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2032,2172.0,2172.0,2172.0,2172.0
Capacity: MW,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2035,2172.0,2172.0,2172.0,2172.0
Capacity: MW,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2038,2172.0,2172.0,2172.0,2172.0
Capacity: MW,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2040,2172.0,2172.0,2172.0,2172.0
Capacity: MW,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2042,2172.0,2172.0,2172.0,2172.0
Capacity: MW,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2045,2172.0,2172.0,2172.0,2172.0
Capacity: MW,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2048,2172.0,2172.0,2172.0,2172.0
Capacity: MW,Angola,Angola_North,CaculoCabaca_HY_AGO_NO,Reservoir,2050,2172.0,2172.0,2172.0,2172.0
Capacity: MW,Angola,Angola_North,Kiwaba_Nzogi_WIND_AGO_NO,Onshore Wind,2048,106.0,,106.0,106.0
Capacity: MW,Angola,Angola_North,Kiwaba_Nzogi_WIND_AGO_NO,Onshore Wind,2050,106.0,,106.0,106.0
Capacity: MW,Angola,Angola_North,New_BESS_AGO_NO,Battery,2038,75.0,150.0,55.56,75.0
Capacity: MW,Angola,Angola_North,New_BESS_AGO_NO,Battery,2040,125.0,182.8,83.33,125.0
Capacity: MW,Angola,Angola_North,New_BESS_AGO_NO,Battery,2042,225.0,250.0,175.0,225.0
Capacity: MW,Angola,Angola_North,New_BESS_AGO_NO,Battery,2045,375.0,400.0,211.37,375.0
Capacity: MW,Angola,Angola_North,New_BESS_AGO_NO,Battery,2048,525.0,550.0,361.37,525.0
Capacity: MW,Angola,Angola_North,New_BESS_AGO_NO,Battery,2050,625.0,650.0,461.37,625.0
Capacity: MW,Angola,Angola_North,Zenzo_HY_AGO_NO,Reservoir,2045,570.0,259.06,570.0,570.0
Capacity: MW,Angola,Angola_North,Zenzo_HY_AGO_NO,Reservoir,2048,570.0,483.61,570.0,570.0
Capacity: MW,Angola,Angola_North,Zenzo_HY_AGO_NO,Reservoir,2050,570.0,570.0,570.0,570.0
Capacity: MW,Angola,Angola_South,AH_Matala_HY_AGO_SO,ROR,2025,41.0,41.0,41.0,41.0
Capacity: MW,Angola,Angola_South,AH_Matala_HY_AGO_SO,ROR,2027,41.0,41.0,41.0,41.0
Capacity: MW,Angola,Angola_South,AH_Matala_HY_AGO_SO,ROR,2030,41.0,41.0,41.0,41.0
Capacity: MW,Angola,Angola_South,AH_Matala_HY_AGO_SO,ROR,2032,41.0,41.0,41.0,41.0
Capacity: MW,Angola,Angola_South,AH_Matala_HY_AGO_SO,ROR,2035,41.0,41.0,41.0,41.0
Capacity: MW,Angola,Angola_South,AH_Matala_HY_AGO_SO,ROR,2038,41.0,41.0,41.0,41.0
Capacity: MW,Angola,Angola_South,AH_Matala_HY_AGO_SO,ROR,2040,41.0,41.0,41.0,41.0
Capacity: MW,Angola,Angola_South,AH_Matala_HY_AGO_SO,ROR,2042,41.0,41.0,41.0,41.0
Capacity: MW,Angola,Angola_South,AH_Matala_HY_AGO_SO,ROR,2045,41.0,41.0,41.0,41.0
Capacity: MW,Angola,Angola_South,AH_Matala_HY_AGO_SO,ROR,2048,41.0,41.0,41.0,41.0
Capacity: MW,Angola,Angola_South,AH_Matala_HY_AGO_SO,ROR,2050,41.0,41.0,41.0,41.0
Capacity: MW,Angola,Angola_South,CT_COMBI_Diesel_TH_AGO_SO,ICE-Diesel,2025,384.07,384.07,384.07,384.07
Capacity: MW,Angola,Angola_South,CT_COMBI_Diesel_TH_AGO_SO,ICE-Diesel,2027,384.07,384.07,384.07,384.07
Capacity: MW,Angola,Angola_South,CT_COMBI_Diesel_TH_AGO_SO,ICE-Diesel,2030,384.07,384.07,384.07,384.07
Capacity: MW,Angola,Angola_South,CT_COMBI_Diesel_TH_AGO_SO,ICE-Diesel,2032,384.07,384.07,384.07,384.07
Capacity: MW,Angola,Angola_South,CT_COMBI_Diesel_TH_AGO_SO,ICE-Diesel,2035,384.07,384.07,384.07,384.07
Capacity: MW,Angola,Angola_South,CT_COMBI_Diesel_TH_AGO_SO,ICE-Diesel,2038,384.07,384.07,384.07,384.07
Capacity: MW,Angola,Angola_South,CT_COMBI_Diesel_TH_AGO_SO,ICE-Diesel,2040,384.07,384.07,384.07,384.07
Capacity: MW,Angola,Angola_South,CT_COMBI_Diesel_TH_AGO_SO,ICE-Diesel,2042,384.07,384.07,384.07,384.07
Capacity: MW,Angola,Angola_South,CT_COMBI_Diesel_TH_AGO_SO,ICE-Diesel,2045,384.07,384.07,384.07,384.07
Capacity: MW,Angola,Angola_South,CT_COMBI_Diesel_TH_AGO_SO,ICE-Diesel,2048,384.07,384.07,384.07,384.07
Capacity: MW,Angola,Angola_South,CT_COMBI_Diesel_TH_AGO_SO,ICE-Diesel,2050,384.07,384.07,384.07,384.07
Capacity: MW,Angola,Angola_South,CT_PV_Diesel_Hybrid_AGO_SO,PV,2025,36.6,36.6,36.6,36.6
Capacity: MW,Angola,Angola_South,CT_PV_Diesel_Hybrid_AGO_SO,PV,2027,36.6,36.6,36.6,36.6
Capacity: MW,Angola,Angola_South,CT_PV_Diesel_Hybrid_AGO_SO,PV,2030,36.6,36.6,36.6,36.6
Capacity: MW,Angola,Angola_South,CT_PV_Diesel_Hybrid_AGO_SO,PV,2032,36.6,36.6,36.6,36.6
Capacity: MW,Angola,Angola_South,CT_PV_Diesel_Hybrid_AGO_SO,PV,2035,36.6,36.6,36.6,36.6
Capacity: MW,Angola,Angola_South,CT_PV_Diesel_Hybrid_AGO_SO,PV,2038,36.6,36.6,36.6,36.6
Capacity: MW,Angola,Angola_South,CT_PV_Diesel_Hybrid_AGO_SO,PV,2040,36.6,36.6,36.6,36.6
Capacity: MW,Angola,Angola_South,CT_PV_Diesel_Hybrid_AGO_SO,PV,2042,36.6,36.6,36.6,36.6
Capacity: MW,Angola,Angola_South,CT_PV_Diesel_Hybrid_AGO_SO,PV,2045,36.6,36.6,36.6,36.6
Capacity: MW,Angola,Angola_South,CT_PV_Diesel_Hybrid_AGO_SO,PV,2048,36.6,36.6,36.6,36.6
Capacity: MW,Angola,Angola_South,CT_PV_Diesel_Hybrid_AGO_SO,PV,2050,36.6,36.6,36.6,36.6
Capacity: MW,Angola,Angola_South,Cuito_PV_AGO_SO,PV,2025,11.0,11.0,11.0,11.0
Capacity: MW,Angola,Angola_South,Cuito_PV_AGO_SO,PV,2027,11.0,11.0,11.0,11.0
Capacity: MW,Angola,Angola_South,Cuito_PV_AGO_SO,PV,2030,11.0,11.0,11.0,11.0
Capacity: MW,Angola,Angola_South,Cuito_PV_AGO_SO,PV,2032,11.0,11.0,11.0,11.0
Capacity: MW,Angola,Angola_South,Cuito_PV_AGO_SO,PV,2035,11.0,11.0,11.0,11.0
Capacity: MW,Angola,Angola_South,Cuito_PV_AGO_SO,PV,2038,11.0,11.0,11.0,11.0
Capacity: MW,Angola,Angola_South,Cuito_PV_AGO_SO,PV,2040,11.0,11.0,11.0,11.0
Capacity: MW,Angola,Angola_South,Cuito_PV_AGO_SO,PV,2042,11.0,11.0,11.0,11.0
Capacity: MW,Angola,Angola_South,Cuito_PV_AGO_SO,PV,2045,11.0,11.0,11.0,11.0
Capacity: MW,Angola,Angola_South,Cuito_PV_AGO_SO,PV,2048,11.0,11.0,11.0,11.0
Capacity: MW,Angola,Angola_South,Cuito_PV_AGO_SO,PV,2050,11.0,11.0,11.0,11.0
Capacity: MW,Angola,Angola_South,Cunene_PV_AGO_SO,PV,2027,8.0,8.0,8.0,8.0
Capacity: MW,Angola,Angola_South,Cunene_PV_AGO_SO,PV,2030,8.0,8.0,8.0,8.0
Capacity: MW,Angola,Angola_South,Cunene_PV_AGO_SO,PV,2032,8.0,8.0,8.0,8.0
Capacity: MW,Angola,Angola_South,Cunene_PV_AGO_SO,PV,2035,8.0,8.0,8.0,8.0
Capacity: MW,Angola,Angola_South,Cunene_PV_AGO_SO,PV,2038,8.0,8.0,8.0,8.0
Capacity: MW,Angola,Angola_South,Cunene_PV_AGO_SO,PV,2040,8.0,8.0,8.0,8.0
Capacity: MW,Angola,Angola_South,Cunene_PV_AGO_SO,PV,2042,8.0,8.0,8.0,8.0
Capacity: MW,Angola,Angola_South,Cunene_PV_AGO_SO,PV,2045,8.0,8.0,8.0,8.0
Capacity: MW,Angola,Angola_South,Cunene_PV_AGO_SO,PV,2048,8.0,8.0,8.0,8.0
Capacity: MW,Angola,Angola_South,Cunene_PV_AGO_SO,PV,2050,8.0,8.0,8.0,8.0
Capacity: MW,Angola,Angola_South,New_BESS_AGO_SO,Battery,2038,37.5,33.33,,37.5
Capacity: MW,Angola,Angola_South,New_BESS_AGO_SO,Battery,2040,137.5,83.33,,137.5
Capacity: MW,Angola,Angola_South,New_BESS_AGO_SO,Battery,2042,237.5,87.59,,237.5
Capacity: MW,Angola,Angola_South,New_BESS_AGO_SO,Battery,2045,387.5,237.59,50.0,387.5
Capacity: MW,Angola,Angola_South,New_BESS_AGO_SO,Battery,2048,537.5,387.59,200.0,537.5
Capacity: MW,Angola,Angola_South,New_BESS_AGO_SO,Battery,2050,637.5,487.59,300.0,637.5
Capacity: MW,Angola,Angola_South,New_OnshoreWind_AGO_SO,Onshore Wind,2040,,64.58,,
Capacity: MW,Angola,Angola_South,New_OnshoreWind_AGO_SO,Onshore Wind,2042,,164.58,,
Capacity: MW,Angola,Angola_South,New_OnshoreWind_AGO_SO,Onshore Wind,2045,,314.58,,
Capacity: MW,Angola,Angola_South,New_OnshoreWind_AGO_SO,Onshore Wind,2048,,464.58,150.0,
Capacity: MW,Angola,Angola_South,New_OnshoreWind_AGO_SO,Onshore Wind,2050,,564.58,250.0,
Capacity: MW,Angola,Angola_South,New_PV_2030_AGO_SO,PV,2030,150.0,150.0,145.97,150.0
Capacity: MW,Angola,Angola_South,New_PV_2030_AGO_SO,PV,2032,250.0,250.0,245.97,250.0
Capacity: MW,Angola,Angola_South,New_PV_2030_AGO_SO,PV,2035,400.0,400.0,335.97,400.0
Capacity: MW,Angola,Angola_South,New_PV_2030_AGO_SO,PV,2038,550.0,550.0,425.97,550.0
Capacity: MW,Angola,Angola_South,New_PV_2030_AGO_SO,PV,2040,650.0,650.0,429.33,650.0
Capacity: MW,Angola,Angola_South,New_PV_2030_AGO_SO,PV,2042,750.0,750.0,429.33,750.0
Capacity: MW,Angola,Angola_South,New_PV_2030_AGO_SO,PV,2045,900.0,900.0,435.73,900.0
Capacity: MW,Angola,Angola_South,New_PV_2030_AGO_SO,PV,2048,1050.0,1050.0,585.73,1050.0
Capacity: MW,Angola,Angola_South,New_PV_2030_AGO_SO,PV,2050,1148.38,1150.0,685.73,1150.0
Capacity: MW,Angola,Angola_South,New_PV_2040_AGO_SO,PV,2040,100.0,100.0,,100.0
Capacity: MW,Angola,Angola_South,New_PV_2040_AGO_SO,PV,2042,200.0,200.0,60.0,200.0
Capacity: MW,Angola,Angola_South,New_PV_2040_AGO_SO,PV,2045,350.0,350.0,143.6,350.0
Capacity: MW,Angola,Angola_South,New_PV_2040_AGO_SO,PV,2048,500.0,500.0,293.6,500.0
Capacity: MW,Angola,Angola_South,New_PV_2040_AGO_SO,PV,2050,600.0,600.0,393.6,600.0
Capacity: MW,Angola,Angola_South,Quilemba_PV_AGO_SO,PV,2027,25.0,25.0,25.0,25.0
Capacity: MW,Angola,Angola_South,Quilemba_PV_AGO_SO,PV,2030,25.0,25.0,25.0,25.0
Capacity: MW,Angola,Angola_South,Quilemba_PV_AGO_SO,PV,2032,25.0,25.0,25.0,25.0
Capacity: MW,Angola,Angola_South,Quilemba_PV_AGO_SO,PV,2035,25.0,25.0,25.0,25.0
Capacity: MW,Angola,Angola_South,Quilemba_PV_AGO_SO,PV,2038,25.0,25.0,25.0,25.0
Capacity: MW,Angola,Angola_South,Quilemba_PV_AGO_SO,PV,2040,25.0,25.0,25.0,25.0
Capacity: MW,Angola,Angola_South,Quilemba_PV_AGO_SO,PV,2042,25.0,25.0,25.0,25.0
Capacity: MW,Angola,Angola_South,Quilemba_PV_AGO_SO,PV,2045,25.0,25.0,25.0,25.0
Capacity: MW,Angola,Angola_South,Quilemba_PV_AGO_SO,PV,2048,25.0,25.0,25.0,25.0
Capacity: MW,Angola,Angola_South,Quilemba_PV_AGO_SO,PV,2050,25.0,25.0,25.0,25.0
Capacity: MW,Botswana,Botswana,Committed_PV1-2_BWA,PV,2027,80.0,80.0,80.0,80.0
Capacity: MW,Botswana,Botswana,Committed_PV1-2_BWA,PV,2030,200.0,200.0,110.0,200.0
Capacity: MW,Botswana,Botswana,Committed_PV1-2_BWA,PV,2032,280.0,280.0,120.0,280.0
Capacity: MW,Botswana,Botswana,Committed_PV1-2_BWA,PV,2035,300.0,300.0,120.0,300.0
Capacity: MW,Botswana,Botswana,Committed_PV1-2_BWA,PV,2038,300.0,300.0,120.0,300.0
Capacity: MW,Botswana,Botswana,Committed_PV1-2_BWA,PV,2040,300.0,300.0,120.0,300.0
Capacity: MW,Botswana,Botswana,Committed_PV1-2_BWA,PV,2042,300.0,300.0,120.0,300.0
Capacity: MW,Botswana,Botswana,Committed_PV1-2_BWA,PV,2045,300.0,300.0,120.0,300.0
Capacity: MW,Botswana,Botswana,Committed_PV1-2_BWA,PV,2048,300.0,300.0,240.0,300.0
Capacity: MW,Botswana,Botswana,Committed_PV1-2_BWA,PV,2050,300.0,300.0,300.0,300.0
Capacity: MW,Botswana,Botswana,Francistown_TH_BWA,ICE-HFO,2025,73.0,73.0,73.0,73.0
Capacity: MW,Botswana,Botswana,IsangII_PV_BWA,PV,2035,90.0,90.0,,90.0
Capacity: MW,Botswana,Botswana,IsangII_PV_BWA,PV,2038,180.0,180.0,,180.0
Capacity: MW,Botswana,Botswana,IsangII_PV_BWA,PV,2040,180.0,180.0,,180.0
Capacity: MW,Botswana,Botswana,IsangII_PV_BWA,PV,2042,180.0,180.0,,180.0
Capacity: MW,Botswana,Botswana,IsangII_PV_BWA,PV,2045,180.0,180.0,30.0,180.0
Capacity: MW,Botswana,Botswana,IsangII_PV_BWA,PV,2048,180.0,180.0,120.0,180.0
Capacity: MW,Botswana,Botswana,IsangII_PV_BWA,PV,2050,180.0,180.0,180.0,180.0
Capacity: MW,Botswana,Botswana,IsangI_PV_BWA,PV,2035,90.0,90.0,,90.0
Capacity: MW,Botswana,Botswana,IsangI_PV_BWA,PV,2038,180.0,180.0,,180.0
Capacity: MW,Botswana,Botswana,IsangI_PV_BWA,PV,2040,180.0,180.0,,180.0
Capacity: MW,Botswana,Botswana,IsangI_PV_BWA,PV,2042,180.0,180.0,,180.0
Capacity: MW,Botswana,Botswana,IsangI_PV_BWA,PV,2045,180.0,180.0,30.0,180.0
Capacity: MW,Botswana,Botswana,IsangI_PV_BWA,PV,2048,180.0,180.0,120.0,180.0
Capacity: MW,Botswana,Botswana,IsangI_PV_BWA,PV,2050,180.0,180.0,180.0,180.0
Capacity: MW,Botswana,Botswana,Jwaneng_PV1-1_BWA,PV,2027,100.0,100.0,100.0,100.0
Capacity: MW,Botswana,Botswana,Jwaneng_PV1-1_BWA,PV,2030,100.0,100.0,100.0,100.0
Capacity: MW,Botswana,Botswana,Jwaneng_PV1-1_BWA,PV,2032,100.0,100.0,100.0,100.0
Capacity: MW,Botswana,Botswana,Jwaneng_PV1-1_BWA,PV,2035,100.0,100.0,100.0,100.0
Capacity: MW,Botswana,Botswana,Jwaneng_PV1-1_BWA,PV,2038,100.0,100.0,100.0,100.0
Capacity: MW,Botswana,Botswana,Jwaneng_PV1-1_BWA,PV,2040,100.0,100.0,100.0,100.0
Capacity: MW,Botswana,Botswana,Jwaneng_PV1-1_BWA,PV,2042,100.0,100.0,100.0,100.0
Capacity: MW,Botswana,Botswana,Jwaneng_PV1-1_BWA,PV,2045,100.0,100.0,100.0,100.0
Capacity: MW,Botswana,Botswana,Jwaneng_PV1-1_BWA,PV,2048,100.0,100.0,100.0,100.0
Capacity: MW,Botswana,Botswana,Jwaneng_PV1-1_BWA,PV,2050,100.0,100.0,100.0,100.0
Capacity: MW,Botswana,Botswana,LetlhakaneII_PV_BWA,PV,2032,60.0,60.0,60.0,60.0
Capacity: MW,Botswana,Botswana,LetlhakaneII_PV_BWA,PV,2035,150.0,150.0,60.0,150.0
Capacity: MW,Botswana,Botswana,LetlhakaneII_PV_BWA,PV,2038,180.0,180.0,60.0,180.0
Capacity: MW,Botswana,Botswana,LetlhakaneII_PV_BWA,PV,2040,180.0,180.0,60.0,180.0
Capacity: MW,Botswana,Botswana,LetlhakaneII_PV_BWA,PV,2042,180.0,180.0,60.0,180.0
Capacity: MW,Botswana,Botswana,LetlhakaneII_PV_BWA,PV,2045,180.0,180.0,60.0,180.0
Capacity: MW,Botswana,Botswana,LetlhakaneII_PV_BWA,PV,2048,180.0,180.0,150.0,180.0
Capacity: MW,Botswana,Botswana,LetlhakaneII_PV_BWA,PV,2050,180.0,180.0,180.0,180.0
Capacity: MW,Botswana,Botswana,LetlhakaneI_PV_BWA,PV,2030,90.0,90.0,90.0,90.0
Capacity: MW,Botswana,Botswana,LetlhakaneI_PV_BWA,PV,2032,150.0,150.0,90.0,150.0
Capacity: MW,Botswana,Botswana,LetlhakaneI_PV_BWA,PV,2035,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,LetlhakaneI_PV_BWA,PV,2038,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,LetlhakaneI_PV_BWA,PV,2040,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,LetlhakaneI_PV_BWA,PV,2042,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,LetlhakaneI_PV_BWA,PV,2045,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,LetlhakaneI_PV_BWA,PV,2048,180.0,180.0,180.0,180.0
Capacity: MW,Botswana,Botswana,LetlhakaneI_PV_BWA,PV,2050,180.0,180.0,180.0,180.0
Capacity: MW,Botswana,Botswana,MaunII_PV_BWA,PV,2027,60.0,60.0,60.0,60.0
Capacity: MW,Botswana,Botswana,MaunII_PV_BWA,PV,2030,150.0,150.0,90.0,150.0
Capacity: MW,Botswana,Botswana,MaunII_PV_BWA,PV,2032,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,MaunII_PV_BWA,PV,2035,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,MaunII_PV_BWA,PV,2038,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,MaunII_PV_BWA,PV,2040,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,MaunII_PV_BWA,PV,2042,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,MaunII_PV_BWA,PV,2045,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,MaunII_PV_BWA,PV,2048,180.0,180.0,180.0,180.0
Capacity: MW,Botswana,Botswana,MaunII_PV_BWA,PV,2050,180.0,180.0,180.0,180.0
Capacity: MW,Botswana,Botswana,MaunI_PV_BWA,PV,2027,60.0,60.0,60.0,60.0
Capacity: MW,Botswana,Botswana,MaunI_PV_BWA,PV,2030,150.0,150.0,90.0,150.0
Capacity: MW,Botswana,Botswana,MaunI_PV_BWA,PV,2032,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,MaunI_PV_BWA,PV,2035,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,MaunI_PV_BWA,PV,2038,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,MaunI_PV_BWA,PV,2040,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,MaunI_PV_BWA,PV,2042,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,MaunI_PV_BWA,PV,2045,180.0,180.0,90.0,180.0
Capacity: MW,Botswana,Botswana,MaunI_PV_BWA,PV,2048,180.0,180.0,180.0,180.0
Capacity: MW,Botswana,Botswana,MaunI_PV_BWA,PV,2050,180.0,180.0,180.0,180.0
Capacity: MW,Botswana,Botswana,MorupuleA_TH_BWA,ST-Coal,2025,132.0,132.0,132.0,132.0
Capacity: MW,Botswana,Botswana,MorupuleA_TH_BWA,ST-Coal,2027,132.0,132.0,132.0,132.0
Capacity: MW,Botswana,Botswana,MorupuleB_TH_BWA,ST-Coal,2025,390.0,390.0,390.0,390.0
Capacity: MW,Botswana,Botswana,MorupuleB_TH_BWA,ST-Coal,2027,390.0,390.0,390.0,390.0
Capacity: MW,Botswana,Botswana,MorupuleB_TH_BWA,ST-Coal,2030,390.0,390.0,390.0,390.0
Capacity: MW,Botswana,Botswana,MorupuleB_TH_BWA,ST-Coal,2032,390.0,390.0,390.0,390.0
Capacity: MW,Botswana,Botswana,MorupuleB_TH_BWA,ST-Coal,2035,390.0,390.0,390.0,390.0
Capacity: MW,Botswana,Botswana,MorupuleB_TH_BWA,ST-Coal,2038,390.0,390.0,390.0,390.0
Capacity: MW,Botswana,Botswana,MorupuleB_TH_BWA,ST-Coal,2040,390.0,390.0,390.0,390.0
Capacity: MW,Botswana,Botswana,MorupuleB_TH_BWA,ST-Coal,2042,390.0,390.0,390.0,390.0
Capacity: MW,Botswana,Botswana,MorupuleB_TH_BWA,ST-Coal,2045,390.0,390.0,390.0,390.0
Capacity: MW,Botswana,Botswana,MorupuleB_TH_BWA,ST-Coal,2048,390.0,390.0,390.0,390.0
Capacity: MW,Botswana,Botswana,MorupuleB_TH_BWA,ST-Coal,2050,390.0,390.0,390.0,390.0
Capacity: MW,Botswana,Botswana,MorupuleBupgrade_TH_BWA,ST-Coal,2025,130.0,130.0,130.0,130.0
Capacity: MW,Botswana,Botswana,MorupuleBupgrade_TH_BWA,ST-Coal,2027,130.0,130.0,130.0,130.0
Capacity: MW,Botswana,Botswana,MorupuleBupgrade_TH_BWA,ST-Coal,2030,130.0,130.0,130.0,130.0
Capacity: MW,Botswana,Botswana,MorupuleBupgrade_TH_BWA,ST-Coal,2032,130.0,130.0,130.0,130.0
Capacity: MW,Botswana,Botswana,MorupuleBupgrade_TH_BWA,ST-Coal,2035,130.0,130.0,130.0,130.0
Capacity: MW,Botswana,Botswana,MorupuleBupgrade_TH_BWA,ST-Coal,2038,130.0,130.0,130.0,130.0
Capacity: MW,Botswana,Botswana,MorupuleBupgrade_TH_BWA,ST-Coal,2040,130.0,130.0,130.0,130.0
