z,type,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
NES,Energy,57369.122577819086,58918.088887420192,60574.820412492445,62240.753650829989,63915.928298882522,65600.384206714807,67294.161378568606,69881.148254861575,72482.715666962293,75098.926843411682,77729.845258084228,80375.534631083399,83716.265052405113,87075.880197292659,90454.462044703163,93852.09289185112,97268.855355367676,99744.167044170579,102229.28837186801,104724.2492998277,107229.07987133479,109743.8102118004,112482.58026719723,115232.19499252962,117992.68750069512,120764.09099511152,123546.43876994726,126147.0315519079,128763.27245224045,131380.90717486228,133999.87287147343,136620.11041631139,139116.22028959193,141613.10883948047,144110.74294616346,146609.09134183329,149108.12448302889
NES,Peak,9943.6333261312884,9149.5066404295958,9425.1563826692618,9703.2825186783994,9983.9026729161251,10267.03458297645,10552.696100273623,10979.77606576162,11410.779435675506,11845.734363152696,12284.669182825097,12727.612411920887,13282.51500551067,13842.538758543173,14407.720480013417,14978.097216416329,15553.706253188882,15971.479578098715,16391.946780491548,16815.121463076877,17241.017290316289,17669.647988687087,18135.548225414874,18604.448823237617,19076.364925369791,19551.311743754635,20029.304559357661,20474.799827073657,20924.587930357578,21374.841642161678,21825.540724323389,22276.666093258606,22707.740043819827,23139.100222906149,23570.734832234426,24002.63271253078,24434.783300892272
NOR,Energy,25289.635170052123,25846.007143793271,26443.406193449769,27038.373058375269,27630.914960395636,28221.039102403469,28808.752668405676,29770.597730313708,30728.575688278466,31682.697979027176,32632.976009363985,33579.421156243501,34804.8388508055,36025.341662172395,37240.944114508784,38451.660693993406,39657.505848911278,40527.022406111064,41394.069361811205,42258.651868243927,43120.775068136034,43980.444094724444,44923.174994579094,45863.226484589715,46800.604155948226,47735.313589530073,48667.360355911078,49546.436214602676,50421.736057966868,51296.666090574552,52171.242987419602,53045.482435826503,53870.861510754992,54696.033986185248,55521.008649510142,56345.793796744765,57170.397266399072
NOR,Peak,5266.4994894440715,4013.6776065935601,4114.4692954353231,4215.2602152390418,4316.050366009239,4416.8397477502713,4517.6283604665141,4677.5776384008586,4837.5256959532899,4997.4725331308209,5157.4181499404276,5317.3625463891085,5522.1741439469934,5726.9841788390722,5931.7926510742327,6136.5995606614142,6341.4049076094889,6489.3670467337997,6637.3286248318072,6785.2896419050421,6933.2500979551533,7081.2099929837459,7242.9562392473827,7404.7018722191433,7566.4468919007113,7728.1912982938657,7889.9350914003544,8041.8330194430946,8193.7498919774553,8345.6427424232788,8497.5124532592199,8649.3598664054225,8793.2630470867134,8937.1458798804269,9081.0091304899288,9224.8535273020534,9368.679763585802
NTE,Energy,29459.284688945652,30077.929667413504,30743.033755127337,31403.982587635521,32060.794803503242,32713.488967748981,33362.083572116804,34442.218028614239,35515.737223220262,36582.670646366787,37643.047672469293,38696.897560353762,40069.822249062461,41434.370319037676,42790.579068122315,44138.485647514681,45478.127062306718,46443.225237495841,47404.142986678926,48360.893460944353,49313.489774890753,50261.945006720758,51303.928837676613,52341.394253027916,53374.35547201088,54402.826674401636,55426.82200061738,56394.21410124351,57355.270966328695,58315.694768337402,59275.514052472063,60234.755673186795,61138.359198552294,62041.609055151654,62944.520285743536,63847.107091918238,64749.382892083187
NTE,Peak,4941.6735342605225,4670.8612315687778,4783.471066799857,4895.8551653948534,5008.0138621738179,5119.947491516642,5231.6563873638133,5411.5859656901557,5591.1570119922517,5770.3700570200845,5949.2256308268497,6127.7242627698706,6357.5222205404261,6586.862811809312,6815.7467133764367,7044.1746011534478,7272.1471501646911,7436.6957527774084,7601.0133826411748,7765.1002804566069,7928.9566867020394,8092.582841633548,8271.724149452788,8450.6139172345938,8629.2524071416647,8807.6398810945593,8985.7766007717455,9153.2890700877688,9320.4792620471162,9487.5942610658476,9654.6371140837546,9821.6107076165299,9979.5262155370237,10137.387856831561,10295.197751854763,10452.957911810281,10610.670245635267
OCC,Energy,69737.703131705668,71481.145709998309,73348.022675914428,75218.477716170455,77092.51603880238,78970.142858602921,80851.363397132867,83796.024834251672,86746.360457370698,89702.378540636928,92664.087368946028,95631.495237956042,99412.349412673051,103200.49686690015,106995.94823961941,110798.71418363773,114608.80536560134,117363.90306966117,120122.73986335793,122885.31958916967,125651.6460930949,128421.72322465311,131445.76084548488,134473.90130436321,137506.14881713814,140542.5076035216,143582.98188708839,146435.53496300449,149293.95463109849,152152.91647282816,155012.39604125082,157872.37033743187,160588.12765114749,163304.18785708281,166020.53807218178,168737.16613378917,171454.06054998926
OCC,Peak,10435.82113079999,11100.448600578871,11412.60641587463,11726.499071644592,12042.134056826102,12359.518889355455,12678.661116274065,13166.091440363174,13656.270697344087,14149.210815634626,14644.92376996609,15143.421581552424,15772.873072876824,16405.885011374194,17042.472862959126,17682.652153626575,18326.438469670866,18792.830063465874,19261.070778507405,19731.166265083059,20203.12218893598,20676.944231304129,21192.978763262148,21711.057530756239,22231.186778438958,22753.372768041507,23277.621778417335,23767.806733559373,24260.912460949803,24754.316018469555,25248.004271006321,25741.964844279231,26212.568521737179,26683.348742301328,27154.298143242311,27625.409765478624,28096.677026300345
ORI,Energy,51910.066981978118,53000.178388599641,54172.155173092593,55336.810001932841,56494.175718048435,57644.285034771128,58787.170536316153,60690.470381453415,62582.113504728171,64462.151871091832,66330.637241063727,68187.621171483479,70606.845307595053,73011.309043237721,75401.078100764964,77776.21794412857,80136.793779827029,81837.388734770051,83530.617380711483,85216.502891122174,86895.068375174771,88566.336877908572,90402.41168522909,92230.524613666232,94050.700718869251,95862.964986954932,97667.342334685934,99371.979404851285,101065.45318626953,102757.81145021801,104449.1044960646,106139.37964391612,107731.61516565864,109323.22748933238,110914.24312171116,112504.68708734994,114094.58303076233
ORI,Peak,7933.4915425300487,8230.5026056943898,8428.9318666692307,8626.9633581794315,8824.5976702098269,9021.8353919696583,9218.677111893885,9535.7301755232402,9852.151471559102,10167.941935233528,10483.102500550758,10797.634100288838,11202.56000076963,11606.679977889158,12009.995224233357,12412.506930822954,12814.216287115185,13104.166605787455,13393.709928465241,13682.846679285951,13971.577281995334,14259.902159947493,14575.566215824088,14890.787034183899,15205.565076982582,15519.900805749119,15833.794681585912,16128.967615834821,16423.572666669501,16718.045220377131,17012.390645956144,17306.614029722186,17584.876203437499,17863.04345902467,18141.119532750519,18419.107968547465,18697.012130144842
PEN,Energy,15102.157428810746,15676.039411105556,16289.461986968621,16916.727668500942,17558.100317073928,18213.848421462102,18884.245175053351,19820.252704870865,20778.324344338525,21758.888450271814,22762.38096814074,23789.24555950375,25043.414908613682,26327.431261134217,27641.876316521659,28987.342101070262,30364.431141554702,31372.458227705658,32397.0955750801,33438.569727491333,34497.110052677839,35572.948775692901,36736.248182403127,37918.667071811738,39120.465932239713,40341.908497164986,41583.26178357836,42717.439587039655,43880.426459470422,45045.554161022017,46212.72616039608,47381.851643898488,48509.13831916562,49637.620995939957,50767.248804131137,51897.97371822795,53029.750361207422
PEN,Peak,2550.0187174243119,2434.363187876078,2534.5634633538716,2637.3039886354181,2742.639735548184,2850.6267744252177,2961.3222950254603,3114.172301127699,3271.0815806842456,3432.1397582261616,3597.4382694137748,3767.0703957753885,3973.4158482185458,4185.2977749912261,4402.8389369528959,4626.1645814938065,4855.4024902983538,5023.497521180012,5194.709607851958,5369.0870574734918,5546.6788635865114,5727.5347153793609,5922.9793533378925,6122.0382118785537,6324.7672375417769,6531.2231712821358,6741.4635591858823,6933.4253363690877,7130.7588288682227,7328.626415965924,7527.0051768119929,7725.8734803761599,7918.076701683678,8110.6184057691853,8303.4847733126753,8496.6627259066681,8690.1398771466556
SIBC,Energy,12349.731288756428,12757.272421285386,13192.624201488614,13634.643180775471,14083.412926116522,14539.017958407198,15001.543762781233,15669.259693812193,16347.553985396789,17036.561005812953,17736.416668127738,18447.258446972322,19326.253855787407,20219.27534896955,21126.501578479827,22048.113253164389,22984.29316110973,23666.35515244049,24355.986780887357,25053.255664139349,25758.229967198964,26470.978406568131,27243.427912823725,28024.433270427948,28814.070848144453,29612.417632632103,30419.551233169415,31164.916212122502,31922.937291492071,32681.975404198383,33441.984691584461,34202.922011227929,34933.271828084122,35664.189823592373,36395.651831144613,37127.635035493426,37860.117879596088
SIBC,Peak,2572.260250925347,1981.1020848852054,2052.7101087562455,2125.6297050424937,2199.8808074777594,2275.4836269114858,2352.4586549644123,2461.9653061060476,2573.5560695221748,2687.2631157206783,2803.1190662126419,2921.1569994932001,3066.3247659115414,3214.2781910859135,3365.060413635214,3518.7151779875448,3675.2868424224871,3789.5620286031108,3905.3586839652376,4022.6933098551713,4141.5825703745486,4262.0432938996137,4392.4534764847758,4524.5960524635911,4658.4897939664679,4794.1536581870432,4931.6067891091852,5058.3467024205211,5187.6151920484544,5317.1504432374968,5446.9409794772919,5576.9759718106725,5702.1075896178354,5827.4072891957067,5952.8681958063235,6078.4838040091954,6204.2479532324915
SIBCS,Energy,2520.3827332596256,71481.145709998309,73348.022675914428,75218.477716170455,77092.51603880238,78970.142858602921,80851.363397132867,83796.024834251672,86746.360457370698,89702.378540636928,92664.087368946028,95631.495237956042,99412.349412673051,103200.49686690015,106995.94823961941,110798.71418363773,114608.80536560134,117363.90306966117,120122.73986335793,122885.31958916967,125651.6460930949,128421.72322465311,131445.76084548488,134473.90130436321,137506.14881713814,140542.5076035216,143582.98188708839,146435.53496300449,149293.95463109849,152152.91647282816,155012.39604125082,157872.37033743187,160588.12765114749,163304.18785708281,166020.53807218178,168737.16613378917,171454.06054998926
SIBCS,Peak,498.60058645387676,11100.448600578871,11412.60641587463,11726.499071644592,12042.134056826102,12359.518889355455,12678.661116274065,13166.091440363174,13656.270697344087,14149.210815634626,14644.92376996609,15143.421581552424,15772.873072876824,16405.885011374194,17042.472862959126,17682.652153626575,18326.438469670866,18792.830063465874,19261.070778507405,19731.166265083059,20203.12218893598,20676.944231304129,21192.978763262148,21711.057530756239,22231.186778438958,22753.372768041507,23277.621778417335,23767.806733559373,24260.912460949803,24754.316018469555,25248.004271006321,25741.964844279231,26212.568521737179,26683.348742301328,27154.298143242311,27625.409765478624,28096.677026300345
SIMUL,Energy,118.8859779839446,121.50146949959138,124.30982833069054,127.1067535187799,129.89227901349241,132.66643867545613,135.42926627651798,139.95087720862728,144.45430897638053,148.93961534356245,153.40684993329003,157.85606622835837,163.6167258850605,169.35428079187602,175.06879922655992,180.76034928829651,186.42899889813253,190.51657570898124,194.59254298147394,198.65692493613275,202.70974574879492,206.75102955068607,211.18278525816368,215.6019451232107,220.0085354298885,224.40258241376071,228.78411226197292,232.91662712349188,237.03139102608716,241.14441645704545,245.25578180512068,249.36556081605303,253.24564836458944,257.12476469376134,261.00295111289518,264.88024662136212,268.75668806781357
SIMUL,Peak,23.056674518098347,18.868203687540582,19.342023037643195,19.81583877251612,20.289650892180617,20.763459396657161,21.237264285966322,21.989182066004862,22.741094109056846,23.493000415155223,24.244900984332798,24.996795816622466,25.959610302256387,26.922417441835236,27.885217235400798,28.848009682995105,29.810794784659844,30.506361308103443,31.201925194175637,31.897486442883618,32.593045054235127,33.288601028237728,34.048966313975647,34.809328716642923,35.569688236247501,36.330044872797707,37.090398626301784,37.804467200548437,38.518624832402914,39.232669536986215,39.946605462809906,40.660436567720389,41.33692202333318,42.013311824006777,42.689609569294625,43.365818683326033,44.041942425142402
SIN,Energy,304011,311003.25300000003,318503.0574803499,325987.91730925336,333457.85452312126,340912.89112956432,348353.04910744203,360335.83430410706,372294.883408077,384230.23135123536,396141.91301987378,408029.96325475065,423334.0641193199,438607.88503419585,453851.47054477321,469064.86513832532,484248.11324406543,495206.71960369131,506150.00789682323,517077.99402067991,527990.69385785959,538888.12327634264,550818.777493848,562732.74936649483,574630.05620923999,586510.7153211137,598374.743985223,609545.39316585707,620692.41528081533,631837.16861802968,642979.75547807687,654120.27210221847,664659.94987615303,675198.36016844714,685735.55688948906,696271.59093507484,706806.51039423409
SIN,Peak,47262.626376651169,48296.310729899866,49557.573669529193,50821.249322791205,52087.341194674846,53355.852794707389,54626.787636962188,56616.224374264428,58609.487248232588,60606.581827323876,62607.513687215142,64612.288410812245,67166.649819946062,69725.929093476749,72290.133391324984,74859.269882697205,77433.345746095511,79294.702071000502,81158.581112389467,83024.985459181305,84893.917702663734,86765.38043649336,88808.422415047549,90854.232512254675,92902.813568583559,94954.168427101424,97008.299933474613,98934.709418432409,100865.19839006668,102795.90629456581,104726.82202887193,106657.93521941734,108491.48523376888,110325.11505689008,112158.82068219573,113992.59836088617,115826.44458188913
