Country,Fuel,Year,Price_Reference_USD_GJ,Price_HighFossil_USD_GJ,Price_AccelTransition_USD_GJ
Zimbabwe,HFO,2031,15.60,18.80,12.30
Zimbabwe,HFO,2032,15.70,19.10,12.10
Zimbabwe,HFO,2033,15.80,19.40,11.90
Zimbabwe,HFO,2034,15.90,19.70,11.70
Zimbabwe,HFO,2035,16.00,20.00,11.50
Zimbabwe,HFO,2036,16.10,20.20,11.20
Zimbabwe,HFO,2037,16.20,20.40,10.90
Zimbabwe,HFO,2038,16.30,20.60,10.60
Zimbabwe,HFO,2039,16.40,20.80,10.30
Zimbabwe,HFO,2040,16.50,21.00,10.00
Zimbabwe,HFO,2041,16.50,21.10,9.70
Zimbabwe,HFO,2042,16.50,21.20,9.40
Zimbabwe,HFO,2043,16.50,21.30,9.10
Zimbabwe,HFO,2044,16.50,21.40,8.80
Zimbabwe,HFO,2045,16.50,21.50,8.50
Zimbabwe,HFO,2046,16.40,21.40,8.30
Zimbabwe,HFO,2047,16.30,21.30,8.10
Zimbabwe,HFO,2048,16.20,21.20,7.90
Zimbabwe,HFO,2049,16.10,21.10,7.70
Zimbabwe,HFO,2050,16.00,21.00,7.50
Zimbabwe,HFO,2051,15.90,20.90,7.40
Zimbabwe,HFO,2052,15.80,20.80,7.30
Zimbabwe,HFO,2053,15.70,20.70,7.20
Zimbabwe,HFO,2054,15.60,20.60,7.10
Zimbabwe,HFO,2055,15.50,20.50,7.00
Zimbabwe,HFO,2056,15.40,20.40,6.90
Zimbabwe,HFO,2057,15.30,20.30,6.80
Zimbabwe,HFO,2058,15.20,20.20,6.70
Zimbabwe,HFO,2059,15.10,20.10,6.60
Zimbabwe,HFO,2060,15.00,20.00,6.50
Zimbabwe,Diesel,2025,18.00,20.50,17.00
Zimbabwe,Diesel,2026,18.20,21.00,16.70
Zimbabwe,Diesel,2027,18.40,21.50,16.40
Zimbabwe,Diesel,2028,18.60,22.00,16.10
Zimbabwe,Diesel,2029,18.80,22.50,15.80
Zimbabwe,Diesel,2030,19.00,23.00,15.50
Zimbabwe,Diesel,2031,19.10,23.40,15.20
Zimbabwe,Diesel,2032,19.20,23.80,14.90
Zimbabwe,Diesel,2033,19.30,24.20,14.60
Zimbabwe,Diesel,2034,19.40,24.60,14.30
Zimbabwe,Diesel,2035,19.50,25.00,14.00
Zimbabwe,Diesel,2036,19.60,25.30,13.60
Zimbabwe,Diesel,2037,19.70,25.60,13.20
Zimbabwe,Diesel,2038,19.80,25.90,12.80
Zimbabwe,Diesel,2039,19.90,26.20,12.40
Zimbabwe,Diesel,2040,20.00,26.50,12.00
Zimbabwe,Diesel,2041,20.00,26.60,11.70
Zimbabwe,Diesel,2042,20.00,26.70,11.40
Zimbabwe,Diesel,2043,20.00,26.80,11.10
Zimbabwe,Diesel,2044,20.00,26.90,10.80
Zimbabwe,Diesel,2045,20.00,27.00,10.50
Zimbabwe,Diesel,2046,19.90,26.80,10.20
Zimbabwe,Diesel,2047,19.80,26.60,9.90
Zimbabwe,Diesel,2048,19.70,26.40,9.60
Zimbabwe,Diesel,2049,19.60,26.20,9.30
Zimbabwe,Diesel,2050,19.50,26.00,9.00
Zimbabwe,Diesel,2051,19.40,25.80,8.90
Zimbabwe,Diesel,2052,19.30,25.60,8.80
Zimbabwe,Diesel,2053,19.20,25.40,8.70
Zimbabwe,Diesel,2054,19.10,25.20,8.60
Zimbabwe,Diesel,2055,19.00,25.00,8.50
Zimbabwe,Diesel,2056,18.90,24.80,8.40
Zimbabwe,Diesel,2057,18.80,24.60,8.30
Zimbabwe,Diesel,2058,18.70,24.40,8.20
Zimbabwe,Diesel,2059,18.60,24.20,8.10
Zimbabwe,Diesel,2060,18.50,24.00,8.00
Zimbabwe,Coal,2025,4.70,5.50,4.30
Zimbabwe,Coal,2026,4.66,5.60,4.18
Zimbabwe,Coal,2027,4.62,5.70,4.06
Zimbabwe,Coal,2028,4.58,5.80,3.94
Zimbabwe,Coal,2029,4.54,5.90,3.82
Zimbabwe,Coal,2030,4.50,6.00,3.70
Zimbabwe,Coal,2031,4.46,6.06,3.56
Zimbabwe,Coal,2032,4.42,6.12,3.42
Zimbabwe,Coal,2033,4.38,6.18,3.28
Zimbabwe,Coal,2034,4.34,6.24,3.14
Zimbabwe,Coal,2035,4.30,6.30,3.00
Zimbabwe,Coal,2036,4.24,6.34,2.90
Zimbabwe,Coal,2037,4.18,6.38,2.80
Zimbabwe,Coal,2038,4.12,6.42,2.70
Zimbabwe,Coal,2039,4.06,6.46,2.60
Zimbabwe,Coal,2040,4.00,6.50,2.50
Zimbabwe,Coal,2041,3.90,6.40,2.42
Zimbabwe,Coal,2042,3.80,6.30,2.34
Zimbabwe,Coal,2043,3.70,6.20,2.26
Zimbabwe,Coal,2044,3.60,6.10,2.18
Zimbabwe,Coal,2045,3.50,6.00,2.10
Zimbabwe,Coal,2046,3.40,5.90,2.04
Zimbabwe,Coal,2047,3.30,5.80,1.98
Zimbabwe,Coal,2048,3.20,5.70,1.92
Zimbabwe,Coal,2049,3.10,5.60,1.86
Zimbabwe,Coal,2050,3.00,5.50,1.80
Zimbabwe,Coal,2051,2.90,5.40,1.74
Zimbabwe,Coal,2052,2.80,5.30,1.68
Zimbabwe,Coal,2053,2.70,5.20,1.62
Zimbabwe,Coal,2054,2.60,5.10,1.56
Zimbabwe,Coal,2055,2.50,5.00,1.50
Zimbabwe,Coal,2056,2.46,4.90,1.46
Zimbabwe,Coal,2057,2.42,4.80,1.42
Zimbabwe,Coal,2058,2.38,4.70,1.38
Zimbabwe,Coal,2059,2.34,4.60,1.34
Zimbabwe,Coal,2060,2.30,4.50,1.30
Zimbabwe,Natural Gas,2025,6.50,7.50,6.00
Zimbabwe,Natural Gas,2026,6.60,7.80,5.90
Zimbabwe,Natural Gas,2027,6.70,8.10,5.80
Zimbabwe,Natural Gas,2028,6.80,8.40,5.70
Zimbabwe,Natural Gas,2029,6.90,8.70,5.60
Zimbabwe,Natural Gas,2030,7.00,9.00,5.50
Zimbabwe,Natural Gas,2031,7.10,9.30,5.40
Zimbabwe,Natural Gas,2032,7.20,9.60,5.30
Zimbabwe,Natural Gas,2033,7.30,9.90,5.20
Zimbabwe,Natural Gas,2034,7.40,10.20,5.10
Zimbabwe,Natural Gas,2035,7.50,10.50,5.00
Zimbabwe,Natural Gas,2036,7.50,10.60,4.90
Zimbabwe,Natural Gas,2037,7.50,10.70,4.80
Zimbabwe,Natural Gas,2038,7.50,10.80,4.70
Zimbabwe,Natural Gas,2039,7.50,10.90,4.60
Zimbabwe,Natural Gas,2040,7.50,11.00,4.50
Zimbabwe,Natural Gas,2041,7.50,11.00,4.40
Zimbabwe,Natural Gas,2042,7.50,11.00,4.30
Zimbabwe,Natural Gas,2043,7.50,11.00,4.20
Zimbabwe,Natural Gas,2044,7.50,11.00,4.10
Zimbabwe,Natural Gas,2045,7.50,11.00,4.00
Zimbabwe,Natural Gas,2046,7.40,10.90,3.90
Zimbabwe,Natural Gas,2047,7.30,10.80,3.80
Zimbabwe,Natural Gas,2048,7.20,10.70,3.70
Zimbabwe,Natural Gas,2049,7.10,10.60,3.60
Zimbabwe,Natural Gas,2050,7.00,10.50,3.50
Zimbabwe,Natural Gas,2051,6.90,10.40,3.40
Zimbabwe,Natural Gas,2052,6.80,10.30,3.30
Zimbabwe,Natural Gas,2053,6.70,10.20,3.20
Zimbabwe,Natural Gas,2054,6.60,10.10,3.10
Zimbabwe,Natural Gas,2055,6.50,10.00,3.00
Zimbabwe,Natural Gas,2056,6.40,9.90,2.90
Zimbabwe,Natural Gas,2057,6.30,9.80,2.80
Zimbabwe,Natural Gas,2058,6.20,9.70,2.70
Zimbabwe,Natural Gas,2059,6.10,9.60,2.60
Zimbabwe,Natural Gas,2060,6.00,9.50,2.50
Zimbabwe,LNG,2025,10.50,13.00,9.50
Zimbabwe,LNG,2026,10.60,13.40,9.30
Zimbabwe,LNG,2027,10.70,13.80,9.10
Zimbabwe,LNG,2028,10.80,14.20,8.90
Zimbabwe,LNG,2029,10.90,14.60,8.70
Zimbabwe,LNG,2030,11.00,15.00,8.50
Zimbabwe,LNG,2031,11.10,15.40,8.30
Zimbabwe,LNG,2032,11.20,15.80,8.10
Zimbabwe,LNG,2033,11.30,16.20,7.90
Zimbabwe,LNG,2034,11.40,16.60,7.70
Zimbabwe,LNG,2035,11.50,17.00,7.50
Zimbabwe,LNG,2036,11.50,17.10,7.30
Zimbabwe,LNG,2037,11.50,17.20,7.10
Zimbabwe,LNG,2038,11.50,17.30,6.90
Zimbabwe,LNG,2039,11.50,17.40,6.70
Zimbabwe,LNG,2040,11.50,17.50,6.50
Zimbabwe,LNG,2041,11.40,17.40,6.30
Zimbabwe,LNG,2042,11.30,17.30,6.10
Zimbabwe,LNG,2043,11.20,17.20,5.90
Zimbabwe,LNG,2044,11.10,17.10,5.70
Zimbabwe,LNG,2045,11.00,17.00,5.50
Zimbabwe,LNG,2046,10.90,16.80,5.30
Zimbabwe,LNG,2047,10.80,16.60,5.10
Zimbabwe,LNG,2048,10.70,16.40,4.90
Zimbabwe,LNG,2049,10.60,16.20,4.70
Zimbabwe,LNG,2050,10.50,16.00,4.50
Zimbabwe,LNG,2051,10.40,15.80,4.40
Zimbabwe,LNG,2052,10.30,15.60,4.30
Zimbabwe,LNG,2053,10.20,15.40,4.20
Zimbabwe,LNG,2054,10.10,15.20,4.10
Zimbabwe,LNG,2055,10.00,15.00,4.00
Zimbabwe,LNG,2056,9.90,14.80,3.90
Zimbabwe,LNG,2057,9.80,14.60,3.80
Zimbabwe,LNG,2058,9.70,14.40,3.70
Zimbabwe,LNG,2059,9.60,14.20,3.60
Zimbabwe,LNG,2060,9.50,14.00,3.50
Zimbabwe,Biomass,2025,3.50,3.80,3.20
Zimbabwe,Biomass,2026,3.60,3.94,3.26
Zimbabwe,Biomass,2027,3.70,4.08,3.32
Zimbabwe,Biomass,2028,3.80,4.22,3.38
Zimbabwe,Biomass,2029,3.90,4.36,3.44
Zimbabwe,Biomass,2030,4.00,4.50,3.50
Zimbabwe,Biomass,2031,4.10,4.60,3.56
Zimbabwe,Biomass,2032,4.20,4.70,3.62
Zimbabwe,Biomass,2033,4.30,4.80,3.68
Zimbabwe,Biomass,2034,4.40,4.90,3.74
Zimbabwe,Biomass,2035,4.50,5.00,3.80
Zimbabwe,Biomass,2036,4.60,5.10,3.84
Zimbabwe,Biomass,2037,4.70,5.20,3.88
Zimbabwe,Biomass,2038,4.80,5.30,3.92
Zimbabwe,Biomass,2039,4.90,5.40,3.96
Zimbabwe,Biomass,2040,5.00,5.50,4.00
Zimbabwe,Biomass,2041,5.10,5.60,4.04
Zimbabwe,Biomass,2042,5.20,5.70,4.08
Zimbabwe,Biomass,2043,5.30,5.80,4.12
Zimbabwe,Biomass,2044,5.40,5.90,4.16
Zimbabwe,Biomass,2045,5.50,6.00,4.20
Zimbabwe,Biomass,2046,5.60,6.16,4.26
Zimbabwe,Biomass,2047,5.70,6.32,4.32
Zimbabwe,Biomass,2048,5.80,6.48,4.38
Zimbabwe,Biomass,2049,5.90,6.64,4.44
Zimbabwe,Biomass,2050,6.00,6.80,4.50
Zimbabwe,Biomass,2051,6.10,6.94,4.56
Zimbabwe,Biomass,2052,6.20,7.08,4.62
Zimbabwe,Biomass,2053,6.30,7.22,4.68
Zimbabwe,Biomass,2054,6.40,7.36,4.74
Zimbabwe,Biomass,2055,6.50,7.50,4.80
Zimbabwe,Biomass,2056,6.60,7.60,4.84
Zimbabwe,Biomass,2057,6.70,7.70,4.88
Zimbabwe,Biomass,2058,6.80,7.80,4.92
Zimbabwe,Biomass,2059,6.90,7.90,4.96
Zimbabwe,Biomass,2060,7.00,8.00,5.00
Zimbabwe,Biogas,2025,8.00,8.50,7.50
Zimbabwe,Biogas,2026,7.80,8.30,7.20
Zimbabwe,Biogas,2027,7.60,8.10,6.90
Zimbabwe,Biogas,2028,7.40,7.90,6.60
Zimbabwe,Biogas,2029,7.20,7.70,6.30
Zimbabwe,Biogas,2030,7.00,7.50,6.00
Zimbabwe,Biogas,2031,6.80,7.30,5.80
Zimbabwe,Biogas,2032,6.60,7.10,5.60
Zimbabwe,Biogas,2033,6.40,6.90,5.40
Zimbabwe,Biogas,2034,6.20,6.70,5.20
Zimbabwe,Biogas,2035,6.00,6.50,5.00
Zimbabwe,Biogas,2036,5.90,6.40,4.90
Zimbabwe,Biogas,2037,5.80,6.30,4.80
Zimbabwe,Biogas,2038,5.70,6.20,4.70
Zimbabwe,Biogas,2039,5.60,6.10,4.60
Zimbabwe,Biogas,2040,5.50,6.00,4.50
Zimbabwe,Biogas,2041,5.40,5.90,4.40
Zimbabwe,Biogas,2042,5.30,5.80,4.30
Zimbabwe,Biogas,2043,5.20,5.70,4.20
Zimbabwe,Biogas,2044,5.10,5.60,4.10
Zimbabwe,Biogas,2045,5.00,5.50,4.00
Zimbabwe,Biogas,2046,4.90,5.40,3.90
Zimbabwe,Biogas,2047,4.80,5.30,3.80
Zimbabwe,Biogas,2048,4.70,5.20,3.70
Zimbabwe,Biogas,2049,4.60,5.10,3.60
Zimbabwe,Biogas,2050,4.50,5.00,3.50
Zimbabwe,Biogas,2051,4.44,4.96,3.44
Zimbabwe,Biogas,2052,4.38,4.92,3.38
Zimbabwe,Biogas,2053,4.32,4.88,3.32
Zimbabwe,Biogas,2054,4.26,4.84,3.26
Zimbabwe,Biogas,2055,4.20,4.80,3.20
Zimbabwe,Biogas,2056,4.16,4.74,3.16
Zimbabwe,Biogas,2057,4.12,4.68,3.12
Zimbabwe,Biogas,2058,4.08,4.62,3.08
Zimbabwe,Biogas,2059,4.04,4.56,3.04
Zimbabwe,Biogas,2060,4.00,4.50,3.00
