Country,Fuel,Year,Price_Reference_USD_GJ,Price_HighFossil_USD_GJ,Price_AccelTransition_USD_GJ
DRC,Diesel,2057,17.80,23.60,7.30
DRC,Diesel,2058,17.70,23.40,7.20
DRC,Diesel,2059,17.60,23.20,7.10
DRC,Diesel,2060,17.50,23.00,7.00
DRC,Coal,2025,6.20,7.00,5.80
DRC,Coal,2026,6.16,7.10,5.68
DRC,Coal,2027,6.12,7.20,5.56
DRC,Coal,2028,6.08,7.30,5.44
DRC,Coal,2029,6.04,7.40,5.32
DRC,Coal,2030,6.00,7.50,5.20
DRC,Coal,2031,5.96,7.56,5.06
DRC,Coal,2032,5.92,7.62,4.92
DRC,Coal,2033,5.88,7.68,4.78
DRC,Coal,2034,5.84,7.74,4.64
DRC,Coal,2035,5.80,7.80,4.50
DRC,Coal,2036,5.74,7.84,4.40
DRC,Coal,2037,5.68,7.88,4.30
DRC,Coal,2038,5.62,7.92,4.20
DRC,Coal,2039,5.56,7.96,4.10
DRC,Coal,2040,5.50,8.00,4.00
DRC,Coal,2041,5.40,7.90,3.92
DRC,Coal,2042,5.30,7.80,3.84
DRC,Coal,2043,5.20,7.70,3.76
DRC,Coal,2044,5.10,7.60,3.68
DRC,Coal,2045,5.00,7.50,3.60
DRC,Coal,2046,4.90,7.40,3.54
DRC,Coal,2047,4.80,7.30,3.48
DRC,Coal,2048,4.70,7.20,3.42
DRC,Coal,2049,4.60,7.10,3.36
DRC,Coal,2050,4.50,7.00,3.30
DRC,Coal,2051,4.40,6.90,3.24
DRC,Coal,2052,4.30,6.80,3.18
DRC,Coal,2053,4.20,6.70,3.12
DRC,Coal,2054,4.10,6.60,3.06
DRC,Coal,2055,4.00,6.50,3.00
DRC,Coal,2056,3.96,6.40,2.96
DRC,Coal,2057,3.92,6.30,2.92
DRC,Coal,2058,3.88,6.20,2.88
DRC,Coal,2059,3.84,6.10,2.84
DRC,Coal,2060,3.80,6.00,2.80
DRC,Natural Gas,2025,10.50,13.00,9.50
DRC,Natural Gas,2026,10.60,13.40,9.30
DRC,Natural Gas,2027,10.70,13.80,9.10
DRC,Natural Gas,2028,10.80,14.20,8.90
DRC,Natural Gas,2029,10.90,14.60,8.70
DRC,Natural Gas,2030,11.00,15.00,8.50
DRC,Natural Gas,2031,11.10,15.40,8.30
DRC,Natural Gas,2032,11.20,15.80,8.10
DRC,Natural Gas,2033,11.30,16.20,7.90
DRC,Natural Gas,2034,11.40,16.60,7.70
DRC,Natural Gas,2035,11.50,17.00,7.50
DRC,Natural Gas,2036,11.50,17.10,7.30
DRC,Natural Gas,2037,11.50,17.20,7.10
DRC,Natural Gas,2038,11.50,17.30,6.90
DRC,Natural Gas,2039,11.50,17.40,6.70
DRC,Natural Gas,2040,11.50,17.50,6.50
DRC,Natural Gas,2041,11.40,17.40,6.30
DRC,Natural Gas,2042,11.30,17.30,6.10
DRC,Natural Gas,2043,11.20,17.20,5.90
DRC,Natural Gas,2044,11.10,17.10,5.70
DRC,Natural Gas,2045,11.00,17.00,5.50
DRC,Natural Gas,2046,10.90,16.80,5.30
DRC,Natural Gas,2047,10.80,16.60,5.10
DRC,Natural Gas,2048,10.70,16.40,4.90
DRC,Natural Gas,2049,10.60,16.20,4.70
DRC,Natural Gas,2050,10.50,16.00,4.50
DRC,Natural Gas,2051,10.40,15.80,4.40
DRC,Natural Gas,2052,10.30,15.60,4.30
DRC,Natural Gas,2053,10.20,15.40,4.20
DRC,Natural Gas,2054,10.10,15.20,4.10
DRC,Natural Gas,2055,10.00,15.00,4.00
DRC,Natural Gas,2056,9.90,14.80,3.90
DRC,Natural Gas,2057,9.80,14.60,3.80
DRC,Natural Gas,2058,9.70,14.40,3.70
DRC,Natural Gas,2059,9.60,14.20,3.60
DRC,Natural Gas,2060,9.50,14.00,3.50
DRC,LNG,2025,10.50,13.00,9.50
DRC,LNG,2026,10.60,13.40,9.30
DRC,LNG,2027,10.70,13.80,9.10
DRC,LNG,2028,10.80,14.20,8.90
DRC,LNG,2029,10.90,14.60,8.70
DRC,LNG,2030,11.00,15.00,8.50
DRC,LNG,2031,11.10,15.40,8.30
DRC,LNG,2032,11.20,15.80,8.10
DRC,LNG,2033,11.30,16.20,7.90
DRC,LNG,2034,11.40,16.60,7.70
DRC,LNG,2035,11.50,17.00,7.50
DRC,LNG,2036,11.50,17.10,7.30
DRC,LNG,2037,11.50,17.20,7.10
DRC,LNG,2038,11.50,17.30,6.90
DRC,LNG,2039,11.50,17.40,6.70
DRC,LNG,2040,11.50,17.50,6.50
DRC,LNG,2041,11.40,17.40,6.30
DRC,LNG,2042,11.30,17.30,6.10
DRC,LNG,2043,11.20,17.20,5.90
DRC,LNG,2044,11.10,17.10,5.70
DRC,LNG,2045,11.00,17.00,5.50
DRC,LNG,2046,10.90,16.80,5.30
DRC,LNG,2047,10.80,16.60,5.10
DRC,LNG,2048,10.70,16.40,4.90
DRC,LNG,2049,10.60,16.20,4.70
DRC,LNG,2050,10.50,16.00,4.50
DRC,LNG,2051,10.40,15.80,4.40
DRC,LNG,2052,10.30,15.60,4.30
DRC,LNG,2053,10.20,15.40,4.20
DRC,LNG,2054,10.10,15.20,4.10
DRC,LNG,2055,10.00,15.00,4.00
DRC,LNG,2056,9.90,14.80,3.90
DRC,LNG,2057,9.80,14.60,3.80
DRC,LNG,2058,9.70,14.40,3.70
DRC,LNG,2059,9.60,14.20,3.60
DRC,LNG,2060,9.50,14.00,3.50
DRC,Biomass,2025,3.50,3.80,3.20
DRC,Biomass,2026,3.60,3.94,3.26
DRC,Biomass,2027,3.70,4.08,3.32
DRC,Biomass,2028,3.80,4.22,3.38
DRC,Biomass,2029,3.90,4.36,3.44
DRC,Biomass,2030,4.00,4.50,3.50
DRC,Biomass,2031,4.10,4.60,3.56
DRC,Biomass,2032,4.20,4.70,3.62
DRC,Biomass,2033,4.30,4.80,3.68
DRC,Biomass,2034,4.40,4.90,3.74
DRC,Biomass,2035,4.50,5.00,3.80
DRC,Biomass,2036,4.60,5.10,3.84
DRC,Biomass,2037,4.70,5.20,3.88
DRC,Biomass,2038,4.80,5.30,3.92
DRC,Biomass,2039,4.90,5.40,3.96
DRC,Biomass,2040,5.00,5.50,4.00
DRC,Biomass,2041,5.10,5.60,4.04
DRC,Biomass,2042,5.20,5.70,4.08
DRC,Biomass,2043,5.30,5.80,4.12
DRC,Biomass,2044,5.40,5.90,4.16
DRC,Biomass,2045,5.50,6.00,4.20
DRC,Biomass,2046,5.60,6.16,4.26
DRC,Biomass,2047,5.70,6.32,4.32
DRC,Biomass,2048,5.80,6.48,4.38
DRC,Biomass,2049,5.90,6.64,4.44
DRC,Biomass,2050,6.00,6.80,4.50
DRC,Biomass,2051,6.10,6.94,4.56
DRC,Biomass,2052,6.20,7.08,4.62
DRC,Biomass,2053,6.30,7.22,4.68
DRC,Biomass,2054,6.40,7.36,4.74
DRC,Biomass,2055,6.50,7.50,4.80
DRC,Biomass,2056,6.60,7.60,4.84
DRC,Biomass,2057,6.70,7.70,4.88
DRC,Biomass,2058,6.80,7.80,4.92
DRC,Biomass,2059,6.90,7.90,4.96
DRC,Biomass,2060,7.00,8.00,5.00
DRC,Biogas,2025,8.00,8.50,7.50
DRC,Biogas,2026,7.80,8.30,7.20
DRC,Biogas,2027,7.60,8.10,6.90
DRC,Biogas,2028,7.40,7.90,6.60
DRC,Biogas,2029,7.20,7.70,6.30
DRC,Biogas,2030,7.00,7.50,6.00
DRC,Biogas,2031,6.80,7.30,5.80
DRC,Biogas,2032,6.60,7.10,5.60
DRC,Biogas,2033,6.40,6.90,5.40
DRC,Biogas,2034,6.20,6.70,5.20
DRC,Biogas,2035,6.00,6.50,5.00
DRC,Biogas,2036,5.90,6.40,4.90
DRC,Biogas,2037,5.80,6.30,4.80
DRC,Biogas,2038,5.70,6.20,4.70
DRC,Biogas,2039,5.60,6.10,4.60
DRC,Biogas,2040,5.50,6.00,4.50
DRC,Biogas,2041,5.40,5.90,4.40
DRC,Biogas,2042,5.30,5.80,4.30
DRC,Biogas,2043,5.20,5.70,4.20
DRC,Biogas,2044,5.10,5.60,4.10
DRC,Biogas,2045,5.00,5.50,4.00
DRC,Biogas,2046,4.90,5.40,3.90
DRC,Biogas,2047,4.80,5.30,3.80
DRC,Biogas,2048,4.70,5.20,3.70
DRC,Biogas,2049,4.60,5.10,3.60
DRC,Biogas,2050,4.50,5.00,3.50
DRC,Biogas,2051,4.44,4.96,3.44
DRC,Biogas,2052,4.38,4.92,3.38
DRC,Biogas,2053,4.32,4.88,3.32
DRC,Biogas,2054,4.26,4.84,3.26
DRC,Biogas,2055,4.20,4.80,3.20
DRC,Biogas,2056,4.16,4.74,3.16
DRC,Biogas,2057,4.12,4.68,3.12
DRC,Biogas,2058,4.08,4.62,3.08
DRC,Biogas,2059,4.04,4.56,3.04
DRC,Biogas,2060,4.00,4.50,3.00
Eswatini,HFO,2025,14.50,16.50,13.50
Eswatini,HFO,2026,14.70,16.90,13.30
Eswatini,HFO,2027,14.90,17.30,13.10
Eswatini,HFO,2028,15.10,17.70,12.90
Eswatini,HFO,2029,15.30,18.10,12.70
Eswatini,HFO,2030,15.50,18.50,12.50
Eswatini,HFO,2031,15.60,18.80,12.30
Eswatini,HFO,2032,15.70,19.10,12.10
Eswatini,HFO,2033,15.80,19.40,11.90
Eswatini,HFO,2034,15.90,19.70,11.70
Eswatini,HFO,2035,16.00,20.00,11.50
Eswatini,HFO,2036,16.10,20.20,11.20
Eswatini,HFO,2037,16.20,20.40,10.90
Eswatini,HFO,2038,16.30,20.60,10.60
Eswatini,HFO,2039,16.40,20.80,10.30
Eswatini,HFO,2040,16.50,21.00,10.00
Eswatini,HFO,2041,16.50,21.10,9.70
Eswatini,HFO,2042,16.50,21.20,9.40
Eswatini,HFO,2043,16.50,21.30,9.10
Eswatini,HFO,2044,16.50,21.40,8.80
Eswatini,HFO,2045,16.50,21.50,8.50
Eswatini,HFO,2046,16.40,21.40,8.30
Eswatini,HFO,2047,16.30,21.30,8.10
Eswatini,HFO,2048,16.20,21.20,7.90
Eswatini,HFO,2049,16.10,21.10,7.70
Eswatini,HFO,2050,16.00,21.00,7.50
Eswatini,HFO,2051,15.90,20.90,7.40
Eswatini,HFO,2052,15.80,20.80,7.30
Eswatini,HFO,2053,15.70,20.70,7.20
Eswatini,HFO,2054,15.60,20.60,7.10
Eswatini,HFO,2055,15.50,20.50,7.00
Eswatini,HFO,2056,15.40,20.40,6.90
Eswatini,HFO,2057,15.30,20.30,6.80
Eswatini,HFO,2058,15.20,20.20,6.70
Eswatini,HFO,2059,15.10,20.10,6.60
Eswatini,HFO,2060,15.00,20.00,6.50
Eswatini,Diesel,2025,18.00,20.50,17.00
Eswatini,Diesel,2026,18.20,21.00,16.70
Eswatini,Diesel,2027,18.40,21.50,16.40
Eswatini,Diesel,2028,18.60,22.00,16.10
Eswatini,Diesel,2029,18.80,22.50,15.80
Eswatini,Diesel,2030,19.00,23.00,15.50
Eswatini,Diesel,2031,19.10,23.40,15.20
Eswatini,Diesel,2032,19.20,23.80,14.90
Eswatini,Diesel,2033,19.30,24.20,14.60
Eswatini,Diesel,2034,19.40,24.60,14.30
Eswatini,Diesel,2035,19.50,25.00,14.00
Eswatini,Diesel,2036,19.60,25.30,13.60
Eswatini,Diesel,2037,19.70,25.60,13.20
Eswatini,Diesel,2038,19.80,25.90,12.80
Eswatini,Diesel,2039,19.90,26.20,12.40
Eswatini,Diesel,2040,20.00,26.50,12.00
Eswatini,Diesel,2041,20.00,26.60,11.70
Eswatini,Diesel,2042,20.00,26.70,11.40
Eswatini,Diesel,2043,20.00,26.80,11.10
Eswatini,Diesel,2044,20.00,26.90,10.80
Eswatini,Diesel,2045,20.00,27.00,10.50
Eswatini,Diesel,2046,19.90,26.80,10.20
Eswatini,Diesel,2047,19.80,26.60,9.90
Eswatini,Diesel,2048,19.70,26.40,9.60
Eswatini,Diesel,2049,19.60,26.20,9.30
Eswatini,Diesel,2050,19.50,26.00,9.00
Eswatini,Diesel,2051,19.40,25.80,8.90
Eswatini,Diesel,2052,19.30,25.60,8.80
Eswatini,Diesel,2053,19.20,25.40,8.70
Eswatini,Diesel,2054,19.10,25.20,8.60
Eswatini,Diesel,2055,19.00,25.00,8.50
Eswatini,Diesel,2056,18.90,24.80,8.40
Eswatini,Diesel,2057,18.80,24.60,8.30
Eswatini,Diesel,2058,18.70,24.40,8.20
Eswatini,Diesel,2059,18.60,24.20,8.10
Eswatini,Diesel,2060,18.50,24.00,8.00
Eswatini,Coal,2025,4.70,5.50,4.30
Eswatini,Coal,2026,4.66,5.60,4.18
Eswatini,Coal,2027,4.62,5.70,4.06
Eswatini,Coal,2028,4.58,5.80,3.94
Eswatini,Coal,2029,4.54,5.90,3.82
Eswatini,Coal,2030,4.50,6.00,3.70
Eswatini,Coal,2031,4.46,6.06,3.56
Eswatini,Coal,2032,4.42,6.12,3.42
Eswatini,Coal,2033,4.38,6.18,3.28
Eswatini,Coal,2034,4.34,6.24,3.14
Eswatini,Coal,2035,4.30,6.30,3.00
Eswatini,Coal,2036,4.24,6.34,2.90
Eswatini,Coal,2037,4.18,6.38,2.80
Eswatini,Coal,2038,4.12,6.42,2.70
Eswatini,Coal,2039,4.06,6.46,2.60
Eswatini,Coal,2040,4.00,6.50,2.50
Eswatini,Coal,2041,3.90,6.40,2.42
Eswatini,Coal,2042,3.80,6.30,2.34
Eswatini,Coal,2043,3.70,6.20,2.26
Eswatini,Coal,2044,3.60,6.10,2.18
Eswatini,Coal,2045,3.50,6.00,2.10
Eswatini,Coal,2046,3.40,5.90,2.04
Eswatini,Coal,2047,3.30,5.80,1.98
Eswatini,Coal,2048,3.20,5.70,1.92
Eswatini,Coal,2049,3.10,5.60,1.86
Eswatini,Coal,2050,3.00,5.50,1.80
Eswatini,Coal,2051,2.90,5.40,1.74
Eswatini,Coal,2052,2.80,5.30,1.68
Eswatini,Coal,2053,2.70,5.20,1.62
Eswatini,Coal,2054,2.60,5.10,1.56
Eswatini,Coal,2055,2.50,5.00,1.50
Eswatini,Coal,2056,2.46,4.90,1.46
Eswatini,Coal,2057,2.42,4.80,1.42
Eswatini,Coal,2058,2.38,4.70,1.38
Eswatini,Coal,2059,2.34,4.60,1.34
Eswatini,Coal,2060,2.30,4.50,1.30
Eswatini,Natural Gas,2025,10.50,13.00,9.50
Eswatini,Natural Gas,2026,10.60,13.40,9.30
Eswatini,Natural Gas,2027,10.70,13.80,9.10
Eswatini,Natural Gas,2028,10.80,14.20,8.90
Eswatini,Natural Gas,2029,10.90,14.60,8.70
Eswatini,Natural Gas,2030,11.00,15.00,8.50
Eswatini,Natural Gas,2031,11.10,15.40,8.30
Eswatini,Natural Gas,2032,11.20,15.80,8.10
Eswatini,Natural Gas,2033,11.30,16.20,7.90
Eswatini,Natural Gas,2034,11.40,16.60,7.70
Eswatini,Natural Gas,2035,11.50,17.00,7.50
Eswatini,Natural Gas,2036,11.50,17.10,7.30
Eswatini,Natural Gas,2037,11.50,17.20,7.10
Eswatini,Natural Gas,2038,11.50,17.30,6.90
Eswatini,Natural Gas,2039,11.50,17.40,6.70
Eswatini,Natural Gas,2040,11.50,17.50,6.50
Eswatini,Natural Gas,2041,11.40,17.40,6.30
Eswatini,Natural Gas,2042,11.30,17.30,6.10
Eswatini,Natural Gas,2043,11.20,17.20,5.90
Eswatini,Natural Gas,2044,11.10,17.10,5.70
Eswatini,Natural Gas,2045,11.00,17.00,5.50
Eswatini,Natural Gas,2046,10.90,16.80,5.30
Eswatini,Natural Gas,2047,10.80,16.60,5.10
Eswatini,Natural Gas,2048,10.70,16.40,4.90
Eswatini,Natural Gas,2049,10.60,16.20,4.70
Eswatini,Natural Gas,2050,10.50,16.00,4.50
Eswatini,Natural Gas,2051,10.40,15.80,4.40
Eswatini,Natural Gas,2052,10.30,15.60,4.30
Eswatini,Natural Gas,2053,10.20,15.40,4.20
Eswatini,Natural Gas,2054,10.10,15.20,4.10
Eswatini,Natural Gas,2055,10.00,15.00,4.00
Eswatini,Natural Gas,2056,9.90,14.80,3.90
Eswatini,Natural Gas,2057,9.80,14.60,3.80
Eswatini,Natural Gas,2058,9.70,14.40,3.70
Eswatini,Natural Gas,2059,9.60,14.20,3.60
Eswatini,Natural Gas,2060,9.50,14.00,3.50
Eswatini,LNG,2025,10.50,13.00,9.50
Eswatini,LNG,2026,10.60,13.40,9.30
Eswatini,LNG,2027,10.70,13.80,9.10
Eswatini,LNG,2028,10.80,14.20,8.90
Eswatini,LNG,2029,10.90,14.60,8.70
Eswatini,LNG,2030,11.00,15.00,8.50
Eswatini,LNG,2031,11.10,15.40,8.30
Eswatini,LNG,2032,11.20,15.80,8.10
Eswatini,LNG,2033,11.30,16.20,7.90
Eswatini,LNG,2034,11.40,16.60,7.70
Eswatini,LNG,2035,11.50,17.00,7.50
Eswatini,LNG,2036,11.50,17.10,7.30
Eswatini,LNG,2037,11.50,17.20,7.10
Eswatini,LNG,2038,11.50,17.30,6.90
Eswatini,LNG,2039,11.50,17.40,6.70
Eswatini,LNG,2040,11.50,17.50,6.50
Eswatini,LNG,2041,11.40,17.40,6.30
Eswatini,LNG,2042,11.30,17.30,6.10
Eswatini,LNG,2043,11.20,17.20,5.90
Eswatini,LNG,2044,11.10,17.10,5.70
Eswatini,LNG,2045,11.00,17.00,5.50
Eswatini,LNG,2046,10.90,16.80,5.30
Eswatini,LNG,2047,10.80,16.60,5.10
Eswatini,LNG,2048,10.70,16.40,4.90
Eswatini,LNG,2049,10.60,16.20,4.70
Eswatini,LNG,2050,10.50,16.00,4.50
Eswatini,LNG,2051,10.40,15.80,4.40
Eswatini,LNG,2052,10.30,15.60,4.30
Eswatini,LNG,2053,10.20,15.40,4.20
Eswatini,LNG,2054,10.10,15.20,4.10
Eswatini,LNG,2055,10.00,15.00,4.00
Eswatini,LNG,2056,9.90,14.80,3.90
Eswatini,LNG,2057,9.80,14.60,3.80
Eswatini,LNG,2058,9.70,14.40,3.70
Eswatini,LNG,2059,9.60,14.20,3.60
Eswatini,LNG,2060,9.50,14.00,3.50
Eswatini,Biomass,2025,3.50,3.80,3.20
Eswatini,Biomass,2026,3.60,3.94,3.26
Eswatini,Biomass,2027,3.70,4.08,3.32
Eswatini,Biomass,2028,3.80,4.22,3.38
Eswatini,Biomass,2029,3.90,4.36,3.44
Eswatini,Biomass,2030,4.00,4.50,3.50
Eswatini,Biomass,2031,4.10,4.60,3.56
Eswatini,Biomass,2032,4.20,4.70,3.62
Eswatini,Biomass,2033,4.30,4.80,3.68
Eswatini,Biomass,2034,4.40,4.90,3.74
Eswatini,Biomass,2035,4.50,5.00,3.80
Eswatini,Biomass,2036,4.60,5.10,3.84
Eswatini,Biomass,2037,4.70,5.20,3.88
Eswatini,Biomass,2038,4.80,5.30,3.92
Eswatini,Biomass,2039,4.90,5.40,3.96
Eswatini,Biomass,2040,5.00,5.50,4.00
Eswatini,Biomass,2041,5.10,5.60,4.04
Eswatini,Biomass,2042,5.20,5.70,4.08
Eswatini,Biomass,2043,5.30,5.80,4.12
Eswatini,Biomass,2044,5.40,5.90,4.16
Eswatini,Biomass,2045,5.50,6.00,4.20
Eswatini,Biomass,2046,5.60,6.16,4.26
Eswatini,Biomass,2047,5.70,6.32,4.32
Eswatini,Biomass,2048,5.80,6.48,4.38
Eswatini,Biomass,2049,5.90,6.64,4.44
Eswatini,Biomass,2050,6.00,6.80,4.50
Eswatini,Biomass,2051,6.10,6.94,4.56
Eswatini,Biomass,2052,6.20,7.08,4.62
Eswatini,Biomass,2053,6.30,7.22,4.68
Eswatini,Biomass,2054,6.40,7.36,4.74
Eswatini,Biomass,2055,6.50,7.50,4.80
Eswatini,Biomass,2056,6.60,7.60,4.84
Eswatini,Biomass,2057,6.70,7.70,4.88
Eswatini,Biomass,2058,6.80,7.80,4.92
Eswatini,Biomass,2059,6.90,7.90,4.96
Eswatini,Biomass,2060,7.00,8.00,5.00
Eswatini,Biogas,2025,8.00,8.50,7.50
Eswatini,Biogas,2026,7.80,8.30,7.20
Eswatini,Biogas,2027,7.60,8.10,6.90
Eswatini,Biogas,2028,7.40,7.90,6.60
Eswatini,Biogas,2029,7.20,7.70,6.30
Eswatini,Biogas,2030,7.00,7.50,6.00
Eswatini,Biogas,2031,6.80,7.30,5.80
Eswatini,Biogas,2032,6.60,7.10,5.60
Eswatini,Biogas,2033,6.40,6.90,5.40
Eswatini,Biogas,2034,6.20,6.70,5.20
Eswatini,Biogas,2035,6.00,6.50,5.00
Eswatini,Biogas,2036,5.90,6.40,4.90
Eswatini,Biogas,2037,5.80,6.30,4.80
Eswatini,Biogas,2038,5.70,6.20,4.70
Eswatini,Biogas,2039,5.60,6.10,4.60
Eswatini,Biogas,2040,5.50,6.00,4.50
Eswatini,Biogas,2041,5.40,5.90,4.40
Eswatini,Biogas,2042,5.30,5.80,4.30
Eswatini,Biogas,2043,5.20,5.70,4.20
Eswatini,Biogas,2044,5.10,5.60,4.10
Eswatini,Biogas,2045,5.00,5.50,4.00
Eswatini,Biogas,2046,4.90,5.40,3.90
Eswatini,Biogas,2047,4.80,5.30,3.80
Eswatini,Biogas,2048,4.70,5.20,3.70
Eswatini,Biogas,2049,4.60,5.10,3.60
Eswatini,Biogas,2050,4.50,5.00,3.50
Eswatini,Biogas,2051,4.44,4.96,3.44
Eswatini,Biogas,2052,4.38,4.92,3.38
Eswatini,Biogas,2053,4.32,4.88,3.32
Eswatini,Biogas,2054,4.26,4.84,3.26
Eswatini,Biogas,2055,4.20,4.80,3.20
Eswatini,Biogas,2056,4.16,4.74,3.16
Eswatini,Biogas,2057,4.12,4.68,3.12
Eswatini,Biogas,2058,4.08,4.62,3.08
Eswatini,Biogas,2059,4.04,4.56,3.04
Eswatini,Biogas,2060,4.00,4.50,3.00
Lesotho,HFO,2025,15.00,17.00,14.00
Lesotho,HFO,2026,15.20,17.40,13.80
Lesotho,HFO,2027,15.40,17.80,13.60
Lesotho,HFO,2028,15.60,18.20,13.40
Lesotho,HFO,2029,15.80,18.60,13.20
Lesotho,HFO,2030,16.00,19.00,13.00
Lesotho,HFO,2031,16.10,19.30,12.80
Lesotho,HFO,2032,16.20,19.60,12.60
Lesotho,HFO,2033,16.30,19.90,12.40
Lesotho,HFO,2034,16.40,20.20,12.20
Lesotho,HFO,2035,16.50,20.50,12.00
Lesotho,HFO,2036,16.60,20.70,11.70
Lesotho,HFO,2037,16.70,20.90,11.40
Lesotho,HFO,2038,16.80,21.10,11.10
Lesotho,HFO,2039,16.90,21.30,10.80
Lesotho,HFO,2040,17.00,21.50,10.50
Lesotho,HFO,2041,17.00,21.60,10.20
Lesotho,HFO,2042,17.00,21.70,9.90
Lesotho,HFO,2043,17.00,21.80,9.60
Lesotho,HFO,2044,17.00,21.90,9.30
Lesotho,HFO,2045,17.00,22.00,9.00
Lesotho,HFO,2046,16.90,21.90,8.80
Lesotho,HFO,2047,16.80,21.80,8.60
Lesotho,HFO,2048,16.70,21.70,8.40
Lesotho,HFO,2049,16.60,21.60,8.20
Lesotho,HFO,2050,16.50,21.50,8.00
Lesotho,HFO,2051,16.40,21.40,7.90
Lesotho,HFO,2052,16.30,21.30,7.80
Lesotho,HFO,2053,16.20,21.20,7.70
Lesotho,HFO,2054,16.10,21.10,7.60
Lesotho,HFO,2055,16.00,21.00,7.50
Lesotho,HFO,2056,15.90,20.90,7.40
Lesotho,HFO,2057,15.80,20.80,7.30
Lesotho,HFO,2058,15.70,20.70,7.20
Lesotho,HFO,2059,15.60,20.60,7.10
Lesotho,HFO,2060,15.50,20.50,7.00
Lesotho,Diesel,2025,18.50,21.00,17.50
Lesotho,Diesel,2026,18.70,21.50,17.20
Lesotho,Diesel,2027,18.90,22.00,16.90
Lesotho,Diesel,2028,19.10,22.50,16.60
Lesotho,Diesel,2029,19.30,23.00,16.30
Lesotho,Diesel,2030,19.50,23.50,16.00
Lesotho,Diesel,2031,19.60,23.90,15.70
Lesotho,Diesel,2032,19.70,24.30,15.40
Lesotho,Diesel,2033,19.80,24.70,15.10
Lesotho,Diesel,2034,19.90,25.10,14.80
Lesotho,Diesel,2035,20.00,25.50,14.50
Lesotho,Diesel,2036,20.10,25.80,14.10
Lesotho,Diesel,2037,20.20,26.10,13.70
Lesotho,Diesel,2038,20.30,26.40,13.30
Lesotho,Diesel,2039,20.40,26.70,12.90
Lesotho,Diesel,2040,20.50,27.00,12.50
Lesotho,Diesel,2041,20.50,27.10,12.20
Lesotho,Diesel,2042,20.50,27.20,11.90
Lesotho,Diesel,2043,20.50,27.30,11.60
Lesotho,Diesel,2044,20.50,27.40,11.30
Lesotho,Diesel,2045,20.50,27.50,11.00
Lesotho,Diesel,2046,20.40,27.30,10.70
Lesotho,Diesel,2047,20.30,27.10,10.40
Lesotho,Diesel,2048,20.20,26.90,10.10
Lesotho,Diesel,2049,20.10,26.70,9.80
Lesotho,Diesel,2050,20.00,26.50,9.50
Lesotho,Diesel,2051,19.90,26.30,9.40
Lesotho,Diesel,2052,19.80,26.10,9.30
Lesotho,Diesel,2053,19.70,25.90,9.20
Lesotho,Diesel,2054,19.60,25.70,9.10
Lesotho,Diesel,2055,19.50,25.50,9.00
Lesotho,Diesel,2056,19.40,25.30,8.90
Lesotho,Diesel,2057,19.30,25.10,8.80
Lesotho,Diesel,2058,19.20,24.90,8.70
Lesotho,Diesel,2059,19.10,24.70,8.60
Lesotho,Diesel,2060,19.00,24.50,8.50
Lesotho,Coal,2025,4.70,5.50,4.30
Lesotho,Coal,2026,4.66,5.60,4.18
Lesotho,Coal,2027,4.62,5.70,4.06
Lesotho,Coal,2028,4.58,5.80,3.94
Lesotho,Coal,2029,4.54,5.90,3.82
Lesotho,Coal,2030,4.50,6.00,3.70
Lesotho,Coal,2031,4.46,6.06,3.56
Lesotho,Coal,2032,4.42,6.12,3.42
Lesotho,Coal,2033,4.38,6.18,3.28
Lesotho,Coal,2034,4.34,6.24,3.14
Lesotho,Coal,2035,4.30,6.30,3.00
Lesotho,Coal,2036,4.24,6.34,2.90
Lesotho,Coal,2037,4.18,6.38,2.80
Lesotho,Coal,2038,4.12,6.42,2.70
Lesotho,Coal,2039,4.06,6.46,2.60
Lesotho,Coal,2040,4.00,6.50,2.50
Lesotho,Coal,2041,3.90,6.40,2.42
Lesotho,Coal,2042,3.80,6.30,2.34
Lesotho,Coal,2043,3.70,6.20,2.26
Lesotho,Coal,2044,3.60,6.10,2.18
Lesotho,Coal,2045,3.50,6.00,2.10
Lesotho,Coal,2046,3.40,5.90,2.04
Lesotho,Coal,2047,3.30,5.80,1.98
Lesotho,Coal,2048,3.20,5.70,1.92
Lesotho,Coal,2049,3.10,5.60,1.86
Lesotho,Coal,2050,3.00,5.50,1.80
Lesotho,Coal,2051,2.90,5.40,1.74
Lesotho,Coal,2052,2.80,5.30,1.68
Lesotho,Coal,2053,2.70,5.20,1.62
Lesotho,Coal,2054,2.60,5.10,1.56
Lesotho,Coal,2055,2.50,5.00,1.50
Lesotho,Coal,2056,2.46,4.90,1.46
Lesotho,Coal,2057,2.42,4.80,1.42
Lesotho,Coal,2058,2.38,4.70,1.38
Lesotho,Coal,2059,2.34,4.60,1.34
Lesotho,Coal,2060,2.30,4.50,1.30
Lesotho,Natural Gas,2025,10.50,13.00,9.50
Lesotho,Natural Gas,2026,10.60,13.40,9.30
Lesotho,Natural Gas,2027,10.70,13.80,9.10
Lesotho,Natural Gas,2028,10.80,14.20,8.90
Lesotho,Natural Gas,2029,10.90,14.60,8.70
Lesotho,Natural Gas,2030,11.00,15.00,8.50
Lesotho,Natural Gas,2031,11.10,15.40,8.30
Lesotho,Natural Gas,2032,11.20,15.80,8.10
Lesotho,Natural Gas,2033,11.30,16.20,7.90
