,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
PV_ROOF_BEN,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV2026_BEN,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Sakété,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_BEN,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Zina_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Dedougou_PV,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Kalzi_PV,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Kodeni_PV,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Ouagadougou_PV,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Pa_PV,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_ROOF_BUR,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Zagtouli2,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Zano_PV,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_BUR,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_ROOF_GAM,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_GAM,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_ROOF_GHA,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV2026_Ghana,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_GHA,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
BGR_PV_GUI_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Solveo_PV_GUI_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_ROOF_GUI,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV2026_Guinea,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_GUI,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_ROOF_GBI,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
BOAD,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_GBI,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV2025,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_ROOF_COT_0,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV2026,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_COT,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_COT_2,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Respite_PV,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_LIB,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Kati,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Koutiala,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV2026_Mali,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_ROOF_MAL,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Sikasso,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_MAL,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Dosso,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
GorouBanda3,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Lossa,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
NCE,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_ROOF_NGR,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_NGR,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Afrinergiasolar_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Anheedkafachansolar_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
CTcosmos_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
ENconsulting&projects-Kaduna_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Kazure(Kanodisco)_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
KVKpowernigeriaLTD_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Lraaronsolarpowerplant_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Middlebandsolar_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Motirdusable_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Nigeriasolatcapitalpartners_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Novascotiapower_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Novasolar_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Oriental_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Panafricasolar_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Quaintenergysolutions_IPP,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_ROOF_NGA,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_NGA,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV2026_Senegal,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_ROOF_SEN,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
WB_PV_SEN,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_SEN,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_ROOF_SIL,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_SIL,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
CEBPV,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Dapaong,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Legbassito,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Mome_Hagou,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_ROOF_TOG,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_TOG,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_ROOF_MAU,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_MAU,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
ONSHORE_WIND_BEN,1,1,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
WIND_CAND_BUR,1,1,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
WIND_CAND_GAM,1,1,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
ONSHORE_WIND_GHA,1,1,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
WIND_CAND_GBI,1,1,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
WIND_CAND_GUI,1,1,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
WIND_CAND_COT,1,1,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
WIND_CAND_MAL,1,1,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
WIND_CAND_NGR,1,1,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
JBSWindpowerplant_IPP,1,1,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
WIND_CAND_NGA,1,1,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
WIND_CAND_SEN,1,1,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
WND_CAND_22_SIL,1,1,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
WIND_CAND_TOG,1,1,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
WIND_CAND_MAU,1,1,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
OFSHORE_WIND_BEN,1,1,1,0.968253968,0.936507937,0.904761905,0.873015873,0.841269841,0.80952381,0.777777778,0.746031746,0.714285714,0.682539683,0.675396825,0.668253968,0.661111111,0.653968254,0.646825397,0.63968254,0.632539683,0.625396825,0.618253968,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111
OFSHORE_WIND_GAM,1,1,1,0.968253968,0.936507937,0.904761905,0.873015873,0.841269841,0.80952381,0.777777778,0.746031746,0.714285714,0.682539683,0.675396825,0.668253968,0.661111111,0.653968254,0.646825397,0.63968254,0.632539683,0.625396825,0.618253968,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111
OFSHORE_WIND_GUI,1,1,1,0.968253968,0.936507937,0.904761905,0.873015873,0.841269841,0.80952381,0.777777778,0.746031746,0.714285714,0.682539683,0.675396825,0.668253968,0.661111111,0.653968254,0.646825397,0.63968254,0.632539683,0.625396825,0.618253968,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111
OFSHORE_WIND_GBI,1,1,1,0.968253968,0.936507937,0.904761905,0.873015873,0.841269841,0.80952381,0.777777778,0.746031746,0.714285714,0.682539683,0.675396825,0.668253968,0.661111111,0.653968254,0.646825397,0.63968254,0.632539683,0.625396825,0.618253968,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111
