Plants,StYr,RetrYr,Zone,Capacity,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,MaxTotalBuild,DescreteCap,Type,fuel1,fuel2,Status,HeatRate2,MinUtilization,RETech,UnitSize,Error,HydroCapacityFactor,HydroCapacityFactorQ1,HydroCapacityFactorQ2,HydroCapacityFactorQ3,HydroCapacityFactorQ4
NewPV_1_BWA,2024,2060,6,100,0,0,1,1,0,0,15000,0,0,0.8,25,100,100,0,6,4,,2,0,0,1,0,19430.8,,,,,
MorupuleBupgrade_TH_BWA,2022,2052,6,130,0.5,10.34068347,0.33,0.33,0,0.05,45000,0.13,0,0,30,,,0,13,1,,1,0,0.05,0,130,49266.73068,,,,,
Baynes(Angola)_HY_AGO,2032,2072,9,430,0,0,1,1,0,0.121826136,46500,0.55,0,3.115813953,50,430,430,0,12,3,,3,0,0,0,0,51976.78764,0.38,,,,
TumulodoCacador_HY_AGO,2055,2095,9,450,0,0,1,1,0,0.3475,46500,0.55,0,4.248837209,50,450,450,0,12,3,,3,0,0,0,0,52084.14634,0.695,,,,
Zenzo_HY_AGO,2035,2075,9,570,0,0,1,1,0,0.3325,46500,0.55,0,4.248837209,50,570,570,0,12,3,,3,0,0,0,0,52404.13134,0.665,,,,
Inga3BC_HY_ZAR,2032,2082,11,2000,0,0,1,1,0,0.45,46500,0.55,0,2.797488372,50,1000,2000,0,12,3,,3,0,0,0,0,55698.79749,0.9,,,,
BotswanaSolarCSP_REN_BWA,2027,2067,6,200,0,0,1,1,0,0.8,22000,3,0,1.915,30,200,200,0,14,9,,3,0,0,0,0,26763.715,,,,,
BotswanaCoal_TH_BWA,2026,2076,6,0,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,2.466504472,30,0,0,0,13,1,,3,0,0.05,0,0,49167.4565,,,,,
LesothoLetsengWind_REN_LSO,2025,2055,2,35,0,0,1,1,0,0,22000,0,0,1.806,30,35,35,0,5,5,,3,0,0,1,0,26234.806,,,,,
Monont'sa_HY_LSO,2030,2060,2,1200,0,0,1,1,0,0.8,46500,0.55,0,6.821744186,50,1200,1200,0,17,3,,3,0,0,0,0,54275.17174,0.557,,,,
Muela2_HY_LSO,2037,2060,2,110,0,0,1,1,0,0.396,46500,0.55,0,4.248837209,50,110,110,0,12,3,,3,0,0,0,0,51004.19484,0.792,0.786,0.944,0.82,0.617
Oxbow_HY_LSO,2029,2060,2,80,0,0,1,1,0,0.2785,46500,0.55,0,4.248837209,50,80,80,0,12,3,,3,0,0,0,0,50906.07734,0.557,,,,
Kanengo,2000,2060,12,15.5,0.2,10.98933842,0.15,0.15,0,0.2,46550,5.575,0,0,30,0,0,0,10,11,,1,0,0,0,0,50706.76434,,,,,
Mapanga_ICE_MWI,2000,2060,12,16,0.2,10.98933842,0.15,0.15,0,0.2,46550,5.575,0,0,30,0,0,0,10,11,,1,0,0,0,0,50707.26434,,,,,
Aggreko_IPP_ICE_MWI,2000,2019,12,0,0.2,10.98933842,0.15,0.15,0,0.2,46550,5.575,0,0,30,0,0,0,10,11,,1,0,0,0,0,50650.26434,,,,,
"Tedzani_I,_II,_III_HY_MWI",2000,2060,12,102,0,0,1,1,0,0.325077306,40737.536,0.55,0,0,50,0,0,0,12,3,,1,0,0,0,0,44980.41108,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
NzongoII_HY_ZAR,2022,2060,11,150,0,0,1,1,0,0.435,46500,0.55,0,0,50,0,0,0,12,3,,1,0,0,0,0,50811.985,0.87,,,,
"Nkula_(A,B)_+_upgrade_HY_MWI",2000,2060,12,136,0,0,1,1,0,0.325077306,40737.536,0.55,0,0,50,0,0,0,4,3,,1,0,0,0,0,45006.41108,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Wovwe_HY_MWI,2000,2060,12,4.35,0,0,1,1,0,0.325077306,40737.536,0.55,0,0,50,0,0,0,12,3,,1,0,0,0,0,44882.76108,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Kapichira_parts_HY_MWI,2013,2060,12,64.8,0,0,1,1,0,0.325,40737.54,0.55,0,0,50,0,0,0,4,3,,1,0,0,0,0,44948.215,0.65,0.62,0.68,0.68,0.62
Kapichira_HY_MWI,2013,2060,12,64.8,0,0,1,1,0,0.325,40737.54,0.55,0,0,50,0,0,0,4,3,,1,0,0,0,0,44948.215,0.65,0.62,0.68,0.68,0.62
Tedzani_IV_HY_MWI,2021,2060,12,19.1,0,0,1,1,0,0.325077306,40737.536,0.55,0,0,50,0,0,0,12,3,,1,0,0,0,0,44918.51108,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Hamilton_Falls_HY_MWI,2055,2060,12,87,0,0,1,1,0,0.325077306,40737.536,0.55,0,3.536,50,87,87,0,12,3,,3,0,0,0,0,45199.94708,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
CommittedSolar_REN_ZAR,2025,2060,11,200,0,0,1,1,0,0,15000,0,0,0.8,25,200,200,0,6,4,,2,0,0,1,0,19736.8,,,,,
Wovwe_additional_HY_MWI,2027,2060,12,4.5,0,0,1,1,0,0.325077306,40737.536,0.55,0,3.536,50,4.5,4.5,0,12,3,,2,0,0,0,0,44923.44708,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Mbongozi_HY_MWI,2055,2060,12,41,0,0,1,1,0,0.325077306,40737.536,0.55,0,3.536,50,41,41,0,12,3,,3,0,0,0,0,45061.94708,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Lower_Fufu_HY_MWI,2055,2060,12,261,0,0,1,1,0,0.325077306,39715.55114,0.55,0,3.445,50,261,261,0,4,3,,3,0,0,0,0,44691.87122,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Lower_Songwe_HY_MWI,2055,2060,12,90,0,0,1,1,0,0.325077306,39715.55114,0.55,0,3.445,50,90,90,0,4,3,,3,0,0,0,0,44178.87122,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
MozCCCGTNG_TH_MOZ,2026,2080,4,5000,0.45,6.4,1,1,0,0.07,6600,3.500005165,0,1.245080501,30,500,5000,0,2,14,7,3,7.1,0.05,0,0,21286.81509,,,,,
MozCEnginesNG_TH_MOZ,2026,2076,4,5000,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,500,5000,0,1,2,7,3,9.7,0.05,0,0,31675.16682,,,,,
Massingir_HY_MOZ,2024,2060,4,0,0,0,1,1,0,0.406440138,46500,0.55,0,4.248837209,50,0,0,0,12,3,,3,0,0,0,0,50663.20528,0.812882758,,,,
MozNCCGTNG_TH_MOZ,2026,2075,4,5000,0.45,6.4,1,1,0,0.07,6600,3.500008661,0,1.245080501,30,500,5000,0,2,14,7,3,7.1,0.05,0,0,21281.81509,,,,,
MozCoal_TH_MOZ,2025,2075,4,0,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,2.466504472,30,0,0,0,13,1,,3,0,0.05,0,0,49163.4565,,,,,
MozENRC_TH_MOZ,2025,2075,4,0,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,2.466504472,30,0,0,0,13,1,,3,0,0.05,0,0,49163.4565,,,,,
Ncondezi_TH_MOZ,2026,2076,4,0,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,2.466504472,30,0,0,0,13,1,,3,0,0.05,0,0,49165.4565,,,,,
MozNEnginesNG_TH_MOZ,2024,2054,4,250,0.06,10.41544727,1,1,0,0.4,8000,6.4,0,0.933810376,30,250,250,0,10,7,,3,0,0.06,0,0,12902.26926,,,,,
LubumbashiSolar_REN_ZAR,2025,2060,13,100,0,0,1,1,0,0,15000,0,0,0.8,25,100,100,0,6,4,,2,0,0,1,0,19438.8,,,,,
Busanga_HY_ZAR,2022,2060,13,240,0,0,1,1,0,0.193435172,46500,0.55,0,0,50,0,0,0,12,3,,1,0,0,0,0,50903.74344,0.38687345,,,,
Ruzizi3_HY_ZAR,2024,2060,11,110,0,0,1,1,0,0.31,46500,0.55,0,4.248837209,50,110,110,0,12,3,,3,0,0,0,0,51000.10884,0.62,,,,
Lurio_HY_MOZ,2027,2060,4,0,0,0,1,1,0,0.406440138,46500,0.55,0,4.248837209,50,0,0,0,12,3,,3,0,0,0,0,50666.20528,0.812882758,,,,
Sombwe_HY_ZAR,2024,2060,11,300,0,0,1,1,0,0.193435172,46500,0.55,0,4.248837209,50,300,300,0,12,3,,3,0,0,0,0,51569.99227,0.38687345,,,,
WanieRukula_HY_ZAR,2024,2060,11,0,0,0,1,1,0,0.193435172,46500,0.55,0,4.248837209,50,0,0,0,12,3,,3,0,0,0,0,50669.99227,0.38687345,,,,
GecaminesCoal(500)_TH_AGO,2025,2075,9,0,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,2.466504472,30,0,0,0,13,1,,3,0,0.1,0,0,49168.5065,,,,,
LowerMaguduza_HY_SWZ,2027,2060,3,13.5,0,0,1,1,0,0.1835,46500,0.55,0,4.248837209,50,13.5,13.5,0,12,3,,3,0,0,0,0,50705.48234,0.367,,,,
Tsate_HY_MOZ,2027,2060,4,0,0,0,1,1,0,0.406440138,46500,0.55,0,4.248837209,50,0,0,0,12,3,,3,0,0,0,0,50666.20528,0.812882758,,,,
Quedas&Ocua_HY_MOZ,2030,2060,4,0,0,0,1,1,0,0.406440138,46500,0.55000235,0,5.49875969,50,1500,1500,0,12,3,,3,0,0,0,0,53670.4552,0.812882758,,,,
MozSEnginesNG_TH_MOZ,2024,2054,4,0,0.06,10.41544727,1,1,0,0.4,8000,6.4,0,0.933810376,30,0,0,0,10,7,,3,0,0.06,0,0,12152.26926,,,,,
LesothoSolar_REN_LSO,2023,2060,2,28,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,6,4,,1,0,0,1,0,19152,,,,,
Kholombizo_HY_MWI,2055,2060,12,213,0,0,1,1,0,0.325077306,39715.55114,0.55000235,0,3.445,50,213,213,0,4,3,,3,0,0,0,0,44547.87122,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Chizuma_HY_MWI,2055,2060,12,40.4,0,0,1,1,0,0.325077306,39715.55114,0.55000235,0,3.445,50,40.4,40.4,0,4,3,,3,0,0,0,0,44030.07122,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Kuvaninga_TH_MOZ,2017,2067,4,40.1,0.2,10.41544727,1,1,0,0.2,17000,4,0,0,30,0,0,0,1,2,7,1,11.11544727,0.5,0,0,21197.53089,,,,,
ZambiaCoal_TH_ZMB,2032,2082,8,0,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,2.466504472,30,0,0,0,13,1,,3,0,0.05,0,0,49181.4565,,,,,
Tete_TH_MOZ,2025,2075,4,0,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,2.466504472,30,0,0,0,13,1,,3,0,0.05,0,0,49163.4565,,,,,
MozCahoraBassaNorte_HY_MOZ,2030,2060,4,0,0,0,1,1,0,0.4,46500,0.550008864,0,2.568140002,50,1245,1245,0,12,3,,3,0,0,0,0,53157.51815,0.8,,,,
IndolaHFO_TH_ZMB,2020,2055,8,110,0.06,9.748974861,1,1,0,0.4,8000,6.4,0,0,30,0,0,0,10,7,,1,0,0,0,0,12259.60897,,,,,
CandidateHydro_HY_ZMB,2029,2060,8,315,0,0,1,1,0,0.278070484,46500,0.55,0,4.248837209,50,315,315,0,12,3,,3,0,0,0,0,51617.07691,0.55614968,0.567594269,0.567594269,0.54957494,0.54957494
MocubaSolarPV_REN_MOZ,2019,2060,4,30,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,6,4,,1,0,0,1,0,19152,,,,,
MetoroSolarPV_REN_MOZ,2023,2060,4,41,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,6,4,,1,0,0,1,0,19167,,,,,
Luchenene_HY_ZMB,2030,2060,8,30,0,0,1,1,0,0.278070484,46500,0.55,0,4.248837209,50,30,30,0,12,3,,3,0,0,0,0,50763.07691,0.55614968,0.567594269,0.567594269,0.54957494,0.54957494
MoambaMajor_HY_MOZ,2024,2060,4,0,0,0,1,1,0,0.406440138,46500,0.55,0,4.248837209,50,0,0,0,12,3,,3,0,0,0,0,50663.20528,0.812882758,,,,
MphandaNkuwa_HY_MOZ,2031,2060,4,1500,0,0,1,1,0,0.406440138,46500.00052,0.550009771,0,4.436550388,50,1500,1500,0,12,3,,3,0,0,0,0,55170.39352,0.812882758,,,,
Lupata_HY_MOZ,2032,2060,4,650,0,0,1,1,0,0.406440138,46500,0.55,0,4.248837209,50,650,650,0,12,3,,3,0,0,0,0,52621.20528,0.812882758,,,,
MupataGorgeSouth_HY_ZWE,2030,2060,5,600,0,0,1,1,0,0.275342466,46500,0.55,0,4.251,50,600,600,0,12,3,,3,0,0,0,0,52470.07634,0.556849316,0.76,0.38,0.38,0.76
MupataGorgeNorth_HY_ZMB,2030,2060,8,600,0,0,1,1,0,0.278070484,46500,0.55,0,4.248837209,50,600,600,0,12,3,,3,0,0,0,0,52473.07691,0.55614968,0.567594269,0.567594269,0.54957494,0.54957494
MumbotutaFalls_HY_ZMB,2030,2060,8,301,0,0,1,1,0,0.278070484,46500,0.55,0,4.248837209,50,301,301,0,12,3,,3,0,0,0,0,51576.07691,0.55614968,0.567594269,0.567594269,0.54957494,0.54957494
ZambiaOCGTDiesel_TH_ZMB,2020,2070,8,84,0.2,9.7,1,1,0,0.2,17000,4,0,0,30,0,0,0,10,11,,1,0,0,0,0,21250.1,,,,,
Boroma_HY_MOZ,2037,2060,4,0,0,0,1,1,0,0.406440138,46500,0.55,0,4.248837209,50,0,0,0,12,3,,3,0,0,0,0,50676.20528,0.812882758,,,,
NacalaJICA_TH_MOZ,2021,2071,4,40,0.06,10.425987,1,1,0,0.4,8000,6.4,0,0,30,0,0,0,10,7,,1,0,0,0,40,12203.28599,,,,,
CandidateCoal_TH_ZWE,2025,2075,5,0,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,2.466504472,30,0,0,0,13,1,,3,0,0.05,0,0,49164.4565,,,,,
Chisumbanje_BIO_ZWE,2024,2074,5,4,0.3,10,0.33,0.33,0,0.8,48000,3,0,2.723613596,30,4,4,0,13,12,,3,0,0,0,4,52190.48361,,,,,
ZimbabweNG_TH_ZWE,2024,2054,5,500,0.06,10.41544727,1,1,0,0.4,8000,6.4,0,0.933810376,30,500,500,0,10,7,,3,0,0.06,0,0,13653.26926,,,,,
CTMJICA1_TH_MOZ,2018,2068,4,106,0.2,10.425987,1,1,0,0.2,17000,4,0,0,30,0,0,0,1,2,7,1,11.125987,0.5,0,0,21265.45197,,,,,
CTMJICA2_TH_MOZ,2026,2076,4,29,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,29,29,0,1,2,7,3,9.7,0.05,0,0,21262.16682,,,,,
MozMGTPEDMSasolGT_TH_MOZ,2024,2074,4,420,0.2,9,1,1,0,0.2,17000,4,0,1.25,30,420,420,0,2,2,7,2,9.7,0.05,0,0,22431.4,,,,,
GenTanzaniaCoastalCoal_TH_TZA,2025,2075,10,0,0.5,9.73,0.33,0.33,0,0.05,66000,6.5,0,2.186,30,0,0,0,13,1,,3,0,0.05,0,0,70176.676,,,,,
Mnyera_Taveta,2030,2060,10,84,0,0,1,1,0,0.34,3380,0.003,0,1.8447,50,84,84,0,12,3,,3,0,0,0,0,7804.1877,0.668895412,0.823963845,0.957722833,0.471769324,0.428636128
Kakono,2030,2060,10,80,0,0,1,1,0,0.375,4090,0.5,0,4.1899,50,80,80,0,12,3,,3,0,0,0,0,8505.0649,0.817779684,0.777546296,0.916323267,0.91938458,0.726336572
ZPCSolarCSP_TH_ZWE,2024,2064,5,0,0,0,1,1,0,0.8,22000,3,0,1.8,30,0,0,0,14,9,,3,0,0,0,0,26156.6,,,,,
SANuclear_NU_ZAF,2035,2073,1,8000,0.7,9.2886066,0.1,0.1,0,0,100000,2.3,0,6.295957066,50,2000,8000,0,13,8,,3,0,0.6,0,0,122202.3846,,,,,
SACCGTNG_TH_ZAF,2031,2081,1,1875,0.45,6.4,1,1,0,0.07,6600,3.5,0,1.245080501,30,937.5,1875,0,2,14,7,3,7.1,0.05,0,0,15477.31508,,,,,
SACoal(Large)_TH_ZAF,2025,2075,1,7500,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,4.073488372,30,2500,7500,0,13,1,,3,0,0.05,0,312.5,66662.06349,,,,,
SACoal(Medium)_TH_ZAF,2025,2075,1,2600,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,5.447227191,30,2600,2600,0,13,1,,3,0,0.05,0,325,56963.43723,,,,,
SAOCGTNG_TH_ZAF,2031,2081,1,700,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,700,700,0,1,2,7,3,9.7,0.05,0,0,23282.16682,,,,,
SACSP_REN_ZAF,2019,2059,1,200,0,0,1,1,0,0.8,22000,3,0,0,30,0,0,0,14,9,,1,0,0,0,0,26338.8,,,,,
SACCGTNGcan_TH_ZAF,2031,2081,1,3750,0.45,6.4,1,1,0,0.07,6600,3.5,0,1.245080501,30,1875,3750,0,2,14,7,3,7.1,0.05,0,0,20164.81508,,,,,
SACoal(Medium)can_TH_ZAF,2025,2075,1,5000,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,4.416923077,30,2500,5000,0,13,1,,3,0,0.05,0,312.5,61662.40692,,,,,
MagugaII_HY_SWZ,2027,2060,3,23,0,0,1,1,0,0.2135,46500,0.55,0,4.248837209,50,23,23,0,12,3,,3,0,0,0,0,50734.01234,0.427,,,,
Kikonge,2032,2060,10,300,0,0,1,1,0,0.215276497,1640,0.5,0,3.211,50,300,300,0,4,3,,3,0,0,0,0,6707.926276,0.48767122,0.737445418,0.528766956,0.289463859,0.433581157
SwazilandBiomass_BIO_SWZ,2030,2080,3,35,0.3,11.1842406,0.33,0.33,0,0.8,48000,3,0,4.423148479,30,35,35,0,13,12,,3,0,0,0,35,52296.36739,,,,,
Lubhuku_TH_SWZ,2039,2089,3,0,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,2.466504472,30,0,0,0,13,1,,3,0,0.05,0,0,49190.4565,,,,,
TanzaniaBiomass_BIO_TZA,2024,2074,10,32,0.3,10,0.33,0.33,0,0.8,100000,3,0,4.423148479,30,32,32,0,13,12,,3,0,0,0,32,104281.1831,,,,,
Kinyerezi_I_Ext,2022,2047,10,185,0.2,9.3,0.2,0.2,0,0.2,6300,4.5,0,0,30,0,0,0,1,2,,1,0,0.05,0,0,10612.65,,,,,
Kiejo_Mbaka_I,2030,2055,10,60,0,0,0.3,0.3,0,0.2,128400,0.0012,0,3.5,30,60,60,0,13,13,,3,0,0,0,0,132738.3012,,,,,
Kinyerezi_II,2018,2043,10,230,0.2,6.82,0.1,0.1,0,0.2,7800,4,0,0,30,0,0,0,2,2,,1,0,0.05,0,0,12147.47,,,,,
Kinyezeri_III_PH_I,2026,2076,10,300,0.2,9.749,0.2,0.2,0,0.2,8000,4.5,0,1.124,30,300,300,0,1,2,,3,0,0.05,0,0,13064.223,,,,,
Malagarasi,2028,2060,10,49.5,0,0,1,1,0,0.215276497,4090,0.5,0,2.88,50,49.5,49.5,0,12,3,,3,0,0,0,0,8410.095276,0.417416178,0.514432922,0.81581581,0.169265115,0.191223833
Masigira,2030,2060,10,118,0,0,1,1,0,0.29,4090,0.5,0,2.8782,50,118,118,0,12,3,,3,0,0,0,0,8617.6682,0.642558625,0.831371626,0.83772336,0.495121592,0.423728814
Mpanga,2030,2060,10,160,0,0,1,1,0,0.285,1640,0.5,0,2.4258,50,160,160,0,4,3,,3,0,0,0,0,6285.2108,0.756992913,0.932291667,1,0.533854167,0.485167572
Iringa_Nginayo,2030,2060,10,52,0,0,1,1,0,0.29,4090,0.5,0,3.1369,50,52,52,0,12,3,,3,0,0,0,0,8419.9269,0.577581665,0.842236467,0.774866159,0.391895262,0.319322742
Iringa_Ibosa,2028,2060,10,36,0,0,1,1,0,0.295,4090,0.5,0,4.4434,50,36,36,0,12,3,,3,0,0,0,0,8371.2384,0.591192288,0.933641975,0.917227922,0.334641769,0.186191626
TanzaniaSolarPV_REN_TZA,2024,2060,10,150,0,0,1,1,0,0,15000,0,0,0.8,25,150,150,0,6,4,,2,0,0,1,0,19584.8,,,,,
Singida_II,2026,2051,10,75,0,0,1,1,0,0,40000,0,0,1.806,30,75,75,0,5,5,,3,0,0,1,0,44359.806,,,,,
Ruhudji,2032,2060,10,358,0,0,1,1,0,0.285,1640,0.5,0,1.4794,50,358,358,0,4,3,,3,0,0,0,0,6880.2644,0.637738833,1,0.924495581,0.318673589,0.362279168
Rumakali,2030,2060,10,222,0,0,1,1,0,0.305,1640,0.5,0,2.197,50,222,222,0,4,3,,3,0,0,0,0,6471.002,0.668895412,0.823963845,0.957722833,0.471769324,0.428636128
Mnyera_Kwanini,2030,2060,10,144,0,0,1,1,0,0.275,2250,0.003,0,1.4833,50,144,144,0,12,3,,3,0,0,0,0,6853.7613,0.551648992,0.677726337,0.791531339,0.389995974,0.348165769
Songwe_Sofre,2030,2060,10,79.5,0,0,1,1,0,0.19,4090,0.5,0,3.8779,50,79.5,79.5,0,4,3,,3,0,0,0,0,8495.0679,0.54952297,0.67675399,0.786577927,0.387725345,0.352377166
JNHPP_1,2024,2060,10,940,0,0,1,1,0,0.25,1640,0.5,0,1.348,50,940,940,0,4,3,,2,0,0,0,0,8617.098,0.496567246,0.485399723,1,0.347966565,0.264273526
Kinyezeri_III_PH_II,2028,2078,10,300,0.2,6.82,0.1,0.1,0,0.2,30000,4.5,0,1.124,30,300,300,0,2,2,,3,0,0.05,0,0,35066.094,,,,,
Rusumo_HY_TZA,2025,2060,10,26.7,0,0,1,1,0,0.29,1640,0.5,0,4.248837209,50,26.7,26.7,0,12,3,,2,0,0,0,0,5889.138837,0.37,0.426573937,0.374933212,0.327538142,0.359628336
JNHPP_2,2025,2060,10,1175,0,0,1,1,0,0.25,1640,0.5,0,1.348,50,1175,1175,0,4,3,,2,0,0,0,0,9323.098,0.496567246,0.485399723,1,0.347966565,0.264273526
Taveta_HY_TZA,2030,2060,10,0,0,0,1,1,0,0.275,46500,0.55,0,4.8604,50,0,0,0,12,3,,3,0,0,0,0,50675.6854,0.54952297,0.67675399,0.786577927,0.387725345,0.352377166
Songwe_Manolo,2030,2060,10,88,0,0,1,1,0,0.2,4090,0.5,0,3.9728,50,88,88,0,4,3,,3,0,0,0,0,8520.6728,0.612157534,1,0.923352984,0.211955242,0.281296443
Upper_Kihansi,2030,2060,10,47,0,0,1,1,0,0.26,4090,0.5,0,2.392,50,47,47,0,12,3,,3,0,0,0,0,8404.152,0.244546779,0.238376675,0.355584132,0.216783842,0.1589963
LusiwasiLower_HY_ZMB,2028,2060,8,86,0,0,1,1,0,0.079875,46500,0.55,0,5.945134884,50,86,86,0,12,3,,3,0,0,0,0,50930.57501,0.15975,0.178,0.21,0.98,0.153
Devil'sGorgeNorth_HY_ZMB,2032,2060,8,600,0,0,1,1,0,0.278070484,46500,0.55,0,4.248837209,50,600,600,0,12,3,,3,0,0,0,0,52475.07691,0.55614968,0.567594269,0.567594269,0.54957494,0.54957494
KafueGorgeLower_HY_ZMB,2021,2060,8,750,0,0,1,1,0,0.345925003,46500,0.55,0,0,50,0,0,0,12,3,,1,0,0,0,0,51407.89593,0.691856919,0.671255463,0.695346198,0.752149829,0.695819662
KalungwishiI_HY_ZMB,2030,2060,8,101,0,0,1,1,0,0.278070484,46500,0.55,0,4.248837209,50,101,101,0,12,3,,3,0,0,0,0,50976.07691,0.55614968,0.567594269,0.567594269,0.54957494,0.54957494
Baynes(Namibia)_HY_NAM,2032,2060,7,300,0,0,1,1,0,0.175,46500,0.55,0,3.115813953,50,300,300,0,12,3,,3,0,0,0,0,51572.84081,0.35,,,,
NamibiaCCGTNG_TH_NAM,2026,2076,7,4000,0.45,6.4,1,1,0,0.07,17000,3.5,0,1.245080501,30,500,4000,0,2,14,7,3,7.1,0.05,0,0,29685.81508,,,,,
NamibiaCoal_TH_NAM,2035,2085,7,0,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,2.466504472,30,0,0,0,13,1,,3,0,0.05,0,0,49186.4565,,,,,
NamibiaOCGTNG_TH_NAM,2026,2076,7,2000,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,400,2000,0,1,14,7,3,9.7,0.05,0,0,25590.16682,,,,,
LusiwasiLowerExts_HY_ZMB,2030,2060,8,84,0,0,1,1,0,0.079875,46500,0.55,0,4.248837209,50,84,84,0,12,3,,3,0,0,0,0,50924.87871,0.15975,0.178,0.21,0.98,0.153
MaambaCoalII_TH_ZMB,2028,2078,8,0,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,2.466504472,30,0,0,0,13,1,,3,0,0.05,0,0,49173.4565,,,,,
MambilimbaFallsI_HY_ZMB,2030,2060,8,124,0,0,1,1,0,0.278070484,46500,0.55,0,4.248837209,50,124,124,0,12,3,,3,0,0,0,0,51045.07691,0.55614968,0.567594269,0.567594269,0.54957494,0.54957494
BatokaGorgeNorth_HY_ZMB,2035,2060,8,1200,0,0,1,1,0,0.278070484,46500,0.55,0,1.699534884,50,400,1200,0,12,3,,3,0,0,0,0,53475.52761,0.55614968,0.567594269,0.567594269,0.54957494,0.54957494
Devil'sGorgeSouth_HY_ZWE,2032,2070,5,600,0,0,1,1,0,0.275342466,46500,0.55,0,4.248837209,50,600,600,0,12,3,,3,0,0,0,0,52482.07418,0.556849316,0.76,0.38,0.38,0.76
BatokaGorgeSouth_HY_ZWE,2035,2060,5,1200,0,0,1,1,0,0.275342466,46500,0.55,0,1.699534884,50,1200,1200,0,12,3,,3,0,0,0,0,54272.52488,0.556849316,0.76,0.38,0.38,0.76
Gairezi_HY_ZWE,2020,2060,5,30,0,0,1,1,0,0.275342466,46500,0.55,0,0,50,0,0,0,12,3,,1,0,0,0,0,50683.82534,0.556849316,0.76,0.38,0.38,0.76
Hwange3Extension_TH_ZWE,2023,2073,5,600,0.5,9.22225941,0.33,0.33,0,0.05,45000,0.13,0,0,30,0,0,0,13,1,,1,0,0.05,0,300,49756.61226,,,,,
Ruzizi4_HY_ZAR,2024,2060,11,270,0,0,1,1,0,0.31,46500,0.55,0,4.248837209,50,270,270,0,12,3,,3,0,0,0,0,51480.10884,0.62,,,,
KaribaSouthExtension_HY_ZWE,2017,2060,5,300,0,0,1,1,0,0.275342466,46500,0.55,0,0,50,0,0,0,12,3,,1,0,0,0,0,50950.82534,0.556849316,0.76,0.38,0.38,0.76
SouthernEnergy_TH_ZWE,2021,2071,5,0,0.5,9.22225941,0.33,0.33,0,0.05,45000,0.13,0,2.466504472,30,0,0,0,13,1,,3,0,0.05,0,150,49157.07876,,,,,
SAGenericBiomass_BIO_ZAF,2024,2074,1,500,0.3,10,0.33,0.33,0,0.8,48000,3,0,4.423148479,30,500,500,0,13,12,,3,0,0,0,500,53676.18315,,,,,
SAGenericSolarPV(Large)22_REN_ZAF,2022,2060,1,190,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,6,4,,1,0,0,1,0,19312,,,,,
SAGenericSolarPV(Medium)23_REN_ZAF,2023,2060,1,190,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,6,4,,1,0,0,1,0,19313,,,,,
SAGenericSolarPV(Medium)24_REN_ZAF,2024,2060,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,1000,0,0,6,4,,2,0,0,1,0,20125.8,,,,,
SAGenericSolarPV(Medium)25_REN_ZAF,2025,2060,1,2115,0,0,1,1,0,0,15000,0,0,0.8,25,2115,2115,0,6,4,,2,0,0,1,0,25471.8,,,,,
