g,z,tech,fuel,StYr,RetrYr,Capacity,Status,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,DescreteCap,fuel2,HeatRate2,MinUtilization,RETech,UnitSize
LusiwasiLowerExts_HY_ZMB,Zambia,ReservoirHydro,Water,2034,2110,84,3,,,,,,,,,,,,84,,,,,0,
MagugaII_HY_SWZ,Eswatini,ReservoirHydro,Water,2030,2107,10,0,,,,,,,,,,,,10,,,0,0,0,
MambilimbaFallsI_HY_ZMB,Zambia,ReservoirHydro,Water,2035,2110,124,3,,,,,,,,,,,,124,,,,,0,
NacalaJICA_TH_MOZ,Mozambique_North,ICE,HFO,2021,2071,102,1,,,,,,,,,,,,,,,,,0,
RessanoGarciaEDM/Sasol_TH_MOZ,Mozambique_South,OCGT,Gas,2015,2065,175,1,,,,,,,,,,,,,,7,9,,0,
Masigira_HY_TZA,Tanzania,ROR,Water,2030,2110,118,3,,,,,,,,,,,,118,,,,,0,
RessanoGarciaGigawatt_TH_MOZ,Mozambique_South,OCGT,Gas,2016,2066,120,1,,,,,,,,,,,,,,7,9,,0,
Temane_TH_MOZ,Mozambique_South,OCGT,Gas,2000,2055,1,1,,,,,,,,,,,,,,7,9,,0,
Mbongozi_HY_MWI,Malawi,ReservoirHydro,Water,2035,2088,41,3,,,,,,,,,,,,41,,,,,0,
Mchuchuma_I_TH_TZA,Tanzania,ST,Coal,2060,2060,300,0,,,,,,,,,,,,300,,,,,,
Mchuchuma_II_TH_TZA,Tanzania,ST,Coal,2060,2060,300,0,,,,,,,,,,,,300,,,,,,
Mchuchuma_III_TH_TZA,Tanzania,ST,Coal,2060,2060,300,0,,,,,,,,,,,,300,,,,,,
Mchuchuma_IV_TH_TZA,Tanzania,ST,Coal,2060,2060,300,0,,,,,,,,,,,,300,,,,,,
Mkuranga_TH_TZA,Tanzania,CCGT,Gas,2030,2060,300,3,,,,,,,,,,,,30,,,,,0,
Mnyera_Kisingo_HY_TZA,Tanzania,ROR,Water,2030,2110,120,3,,,,,,,,,,,,120,,,,,0,
Mnyera_Kwanini_HY_TZA,Tanzania,ROR,Water,2030,2110,144,3,,,,,,,,,,,,144,,,,,0,
Mnyera_Mnyera_HY_TZA,Tanzania,ROR,Water,2030,2110,137,3,,,,,,,,,,,,137,,,,,0,
Mnyera_Pumbwe_HY_TZA,Tanzania,ROR,Water,2030,2110,123,3,,,,,,,,,,,,123,,,,,0,
Mnyera_Ruaha_HY_TZA,Tanzania,ReservoirHydro,Water,2030,2110,60,3,,,,,,,,,,,,60,,,,,0,
Mnyera_Taveta_HY_TZA,Tanzania,ROR,Water,2030,2110,84,3,,,,,,,,,,,,84,,,,,0,
NgwenyaI_Solar_SWZ,Eswatini,PV,Solar,2027,2056,20,2,,,,,,,,,,,,75,,,,,1,
Ndzevane_Solar_SWZ,Eswatini,PV,Solar,2027,2056,15,2,,,,,,,,,,,,75,,,,,1,
Nsoko_Solar_SWZ,Eswatini,PV,Solar,2027,2056,10,2,,,,,,,,,,,,75,,,,,1,
WundersightII_Solar_SWZ,Eswatini,PV,Solar,2030,2056,0.9,0,,,,,,,,,,,,75,,,,,1,
RSSC_biomass_SWZ,Eswatini,ST,Bagasse,2030,2055,40,3,,,,,,,,,,,,20,,,,,0,
Biomass_tender_SWZ,Eswatini,ST,Bagasse,2033,2055,60,0,,,,,,,,,,,,20,,,,,0,
Lubhuku_TH_SWZ,Eswatini,ST,Coal,2035,2085,300,3,,,,,,,,,,,,150,,,,,0,
Mota_Engil_C_MWI,Malawi,ST,Coal,2055,2060,300,0,,,,,,,,,,,,300,,,0,0.05,0,
Mpanga_HY_TZA,Tanzania,ReservoirHydro,Water,2040,2110,160,3,,,,,,,,,,,,160,,,,,0,
Mtwara_I_TH_TZA,Tanzania,CCGT,Gas,2030,2060,300,3,,,,,,,,,,,,75,,,,,0,
Mtwara_II_TH_TZA,Tanzania,CCGT,Gas,2030,2060,300,3,,,,,,,,,,,,75,,,,,0,
Bio2watt_BIO_ZAF,South_Africa,ST,Biomass,2015,2050,4.7,1,,,,,,,,,,,,,,,,,0,
IllovoEston_BIO_ZAF,South_Africa,ST,Biomass,2022,2057,2.5,1,,,,,,,,,,,,,,,,,0,
MalelaneSugar_BIO_ZAF,South_Africa,ST,Biomass,2023,2058,6,1,,,,,,,,,,,,,,,,,0,
SappiSaiccorCoGen_BIO_ZAF,South_Africa,ST,Biomass,2022,2057,5,1,,,,,,,,,,,,,,,,,0,
TongaatFelixton_BIO_ZAF,South_Africa,ST,Biomass,2021,2056,20,1,,,,,,,,,,,,,,,,,0,
TongaatHulett_BIO_ZAF,South_Africa,ST,Biomass,2013,2048,5,1,,,,,,,,,,,,,,,,,0,
UCLCompany_BIO_ZAF,South_Africa,ST,Biomass,2024,2059,3,1,,,,,,,,,,,,,,,,,0,
UmfoloziSugar_BIO_ZAF,South_Africa,ST,Biomass,2013,2048,4.5,1,,,,,,,,,,,,,,,,,0,
Ennerdale_BIO_ZAF,South_Africa,ST,Biogas,2019,2054,6,1,,,,,,,,,,,,,,,,,0,
Goudkoppies_BIO_ZAF,South_Africa,ST,Biogas,2017,2052,5.1,1,,,,,,,,,,,,,,,,,0,
LinbroPark_BIO_ZAF,South_Africa,ST,Biogas,2019,2054,6.3,1,,,,,,,,,,,,,,,,,0,
MarieLouise_BIO_ZAF,South_Africa,ST,Biogas,2017,2052,4,1,,,,,,,,,,,,,,,,,0,
RobinsonDee_BIO_ZAF,South_Africa,ST,Biogas,2016,2051,20,1,,,,,,,,,,,,,,,,,0,
NgodwanaEnergyProject_BIO_ZAF,South_Africa,ST,Biomass,2000,2055,25,1,,,,,,,,,,,,,,,,,0,
Nkula_(A.B)_+_upgrade_HY_MWI,Malawi,ReservoirHydro,Water,2000,2080,136,1,,,,,,,,,,,,,,,,,0,
Nzongo_HY_DRC,DRC,ReservoirHydro,Water,1965,2060,75,1,,,,,,,,,,,,,,,,,0,
NzongoII_HY_DRC,DRC,ReservoirHydro,Water,2022,2060,150,1,,,,,,,,,,,,,,,,,0,
Ruzizi1_HY_DRC,DRC,ROR,Water,1972,2060,29.8,1,,,,,,,,,,,,,,,,,0,
Ruzizi2_HY_DRC,DRC,ROR,Water,1972,2060,43.8,1,,,,,,,,,,,,,,,,,0,
New_HY_LHWP_LSO,Lesotho,ReservoirHydro,Water,2037,2060,210,3,,,,,,,,,,,,110,,,,,0,
Omburru_PV_NAM,Namibia,PV,Solar,2022,2055,20,1,,,,,,,,,,,,,,,,,1,
SmallScale_PV_BWA,Botswana,PV,Solar,2027,2057,188,2,,,,,,,,,,,,60,,,,,1,
Mmadinare_PV_BWA,Botswana,PV,Solar,2026,2056,100,2,,,,,,,,,,,,40,,,,,1,
Otikojoto_Biomass_NAM,Namibia,ST,Biomass,2027,2057,40,2,,,,,,,,,,,,40,,,,,0,
Temane2_TH_MOZ,Mozambique_South,OCGT,Gas,2014,2064,9.2,1,,,,,,,,,,,,,,7,9,,0,
Paratus_TH_NAM,Namibia,ICE,HFO,1976,2017,25,1,,,,,,,,,,,,,,,,,0,
PortRexGas_TH_ZAF,South_Africa,OCGT,Diesel,1976,2026,171,1,,,,,,,,,,,,,,,,,0,
PretoriaWest_TH_ZAF,South_Africa,ST,Coal,1952,2019,180,1,,,,,,,,,,,,,,,,,0,
MumbotutaFalls_HY_ZMB,Zambia,ReservoirHydro,Water,2035,2110,271,3,,,,,,,,,,,,301,,,,,0,
NgonyeFalls_HY_ZMB,Zambia,ReservoirHydro,Water,2028,2108,180,3,,,,,,,,,,,,180,,,,,0,
MupataGorgeNorth_HY_ZMB,Zambia,ReservoirHydro,Water,2040,2110,600,3,,,,,,,,,,,,600,,,,,0,
Caraculo_OffGrid_PV_AGO,Angola,PV,Solar,2022,2052,25,0,,,,,,,,,,,,0,,,0,0,1,
RochaPinto_TH_AGO,Angola,OCGT,Gas,2000,2019,40,0,,,,,,,,,,,,,,7,14.32126767,0.25,0,
Rooiwal_TH_ZAF,South_Africa,ST,Coal,1963,2019,300,1,,,,,,,,,,,,,,,,,0,
Mzimba_I_WIND_MWI,Malawi,OnshoreWind,Wind,2030,2055,0,3,,,,,,,,,,,,50,,,,,1,
RoshPinah_PV_NAM,Namibia,PV,Solar,2026,2056,70,2,,,,,,,,,,,,70,,,,,1,
New_PV_NAM,Namibia,PV,Solar,2031,2060,2000,3,,,,,,,,,,,,40,,,,,1,
OmburruII_PV_NAM,Namibia,PV,Solar,2029,2059,80,2,,,,,,,,,,,,50,,,,,1,
RoshPinah_Wind_NAM,Namibia,OnshoreWind,Wind,2027,2057,40,2,,,,,,,,,,,,40,,,,,1,
RuacanaROR_HY_NAM,Namibia,ReservoirHydro,Water,1975,2060,347,1,,,,,,,,,,,,,,,,,0,
Mzimba_II_WIND_MWI,Malawi,OnshoreWind,Wind,2032,2062,0,3,,,,,,,,,,,,0,,,,,1,
CommittedSolar_REN_DRC,DRC,PV,Solar,2028,2060,200,2,,,,,,,,,,,,200,,,,,1,
LubumbashiSolar_REN_DRCSouth,DRC_South,PV,Solar,2030,2060,100,2,,,,,,,,,,,,100,,,,,1,
Ruzizi3_HY_DRC,DRC,ReservoirHydro,Water,2031,2111,69,2,,,,,,,,,,,,69,,,,,0,
Lurio_HY_MOZ,Mozambique_North,ReservoirHydro,Water,2035,2110,120,2,,,,,,,,,,,,120,,,,,0,
Sasolburg_TH_ZAF,South_Africa,CCGT,Gas,2012,2062,280,1,,,,,,,,,,,,,,7,10.690939,,0,
Secunda(SasolChemical)_TH_ZAF,South_Africa,ST,Coal,2010,2060,130,1,,,,,,,,,,,,,,,,,0,
Secunda(SasolSynthetic)_TH_ZAF,South_Africa,CCGT,Gas,2010,2060,280,1,,,,,,,,,,,,,,7,12.19796803,,0,
Tutuka_TH_ZAF,South_Africa,ST,Coal,1985,2040,3510,1,,,,,,,,,,,,,,,,,0,
Vanderkloof_HY_ZAF,South_Africa,ReservoirHydro,Water,1977,2060,240,1,,,,,,,,,,,,,,,,,0,
Kusile_III_TH_ZAF,South_Africa,ST,Coal,2024,2074,1440,1,,,,,,,,,,,,,,,,,0,
ExistingSolarPrivate22(PV)_REN_ZAF,South_Africa,PV,Solar,2022,2054,2576,1,,,,,,,,,,,,,,,,,1,
ExistingSolarPrivate23(PV)_REN_ZAF,South_Africa,PV,Solar,2023,2054,2629,1,,,,,,,,,,,,,,,,,1,
ExistingSolarPrivate24(PV)_REN_ZAF,South_Africa,PV,Solar,2024,2054,937,1,,,,,,,,,,,,,,,,,1,
SA_SolarPrivate25_REN_ZAF,South_Africa,PV,Solar,2025,2055,1209,2,,,,,,,,,,,,1209,,,,,1,
SA_SolarPrivate26_REN_ZAF,South_Africa,PV,Solar,2026,2056,3328,3,,,,,,,,,,,,400,,,,,1,
MozMGTPEDMSasolGT_TH_MOZ,Mozambique_South,CCGT,Gas,2028,2058,450,2,,,,,,,,,,,,450,,,,,0,
SA_SolarPrivate27_REN_ZAF,South_Africa,PV,Solar,2027,2057,2526,3,,,,,,,,,,,,400,,,,,1,
SA_SolarPrivate29_REN_ZAF,South_Africa,PV,Solar,2029,2056,24,2,,,,,,,,,,,,500,,,,,1,
SA_SolarPublicProcurement25_REN_ZAF,South_Africa,PV,Solar,2025,2055,150,2,,,,,,,,,,,,500,,,,,1,
SA_SolarPublicProcurement26_REN_ZAF,South_Africa,PV,Solar,2026,2056,225,2,,,,,,,,,,,,500,,,,,1,
SA_SolarPublicProcurement28_REN_ZAF,South_Africa,PV,Solar,2028,2058,1760,3,,,,,,,,,,,,400,,,,,1,
SA_SolarPublicProcurement29_REN_ZAF,South_Africa,PV,Solar,2029,2059,1690,3,,,,,,,,,,,,400,,,,,1,
SA_SolarPublicProcurement30_REN_ZAF,South_Africa,PV,Solar,2030,2060,800,2,,,,,,,,,,,,800,,,,,1,
SA_SolarPublicProcurement27_REN_ZAF,South_Africa,PV,Solar,2027,2057,360,2,,,,,,,,,,,,500,,,,,1,
SA_WindEskom28_REN_ZAF,South_Africa,OnshoreWind,Wind,2028,2060,70,2,,,,,,,,,,,,1500,,,,,1,
Namibe_TH_AGO_SO,Angola_South,CCGT,Gas,2034,2082,500,3,,,,,,,,,,,,200,,,,,0,
SA_WindPrivate25_REN_ZAF,South_Africa,OnshoreWind,Wind,2025,2055,301,2,,,,,,,,,,,,1500,,,,,1,
New_PV_2040_NAM,Namibia,PV,Solar,2040,2070,2000,3,,,,,,,,,,,,40,,,,,1,
NamibiaCCGT_TH_NAM,Namibia,CCGT,Gas,2034,2064,200,3,,,,,,,,,,,,200,,,,,0,
Salima_PV_MWI,Malawi,PV,Solar,2022,2052,60,1,,,,,,,,,,,,,,,,,1,
SA_WindPrivate26_REN_ZAF,South_Africa,OnshoreWind,Wind,2026,2056,964,2,,,,,,,,,,,,1500,,,,,1,
SA_WindPrivate27_REN_ZAF,South_Africa,OnshoreWind,Wind,2027,2057,2847,2,,,,,,,,,,,,2847,,,,,1,
SA_WindPrivate28_REN_ZAF,South_Africa,OnshoreWind,Wind,2028,2058,700,2,,,,,,,,,,,,1500,,,,,1,
Serengeti_Nkhotakota_PV_MWI,Malawi,PV,Solar,2022,2052,21,1,,,,,,,,,,,,,,,,,1,
SolarRound(PV)_ZMB,Zambia,PV,Solar,2019,2060,88,1,,,,,,,,,,,,,,,,,1,
SolarRound(PV)New_ZMB,Zambia,PV,Solar,2023,2060,35,1,,,,,,,,,,,,,,,,,1,
NamibiaCoal_TH_NAM,Namibia,ST,Coal,2035,2085,200,0,,,,,,,,,,,,200,,,0,0.05,0,
NamibiaOCGTNG_TH_NAM,Namibia,OCGT,Gas,2037,2056,200,0,,,,,,,,,,,,200,,7,9.7,0.05,0,
LowerMaguga_Ext2HY_SWZ,Eswatini,ROR,Water,2035,2111,23,3,,,,,,,,,,,,13,,,,,0,
Tedzani_I._II._III_HY_MWI,Malawi,ROR,Water,2000,2080,92.7,1,,,,,,,,,,,,,,,,,0,
Tedzani_IV_HY_MWI,Malawi,ROR,Water,2021,2101,19,1,,,,,,,,,,,,,,,,,0,
NamPowerWindFarm_2031_NAM,Namibia,OnshoreWind,Wind,2030,2062,100,3,,,,,,,,,,,,25,,,,,1,
SA_WindPrivate29_REN_ZAF,South_Africa,OnshoreWind,Wind,2029,2059,760,2,,,,,,,,,,,,1500,,,,,1,
SA_WindPrivate30_REN_ZAF,South_Africa,OnshoreWind,Wind,2030,2060,2000,2,,,,,,,,,,,,2000,,,,,1,
VanEck_TH_NAM,Namibia,ST,Coal,1972,2027,50,1,,,,,,,,,,,,,,,,,0,
VictoriaFalls_HY_ZMB,Zambia,ReservoirHydro,Water,1968,2060,108,1,,,,,,,,,,,,,,,,,0,
Natron_TH_TZA,Tanzania,ST,Geothermal,2035,2060,60,3,,,,,,,,,,,,60,,,,,0,
Nyika_HY_MWI,Malawi,ROR,Water,2030,2100,51,3,,,,,,,,,,,,261,,,,,0,
Near_Salima_Nanjoka_LNG_MWI,Malawi,OCGT,Gas,2038,2060,73,3,,,,,,,,,,,,73,,7,9.7,0.05,0,
Mmamabula_TH_BWA,Botswana,ST,Coal,2028,2060,600,2,,,,,,,,,,,,300,,,,,0,
Wovwe_additional_HY_MWI,Malawi,ROR,Water,2027,2107,4.5,2,,,,,,,,,,,,4.5,,,,,0,
Wovwe_HY_MWI,Malawi,ROR,Water,2000,2080,4,1,,,,,,,,,,,,,,,,,0,
ZambiaOCGTDiesel_TH_ZMB,Zambia,ICE,Diesel,2020,2070,84,1,,,,,,,,,,,,,,,,,0,
MmashoroII_TH_BWA,Botswana,OCGT,Gas,2035,2060,90,3,,,,,,,,,,,,25,,,,,0,
MaunI_PV_BWA,Botswana,PV,Solar,2028,2047,200,2,,,,,,,,,,,,30,,,,,1,
MaunII_PV_BWA,Botswana,PV,Solar,2028,2056,200,2,,,,,,,,,,,,30,,,,,1,
LetlhakaneI_PV_BWA,Botswana,PV,Solar,2030,2060,180,3,,,,,,,,,,,,30,,,,,1,
LetlhakaneII_PV_BWA,Botswana,PV,Solar,2032,2062,180,3,,,,,,,,,,,,30,,,,,1,
IsangI_PV_BWA,Botswana,PV,Solar,2033,2063,180,3,,,,,,,,,,,,30,,,,,1,
New_PV_2033_BWA,Botswana,PV,Solar,2033,2063,8000,3,,,,,,,,,,,,80,,,,,1,
IsangII_PV_BWA,Botswana,PV,Solar,2035,2065,180,3,,,,,,,,,,,,30,,,,,1,
Morupule_TH_BWA,Botswana,ST,Coal,2029,2060,615,3,,,,,,,,,,,,300,,,,,0,
New_CSP_AGO,Angola,CSPPlant,CSP,2024,2050,0,3,,,,,,,,,,,,500,,,,,0,
New_CSP_BWA,Botswana,CSPPlant,CSP,2030,2060,0,3,,,,,,,,,,,,200,,,,,0,
Muela2_HY_LSO,Lesotho,ReservoirHydro,Water,2037,2060,110,0,,,,,,,,,,,,110,,,0,0,0,
New_CSP_LSO,Lesotho,CSPPlant,CSP,2024,2050,0,3,,,,,,,,,,,,50,,,,,0,
Maguga_Expansion_HY_SWZ,Eswatini,ROR,Water,2030,2110,10,2,,,,,,,,,,,,,,,,,,
New_CSP_SWZ,Eswatini,CSPPlant,CSP,2024,2050,100,0,,,,,,,,,,,,100,,,0,0,0,
SA_WindPublicProcurement25_REN_ZAF,South_Africa,OnshoreWind,Wind,2025,2055,784,2,,,,,,,,,,,,1500,,,,,1,
SACCGTNG2029_TH_ZAF,South_Africa,CCGT,Gas,2029,2059,3000,2,,,,,,,,,,,,3000,,,,,0,
SACCGTNG2030_TH_ZAF,South_Africa,CCGT,Gas,2030,2060,3000,2,,,,,,,,,,,,3000,,,,,0,
Hale_HY_TZA,Tanzania,ROR,Water,2024,2060,21,1,,,,,,,,,,,,,,,,,0,
Kinyerezi_II_TH_TZA,Tanzania,CCGT,Gas,2018,2044,248,1,,,,,,,,,,,,,,,,,0,
Duynefontein_NU_ZAF,South_Africa,Nuclear,Uranium,2040,2095,5200,3,,,,,,,,,,,,1250,,,,,0,
Songas_TH_TZA,Tanzania,OCGT,Gas,2004,2034,189,1,,,,,,,,,,,,,,,,,0,
Kinyerezi_I_Ext_TH_TZA,Tanzania,OCGT,Gas,2022,2047,185,1,,,,,,,,,,,,,,,,,0,
New_CSP_ZMB,Zambia,CSPPlant,CSP,2024,2055,0,0,,,,,,,,,,,,500,,,0,0,0,
Kinyerezi_I_TH_TZA,Tanzania,OCGT,Gas,2015,2035,150,1,,,,,,,,,,,,,,,,,0,
Ubungo_II_TH_TZA,Tanzania,OCGT,Gas,2012,2031,129,1,,,,,,,,,,,,,,,,,0,
Ubungo_III_TH_TZA,Tanzania,OCGT,Gas,2022,2042,112,1,,,,,,,,,,,,,,,,,0,
Ubongo_I_TH_TZA,Tanzania,ICE,Gas,2007,2027,102,1,,,,,,,,,,,,,,,,,0,
New_OCGT_TH_DRC,DRC,OCGT,Gas,2028,2058,500,3,,,,,,,,,,,,150,,,,,0,
FuelOil_TH_TZA,Tanzania,ICE,HFO,2013,2032,70,1,,,,,,,,,,,,,,,,,0,
JNHPP_1_HY_TZA,Tanzania,ReservoirHydro,Water,2024,2060,2115,1,,,,,,,,,,,,,,,,,0,
Diesel_TH_TZA,Tanzania,ICE,Diesel,2013,2032,60,1,,,,,,,,,,,,,,,,,0,
Tegeta_TH_TZA,Tanzania,ICE,Gas,2009,2029,45,1,,,,,,,,,,,,,,,,,0,
Mtwara_TH_TZA,Tanzania,OCGT,Gas,2018,2035,31,1,,,,,,,,,,,,,,,,,0,
New_OffshoreWind_AGO_SO,Angola_South,OffshoreWind,Wind,2030,2060,8000,3,,,,,,,,,,,,50,,,,,1,
TPC_Bio_TH_TZA,Tanzania,ST,Biomass,2010,2030,9,1,,,,,,,,,,,,,,,,,0,
Kidatu_HY_TZA,Tanzania,ROR,Water,1975,2060,204,1,,,,,,,,,,,,,,,,,0,
Somanga_TH_TZA,Tanzania,OCGT,Gas,2010,2030,8,1,,,,,,,,,,,,,,,,,0,
Small_PV_TZA,Tanzania,PV,Solar,2024,2060,7,1,,,,,,,,,,,,,,,,,1,
Small_Wind_TZA,Tanzania,OnshoreWind,Wind,2024,2060,2,1,,,,,,,,,,,,,,,,,1,
Tanwat_Bio_TH_TZA,Tanzania,ST,Biomass,2010,2029,2,1,,,,,,,,,,,,,,,,,0,
MphandaNkuwa_HY_MOZ,Mozambique_Central,ReservoirHydro,Water,2033,2112,1500,2,,,,,,,,,,,,1500,,,,,0,
New_OffshoreWind_NAM,Namibia,OffshoreWind,Wind,2035,2065,500,3,,,,,,,,,,,,25,,,,,1,
New_OnshoreWind_AGO_SO,Angola_South,OnshoreWind,Wind,2028,2060,8000,3,,,,,,,,,,,,50,,,,,1,
Kihansi_HY_TZA,Tanzania,ROR,Water,2000,2060,180,1,,,,,,,,,,,,,,,,,0,
New_OnshoreWind_BWA,Botswana,OnshoreWind,Wind,2032,2062,8000,3,,,,,,,,,,,,25,,,,,1,
Malagarasi_HY_TZA,Tanzania,ROR,Water,2028,2108,50,2,,,,,,,,,,,,50,,,,,0,
New_OnshoreWind_DRC,DRC,OnshoreWind,Wind,2027,2056,8000,3,,,,,,,,,,,,70,,,,,1,
New_PV_2035_DRCSouth,DRC_South,PV,Solar,2035,2060,4000,3,,,,,,,,,,,,60,,,,,1,
New_OnshoreWind_DRCSouth,DRC_South,OnshoreWind,Wind,2027,2056,8000,3,,,,,,,,,,,,45,,,,,1,
New_OnshoreWind_LSO,Lesotho,OnshoreWind,Wind,2029,2056,500,3,,,,,,,,,,,,20,,,,,1,
New_OnshoreWind_SWZ,Eswatini,OnshoreWind,Wind,2031,2061,1000,3,,,,,,,,,,,,20,,,,,1,
New_OnshoreWind_TZA,Tanzania,OnshoreWind,Wind,2025,2060,400,3,,,,,,,,,,,,60,,,,,1,
AltoMalema_HY_MOZ,Mozambique_North,ReservoirHydro,Water,2035,2110,60,3,,,,,,,,,,,,60,,,,,0,
Beluluane_TH_MOZ,Mozambique_South,CCGT,Gas,2030,2060,2000,3,,,,,,,,,,,,100,,,,,0,
Kishapu_I_PV_TZA,Tanzania,PV,Solar,2026,2060,50,2,,,,,,,,,,,,50,,,,,1,
Kishapu_II_PV_TZA,Tanzania,PV,Solar,2026,2060,50,2,,,,,,,,,,,,50,,,,,1,
Kishapu_III_PV_TZA,Tanzania,PV,Solar,2027,2060,50,2,,,,,,,,,,,,50,,,,,1,
Boroma_HY_MOZ,Mozambique_Central,ReservoirHydro,Water,2037,2110,200,3,,,,,,,,,,,,200,,,,,0,
New_OnshoreWind_AGO_EA,Angola_East,OnshoreWind,Wind,2028,2060,1000,3,,,,,,,,,,,,5,,,,,1,
New_PV_2029_AGO_CE,Angola_Central,PV,Solar,2029,2059,1000,3,,,,,,,,,,,,40,,,,,1,
New_PV_2030_AGO_SO,Angola_South,PV,Solar,2030,2060,4000,3,,,,,,,,,,,,50,,,,,1,
CTMJICA2_TH_MOZ,Mozambique_South,OCGT,Gas,2028,2048,29,3,,,,,,,,,,,,29,,,,,0,
CuambaII_PV_MOZ,Mozambique_North,PV,Solar,2028,2058,30,3,,,,,,,,,,,,30,,,,,1,
New_PV_2040_BWA,Botswana,PV,Solar,2040,2070,8000,3,,,,,,,,,,,,80,,,,,1,
New_PV_DRC,DRC,PV,Solar,2026,2060,4000,3,,,,,,,,,,,,50,,,,,1,
New_PV_DRCSouth,DRC_South,PV,Solar,2026,2060,4000,3,,,,,,,,,,,,40,,,,,1,
New_PV_LSO,Lesotho,PV,Solar,2029,2060,500,3,,,,,,,,,,,,12,,,,,1,
New_PV_2040_TZA,Tanzania,PV,Solar,2037,2067,3000,3,,,,,,,,,,,,100,,,,,1,
New_PV_TZA,Tanzania,PV,Solar,2027,2052,3000,3,,,,,,,,,,,,100,,,,,1,
LeopardsHill_Hybrid_PV_ZMB,Zambia,PV,Solar,2028,2058,250,2,,,,,,,,,,,,250,,,,,1,
7Yards_PV_ZMB,Zambia,PV,Solar,2027,2057,100,3,,,,,,,,,,,,50,,,,,1,
Lufubu_HY_ZMB,Zambia,ReservoirHydro,Water,2029,2109,163,3,,,,,,,,,,,,163,,,,,0,
Serenje_PV_ZMB,Zambia,PV,Solar,2027,2057,50,3,,,,,,,,,,,,50,,,,,1,
New_PV_2040_ZMB,Zambia,PV,Solar,2038,2068,2000,3,,,,,,,,,,,,50,,,,,1,
New_PV_ZMB,Zambia,PV,Solar,2028,2060,2000,3,,,,,,,,,,,,80,,,,,1,
New_PV_2040_LSO,Lesotho,PV,Solar,2040,2070,500,3,,,,,,,,,,,,12,,,,,1,
NewCCGTNG_TH_LSO,Lesotho,CCGT,Gas,2027,2074,500,0,,,,,,,,,,,,28,,7,9.7,0.05,0,
NewCCGTNG_TH_SWZ,Eswatini,CCGT,Gas,2030,2077,500,0,,,,,,,,,,,,30,,,,0.05,0,
Ngaka_I_TH_TZA,Tanzania,ST,Coal,2060,2060,200,0,,,,,,,,,,,,200,,,,,,
Ngaka_II_TH_TZA,Tanzania,ST,Coal,2060,2060,400,0,,,,,,,,,,,,200,,,,,,
Ngozi_I_TH_TZA,Tanzania,ST,Geothermal,2035,2060,30,3,,,,,,,,,,,,30,,,,,0,
Ngozi_II_TH_TZA,Tanzania,ST,Geothermal,2035,2060,30,3,,,,,,,,,,,,30,,,,,0,
New_PV_2035_DRC,DRC,PV,Solar,2035,2065,4000,3,,,,,,,,,,,,100,,,,,1,
Nzoro_HY_DRC,DRC,ReservoirHydro,Water,2024,2104,108,3,,,,,,,,,,,,109,,,,,0,
Oxbow_HY_LSO,Lesotho,ReservoirHydro,Water,2029,2109,80,0,,,,,,,,,,,,80,,,0,0,0,
PV_2027_MWI,Malawi,PV,Solar,2027,2057,250,3,,,,,,,,,,,,20,,,,,1,
PV_2030_MWI,Malawi,PV,Solar,2030,2060,1000,3,,,,,,,,,,,,20,,,,,1,
PV_New_SWZ,Eswatini,PV,Solar,2032,2060,3000,3,,,,,,,,,,,,10,,,,,1,
PV_New_2040_SWZ,Eswatini,PV,Solar,2040,2070,3000,3,,,,,,,,,,,,10,,,,,1,
PV_Tender2_SWZ,Eswatini,PV,Solar,2027,2060,75,0,,,,,,,,,,,,75,,,,,1,
Mtera_HY_TZA,Tanzania,ReservoirHydro,Water,1988,2060,80,1,,,,,,,,,,,,,,,,,0,
PV_Tender3_BESS_SWZ,Eswatini,PV,Solar,2030,2060,50,3,,,,,,,,,,,,5,,,,,1,
PV_Tender4_BESS_SWZ,Eswatini,PV,Solar,2030,2060,50,3,,,,,,,,,,,,5,,,,,1,
New_Pangani_Falls_HY_TZA,Tanzania,ROR,Water,1995,2060,68,1,,,,,,,,,,,,,,,,,0,
Nyumba_Ya_Mungu_HY_TZA,Tanzania,ReservoirHydro,Water,1968,2060,8,1,,,,,,,,,,,,,,,,,0,
New_PV_2040_AGO_SO,Angola_South,PV,Solar,2040,2070,4000,3,,,,,,,,,,,,50,,,,,1,
Quilengues_HY_AGO_CE,Angola_Central,ReservoirHydro,Water,2045,2060,210,3,,,,,,,,,,,,210,,,,,0,
SingidaWind2_REN_TZA,Tanzania,OnshoreWind,Wind,2026,2060,75,2,,,,,,,,,,,,75,,,,,1,
Ruhudji_HY_TZA,Tanzania,ReservoirHydro,Water,2035,2112,358,3,,,,,,,,,,,,358,,,,,0,
Rumakali_TH_TZA,Tanzania,ReservoirHydro,Water,2035,2110,222,0,,,,,,,,,,,,222,,,,,0,
SmallPV_2025_PV_TZA,Tanzania,PV,Solar,2028,2060,70,2,,,,,,,,,,,,70,,,,,1,
SmallPV_2026_PV_TZA,Tanzania,PV,Solar,2026,2060,48,2,,,,,,,,,,,,48,,,,,1,
