g,Q1,Q2,Q3,Q4,Q5
PAK_KAR_CCGT_LNG_cand,0.85,0.85,0.85,0.85,1
PAK_KAR_GT_LNG_cand,0.85,0.85,0.85,0.85,1
PAK_KAR_PV_Solar_cand,1,1,1,1,1
PAK_KAR_WT_Wind_cand,1,1,1,1,1
PAK_KAR_ST_HFO_cand,0.85,0.85,0.85,0.85,1
PAK_N_ST_Coal_cand,0.85,0.85,0.85,0.85,1
PAK_N_CCGT_Gas_cand,0.85,0.85,0.85,0.85,1
PAK_N_GT_Gas_cand,0.85,0.85,0.85,0.85,1
PAK_N_CCGT_LNG_cand,0.85,0.85,0.85,0.85,1
PAK_N_GT_LNG_cand,0.85,0.85,0.85,0.85,1
PAK_N_PV_Solar_cand,1,1,1,1,1
PAK_N_WT_Wind_cand,1,1,1,1,1
PAK_N_ST_HFO_cand,0.85,0.85,0.85,0.85,1
PAK_S_ST_Coal_cand,0.85,0.85,0.85,0.85,1
PAK_S_CCGT_LNG_cand,0.85,0.85,0.85,0.85,1
PAK_S_GT_LNG_cand,0.85,0.85,0.85,0.85,1
PAK_S_CCGT_Gas_cand,0.85,0.85,0.85,0.85,1
PAK_S_GT_Gas_cand,0.85,0.85,0.85,0.85,1
PAK_S_PV_Solar_cand,1,1,1,1,1
PAK_S_WT_Wind_cand,1,1,1,1,1
PAK_S_ST_HFO_cand,0.85,0.85,0.85,0.85,1
TAJ_N_ST_Coal_cand,0.85,0.85,0.85,0.85,1
TAJ_N_CCGT_Gas_cand,0.85,0.85,0.85,0.85,1
TAJ_N_CHP_Coal_cand,0.85,0.85,0.85,0.85,1
TAJ_N_GT_Gas_cand,0.85,0.85,0.85,0.85,1
TAJ_N_PV_Solar_cand,1,1,1,1,1
TAJ_N_WT_Wind_cand,1,1,1,1,1
TAJ_N_ICE_HFO_cand,0.85,0.85,0.85,0.85,1
TAJ_S_ST_Coal_cand,0.85,0.85,0.85,0.85,1
TAJ_S_CCGT_Gas_cand,0.85,0.85,0.85,0.85,1
TAJ_S_CHP_Coal_cand,0.85,0.85,0.85,0.85,1
TAJ_S_GT_Gas_cand,0.85,0.85,0.85,0.85,1
TAJ_S_PV_Solar_cand,1,1,1,1,1
TAJ_S_WT_Wind_cand,1,1,1,1,1
TAJ_S_ICE_HFO_cand,0.85,0.85,0.85,0.85,1
TUR_ST_Coal_cand,0.85,0.85,0.85,0.85,1
TUR_CCGT_Gas_cand,0.85,0.85,0.85,0.85,1
TUR_CHP_Gas_cand,0.85,0.85,0.85,0.85,1
TUR_GT_Gas_cand,0.85,0.85,0.85,0.85,1
TUR_PV_Solar_cand,1,1,1,1,1
TUR_WT_Wind_cand,1,1,1,1,1
TUR_ICE_HFO_cand,0.85,0.85,0.85,0.85,1
UZB_ST_Coal_cand,0.85,0.85,0.85,0.85,1
UZB_CCGT_Gas_cand,0.85,0.85,0.85,0.85,1
UZB_CHP_Gas_cand,0.85,0.85,0.85,0.85,1
UZB_GT_Gas_cand,0.85,0.85,0.85,0.85,1
UZB_PV_Solar_cand,1,1,1,1,1
UZB_WT_Wind_cand,1,1,1,1,1
ATBASH_HY_2010,0.4505208333,0.4305208333,0.4305208333,0.4305208333,0.5458253205
PAK_KAR_PV_Solar_committed,1,1,1,1,1
SALMA_HPP,0,0.0502645503,0.0724338624,0.0087632275,0.0328654101
NEPS_HERAT_PV_1,0.0502645503,1,1,1,1
NEPS_HERAT_WT,0.0724338624,1,1,1,1
NEPS_HERAT_PV_2,0.0087632275,1,1,1,1
NEPS_HERAT_ST_Coal_cand,0.0328654101,0.85,0.85,0.85,1
NEPS_HERAT_CCGT_Gas_cand,0.85,0.85,0.85,0.85,1
NEPS_HERAT_Gas_cand,0.85,0.85,0.85,0.85,1
NEPS_HERAT_PV_Solar_cand,1,1,1,1,1
NEPS_HERAT_ICE_HFO_cand,0.85,0.85,0.85,0.85,1
IRAN_Import,0.9,0.9,0.9,0.9,0.9
DARUNTA_HY,0.3830087783,0.4591522367,0.4815904281,0.2926467051,0.404099537
MAHIPER_HY,0.2755892256,0.1817655724,0.0032659933,0.0324494949,0.1232675715
SOROBI_HY,0.8713846801,0.6586366793,0.8936988636,0.7861054293,0.8024564131
PUL_E_KHUMRI_HY,0.2641923868,0.1927993827,0.3034268519,0.3309876543,0.2728515689
KAJAKI II_HY,0.3569938871,0.6421359223,0.5790134844,0.2314590076,0.4524005753
SEPS_PV,1,1,1,1,1
