Variable,country,zone,generator,fuel,year,TEST
Capacity: MW,Uganda,Uganda,Achwa2_HPP,ROR,2026,41.0
Capacity: MW,Uganda,Uganda,Bugoye_HPP,ROR,2026,14.0
Capacity: MW,Uganda,Uganda,Bujagali_HPP,ROR,2026,250.0
Capacity: MW,Uganda,Uganda,BukasaOffgrid_PV,PV,2026,0.1
Capacity: MW,Uganda,Uganda,Busitema_PV,PV,2026,4.0
Capacity: MW,Uganda,Uganda,Electro-Maxx_Uganda_Limited,Diesel,2026,50.0
Capacity: MW,Uganda,Uganda,Emerging_Power,PV,2026,10.0
Capacity: MW,Uganda,Uganda,Eskom_(Nalubaale_and_Kiira)_,Reservoir,2026,380.0
Capacity: MW,Uganda,Uganda,GM_Sugar_BIO,Biomass,2026,7.35
Capacity: MW,Uganda,Uganda,GOTNUR_BIO,Biomass,2026,0.4
Capacity: MW,Uganda,Uganda,Hoima_Sugar_BIO,Biomass,2026,12.0
Capacity: MW,Uganda,Uganda,Hydromax_HPP,ROR,2026,10.0
Capacity: MW,Uganda,Uganda,Ishasha_HPP,ROR,2026,6.0
Capacity: MW,Uganda,Uganda,Isimba_HPP,ROR,2026,186.0
Capacity: MW,Uganda,Uganda,Jacobsen_Thermal_Plant,Diesel,2026,50.0
Capacity: MW,Uganda,Uganda,KISs_PV,PV,2026,0.6
Capacity: MW,Uganda,Uganda,Kakaka_HPP,ROR,2026,5.0
Capacity: MW,Uganda,Uganda,Kakira_Sugar_Limited,Biomass,2026,51.0
Capacity: MW,Uganda,Uganda,Kamuli_Sugar_BIO,Biomass,2026,3.0
Capacity: MW,Uganda,Uganda,Karum_HPP,ROR,2026,600.0
Capacity: MW,Uganda,Uganda,Kikagati_HPP,ROR,2026,14.0
Capacity: MW,Uganda,Uganda,Kinyara_Sugar_Limited,Biomass,2026,15.0
Capacity: MW,Uganda,Uganda,Kitobo_PV,PV,2026,0.23
Capacity: MW,Uganda,Uganda,Kyambura_HPP,ROR,2026,8.0
Capacity: MW,Uganda,Uganda,Lolwe_BIO,Biomass,2026,0.6
Capacity: MW,Uganda,Uganda,Lubilia_HPP,ROR,2026,5.5
Capacity: MW,Uganda,Uganda,MSS_Xsabo_Power_Limited,PV,2026,20.0
Capacity: MW,Uganda,Uganda,Mahoma_HPP,ROR,2026,3.0
Capacity: MW,Uganda,Uganda,Mayuge_Bio,Biomass,2026,23.0
Capacity: MW,Uganda,Uganda,Mpanga_HPP,ROR,2026,19.0
Capacity: MW,Uganda,Uganda,MubukuIII_HPP,ROR,2026,10.0
Capacity: MW,Uganda,Uganda,Muvumbe_HPP,ROR,2026,7.0
Capacity: MW,Uganda,Uganda,Muyembe_HPP,ROR,2026,7.2
Capacity: MW,Uganda,Uganda,Ndugutu_HPP,ROR,2026,6.0
Capacity: MW,Uganda,Uganda,Nkonge_PV,PV,2026,20.0
Capacity: MW,Uganda,Uganda,Nkusi_HPP,ROR,2026,11.6
Capacity: MW,Uganda,Uganda,NyagakI_HPP,ROR,2026,3.5
Capacity: MW,Uganda,Uganda,Nyamagasani1_HPP,ROR,2026,15.0
Capacity: MW,Uganda,Uganda,Nyamagasani2_HPP,ROR,2026,6.1
Capacity: MW,Uganda,Uganda,NyamwambaII_HPP,ROR,2026,8.0
Capacity: MW,Uganda,Uganda,Nyamwamba_HPP,ROR,2026,10.0
Capacity: MW,Uganda,Uganda,Pam_Ssekanyonyi_PV,PV,2026,0.1
Capacity: MW,Uganda,Uganda,Pam_Tiribogo_PV,PV,2026,0.1
Capacity: MW,Uganda,Uganda,Rwimi_HPP,ROR,2026,9.6
Capacity: MW,Uganda,Uganda,SCOUL,Biomass,2026,25.0
Capacity: MW,Uganda,Uganda,Sindila_HPP,ROR,2026,5.3
Capacity: MW,Uganda,Uganda,Siti_II_HPP,ROR,2026,17.0
Capacity: MW,Uganda,Uganda,Siti_I_HPP,ROR,2026,6.1
Capacity: MW,Uganda,Uganda,Sugar_and_Allied_Industries_Limited,Biomass,2026,12.0
Capacity: MW,Uganda,Uganda,Timex_Bukinda_HPP,ROR,2026,6.7
Capacity: MW,Uganda,Uganda,Tororo_PV,PV,2026,10.6
Capacity: MW,Uganda,Uganda,Tororo_Solar_North,PV,2026,10.0
Capacity: MW,Uganda,Uganda,Ulepi_Solar,PV,2026,10.0
Capacity: MW,Uganda,Uganda,Waki_HPP,ROR,2026,5.3
Utilization: percent,Burundi,Burundi,Buhiga,ROR,2026,0.33
Utilization: percent,Burundi,Burundi,CTH_10,Diesel,2026,0.9
Utilization: percent,Burundi,Burundi,CTH_30,Diesel,2026,0.9
Utilization: percent,Burundi,Burundi,CTH_5,Diesel,2026,1.0
Utilization: percent,Burundi,Burundi,Gikonge,ROR,2026,0.33
Utilization: percent,Burundi,Burundi,Kayenzi,ROR,2026,0.33
Utilization: percent,Burundi,Burundi,Kirasa-karonge,ROR,2026,0.52
Utilization: percent,Burundi,Burundi,Marangara,ROR,2026,0.33
Utilization: percent,Burundi,Burundi,Mubuga,PV,2026,0.23
Utilization: percent,Burundi,Burundi,Mugere,ROR,2026,0.33
Utilization: percent,Burundi,Burundi,Nyemanga,ROR,2026,0.52
Utilization: percent,Burundi,Burundi,RUZB_007,Reservoir,2026,0.51
Utilization: percent,Burundi,Burundi,Rusumo_Falls,Reservoir,2026,0.52
Utilization: percent,Burundi,Burundi,Ruvyironza,Reservoir,2026,0.52
Utilization: percent,Burundi,Burundi,Ruzizi_I,ROR,2026,0.51
Utilization: percent,Burundi,Burundi,Ruzizi_II,ROR,2026,0.52
Utilization: percent,Burundi,Burundi,Rwegura,Reservoir,2026,1.0
Utilization: percent,DRC,Drc_E,Lubero,ROR,2026,0.46
Utilization: percent,DRC,Drc_E,LungudiII,ROR,2026,0.46
Utilization: percent,DRC,Drc_E,Matebe,ROR,2026,0.46
Utilization: percent,DRC,Drc_E,Ruzizi_II_DRCMutwanga,ROR,2026,0.93
Utilization: percent,DRC,Drc_E,Ruzizi_I_DRC,ROR,2026,0.5
Utilization: percent,DRC,Drc_E,VIRUNGATalyiaNord1TalyiaNord2Ivugha,ROR,2026,0.61
Utilization: percent,Djibouti,Djibouti,Akuo,PV,2026,0.12
Utilization: percent,Djibouti,Djibouti,Battery_5MW_DJI,Battery,2026,0.22
Utilization: percent,Djibouti,Djibouti,MaraboutG12,Diesel,2026,0.08
Utilization: percent,Djibouti,Djibouti,MaraboutG17,Diesel,2026,0.07
Utilization: percent,Djibouti,Djibouti,MaraboutG18,Diesel,2026,0.1
Utilization: percent,Djibouti,Djibouti,MaraboutG21,Diesel,2026,0.09
Utilization: percent,Djibouti,Djibouti,MaraboutG22,Diesel,2026,0.23
Utilization: percent,Djibouti,Djibouti,MaraboutG23,Diesel,2026,0.11
Utilization: percent,Djibouti,Djibouti,MaraboutG25,Diesel,2026,0.03
Utilization: percent,Djibouti,Djibouti,MaraboutG31,Diesel,2026,0.04
Utilization: percent,Djibouti,Djibouti,Wind_on,Onshore Wind,2026,0.05
Utilization: percent,Egypt,Egypt,6Oct-Ext-1_CCGT,Gas,2026,0.2
Utilization: percent,Egypt,Egypt,6Oct-Ext-2_CCGT,Gas,2026,0.19
Utilization: percent,Egypt,Egypt,ACWA-POWER_PV,PV,2026,0.18
Utilization: percent,Egypt,Egypt,ACWA-Power_WI,Onshore Wind,2026,0.3
Utilization: percent,Egypt,Egypt,AMYA-POWER_PV,PV,2026,0.17
Utilization: percent,Egypt,Egypt,AMYA-POWER_WI,Onshore Wind,2026,0.3
Utilization: percent,Egypt,Egypt,Assiut_HY,ROR,2026,0.9
Utilization: percent,Egypt,Egypt,Aswan-Dam-2_HY,Reservoir,2026,0.55
Utilization: percent,Egypt,Egypt,Aswan-Dam_HY,Reservoir,2026,0.55
Utilization: percent,Egypt,Egypt,Banha_CCGT,Gas,2026,0.95
Utilization: percent,Egypt,Egypt,Benban_PV,PV,2026,0.18
Utilization: percent,Egypt,Egypt,Beni-Suef-1_CCGT,Gas,2026,0.32
Utilization: percent,Egypt,Egypt,Beni-Suef-2_CCGT,Gas,2026,0.42
Utilization: percent,Egypt,Egypt,Beni-Suef-3_CCGT,Gas,2026,0.5
Utilization: percent,Egypt,Egypt,Beni-Suef-4_CCGT,Gas,2026,0.56
Utilization: percent,Egypt,Egypt,Burullus-1_CCGT,Gas,2026,0.53
Utilization: percent,Egypt,Egypt,Burullus-2_CCGT,Gas,2026,0.5
Utilization: percent,Egypt,Egypt,Burullus-3_CCGT,Gas,2026,0.53
Utilization: percent,Egypt,Egypt,Burullus-4_CCGT,Gas,2026,0.57
Utilization: percent,Egypt,Egypt,Cairo-North-1_CCGT,Gas,2026,0.95
Utilization: percent,Egypt,Egypt,Cairo-North-2_CCGT,Gas,2026,0.95
Utilization: percent,Egypt,Egypt,El-Atf_CCGT,Gas,2026,0.95
Utilization: percent,Egypt,Egypt,Engie-Orasco-Toyota_WI,Onshore Wind,2026,0.3
Utilization: percent,Egypt,Egypt,Esna_HY,ROR,2026,0.55
Utilization: percent,Egypt,Egypt,Gabal-El-Zeit_WI,Onshore Wind,2026,0.3
Utilization: percent,Egypt,Egypt,Giza-1_CCGT,Gas,2026,0.95
Utilization: percent,Egypt,Egypt,Giza-2_CCGT,Gas,2026,0.95
Utilization: percent,Egypt,Egypt,Giza-3_CCGT,Gas,2026,0.95
Utilization: percent,Egypt,Egypt,High-Dam_HY,Reservoir,2026,0.55
Utilization: percent,Egypt,Egypt,Kom-Ombo_PV,PV,2026,0.1
Utilization: percent,Egypt,Egypt,Kuriemat-1_CCGT,Gas,2026,0.95
Utilization: percent,Egypt,Egypt,Kuriemat-2_CCGT,Gas,2026,0.95
Utilization: percent,Egypt,Egypt,Kuriemat_CSP,Solar,2026,0.95
Utilization: percent,Egypt,Egypt,Masdar_WI,Onshore Wind,2026,0.3
Utilization: percent,Egypt,Egypt,Naga-Hamadi_HY,ROR,2026,0.96
Utilization: percent,Egypt,Egypt,New-Capital-1_CCGT,Gas,2026,0.56
Utilization: percent,Egypt,Egypt,New-Capital-2_CCGT,Gas,2026,0.49
Utilization: percent,Egypt,Egypt,New-Capital-3_CCGT,Gas,2026,0.68
Utilization: percent,Egypt,Egypt,New-Capital-4_CCGT,Gas,2026,0.79
Utilization: percent,Egypt,Egypt,New-Shabab-1_CCGT,Gas,2026,0.42
Utilization: percent,Egypt,Egypt,New-Shabab-2_CCGT,Gas,2026,0.39
Utilization: percent,Egypt,Egypt,New-Shabab-3_CCGT,Gas,2026,0.35
Utilization: percent,Egypt,Egypt,Nubaria-1_CCGT,Gas,2026,0.95
Utilization: percent,Egypt,Egypt,Nubaria-2_CCGT,Gas,2026,0.95
Utilization: percent,Egypt,Egypt,Nubaria-3_CCGT,Gas,2026,0.95
Utilization: percent,Egypt,Egypt,Port-Said-East_ST,Gas,2026,0.9
Utilization: percent,Egypt,Egypt,Ras-Gharib_WI,Onshore Wind,2026,0.3
Utilization: percent,Egypt,Egypt,Sidi-Kirir_CCGT,Gas,2026,0.95
Utilization: percent,Egypt,Egypt,Siemens-Gamesa_WI,Onshore Wind,2026,0.3
Utilization: percent,Egypt,Egypt,South-Helwan-1_ST,Gas,2026,0.9
Utilization: percent,Egypt,Egypt,South-Helwan-2_ST,Gas,2026,0.9
Utilization: percent,Egypt,Egypt,South-Helwan-3_ST,Gas,2026,0.9
Utilization: percent,Egypt,Egypt,Talkha-2_CCGT,Gas,2026,0.95
Utilization: percent,Egypt,Egypt,West-Assiut-1_CCGT,Gas,2026,0.2
Utilization: percent,Egypt,Egypt,West-Assiut-2_CCGT,Gas,2026,0.49
Utilization: percent,Egypt,Egypt,West-Damietta-Ext_CCGT,Gas,2026,0.77
Utilization: percent,Egypt,Egypt,West-Damietta_CCGT,Gas,2026,0.63
Utilization: percent,Egypt,Egypt,Zafarana_WI,Onshore Wind,2026,0.29
Utilization: percent,Ethiopia,Ethiopia,Aba_Samuel,ROR,2026,0.3
Utilization: percent,Ethiopia,Ethiopia,Adama_I,Onshore Wind,2026,0.15
Utilization: percent,Ethiopia,Ethiopia,Adama_II,Onshore Wind,2026,0.15
Utilization: percent,Ethiopia,Ethiopia,Ashegoda,Onshore Wind,2026,0.05
Utilization: percent,Ethiopia,Ethiopia,Awash_II,ROR,2026,0.13
Utilization: percent,Ethiopia,Ethiopia,Awash_III,ROR,2026,0.17
Utilization: percent,Ethiopia,Ethiopia,Beles_HEP,Reservoir,2026,0.14
Utilization: percent,Ethiopia,Ethiopia,Dicheto_solar,PV,2026,0.11
Utilization: percent,Ethiopia,Ethiopia,GERD_2_HEP,Reservoir,2026,0.14
Utilization: percent,Ethiopia,Ethiopia,GERD_3a_HEP,Reservoir,2026,0.47
Utilization: percent,Ethiopia,Ethiopia,Gad-I_solar,PV,2026,0.03
Utilization: percent,Ethiopia,Ethiopia,Genale_Dawa_III,Reservoir,2026,0.04
Utilization: percent,Ethiopia,Ethiopia,Gibe_II,ROR,2026,0.22
Utilization: percent,Ethiopia,Ethiopia,Gibe_III,Reservoir,2026,0.29
Utilization: percent,Ethiopia,Ethiopia,Koysha_(Gibe_IV),Reservoir,2026,0.94
Utilization: percent,Kenya,Kenya,Alten_Kesses_1_Kenya_Ltd,PV,2026,0.24
Utilization: percent,Kenya,Kenya,Baringo_Silali__-_Korosi_I,Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Baringo_Silali__-_Paka_I,Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Eldosol-Cedate,PV,2026,0.24
Utilization: percent,Kenya,Kenya,ExistingSmallHydro,ROR,2026,0.33
Utilization: percent,Kenya,Kenya,Generic_Rooftop_2021,Solar,2026,1.0
Utilization: percent,Kenya,Kenya,Generic_Rooftop_2022,Solar,2026,1.0
Utilization: percent,Kenya,Kenya,Generic_Rooftop_2023,Solar,2026,1.0
Utilization: percent,Kenya,Kenya,Generic_Rooftop_2024,Solar,2026,1.0
Utilization: percent,Kenya,Kenya,Generic_Rooftop_2025,Solar,2026,1.0
Utilization: percent,Kenya,Kenya,Generic_Rooftop_2026,Solar,2026,1.0
Utilization: percent,Kenya,Kenya,Gitaru,ROR,2026,0.39
Utilization: percent,Kenya,Kenya,Kamburu,ROR,2026,0.49
Utilization: percent,Kenya,Kenya,Kiambere,ROR,2026,0.24
Utilization: percent,Kenya,Kenya,Kindaruma,ROR,2026,0.36
Utilization: percent,Kenya,Kenya,Kipeto_Wind_-_I,Onshore Wind,2026,0.54
Utilization: percent,Kenya,Kenya,Kwale_Co-Generation_TAnaBiomass,Biomass,2026,0.16
Utilization: percent,Kenya,Kenya,Lake_Turkana_Wind_Power,Onshore Wind,2026,0.54
Utilization: percent,Kenya,Kenya,Malindi_Solar-_Vateki,PV,2026,0.24
Utilization: percent,Kenya,Kenya,Masinga,ROR,2026,0.5
Utilization: percent,Kenya,Kenya,Menengai_I_Quantum,Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Menengai_I_Sosian,Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Mumias_(Biomass),Biomass,2026,0.24
Utilization: percent,Kenya,Kenya,Ngong_Hills_Wind,Onshore Wind,2026,0.5
Utilization: percent,Kenya,Kenya,Olkaria_1_B_(Rehabilitated),Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Olkaria_1_Unit_6,Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Olkaria_7,Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Olkaria_8,Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Olkaria_Brine,Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Olkaria_II,Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Olkaria_IV,Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Olkaria_I_,Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Olkaria_I_units_4_&_5,Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Olkaria_Mobile_Wellheads___Eburru,Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Olkaria_Topping,Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Olkaria_VI,Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Olkaria_V_,Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Orpower_4_(I),Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Orpower_4_(II),Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Orpower_4_(III),Geothermal,2026,0.94
Utilization: percent,Kenya,Kenya,Orpower_4_(IV),Geothermal,2026,0.89
Utilization: percent,Kenya,Kenya,REA_Garissa_Solar,PV,2026,0.12
Utilization: percent,Kenya,Kenya,Sangoro,ROR,2026,0.51
Utilization: percent,Kenya,Kenya,Sondu,ROR,2026,0.4
Utilization: percent,Kenya,Kenya,Tana,ROR,2026,0.45
Utilization: percent,Kenya,Kenya,Turkwel,ROR,2026,0.71
Utilization: percent,Libya,Libya,CC_EX_GAS_ALC_07_LIB,Gas,2026,0.7
Utilization: percent,Libya,Libya,CC_EX_GAS_ALC_10_LIB,Gas,2026,0.87
Utilization: percent,Libya,Libya,CC_EX_GAS_ALC_11_LIB,Gas,2026,0.9
Utilization: percent,Libya,Libya,CC_EX_GAS_ALC_15_LIB,Gas,2026,0.87
Utilization: percent,Libya,Libya,GT_EX_GAS_ALC_10_LIB,Gas,2026,0.57
Utilization: percent,Libya,Libya,GT_EX_GAS_ALC_15_LIB,Gas,2026,0.44
Utilization: percent,Libya,Libya,GT_EX_GAS_ALC_16_LIB,Gas,2026,0.37
Utilization: percent,Libya,Libya,GT_EX_GAS_ALC_17_LIB,Gas,2026,0.49
Utilization: percent,Libya,Libya,PV_CM_SPV_ALC_19_LIB,PV,2026,0.37
Utilization: percent,Libya,Libya,WI_CM_WND_ALC_18_LIB,Onshore Wind,2026,0.37
Utilization: percent,Rwanda,Rwanda,Agatobwe,ROR,2026,0.5
Utilization: percent,Rwanda,Rwanda,Cyimbili,ROR,2026,0.9
Utilization: percent,Rwanda,Rwanda,Gaseke,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Gashashi,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Giciye_I,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Giciye_II,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Giciye_III,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,GigaWatt,PV,2026,0.22
Utilization: percent,Rwanda,Rwanda,Gihira,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Gisenyi,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Gishoma,Peat,2026,0.09
Utilization: percent,Rwanda,Rwanda,Hakan,Peat,2026,0.09
Utilization: percent,Rwanda,Rwanda,Jali,PV,2026,0.22
Utilization: percent,Rwanda,Rwanda,Janja,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,KP1,Methane,2026,0.09
Utilization: percent,Rwanda,Rwanda,Kavumu-Mwange,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Keya,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Kigasa,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Kivuwatt_Phase_I,Methane,2026,0.09
Utilization: percent,Rwanda,Rwanda,Mazimeru,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Methane_generic,Methane,2026,0.23
Utilization: percent,Rwanda,Rwanda,Mukungu_MHPP,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Mukungwa_I,Reservoir,2026,0.48
Utilization: percent,Rwanda,Rwanda,Mukungwa_II,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Murunda,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Musarara,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Mutobo,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Nasho_Solar,PV,2026,0.22
Utilization: percent,Rwanda,Rwanda,Nkora,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Nshili_I,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Ntaruka,Reservoir,2026,0.48
Utilization: percent,Rwanda,Rwanda,Ntaruka_A,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Nyabahanga_I,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Nyabarongo_I,Reservoir,2026,0.38
Utilization: percent,Rwanda,Rwanda,Nyamyotsi_I,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Nyamyotsi_II,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Nyirabuhombohombo,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,Nyirantaruko,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,PV_generic,PV,2026,0.22
Utilization: percent,Rwanda,Rwanda,Rubagabaga,ROR,2026,0.5
Utilization: percent,Rwanda,Rwanda,Rugezi,ROR,2026,0.4
Utilization: percent,Rwanda,Rwanda,Rukarara_I,ROR,2026,0.48
Utilization: percent,Rwanda,Rwanda,Rukarara_II,ROR,2026,0.6
Utilization: percent,Rwanda,Rwanda,Rukarara_V_Mushishito,ROR,2026,0.6
Utilization: percent,Rwanda,Rwanda,Rwaza_Muko,ROR,2026,0.45
Utilization: percent,Rwanda,Rwanda,SPLK,Methane,2026,0.15
Utilization: percent,SouthSudan,SouthSudan,Bor,Diesel,2026,0.85
Utilization: percent,SouthSudan,SouthSudan,Juba,Diesel,2026,0.85
Utilization: percent,SouthSudan,SouthSudan,Kapoeta,Diesel,2026,0.85
Utilization: percent,SouthSudan,SouthSudan,Malakal,Diesel,2026,0.85
Utilization: percent,SouthSudan,SouthSudan,Maridi,Diesel,2026,0.85
Utilization: percent,SouthSudan,SouthSudan,Rumbek,Diesel,2026,0.85
Utilization: percent,SouthSudan,SouthSudan,Wau,Diesel,2026,0.85
Utilization: percent,SouthSudan,SouthSudan,Yambio,Diesel,2026,0.85
Utilization: percent,Sudan,Sudan,CC_LF_03_SUD,Diesel,2026,0.53
Utilization: percent,Sudan,Sudan,DG_DS_20_SUD,Gas,2026,0.4
Utilization: percent,Sudan,Sudan,DG_HF_04_SUD,Diesel,2026,0.27
Utilization: percent,Sudan,Sudan,DG_HF_10_SUD,Diesel,2026,0.24
Utilization: percent,Sudan,Sudan,GT_DS_16_SUD,Gas,2026,0.49
Utilization: percent,Sudan,Sudan,HYD_STOHY_16_SUD,Reservoir,2026,0.69
Utilization: percent,Sudan,Sudan,HYD_STOHY_25_SUD,Reservoir,2026,0.69
Utilization: percent,Sudan,Sudan,HYD_STOHY_79_SUD,Reservoir,2026,0.9
Utilization: percent,Sudan,Sudan,HYD_STOHY_Nile_09_SUD,Reservoir,2026,0.76
Utilization: percent,Sudan,Sudan,SC_CO_09_SUD,Coal,2026,0.89
Utilization: percent,Sudan,Sudan,SC_CO_25_SUD,Coal,2026,0.9
Utilization: percent,Sudan,Sudan,ST_HF_15_SUD,Diesel,2026,0.39
Utilization: percent,Tanzania,Tanzania,Hale,ROR,2026,0.23
Utilization: percent,Tanzania,Tanzania,JNHPP_1,Reservoir,2026,0.35
Utilization: percent,Tanzania,Tanzania,JNHPP_2,Reservoir,2026,0.45
Utilization: percent,Tanzania,Tanzania,Kidatu,Reservoir,2026,0.52
Utilization: percent,Tanzania,Tanzania,Kihansi,ROR,2026,0.44
Utilization: percent,Tanzania,Tanzania,Kinyerezi_II,Gas,2026,0.21
Utilization: percent,Tanzania,Tanzania,Kishapu_II,PV,2026,0.24
Utilization: percent,Tanzania,Tanzania,Mtera,Reservoir,2026,0.5
Utilization: percent,Tanzania,Tanzania,Mtwara,Gas,2026,0.21
Utilization: percent,Tanzania,Tanzania,New_OnshoreWind_TZA,Onshore Wind,2026,0.41
Utilization: percent,Tanzania,Tanzania,New_Pangani_Falls,ROR,2026,0.4
Utilization: percent,Tanzania,Tanzania,Nyumba_Ya_Mungu,Reservoir,2026,0.45
Utilization: percent,Tanzania,Tanzania,SingidaWind2_REN_TZA,Onshore Wind,2026,0.41
Utilization: percent,Tanzania,Tanzania,Singida_II,Onshore Wind,2026,0.41
Utilization: percent,Tanzania,Tanzania,SmallHydro_2026,Reservoir,2026,0.36
Utilization: percent,Tanzania,Tanzania,SmallHydro_TZA,ROR,2026,0.57
Utilization: percent,Tanzania,Tanzania,SmallPV_2026,PV,2026,0.24
Utilization: percent,Tanzania,Tanzania,Small_PV,PV,2026,0.24
Utilization: percent,Tanzania,Tanzania,Small_Wind,Onshore Wind,2026,0.41
Utilization: percent,Tanzania,Tanzania,Somanga,Gas,2026,0.21
Utilization: percent,Tanzania,Tanzania,TPC_Bio,Biomass,2026,0.64
Utilization: percent,Tanzania,Tanzania,Tanwat_Bio,Biomass,2026,0.64
Utilization: percent,Tanzania,Tanzania,Tegeta,Gas,2026,0.21
Utilization: percent,Uganda,Uganda,Access_Uganda_Solar_Limited,PV,2026,0.25
Utilization: percent,Uganda,Uganda,Achwa1_HPP,ROR,2026,0.1
Utilization: percent,Uganda,Uganda,Achwa2_HPP,ROR,2026,0.09
Utilization: percent,Uganda,Uganda,Bugoye_HPP,ROR,2026,0.36
Utilization: percent,Uganda,Uganda,Bujagali_HPP,ROR,2026,0.66
Utilization: percent,Uganda,Uganda,BukasaOffgrid_PV,PV,2026,0.25
Utilization: percent,Uganda,Uganda,Busitema_PV,PV,2026,0.25
Utilization: percent,Uganda,Uganda,Emerging_Power,PV,2026,0.25
Utilization: percent,Uganda,Uganda,Eskom_(Nalubaale_and_Kiira)_,Reservoir,2026,0.34
Utilization: percent,Uganda,Uganda,GM_Sugar_BIO,Biomass,2026,0.72
Utilization: percent,Uganda,Uganda,GOTNUR_BIO,Biomass,2026,0.68
Utilization: percent,Uganda,Uganda,Hoima_Sugar_BIO,Biomass,2026,0.76
Utilization: percent,Uganda,Uganda,Hydromax_HPP,ROR,2026,0.7
Utilization: percent,Uganda,Uganda,Ishasha_HPP,ROR,2026,0.33
Utilization: percent,Uganda,Uganda,Isimba_HPP,ROR,2026,0.69
Utilization: percent,Uganda,Uganda,KISs_PV,PV,2026,0.25
Utilization: percent,Uganda,Uganda,Kakaka_HPP,ROR,2026,0.48
Utilization: percent,Uganda,Uganda,Kamuli_Sugar_BIO,Biomass,2026,0.7
Utilization: percent,Uganda,Uganda,Karum_HPP,ROR,2026,0.41
Utilization: percent,Uganda,Uganda,Kikagati_HPP,ROR,2026,0.74
Utilization: percent,Uganda,Uganda,Kitobo_PV,PV,2026,0.25
Utilization: percent,Uganda,Uganda,Kyambura_HPP,ROR,2026,0.36
Utilization: percent,Uganda,Uganda,Lolwe_BIO,Biomass,2026,0.67
Utilization: percent,Uganda,Uganda,Lubilia_HPP,ROR,2026,0.41
Utilization: percent,Uganda,Uganda,MSS_Xsabo_Power_Limited,PV,2026,0.25
Utilization: percent,Uganda,Uganda,Mahoma_HPP,ROR,2026,0.37
Utilization: percent,Uganda,Uganda,Mayuge_Bio,Biomass,2026,0.69
Utilization: percent,Uganda,Uganda,Mpanga_HPP,ROR,2026,0.6
Utilization: percent,Uganda,Uganda,MubukuIII_HPP,ROR,2026,0.53
Utilization: percent,Uganda,Uganda,Muvumbe_HPP,ROR,2026,0.6
Utilization: percent,Uganda,Uganda,Muyembe_HPP,ROR,2026,0.41
Utilization: percent,Uganda,Uganda,Ndugutu_HPP,ROR,2026,0.37
Utilization: percent,Uganda,Uganda,Nkonge_PV,PV,2026,0.25
Utilization: percent,Uganda,Uganda,Nkusi_HPP,ROR,2026,0.68
Utilization: percent,Uganda,Uganda,NyagakI_HPP,ROR,2026,0.41
Utilization: percent,Uganda,Uganda,Nyamagasani1_HPP,ROR,2026,0.35
