month,daytype,hourlabel,AT
m2,d14,t14,AT1070
m2,d14,t15,AT1071
m2,d14,t16,AT1072
m2,d14,t17,AT1073
m2,d14,t18,AT1074
m2,d14,t19,AT1075
m2,d14,t20,AT1076
m2,d14,t21,AT1077
m2,d14,t22,AT1078
m2,d14,t23,AT1079
m2,d14,t24,AT1080
m2,d15,t1,AT1081
m2,d15,t2,AT1082
m2,d15,t3,AT1083
m2,d15,t4,AT1084
m2,d15,t5,AT1085
m2,d15,t6,AT1086
m2,d15,t7,AT1087
m2,d15,t8,AT1088
m2,d15,t9,AT1089
m2,d15,t10,AT1090
m2,d15,t11,AT1091
m2,d15,t12,AT1092
m2,d15,t13,AT1093
m2,d15,t14,AT1094
m2,d15,t15,AT1095
m2,d15,t16,AT1096
m2,d15,t17,AT1097
m2,d15,t18,AT1098
m2,d15,t19,AT1099
m2,d15,t20,AT1100
m2,d15,t21,AT1101
m2,d15,t22,AT1102
m2,d15,t23,AT1103
m2,d15,t24,AT1104
m2,d16,t1,AT1105
m2,d16,t2,AT1106
m2,d16,t3,AT1107
m2,d16,t4,AT1108
m2,d16,t5,AT1109
m2,d16,t6,AT1110
m2,d16,t7,AT1111
m2,d16,t8,AT1112
m2,d16,t9,AT1113
m2,d16,t10,AT1114
m2,d16,t11,AT1115
m2,d16,t12,AT1116
m2,d16,t13,AT1117
m2,d16,t14,AT1118
m2,d16,t15,AT1119
m2,d16,t16,AT1120
m2,d16,t17,AT1121
m2,d16,t18,AT1122
m2,d16,t19,AT1123
m2,d16,t20,AT1124
m2,d16,t21,AT1125
m2,d16,t22,AT1126
m2,d16,t23,AT1127
m2,d16,t24,AT1128
m2,d17,t1,AT1129
m2,d17,t2,AT1130
m2,d17,t3,AT1131
m2,d17,t4,AT1132
m2,d17,t5,AT1133
m2,d17,t6,AT1134
m2,d17,t7,AT1135
m2,d17,t8,AT1136
m2,d17,t9,AT1137
m2,d17,t10,AT1138
m2,d17,t11,AT1139
m2,d17,t12,AT1140
m2,d17,t13,AT1141
m2,d17,t14,AT1142
m2,d17,t15,AT1143
m2,d17,t16,AT1144
m2,d17,t17,AT1145
m2,d17,t18,AT1146
m2,d17,t19,AT1147
m2,d17,t20,AT1148
m2,d17,t21,AT1149
m2,d17,t22,AT1150
m2,d17,t23,AT1151
m2,d17,t24,AT1152
m2,d18,t1,AT1153
m2,d18,t2,AT1154
m2,d18,t3,AT1155
m2,d18,t4,AT1156
m2,d18,t5,AT1157
m2,d18,t6,AT1158
m2,d18,t7,AT1159
m2,d18,t8,AT1160
m2,d18,t9,AT1161
m2,d18,t10,AT1162
m2,d18,t11,AT1163
m2,d18,t12,AT1164
m2,d18,t13,AT1165
m2,d18,t14,AT1166
m2,d18,t15,AT1167
m2,d18,t16,AT1168
m2,d18,t17,AT1169
m2,d18,t18,AT1170
m2,d18,t19,AT1171
m2,d18,t20,AT1172
m2,d18,t21,AT1173
m2,d18,t22,AT1174
m2,d18,t23,AT1175
m2,d18,t24,AT1176
m2,d19,t1,AT1177
m2,d19,t2,AT1178
m2,d19,t3,AT1179
m2,d19,t4,AT1180
m2,d19,t5,AT1181
m2,d19,t6,AT1182
m2,d19,t7,AT1183
m2,d19,t8,AT1184
m2,d19,t9,AT1185
m2,d19,t10,AT1186
m2,d19,t11,AT1187
m2,d19,t12,AT1188
m2,d19,t13,AT1189
m2,d19,t14,AT1190
m2,d19,t15,AT1191
m2,d19,t16,AT1192
m2,d19,t17,AT1193
m2,d19,t18,AT1194
m2,d19,t19,AT1195
m2,d19,t20,AT1196
m2,d19,t21,AT1197
m2,d19,t22,AT1198
m2,d19,t23,AT1199
m2,d19,t24,AT1200
m2,d20,t1,AT1201
m2,d20,t2,AT1202
m2,d20,t3,AT1203
m2,d20,t4,AT1204
m2,d20,t5,AT1205
m2,d20,t6,AT1206
m2,d20,t7,AT1207
m2,d20,t8,AT1208
m2,d20,t9,AT1209
m2,d20,t10,AT1210
m2,d20,t11,AT1211
m2,d20,t12,AT1212
m2,d20,t13,AT1213
m2,d20,t14,AT1214
m2,d20,t15,AT1215
m2,d20,t16,AT1216
m2,d20,t17,AT1217
m2,d20,t18,AT1218
m2,d20,t19,AT1219
m2,d20,t20,AT1220
m2,d20,t21,AT1221
m2,d20,t22,AT1222
m2,d20,t23,AT1223
m2,d20,t24,AT1224
m2,d21,t1,AT1225
m2,d21,t2,AT1226
m2,d21,t3,AT1227
m2,d21,t4,AT1228
m2,d21,t5,AT1229
m2,d21,t6,AT1230
m2,d21,t7,AT1231
m2,d21,t8,AT1232
m2,d21,t9,AT1233
m2,d21,t10,AT1234
m2,d21,t11,AT1235
m2,d21,t12,AT1236
m2,d21,t13,AT1237
m2,d21,t14,AT1238
m2,d21,t15,AT1239
m2,d21,t16,AT1240
m2,d21,t17,AT1241
m2,d21,t18,AT1242
m2,d21,t19,AT1243
m2,d21,t20,AT1244
m2,d21,t21,AT1245
m2,d21,t22,AT1246
m2,d21,t23,AT1247
m2,d21,t24,AT1248
m2,d22,t1,AT1249
m2,d22,t2,AT1250
m2,d22,t3,AT1251
m2,d22,t4,AT1252
m2,d22,t5,AT1253
m2,d22,t6,AT1254
m2,d22,t7,AT1255
m2,d22,t8,AT1256
m2,d22,t9,AT1257
m2,d22,t10,AT1258
m2,d22,t11,AT1259
m2,d22,t12,AT1260
m2,d22,t13,AT1261
m2,d22,t14,AT1262
m2,d22,t15,AT1263
m2,d22,t16,AT1264
m2,d22,t17,AT1265
m2,d22,t18,AT1266
m2,d22,t19,AT1267
m2,d22,t20,AT1268
m2,d22,t21,AT1269
m2,d22,t22,AT1270
m2,d22,t23,AT1271
m2,d22,t24,AT1272
m2,d23,t1,AT1273
m2,d23,t2,AT1274
m2,d23,t3,AT1275
m2,d23,t4,AT1276
m2,d23,t5,AT1277
m2,d23,t6,AT1278
m2,d23,t7,AT1279
m2,d23,t8,AT1280
m2,d23,t9,AT1281
m2,d23,t10,AT1282
m2,d23,t11,AT1283
m2,d23,t12,AT1284
m2,d23,t13,AT1285
m2,d23,t14,AT1286
m2,d23,t15,AT1287
m2,d23,t16,AT1288
m2,d23,t17,AT1289
m2,d23,t18,AT1290
m2,d23,t19,AT1291
m2,d23,t20,AT1292
m2,d23,t21,AT1293
m2,d23,t22,AT1294
m2,d23,t23,AT1295
m2,d23,t24,AT1296
m2,d24,t1,AT1297
m2,d24,t2,AT1298
m2,d24,t3,AT1299
m2,d24,t4,AT1300
m2,d24,t5,AT1301
m2,d24,t6,AT1302
m2,d24,t7,AT1303
m2,d24,t8,AT1304
m2,d24,t9,AT1305
m2,d24,t10,AT1306
m2,d24,t11,AT1307
m2,d24,t12,AT1308
m2,d24,t13,AT1309
m2,d24,t14,AT1310
m2,d24,t15,AT1311
m2,d24,t16,AT1312
m2,d24,t17,AT1313
m2,d24,t18,AT1314
m2,d24,t19,AT1315
m2,d24,t20,AT1316
m2,d24,t21,AT1317
m2,d24,t22,AT1318
m2,d24,t23,AT1319
m2,d24,t24,AT1320
m2,d25,t1,AT1321
m2,d25,t2,AT1322
m2,d25,t3,AT1323
m2,d25,t4,AT1324
m2,d25,t5,AT1325
m2,d25,t6,AT1326
m2,d25,t7,AT1327
m2,d25,t8,AT1328
m2,d25,t9,AT1329
m2,d25,t10,AT1330
m2,d25,t11,AT1331
m2,d25,t12,AT1332
m2,d25,t13,AT1333
m2,d25,t14,AT1334
m2,d25,t15,AT1335
m2,d25,t16,AT1336
m2,d25,t17,AT1337
m2,d25,t18,AT1338
m2,d25,t19,AT1339
m2,d25,t20,AT1340
m2,d25,t21,AT1341
m2,d25,t22,AT1342
m2,d25,t23,AT1343
m2,d25,t24,AT1344
m2,d26,t1,AT1345
m2,d26,t2,AT1346
m2,d26,t3,AT1347
m2,d26,t4,AT1348
m2,d26,t5,AT1349
m2,d26,t6,AT1350
m2,d26,t7,AT1351
m2,d26,t8,AT1352
m2,d26,t9,AT1353
m2,d26,t10,AT1354
m2,d26,t11,AT1355
m2,d26,t12,AT1356
m2,d26,t13,AT1357
m2,d26,t14,AT1358
m2,d26,t15,AT1359
m2,d26,t16,AT1360
m2,d26,t17,AT1361
m2,d26,t18,AT1362
m2,d26,t19,AT1363
m2,d26,t20,AT1364
m2,d26,t21,AT1365
m2,d26,t22,AT1366
m2,d26,t23,AT1367
m2,d26,t24,AT1368
m2,d27,t1,AT1369
m2,d27,t2,AT1370
m2,d27,t3,AT1371
m2,d27,t4,AT1372
m2,d27,t5,AT1373
m2,d27,t6,AT1374
m2,d27,t7,AT1375
m2,d27,t8,AT1376
m2,d27,t9,AT1377
m2,d27,t10,AT1378
m2,d27,t11,AT1379
m2,d27,t12,AT1380
m2,d27,t13,AT1381
m2,d27,t14,AT1382
m2,d27,t15,AT1383
m2,d27,t16,AT1384
m2,d27,t17,AT1385
m2,d27,t18,AT1386
m2,d27,t19,AT1387
m2,d27,t20,AT1388
m2,d27,t21,AT1389
m2,d27,t22,AT1390
m2,d27,t23,AT1391
m2,d27,t24,AT1392
m2,d28,t1,AT1393
m2,d28,t2,AT1394
m2,d28,t3,AT1395
m2,d28,t4,AT1396
m2,d28,t5,AT1397
m2,d28,t6,AT1398
m2,d28,t7,AT1399
m2,d28,t8,AT1400
m2,d28,t9,AT1401
m2,d28,t10,AT1402
m2,d28,t11,AT1403
m2,d28,t12,AT1404
m2,d28,t13,AT1405
m2,d28,t14,AT1406
m2,d28,t15,AT1407
m2,d28,t16,AT1408
m2,d28,t17,AT1409
m2,d28,t18,AT1410
m2,d28,t19,AT1411
m2,d28,t20,AT1412
m2,d28,t21,AT1413
m2,d28,t22,AT1414
m2,d28,t23,AT1415
m2,d28,t24,AT1416
m3,d1,t1,AT1417
m3,d1,t2,AT1418
m3,d1,t3,AT1419
m3,d1,t4,AT1420
m3,d1,t5,AT1421
m3,d1,t6,AT1422
m3,d1,t7,AT1423
m3,d1,t8,AT1424
m3,d1,t9,AT1425
m3,d1,t10,AT1426
m3,d1,t11,AT1427
m3,d1,t12,AT1428
m3,d1,t13,AT1429
m3,d1,t14,AT1430
m3,d1,t15,AT1431
m3,d1,t16,AT1432
m3,d1,t17,AT1433
m3,d1,t18,AT1434
m3,d1,t19,AT1435
m3,d1,t20,AT1436
m3,d1,t21,AT1437
m3,d1,t22,AT1438
m3,d1,t23,AT1439
m3,d1,t24,AT1440
m3,d2,t1,AT1441
m3,d2,t2,AT1442
m3,d2,t3,AT1443
m3,d2,t4,AT1444
m3,d2,t5,AT1445
m3,d2,t6,AT1446
m3,d2,t7,AT1447
m3,d2,t8,AT1448
m3,d2,t9,AT1449
m3,d2,t10,AT1450
m3,d2,t11,AT1451
m3,d2,t12,AT1452
m3,d2,t13,AT1453
m3,d2,t14,AT1454
m3,d2,t15,AT1455
m3,d2,t16,AT1456
m3,d2,t17,AT1457
m3,d2,t18,AT1458
m3,d2,t19,AT1459
m3,d2,t20,AT1460
m3,d2,t21,AT1461
m3,d2,t22,AT1462
m3,d2,t23,AT1463
m3,d2,t24,AT1464
m3,d3,t1,AT1465
m3,d3,t2,AT1466
m3,d3,t3,AT1467
m3,d3,t4,AT1468
m3,d3,t5,AT1469
m3,d3,t6,AT1470
m3,d3,t7,AT1471
m3,d3,t8,AT1472
m3,d3,t9,AT1473
m3,d3,t10,AT1474
m3,d3,t11,AT1475
m3,d3,t12,AT1476
m3,d3,t13,AT1477
m3,d3,t14,AT1478
m3,d3,t15,AT1479
m3,d3,t16,AT1480
m3,d3,t17,AT1481
m3,d3,t18,AT1482
m3,d3,t19,AT1483
m3,d3,t20,AT1484
m3,d3,t21,AT1485
m3,d3,t22,AT1486
m3,d3,t23,AT1487
m3,d3,t24,AT1488
m3,d4,t1,AT1489
m3,d4,t2,AT1490
m3,d4,t3,AT1491
m3,d4,t4,AT1492
m3,d4,t5,AT1493
m3,d4,t6,AT1494
m3,d4,t7,AT1495
m3,d4,t8,AT1496
m3,d4,t9,AT1497
m3,d4,t10,AT1498
m3,d4,t11,AT1499
m3,d4,t12,AT1500
m3,d4,t13,AT1501
m3,d4,t14,AT1502
m3,d4,t15,AT1503
m3,d4,t16,AT1504
m3,d4,t17,AT1505
m3,d4,t18,AT1506
m3,d4,t19,AT1507
m3,d4,t20,AT1508
m3,d4,t21,AT1509
m3,d4,t22,AT1510
m3,d4,t23,AT1511
m3,d4,t24,AT1512
m3,d5,t1,AT1513
m3,d5,t2,AT1514
m3,d5,t3,AT1515
m3,d5,t4,AT1516
m3,d5,t5,AT1517
m3,d5,t6,AT1518
m3,d5,t7,AT1519
m3,d5,t8,AT1520
m3,d5,t9,AT1521
m3,d5,t10,AT1522
m3,d5,t11,AT1523
m3,d5,t12,AT1524
m3,d5,t13,AT1525
m3,d5,t14,AT1526
m3,d5,t15,AT1527
m3,d5,t16,AT1528
m3,d5,t17,AT1529
m3,d5,t18,AT1530
m3,d5,t19,AT1531
m3,d5,t20,AT1532
m3,d5,t21,AT1533
m3,d5,t22,AT1534
m3,d5,t23,AT1535
m3,d5,t24,AT1536
m3,d6,t1,AT1537
m3,d6,t2,AT1538
m3,d6,t3,AT1539
m3,d6,t4,AT1540
m3,d6,t5,AT1541
m3,d6,t6,AT1542
m3,d6,t7,AT1543
m3,d6,t8,AT1544
m3,d6,t9,AT1545
m3,d6,t10,AT1546
m3,d6,t11,AT1547
m3,d6,t12,AT1548
m3,d6,t13,AT1549
m3,d6,t14,AT1550
m3,d6,t15,AT1551
m3,d6,t16,AT1552
m3,d6,t17,AT1553
m3,d6,t18,AT1554
m3,d6,t19,AT1555
m3,d6,t20,AT1556
m3,d6,t21,AT1557
m3,d6,t22,AT1558
m3,d6,t23,AT1559
m3,d6,t24,AT1560
m3,d7,t1,AT1561
m3,d7,t2,AT1562
m3,d7,t3,AT1563
m3,d7,t4,AT1564
m3,d7,t5,AT1565
m3,d7,t6,AT1566
m3,d7,t7,AT1567
m3,d7,t8,AT1568
m3,d7,t9,AT1569
m3,d7,t10,AT1570
m3,d7,t11,AT1571
m3,d7,t12,AT1572
m3,d7,t13,AT1573
m3,d7,t14,AT1574
m3,d7,t15,AT1575
m3,d7,t16,AT1576
m3,d7,t17,AT1577
m3,d7,t18,AT1578
m3,d7,t19,AT1579
m3,d7,t20,AT1580
m3,d7,t21,AT1581
m3,d7,t22,AT1582
m3,d7,t23,AT1583
m3,d7,t24,AT1584
m3,d8,t1,AT1585
m3,d8,t2,AT1586
m3,d8,t3,AT1587
m3,d8,t4,AT1588
m3,d8,t5,AT1589
m3,d8,t6,AT1590
m3,d8,t7,AT1591
m3,d8,t8,AT1592
m3,d8,t9,AT1593
m3,d8,t10,AT1594
m3,d8,t11,AT1595
m3,d8,t12,AT1596
m3,d8,t13,AT1597
m3,d8,t14,AT1598
m3,d8,t15,AT1599
m3,d8,t16,AT1600
m3,d8,t17,AT1601
m3,d8,t18,AT1602
m3,d8,t19,AT1603
m3,d8,t20,AT1604
m3,d8,t21,AT1605
m3,d8,t22,AT1606
m3,d8,t23,AT1607
m3,d8,t24,AT1608
m3,d9,t1,AT1609
m3,d9,t2,AT1610
m3,d9,t3,AT1611
m3,d9,t4,AT1612
m3,d9,t5,AT1613
m3,d9,t6,AT1614
m3,d9,t7,AT1615
m3,d9,t8,AT1616
m3,d9,t9,AT1617
m3,d9,t10,AT1618
m3,d9,t11,AT1619
m3,d9,t12,AT1620
m3,d9,t13,AT1621
m3,d9,t14,AT1622
m3,d9,t15,AT1623
m3,d9,t16,AT1624
m3,d9,t17,AT1625
m3,d9,t18,AT1626
m3,d9,t19,AT1627
m3,d9,t20,AT1628
m3,d9,t21,AT1629
m3,d9,t22,AT1630
m3,d9,t23,AT1631
m3,d9,t24,AT1632
m3,d10,t1,AT1633
m3,d10,t2,AT1634
m3,d10,t3,AT1635
m3,d10,t4,AT1636
m3,d10,t5,AT1637
m3,d10,t6,AT1638
m3,d10,t7,AT1639
m3,d10,t8,AT1640
m3,d10,t9,AT1641
m3,d10,t10,AT1642
m3,d10,t11,AT1643
m3,d10,t12,AT1644
m3,d10,t13,AT1645
m3,d10,t14,AT1646
m3,d10,t15,AT1647
m3,d10,t16,AT1648
m3,d10,t17,AT1649
m3,d10,t18,AT1650
m3,d10,t19,AT1651
m3,d10,t20,AT1652
m3,d10,t21,AT1653
m3,d10,t22,AT1654
m3,d10,t23,AT1655
m3,d10,t24,AT1656
m3,d11,t1,AT1657
m3,d11,t2,AT1658
m3,d11,t3,AT1659
m3,d11,t4,AT1660
m3,d11,t5,AT1661
m3,d11,t6,AT1662
m3,d11,t7,AT1663
m3,d11,t8,AT1664
m3,d11,t9,AT1665
m3,d11,t10,AT1666
m3,d11,t11,AT1667
m3,d11,t12,AT1668
m3,d11,t13,AT1669
m3,d11,t14,AT1670
m3,d11,t15,AT1671
m3,d11,t16,AT1672
m3,d11,t17,AT1673
m3,d11,t18,AT1674
m3,d11,t19,AT1675
m3,d11,t20,AT1676
m3,d11,t21,AT1677
m3,d11,t22,AT1678
m3,d11,t23,AT1679
m3,d11,t24,AT1680
m3,d12,t1,AT1681
m3,d12,t2,AT1682
m3,d12,t3,AT1683
m3,d12,t4,AT1684
m3,d12,t5,AT1685
m3,d12,t6,AT1686
m3,d12,t7,AT1687
m3,d12,t8,AT1688
m3,d12,t9,AT1689
m3,d12,t10,AT1690
m3,d12,t11,AT1691
m3,d12,t12,AT1692
m3,d12,t13,AT1693
m3,d12,t14,AT1694
m3,d12,t15,AT1695
m3,d12,t16,AT1696
m3,d12,t17,AT1697
m3,d12,t18,AT1698
m3,d12,t19,AT1699
m3,d12,t20,AT1700
m3,d12,t21,AT1701
m3,d12,t22,AT1702
m3,d12,t23,AT1703
m3,d12,t24,AT1704
m3,d13,t1,AT1705
m3,d13,t2,AT1706
m3,d13,t3,AT1707
m3,d13,t4,AT1708
m3,d13,t5,AT1709
m3,d13,t6,AT1710
m3,d13,t7,AT1711
m3,d13,t8,AT1712
m3,d13,t9,AT1713
m3,d13,t10,AT1714
m3,d13,t11,AT1715
m3,d13,t12,AT1716
m3,d13,t13,AT1717
m3,d13,t14,AT1718
m3,d13,t15,AT1719
m3,d13,t16,AT1720
m3,d13,t17,AT1721
m3,d13,t18,AT1722
m3,d13,t19,AT1723
m3,d13,t20,AT1724
m3,d13,t21,AT1725
m3,d13,t22,AT1726
m3,d13,t23,AT1727
m3,d13,t24,AT1728
m3,d14,t1,AT1729
m3,d14,t2,AT1730
m3,d14,t3,AT1731
m3,d14,t4,AT1732
m3,d14,t5,AT1733
m3,d14,t6,AT1734
m3,d14,t7,AT1735
m3,d14,t8,AT1736
m3,d14,t9,AT1737
m3,d14,t10,AT1738
m3,d14,t11,AT1739
m3,d14,t12,AT1740
m3,d14,t13,AT1741
m3,d14,t14,AT1742
m3,d14,t15,AT1743
m3,d14,t16,AT1744
m3,d14,t17,AT1745
m3,d14,t18,AT1746
m3,d14,t19,AT1747
m3,d14,t20,AT1748
m3,d14,t21,AT1749
m3,d14,t22,AT1750
m3,d14,t23,AT1751
m3,d14,t24,AT1752
m3,d15,t1,AT1753
m3,d15,t2,AT1754
m3,d15,t3,AT1755
m3,d15,t4,AT1756
m3,d15,t5,AT1757
m3,d15,t6,AT1758
m3,d15,t7,AT1759
m3,d15,t8,AT1760
m3,d15,t9,AT1761
m3,d15,t10,AT1762
m3,d15,t11,AT1763
m3,d15,t12,AT1764
m3,d15,t13,AT1765
m3,d15,t14,AT1766
m3,d15,t15,AT1767
m3,d15,t16,AT1768
m3,d15,t17,AT1769
m3,d15,t18,AT1770
m3,d15,t19,AT1771
m3,d15,t20,AT1772
m3,d15,t21,AT1773
m3,d15,t22,AT1774
m3,d15,t23,AT1775
m3,d15,t24,AT1776
m3,d16,t1,AT1777
m3,d16,t2,AT1778
m3,d16,t3,AT1779
m3,d16,t4,AT1780
m3,d16,t5,AT1781
m3,d16,t6,AT1782
m3,d16,t7,AT1783
m3,d16,t8,AT1784
m3,d16,t9,AT1785
m3,d16,t10,AT1786
m3,d16,t11,AT1787
m3,d16,t12,AT1788
m3,d16,t13,AT1789
m3,d16,t14,AT1790
m3,d16,t15,AT1791
m3,d16,t16,AT1792
m3,d16,t17,AT1793
m3,d16,t18,AT1794
m3,d16,t19,AT1795
m3,d16,t20,AT1796
m3,d16,t21,AT1797
m3,d16,t22,AT1798
m3,d16,t23,AT1799
m3,d16,t24,AT1800
m3,d17,t1,AT1801
m3,d17,t2,AT1802
m3,d17,t3,AT1803
m3,d17,t4,AT1804
m3,d17,t5,AT1805
m3,d17,t6,AT1806
m3,d17,t7,AT1807
m3,d17,t8,AT1808
m3,d17,t9,AT1809
m3,d17,t10,AT1810
m3,d17,t11,AT1811
m3,d17,t12,AT1812
m3,d17,t13,AT1813
m3,d17,t14,AT1814
m3,d17,t15,AT1815
m3,d17,t16,AT1816
m3,d17,t17,AT1817
m3,d17,t18,AT1818
m3,d17,t19,AT1819
m3,d17,t20,AT1820
m3,d17,t21,AT1821
m3,d17,t22,AT1822
m3,d17,t23,AT1823
m3,d17,t24,AT1824
m3,d18,t1,AT1825
m3,d18,t2,AT1826
m3,d18,t3,AT1827
m3,d18,t4,AT1828
m3,d18,t5,AT1829
m3,d18,t6,AT1830
m3,d18,t7,AT1831
m3,d18,t8,AT1832
m3,d18,t9,AT1833
m3,d18,t10,AT1834
m3,d18,t11,AT1835
m3,d18,t12,AT1836
m3,d18,t13,AT1837
m3,d18,t14,AT1838
m3,d18,t15,AT1839
m3,d18,t16,AT1840
m3,d18,t17,AT1841
m3,d18,t18,AT1842
m3,d18,t19,AT1843
m3,d18,t20,AT1844
m3,d18,t21,AT1845
m3,d18,t22,AT1846
m3,d18,t23,AT1847
m3,d18,t24,AT1848
m3,d19,t1,AT1849
m3,d19,t2,AT1850
m3,d19,t3,AT1851
m3,d19,t4,AT1852
m3,d19,t5,AT1853
m3,d19,t6,AT1854
m3,d19,t7,AT1855
m3,d19,t8,AT1856
m3,d19,t9,AT1857
m3,d19,t10,AT1858
m3,d19,t11,AT1859
m3,d19,t12,AT1860
m3,d19,t13,AT1861
m3,d19,t14,AT1862
m3,d19,t15,AT1863
m3,d19,t16,AT1864
m3,d19,t17,AT1865
m3,d19,t18,AT1866
m3,d19,t19,AT1867
m3,d19,t20,AT1868
m3,d19,t21,AT1869
m3,d19,t22,AT1870
m3,d19,t23,AT1871
m3,d19,t24,AT1872
m3,d20,t1,AT1873
m3,d20,t2,AT1874
m3,d20,t3,AT1875
m3,d20,t4,AT1876
m3,d20,t5,AT1877
m3,d20,t6,AT1878
m3,d20,t7,AT1879
m3,d20,t8,AT1880
m3,d20,t9,AT1881
m3,d20,t10,AT1882
m3,d20,t11,AT1883
m3,d20,t12,AT1884
m3,d20,t13,AT1885
m3,d20,t14,AT1886
m3,d20,t15,AT1887
m3,d20,t16,AT1888
m3,d20,t17,AT1889
m3,d20,t18,AT1890
m3,d20,t19,AT1891
m3,d20,t20,AT1892
m3,d20,t21,AT1893
m3,d20,t22,AT1894
m3,d20,t23,AT1895
m3,d20,t24,AT1896
m3,d21,t1,AT1897
m3,d21,t2,AT1898
m3,d21,t3,AT1899
m3,d21,t4,AT1900
m3,d21,t5,AT1901
m3,d21,t6,AT1902
m3,d21,t7,AT1903
m3,d21,t8,AT1904
m3,d21,t9,AT1905
m3,d21,t10,AT1906
m3,d21,t11,AT1907
m3,d21,t12,AT1908
m3,d21,t13,AT1909
m3,d21,t14,AT1910
m3,d21,t15,AT1911
m3,d21,t16,AT1912
m3,d21,t17,AT1913
m3,d21,t18,AT1914
m3,d21,t19,AT1915
m3,d21,t20,AT1916
m3,d21,t21,AT1917
m3,d21,t22,AT1918
m3,d21,t23,AT1919
m3,d21,t24,AT1920
m3,d22,t1,AT1921
m3,d22,t2,AT1922
m3,d22,t3,AT1923
m3,d22,t4,AT1924
m3,d22,t5,AT1925
m3,d22,t6,AT1926
m3,d22,t7,AT1927
m3,d22,t8,AT1928
m3,d22,t9,AT1929
m3,d22,t10,AT1930
m3,d22,t11,AT1931
m3,d22,t12,AT1932
m3,d22,t13,AT1933
m3,d22,t14,AT1934
m3,d22,t15,AT1935
m3,d22,t16,AT1936
m3,d22,t17,AT1937
m3,d22,t18,AT1938
m3,d22,t19,AT1939
m3,d22,t20,AT1940
m3,d22,t21,AT1941
m3,d22,t22,AT1942
m3,d22,t23,AT1943
m3,d22,t24,AT1944
m3,d23,t1,AT1945
m3,d23,t2,AT1946
m3,d23,t3,AT1947
m3,d23,t4,AT1948
m3,d23,t5,AT1949
m3,d23,t6,AT1950
m3,d23,t7,AT1951
m3,d23,t8,AT1952
m3,d23,t9,AT1953
m3,d23,t10,AT1954
m3,d23,t11,AT1955
m3,d23,t12,AT1956
m3,d23,t13,AT1957
m3,d23,t14,AT1958
m3,d23,t15,AT1959
m3,d23,t16,AT1960
m3,d23,t17,AT1961
m3,d23,t18,AT1962
m3,d23,t19,AT1963
m3,d23,t20,AT1964
m3,d23,t21,AT1965
m3,d23,t22,AT1966
m3,d23,t23,AT1967
m3,d23,t24,AT1968
m3,d24,t1,AT1969
m3,d24,t2,AT1970
m3,d24,t3,AT1971
m3,d24,t4,AT1972
m3,d24,t5,AT1973
m3,d24,t6,AT1974
m3,d24,t7,AT1975
m3,d24,t8,AT1976
m3,d24,t9,AT1977
m3,d24,t10,AT1978
m3,d24,t11,AT1979
m3,d24,t12,AT1980
m3,d24,t13,AT1981
m3,d24,t14,AT1982
m3,d24,t15,AT1983
m3,d24,t16,AT1984
m3,d24,t17,AT1985
m3,d24,t18,AT1986
m3,d24,t19,AT1987
m3,d24,t20,AT1988
m3,d24,t21,AT1989
m3,d24,t22,AT1990
m3,d24,t23,AT1991
m3,d24,t24,AT1992
m3,d25,t1,AT1993
m3,d25,t2,AT1994
m3,d25,t3,AT1995
m3,d25,t4,AT1996
m3,d25,t5,AT1997
m3,d25,t6,AT1998
m3,d25,t7,AT1999
m3,d25,t8,AT2000
m3,d25,t9,AT2001
m3,d25,t10,AT2002
m3,d25,t11,AT2003
m3,d25,t12,AT2004
m3,d25,t13,AT2005
m3,d25,t14,AT2006
m3,d25,t15,AT2007
m3,d25,t16,AT2008
m3,d25,t17,AT2009
m3,d25,t18,AT2010
m3,d25,t19,AT2011
m3,d25,t20,AT2012
m3,d25,t21,AT2013
m3,d25,t22,AT2014
m3,d25,t23,AT2015
m3,d25,t24,AT2016
m3,d26,t1,AT2017
m3,d26,t2,AT2018
m3,d26,t3,AT2019
m3,d26,t4,AT2020
m3,d26,t5,AT2021
m3,d26,t6,AT2022
m3,d26,t7,AT2023
m3,d26,t8,AT2024
m3,d26,t9,AT2025
m3,d26,t10,AT2026
m3,d26,t11,AT2027
m3,d26,t12,AT2028
m3,d26,t13,AT2029
m3,d26,t14,AT2030
m3,d26,t15,AT2031
m3,d26,t16,AT2032
m3,d26,t17,AT2033
m3,d26,t18,AT2034
m3,d26,t19,AT2035
m3,d26,t20,AT2036
m3,d26,t21,AT2037
m3,d26,t22,AT2038
m3,d26,t23,AT2039
m3,d26,t24,AT2040
m3,d27,t1,AT2041
m3,d27,t2,AT2042
m3,d27,t3,AT2043
m3,d27,t4,AT2044
m3,d27,t5,AT2045
m3,d27,t6,AT2046
m3,d27,t7,AT2047
m3,d27,t8,AT2048
m3,d27,t9,AT2049
m3,d27,t10,AT2050
m3,d27,t11,AT2051
m3,d27,t12,AT2052
m3,d27,t13,AT2053
m3,d27,t14,AT2054
m3,d27,t15,AT2055
m3,d27,t16,AT2056
m3,d27,t17,AT2057
m3,d27,t18,AT2058
m3,d27,t19,AT2059
m3,d27,t20,AT2060
m3,d27,t21,AT2061
m3,d27,t22,AT2062
m3,d27,t23,AT2063
m3,d27,t24,AT2064
m3,d28,t1,AT2065
m3,d28,t2,AT2066
m3,d28,t3,AT2067
